ZONE,REGION,BULK_OIL,PORE_OIL,HCPV_OIL,STOIIP_OIL
UpperReek,1,276742527.76,47099614.72,37398182.71,23520869.23
UpperReek,2,0.0,0.0,0.0,0.0
MidReek,1,198481385.59,39268248.05,31696685.63,19935022.08
MidReek,2,0.0,0.0,0.0,0.0
LowerReek,1,121511829.18,26078131.1,21942684.73,13800430.42
LowerReek,2,0.0,0.0,0.0,0.0
