DATE,FGIP,FGPR,FGPRH,FGPT,FGPTH,FOIP,FOPR,FOPRH,FOPT,FOPTF,FOPTH,FOPTS,FWIP,FWPT,FWPTH,YEARS
2000-01-01,6998191104.0,0.0,0.0,0.0,0.0,38033648.0,0.0,0.0,0.0,0.0,0.0,0.0,306784704.0,0.0,0.0,0.0
2000-02-01,6998185472.0,0.0,0.0,0.0,0.0,38033616.0,0.0,0.0,0.0,0.0,0.0,0.0,306784736.0,0.0,0.0,0.08487337082624435
2000-03-01,6936606208.0,2123316.5,2123621.5,61579304.0,61585024.0,37698944.0,11539.7646484375,11540.0,334670.125,334670.125,334660.0,0.0,306924736.0,7.686041355133057,0.0,0.1642710417509079
2000-04-01,6877593088.0,1901228.75,1887736.75,120591872.0,120104864.0,37378224.0,10332.7646484375,10257.2578125,655390.625,655390.625,652635.0,0.0,307079392.0,330.8179016113281,4548.0009765625,0.24914442002773285
2000-05-01,6824444416.0,1765721.5,1695579.625,173741040.0,170972256.0,37089368.0,9596.3125,9213.5673828125,944244.8125,944244.8125,929042.0,0.0,307227456.0,2262.39599609375,25817.001953125,0.3312799334526062
2000-06-01,6771277312.0,1709185.75,1638625.75,226908176.0,221769648.0,36800416.0,9289.052734375,8903.451171875,1233196.625,1233196.625,1205049.0,0.0,307377504.0,7212.93798828125,50901.0,0.41615331172943115
2000-07-01,6724045824.0,1563458.5,1509394.625,274139680.0,267051488.0,36543724.0,8497.056640625,8201.7001953125,1489889.5,1489889.5,1451100.0,0.0,307664032.0,15685.9892578125,75951.0,0.4982888400554657
2000-08-01,6679026688.0,1444008.5,1398302.75,319158688.0,310398880.0,36299056.0,7847.8720703125,7597.41943359375,1734558.125,1734558.125,1686620.0,0.0,307959104.0,30630.451171875,105138.0,0.5831621885299683
2000-09-01,6636402176.0,1370190.625,1325874.25,361783264.0,351500960.0,36067400.0,7446.68798828125,7203.8388671875,1966213.5,1966213.5,1909939.0,0.0,308250432.0,49291.875,136780.015625,0.6680355668067932
2000-10-01,6596826112.0,1315466.625,1270949.375,401359008.0,389629472.0,35852308.0,7151.07861328125,6905.7666015625,2181307.0,2181307.0,2117112.0,0.0,308530336.0,69371.25,169202.0,0.7501711249351501
2000-11-01,6557368832.0,1267957.625,1227013.0,440816416.0,427666848.0,35637260.0,6924.7841796875,6666.935546875,2396352.5,2396352.5,2323787.0,0.0,308818016.0,91711.640625,204244.0,0.8350445032119751
2000-12-01,6520343040.0,1229799.875,1191768.75,477836032.0,463419936.0,35434588.0,6745.1474609375,6475.7666015625,2599045.75,2599045.75,2518060.0,0.0,309095008.0,114713.5390625,239515.0,0.9171800017356873
2001-01-01,6483076608.0,1198007.25,1163525.625,515101792.0,499489216.0,35229716.0,6596.982421875,6321.87109375,2803919.0,2803919.0,2714038.0,0.0,309379840.0,139878.953125,277189.0,1.0020533800125122
2001-02-01,6424132096.0,1881211.125,1873729.0,574046592.0,557574848.0,34908552.0,10246.099609375,10180.322265625,3125081.0,3125081.0,3029628.0,0.0,309660800.0,168926.90625,314403.0,1.086926817893982
