WELLMODEL,PRESSURE,DRAWDOWN,DEPTH,DATE,CONIPOS,SGAS,WELL,CONKPOS,CONBPRES,CONIDX,SWAT,CONJPOS
STANDARD,299.52581787109375,0,1621.9632568359375,2018-01-01,29,0.0,R_A3,11,299.52581787109375,12,0.04798055440187454,41
STANDARD,299.6747741699219,0,1624.185302734375,2018-01-01,29,0.0,R_A3,12,299.6747741699219,13,0.05220574513077736,41
STANDARD,299.82373046875,0,1626.4073486328125,2018-01-01,29,0.0,R_A3,13,299.82373046875,14,0.3679848611354828,41
STANDARD,299.97271728515625,0,1628.62939453125,2018-01-01,29,0.0,R_A3,14,299.97271728515625,15,0.17489278316497803,41
STANDARD,300.1216735839844,0,1630.851318359375,2018-01-01,29,0.0,R_A3,15,300.1216735839844,16,0.601466715335846,41
STANDARD,300.2476501464844,0,1632.730224609375,2018-01-01,29,0.0,R_A3,16,300.2476501464844,17,0.7983741164207458,41
STANDARD,300.4150085449219,0,1635.2264404296875,2018-01-01,29,0.0,R_A3,26,300.4150085449219,18,0.2842419743537903,41
STANDARD,300.6467590332031,0,1638.682861328125,2018-01-01,29,0.0,R_A3,27,300.6467590332031,19,0.04422442242503166,41
STANDARD,300.8785095214844,0,1642.13916015625,2018-01-01,29,0.0,R_A3,28,300.8785095214844,20,0.04786480590701103,41
STANDARD,301.11029052734375,0,1645.5955810546875,2018-01-01,29,0.0,R_A3,29,301.11029052734375,21,0.6631198525428772,41
STANDARD,301.34210205078125,0,1649.052001953125,2018-01-01,29,0.0,R_A3,30,301.34210205078125,22,0.058873508125543594,41
STANDARD,300.200439453125,0,1632.026123046875,2018-01-01,30,0.0,R_A4,1,300.200439453125,1,0.1255362331867218,52
STANDARD,299.88201904296875,0,1627.276611328125,2018-01-01,31,0.0,R_A4,1,299.88201904296875,2,0.15504884719848633,52
STANDARD,300.0196533203125,0,1629.32958984375,2018-01-01,31,0.0,R_A4,2,300.0196533203125,3,0.13453763723373413,52
STANDARD,300.15728759765625,0,1631.38232421875,2018-01-01,31,0.0,R_A4,3,300.15728759765625,4,0.051399823278188705,52
STANDARD,300.2948913574219,0,1633.4351806640625,2018-01-01,31,0.0,R_A4,4,300.2948913574219,5,0.05379742011427879,52
STANDARD,300.2286071777344,0,1632.4464111328125,2018-01-01,32,0.0,R_A4,4,300.2286071777344,6,0.05283677577972412,52
STANDARD,300.4676513671875,0,1636.0118408203125,2018-01-01,32,0.0,R_A4,4,300.4676513671875,7,0.05520414561033249,51
STANDARD,300.50238037109375,0,1636.52978515625,2018-01-01,33,0.0,R_A4,4,300.50238037109375,8,0.05581459030508995,51
STANDARD,300.87738037109375,0,1642.1224365234375,2018-01-01,33,0.0,R_A4,4,300.87738037109375,9,0.05958312749862671,50
STANDARD,300.72998046875,0,1639.92431640625,2018-01-01,34,0.0,R_A4,4,300.72998046875,10,0.05824566259980202,50
STANDARD,300.7605285644531,0,1640.3797607421875,2018-01-01,35,0.0,R_A4,4,300.7605285644531,11,0.057185959070920944,50
STANDARD,300.64361572265625,0,1638.635986328125,2018-01-01,35,0.0,R_A4,3,300.64361572265625,12,0.2031131535768509,50
STANDARD,301.0434875488281,0,1644.5994873046875,2018-01-01,35,0.0,R_A4,3,301.0434875488281,13,0.22645263373851776,49
STANDARD,300.9272155761719,0,1642.8656005859375,2018-01-01,35,0.0,R_A4,2,300.9272155761719,14,0.22999903559684753,49
STANDARD,300.9755859375,0,1643.586669921875,2018-01-01,36,0.0,R_A4,29,300.9755859375,15,0.1395033895969391,49
STANDARD,300.96942138671875,0,1643.49462890625,2018-01-01,36,0.0,R_A4,29,300.96942138671875,16,0.05429666116833687,48
STANDARD,301.3435363769531,0,1649.0738525390625,2018-01-01,37,0.0,R_A4,29,301.3435363769531,17,0.282071977853775,48
STANDARD,301.6831970214844,0,1654.1383056640625,2018-01-01,38,0.0,R_A4,29,301.6831970214844,18,0.35807928442955017,48
STANDARD,301.29461669921875,0,1648.343994140625,2018-01-01,38,0.0,R_A4,28,301.29461669921875,19,0.09748543053865433,48
STANDARD,301.85772705078125,0,1656.740234375,2018-01-01,38,0.0,R_A4,28,301.85772705078125,20,0.06452105939388275,47
STANDARD,303.8916931152344,0,1685.5289306640625,2018-01-01,31,0.0,R_A5,1,303.8916931152344,1,1.0,20
STANDARD,304.0942077636719,0,1687.666015625,2018-01-01,31,0.0,R_A5,2,304.0942077636719,2,1.0,20
STANDARD,304.2967224121094,0,1689.80322265625,2018-01-01,31,0.0,R_A5,3,304.2967224121094,3,1.0,20
STANDARD,304.499267578125,0,1691.9403076171875,2018-01-01,31,0.0,R_A5,4,304.499267578125,4,1.0,20
STANDARD,304.7017822265625,0,1694.0775146484375,2018-01-01,31,0.0,R_A5,5,304.7017822265625,5,1.0,20
STANDARD,304.9043273925781,0,1696.2147216796875,2018-01-01,31,0.0,R_A5,6,304.9043273925781,6,1.0,20
STANDARD,305.41265869140625,0,1698.351806640625,2018-01-01,31,0.0,R_A5,7,305.41265869140625,7,1.0,20
STANDARD,305.61517333984375,0,1700.489013671875,2018-01-01,31,0.0,R_A5,8,305.61517333984375,8,1.0,20
STANDARD,305.3707580566406,0,1701.1351318359375,2018-01-01,31,0.0,R_A5,11,305.3707580566406,9,1.0,21
STANDARD,305.56201171875,0,1703.1533203125,2018-01-01,31,0.0,R_A5,12,305.56201171875,10,1.0,21
STANDARD,305.7652282714844,0,1705.1715087890625,2018-01-01,31,0.0,R_A5,13,305.7652282714844,11,1.0,21
STANDARD,305.9565124511719,0,1707.189697265625,2018-01-01,31,0.0,R_A5,14,305.9565124511719,12,1.0,21
STANDARD,306.14776611328125,0,1709.2078857421875,2018-01-01,31,0.0,R_A5,15,306.14776611328125,13,1.0,21
STANDARD,306.4840393066406,0,1711.22607421875,2018-01-01,31,0.0,R_A5,16,306.4840393066406,14,1.0,21
STANDARD,306.6714782714844,0,1713.20361328125,2018-01-01,31,0.0,R_A5,17,306.6714782714844,15,1.0,21
STANDARD,306.791259765625,0,1714.4676513671875,2018-01-01,31,0.0,R_A5,18,306.791259765625,16,1.0,21
STANDARD,306.8304443359375,0,1714.881103515625,2018-01-01,31,0.0,R_A5,19,306.8304443359375,17,1.0,21
STANDARD,306.78875732421875,0,1716.098876953125,2018-01-01,31,0.0,R_A5,26,306.78875732421875,18,1.0,21
STANDARD,306.99725341796875,0,1718.298583984375,2018-01-01,31,0.0,R_A5,27,306.99725341796875,19,1.0,21
STANDARD,307.51153564453125,0,1720.4984130859375,2018-01-01,31,0.0,R_A5,28,307.51153564453125,20,1.0,21
STANDARD,307.7200012207031,0,1722.6982421875,2018-01-01,31,0.0,R_A5,29,307.7200012207031,21,1.0,21
STANDARD,307.9284973144531,0,1724.8980712890625,2018-01-01,31,0.0,R_A5,30,307.9284973144531,22,1.0,21
STANDARD,305.0042724609375,0,1694.0426025390625,2018-01-01,17,0.0,R_A6,1,305.0042724609375,1,1.0,42
STANDARD,305.1492919921875,0,1695.57275390625,2018-01-01,17,0.0,R_A6,2,305.1492919921875,2,1.0,42
STANDARD,305.2942810058594,0,1697.1029052734375,2018-01-01,17,0.0,R_A6,3,305.2942810058594,3,1.0,42
STANDARD,305.4393005371094,0,1698.6331787109375,2018-01-01,17,0.0,R_A6,4,305.4393005371094,4,1.0,42
STANDARD,305.5843200683594,0,1700.163330078125,2018-01-01,17,0.0,R_A6,5,305.5843200683594,5,1.0,42
STANDARD,305.7293395996094,0,1701.6934814453125,2018-01-01,17,0.0,R_A6,6,305.7293395996094,6,1.0,42
STANDARD,305.5752868652344,0,1703.2236328125,2018-01-01,17,0.0,R_A6,7,305.5752868652344,7,1.0,42
STANDARD,305.7203063964844,0,1704.75390625,2018-01-01,17,0.0,R_A6,8,305.7203063964844,8,1.0,42
STANDARD,306.16436767578125,0,1706.2840576171875,2018-01-01,17,0.0,R_A6,9,306.16436767578125,9,1.0,42
STANDARD,306.00360107421875,0,1707.814208984375,2018-01-01,17,0.0,R_A6,10,306.00360107421875,10,1.0,42
STANDARD,306.18341064453125,0,1709.7103271484375,2018-01-01,17,0.0,R_A6,11,306.18341064453125,11,1.0,42
STANDARD,306.3977966308594,0,1711.97216796875,2018-01-01,17,0.0,R_A6,12,306.3977966308594,12,1.0,42
STANDARD,306.6241149902344,0,1714.234130859375,2018-01-01,17,0.0,R_A6,13,306.6241149902344,13,1.0,42
STANDARD,306.8385009765625,0,1716.49609375,2018-01-01,17,0.0,R_A6,14,306.8385009765625,14,1.0,42
STANDARD,307.0528564453125,0,1718.758056640625,2018-01-01,17,0.0,R_A6,15,307.0528564453125,15,1.0,42
STANDARD,307.4122619628906,0,1721.0198974609375,2018-01-01,17,0.0,R_A6,16,307.4122619628906,16,1.0,42
STANDARD,307.6266174316406,0,1723.2818603515625,2018-01-01,17,0.0,R_A6,17,307.6266174316406,17,1.0,42
STANDARD,307.7777404785156,0,1724.8760986328125,2018-01-01,17,0.0,R_A6,18,307.7777404785156,18,1.0,42
STANDARD,307.7453308105469,0,1726.19189453125,2018-01-01,17,0.0,R_A6,26,307.7453308105469,19,1.0,42
STANDARD,308.2127380371094,0,1727.8970947265625,2018-01-01,17,0.0,R_A6,27,308.2127380371094,20,1.0,42
STANDARD,308.3743591308594,0,1729.602294921875,2018-01-01,17,0.0,R_A6,28,308.3743591308594,21,1.0,42
STANDARD,308.5359802246094,0,1731.3074951171875,2018-01-01,17,0.0,R_A6,29,308.5359802246094,22,1.0,42
STANDARD,308.3918151855469,0,1733.0126953125,2018-01-01,17,0.0,R_A6,30,308.3918151855469,23,1.0,42
STANDARD,298.23077392578125,0,1640.937744140625,2018-03-01,22,0.0,R_A2,1,298.23077392578125,1,0.05385669320821762,30
STANDARD,298.34637451171875,0,1642.662353515625,2018-03-01,22,0.0,R_A2,2,298.34637451171875,2,0.05623691901564598,30
STANDARD,298.46197509765625,0,1644.3870849609375,2018-03-01,22,0.0,R_A2,3,298.46197509765625,3,0.05782623589038849,30
STANDARD,298.57757568359375,0,1646.1116943359375,2018-03-01,22,0.0,R_A2,4,298.57757568359375,4,0.06404537707567215,30
STANDARD,298.69317626953125,0,1647.8363037109375,2018-03-01,22,0.0,R_A2,5,298.69317626953125,5,0.06517227739095688,30
STANDARD,298.87188720703125,0,1649.5609130859375,2018-03-01,22,0.0,R_A2,6,298.87188720703125,6,0.3183378577232361,30
STANDARD,299.17864990234375,0,1651.28564453125,2018-03-01,22,0.0,R_A2,7,299.17864990234375,7,0.8586747646331787,30
STANDARD,299.3828125,0,1653.01025390625,2018-03-01,22,0.0,R_A2,8,299.3828125,8,0.6563313603401184,30
STANDARD,299.5579528808594,0,1654.73486328125,2018-03-01,22,0.0,R_A2,9,299.5579528808594,9,0.20534583926200867,30
STANDARD,299.78985595703125,0,1656.45947265625,2018-03-01,22,0.0,R_A2,10,299.78985595703125,10,0.8835927844047546,30
STANDARD,299.7978820800781,0,1658.332763671875,2018-03-01,22,0.0,R_A2,11,299.7978820800781,11,0.06688310205936432,30
STANDARD,299.93341064453125,0,1660.354736328125,2018-03-01,22,0.0,R_A2,12,299.93341064453125,12,0.06876786798238754,30
STANDARD,300.0693359375,0,1662.3765869140625,2018-03-01,22,0.0,R_A2,13,300.0693359375,13,0.42024853825569153,30
STANDARD,300.2057800292969,0,1664.3984375,2018-03-01,22,0.0,R_A2,14,300.2057800292969,14,0.4656331539154053,30
STANDARD,300.34600830078125,0,1666.42041015625,2018-03-01,22,0.0,R_A2,15,300.34600830078125,15,0.9049981236457825,30
STANDARD,300.48651123046875,0,1668.4422607421875,2018-03-01,22,0.0,R_A2,16,300.48651123046875,16,0.9148945808410645,30
STANDARD,300.62542724609375,0,1670.464111328125,2018-03-01,22,0.0,R_A2,17,300.62542724609375,17,0.8724573850631714,30
STANDARD,301.0072021484375,0,1676.2523193359375,2018-03-01,22,0.0,R_A2,18,301.0072021484375,18,0.9858193397521973,29
STANDARD,303.18682861328125,0,1678.0084228515625,2018-03-01,22,0.0,R_A2,26,303.18682861328125,19,0.7624754905700684,29
STANDARD,303.0578308105469,0,1679.7783203125,2018-03-01,22,-7.936330348456977e-08,R_A2,27,303.0578308105469,20,0.9999991655349731,29
STANDARD,302.8242492675781,0,1681.5482177734375,2018-03-01,22,-2.2519712317148333e-08,R_A2,28,302.8242492675781,21,0.9999997615814209,29
STANDARD,302.4042053222656,0,1683.3179931640625,2018-03-01,22,-1.4220215283078375e-10,R_A2,29,302.4042053222656,22,1.0,29
STANDARD,302.4677734375,0,1685.087890625,2018-03-01,22,6.832933507894268e-08,R_A2,30,302.4677734375,23,1.0000003576278687,29
STANDARD,283.53277587890625,0,1685.5289306640625,2018-04-28,31,-7.127037182641516e-09,R_A5,1,283.53277587890625,1,0.9999998807907104,20
STANDARD,283.7349853515625,0,1687.666015625,2018-04-28,31,-6.972369348545726e-09,R_A5,2,283.7349853515625,2,0.9999998807907104,20
STANDARD,283.93707275390625,0,1689.80322265625,2018-04-28,31,-6.760969561980801e-09,R_A5,3,283.93707275390625,3,0.9999998807907104,20
STANDARD,284.13909912109375,0,1691.9403076171875,2018-04-28,31,-6.851990974610089e-09,R_A5,4,284.13909912109375,4,0.9999998807907104,20
STANDARD,284.34100341796875,0,1694.0775146484375,2018-04-28,31,-2.3634090240420846e-09,R_A5,5,284.34100341796875,5,0.9999999403953552,20
STANDARD,284.543212890625,0,1696.2147216796875,2018-04-28,31,-3.971171835814857e-09,R_A5,6,284.543212890625,6,0.9999999403953552,20
STANDARD,285.077880859375,0,1698.351806640625,2018-04-28,31,-6.905094551701296e-11,R_A5,7,285.077880859375,7,1.0,20
STANDARD,285.31927490234375,0,1700.489013671875,2018-04-28,31,-1.4856792879269776e-11,R_A5,8,285.31927490234375,8,1.0,20
STANDARD,279.3363342285156,0,1701.1351318359375,2018-04-28,31,-5.985212759435088e-12,R_A5,11,279.3363342285156,9,1.0,21
STANDARD,279.59375,0,1703.1533203125,2018-04-28,31,-5.6150791481746065e-12,R_A5,12,279.59375,10,1.0,21
STANDARD,279.7969665527344,0,1705.1715087890625,2018-04-28,31,-3.4323639850480925e-13,R_A5,13,279.7969665527344,11,1.0,21
STANDARD,279.9881286621094,0,1707.189697265625,2018-04-28,31,-2.34457039286623e-13,R_A5,14,279.9881286621094,12,1.0,21
STANDARD,280.1799621582031,0,1709.2078857421875,2018-04-28,31,-8.19000493508873e-14,R_A5,15,280.1799621582031,13,1.0,21
STANDARD,280.5212097167969,0,1711.22607421875,2018-04-28,31,-1.428562570158793e-14,R_A5,16,280.5212097167969,14,1.0,21
STANDARD,280.7132568359375,0,1713.20361328125,2018-04-28,31,-1.906286780717966e-14,R_A5,17,280.7132568359375,15,1.0,21
STANDARD,280.8340148925781,0,1714.4676513671875,2018-04-28,31,-4.868576397744741e-15,R_A5,18,280.8340148925781,16,1.0,21
STANDARD,280.87353515625,0,1714.881103515625,2018-04-28,31,0.0,R_A5,19,280.87353515625,17,1.0,21
STANDARD,284.1978454589844,0,1716.098876953125,2018-04-28,31,-2.5280289116285303e-15,R_A5,26,284.1978454589844,18,1.0,21
STANDARD,284.43975830078125,0,1718.298583984375,2018-04-28,31,-1.3747341557563742e-15,R_A5,27,284.43975830078125,19,1.0,21
STANDARD,290.3946838378906,0,1720.4984130859375,2018-04-28,31,-1.8008340149793616e-22,R_A5,28,290.3946838378906,20,1.0,21
STANDARD,301.5062561035156,0,1722.6982421875,2018-04-28,31,-4.147260293217605e-24,R_A5,29,301.5062561035156,21,1.0,21
STANDARD,305.9468688964844,0,1724.8980712890625,2018-04-28,31,-1.6955123021383292e-26,R_A5,30,305.9468688964844,22,1.0,21
STANDARD,270.6268310546875,0,1608.297119140625,2018-07-03,28,0.0,R_A3,1,270.6268310546875,1,0.6510006189346313,41
STANDARD,270.7542724609375,0,1610.2835693359375,2018-07-03,28,0.0,R_A3,2,270.7542724609375,2,0.19337905943393707,41
STANDARD,270.8863220214844,0,1612.2698974609375,2018-07-03,28,0.0,R_A3,3,270.8863220214844,3,0.14633463323116302,41
STANDARD,270.400634765625,0,1605.4686279296875,2018-07-03,29,0.0,R_A3,3,270.400634765625,4,0.16796106100082397,41
STANDARD,270.537109375,0,1607.519775390625,2018-07-03,29,0.0,R_A3,4,270.537109375,5,0.1426168531179428,41
STANDARD,270.7660827636719,0,1609.5709228515625,2018-07-03,29,0.0,R_A3,5,270.7660827636719,6,0.806996762752533,41
STANDARD,270.8927001953125,0,1611.6220703125,2018-07-03,29,0.0,R_A3,6,270.8927001953125,7,0.650011420249939,41
STANDARD,271.0618591308594,0,1613.6732177734375,2018-07-03,29,0.0,R_A3,7,271.0618591308594,8,0.19652187824249268,41
STANDARD,271.1988525390625,0,1615.724365234375,2018-07-03,29,0.0,R_A3,8,271.1988525390625,9,0.23841102421283722,41
STANDARD,271.4685974121094,0,1617.7755126953125,2018-07-03,29,0.0,R_A3,9,271.4685974121094,10,0.7904930114746094,41
STANDARD,273.5169677734375,0,1619.82666015625,2018-07-03,29,0.0,R_A3,10,273.5169677734375,11,0.7960674166679382,41
STANDARD,290.9880676269531,0,1621.9632568359375,2018-07-03,29,0.0,R_A3,11,290.9880676269531,12,0.04804515093564987,41
STANDARD,291.13671875,0,1624.185302734375,2018-07-03,29,0.0,R_A3,12,291.13671875,13,0.05227013677358627,41
STANDARD,291.285888671875,0,1626.4073486328125,2018-07-03,29,0.0,R_A3,13,291.285888671875,14,0.36824437975883484,41
STANDARD,291.5015563964844,0,1628.62939453125,2018-07-03,29,0.0,R_A3,14,291.5015563964844,15,0.17497172951698303,41
STANDARD,291.68194580078125,0,1630.851318359375,2018-07-03,29,0.0,R_A3,15,291.68194580078125,16,0.6022099256515503,41
STANDARD,291.81683349609375,0,1632.730224609375,2018-07-03,29,0.0,R_A3,16,291.81683349609375,17,0.7978826761245728,41
STANDARD,285.35394287109375,0,1635.2264404296875,2018-07-03,29,0.0,R_A3,26,285.35394287109375,18,0.2830893099308014,41
STANDARD,285.57568359375,0,1638.682861328125,2018-07-03,29,0.0,R_A3,27,285.57568359375,19,0.04445572942495346,41
STANDARD,285.80657958984375,0,1642.13916015625,2018-07-03,29,0.0,R_A3,28,285.80657958984375,20,0.04811449721455574,41
STANDARD,286.05340576171875,0,1645.5955810546875,2018-07-03,29,0.0,R_A3,29,286.05340576171875,21,0.6644088625907898,41
STANDARD,286.2499694824219,0,1649.052001953125,2018-07-03,29,0.0,R_A3,30,286.2499694824219,22,0.05907812342047691,41
STANDARD,279.36053466796875,0,1632.026123046875,2018-09-12,30,0.0,R_A4,1,279.36053466796875,1,0.1257575899362564,52
STANDARD,279.04803466796875,0,1627.276611328125,2018-09-12,31,0.0,R_A4,1,279.04803466796875,2,0.15519355237483978,52
STANDARD,279.1849060058594,0,1629.32958984375,2018-09-12,31,0.0,R_A4,2,279.1849060058594,3,0.13469000160694122,52
STANDARD,279.32177734375,0,1631.38232421875,2018-09-12,31,0.0,R_A4,3,279.32177734375,4,0.05147569626569748,52
STANDARD,279.4586486816406,0,1633.4351806640625,2018-09-12,31,0.0,R_A4,4,279.4586486816406,5,0.05387250706553459,52
STANDARD,279.38946533203125,0,1632.4464111328125,2018-09-12,32,0.0,R_A4,4,279.38946533203125,6,0.05298130586743355,52
STANDARD,279.5989074707031,0,1636.0118408203125,2018-09-12,32,0.0,R_A4,4,279.5989074707031,7,0.05570207163691521,51
STANDARD,279.6041259765625,0,1636.52978515625,2018-09-12,33,0.0,R_A4,4,279.6041259765625,8,0.05594565346837044,51
STANDARD,279.9585266113281,0,1642.1224365234375,2018-09-12,33,0.0,R_A4,4,279.9585266113281,9,0.059575896710157394,50
STANDARD,279.7535400390625,0,1639.92431640625,2018-09-12,34,0.0,R_A4,4,279.7535400390625,10,0.058196209371089935,50
STANDARD,279.6942443847656,0,1640.3797607421875,2018-09-12,35,0.0,R_A4,4,279.6942443847656,11,0.05721556767821312,50
STANDARD,279.578369140625,0,1638.635986328125,2018-09-12,35,0.0,R_A4,3,279.578369140625,12,0.20325106382369995,50
STANDARD,279.89080810546875,0,1644.5994873046875,2018-09-12,35,0.0,R_A4,3,279.89080810546875,13,0.22640880942344666,49
STANDARD,279.773681640625,0,1642.8656005859375,2018-09-12,35,0.0,R_A4,2,279.773681640625,14,0.2300223410129547,49
STANDARD,271.81744384765625,0,1643.586669921875,2018-09-12,36,0.0,R_A4,29,271.81744384765625,15,0.1455736607313156,49
STANDARD,271.4018249511719,0,1643.49462890625,2018-09-12,36,0.0,R_A4,29,271.4018249511719,16,0.06217589229345322,48
STANDARD,272.3077087402344,0,1649.0738525390625,2018-09-12,37,0.0,R_A4,29,272.3077087402344,17,0.2881415784358978,48
STANDARD,273.4814758300781,0,1654.1383056640625,2018-09-12,38,0.0,R_A4,29,273.4814758300781,18,0.30292683839797974,48
STANDARD,272.7254638671875,0,1648.343994140625,2018-09-12,38,0.0,R_A4,28,272.7254638671875,19,0.11475817859172821,48
STANDARD,272.9273376464844,0,1656.740234375,2018-09-12,38,0.0,R_A4,28,272.9273376464844,20,0.07794888317584991,47
STANDARD,275.2112731933594,0,1694.0426025390625,2018-11-07,17,3.365663997501045e-11,R_A6,1,275.2112731933594,1,1.0,42
STANDARD,275.35498046875,0,1695.57275390625,2018-11-07,17,1.9032567188936866e-11,R_A6,2,275.35498046875,2,1.0,42
STANDARD,275.49658203125,0,1697.1029052734375,2018-11-07,17,1.3725042803669485e-11,R_A6,3,275.49658203125,3,1.0,42
STANDARD,275.6352233886719,0,1698.6331787109375,2018-11-07,17,1.0950667456155472e-11,R_A6,4,275.6352233886719,4,1.0,42
STANDARD,275.7726135253906,0,1700.163330078125,2018-11-07,17,1.7270266813862456e-11,R_A6,5,275.7726135253906,5,1.0,42
STANDARD,275.9123229980469,0,1701.6934814453125,2018-11-07,17,9.571916592676644e-10,R_A6,6,275.9123229980469,6,1.0,42
STANDARD,275.7582702636719,0,1703.2236328125,2018-11-07,17,1.633581825366548e-09,R_A6,7,275.7582702636719,7,1.0,42
STANDARD,275.90960693359375,0,1704.75390625,2018-11-07,17,1.3884506877559488e-09,R_A6,8,275.90960693359375,8,1.0,42
STANDARD,276.3860168457031,0,1706.2840576171875,2018-11-07,17,1.1145399186895943e-10,R_A6,9,276.3860168457031,9,1.0,42
STANDARD,276.26763916015625,0,1707.814208984375,2018-11-07,17,3.3158257389809265e-11,R_A6,10,276.26763916015625,10,1.0,42
STANDARD,280.8473205566406,0,1709.7103271484375,2018-11-07,17,2.215604782973557e-10,R_A6,11,280.8473205566406,11,1.0,42
STANDARD,281.05224609375,0,1711.97216796875,2018-11-07,17,1.4514237034468636e-10,R_A6,12,281.05224609375,12,1.0,42
STANDARD,281.2857971191406,0,1714.234130859375,2018-11-07,17,3.914268215110539e-12,R_A6,13,281.2857971191406,13,1.0,42
STANDARD,281.5,0,1716.49609375,2018-11-07,17,6.25269497636638e-12,R_A6,14,281.5,14,1.0,42
STANDARD,281.7143859863281,0,1718.758056640625,2018-11-07,17,3.93341218971055e-12,R_A6,15,281.7143859863281,15,1.0,42
STANDARD,282.07379150390625,0,1721.0198974609375,2018-11-07,17,1.0720734196223436e-12,R_A6,16,282.07379150390625,16,1.0,42
STANDARD,282.2879638671875,0,1723.2818603515625,2018-11-07,17,2.050491937702348e-12,R_A6,17,282.2879638671875,17,1.0,42
