CONIDX,CONIPOS,CONJPOS,SGAS,WELL,SWAT,DRAWDOWN,DATE,CONBPRES,WELLMODEL,DEPTH,PRESSURE,CONKPOS
8,32,51,0.0,R_A4,0.15248292684555054,0,2018-09-12,281.7659606933594,STANDARD,1636.31494140625,281.7659606933594,5
9,32,51,0.0,R_A4,0.05508090555667877,0,2018-09-12,281.64337158203125,STANDARD,1634.4776611328125,281.64337158203125,4
10,33,51,0.0,R_A4,0.05654538795351982,0,2018-09-12,281.7702331542969,STANDARD,1635.8919677734375,281.7702331542969,4
11,33,51,0.0,R_A4,0.1474592387676239,0,2018-09-12,281.8954772949219,STANDARD,1637.7685546875,281.8954772949219,5
12,33,50,0.0,R_A4,0.05742739513516426,0,2018-09-12,282.0698547363281,STANDARD,1641.5633544921875,282.0698547363281,5
13,34,50,0.0,R_A4,0.05870136246085167,0,2018-09-12,282.0182189941406,STANDARD,1640.5255126953125,282.0182189941406,5
14,34,50,0.0,R_A4,0.09386973828077316,0,2018-09-12,281.8937683105469,STANDARD,1638.66064453125,281.8937683105469,4
15,35,50,0.0,R_A4,0.09458432346582413,0,2018-09-12,281.9080810546875,STANDARD,1639.218505859375,281.9080810546875,4
16,35,49,0.0,R_A4,0.1629043072462082,0,2018-09-12,282.1164245605469,STANDARD,1643.64794921875,282.1164245605469,4
17,35,49,0.0,R_A4,0.22602851688861847,0,2018-09-12,281.9981689453125,STANDARD,1641.879638671875,281.9981689453125,3
18,36,49,0.0,R_A4,0.6499415040016174,0,2018-09-12,277.0673522949219,STANDARD,1641.947265625,277.0673522949219,29
19,36,48,0.0,R_A4,0.2075720727443695,0,2018-09-12,276.408447265625,STANDARD,1642.02978515625,276.408447265625,29
20,37,48,-5.618205987240055e-12,R_A4,1.0,0,2018-09-12,282.32373046875,STANDARD,1647.315185546875,282.32373046875,29
21,38,48,0.0,R_A4,0.8387876152992249,0,2018-09-12,281.9747009277344,STANDARD,1650.939453125,281.9747009277344,29
22,38,47,-5.666667490800137e-08,R_A4,0.9999990463256836,0,2018-09-12,285.5482482910156,STANDARD,1659.1990966796875,285.5482482910156,29
1,17,42,7.750325554944926e-12,R_A6,1.0,0,2018-11-07,275.7332458496094,STANDARD,1694.130859375,275.7332458496094,1
2,17,42,2.6313933670918388e-12,R_A6,1.0,0,2018-11-07,275.86077880859375,STANDARD,1695.6649169921875,275.86077880859375,2
3,17,42,4.803504382450141e-12,R_A6,1.0,0,2018-11-07,275.9766845703125,STANDARD,1697.198974609375,275.9766845703125,3
