order,utm_x,utm_y,measured_depth,true_vertical_depth,zone,pressure,swat,sgas,soil,valid_zone,is_active,i,j,k,well,time,inactive_info
0,460994.9,5933813.29,1697.9,1648.9,Valysar,299.0025329589844,0.0678793340921402,0.0,0.9321206659078598,True,True,21,29,2,R_A2,2018-03-01,
0,462753.44,5932869.64,1673.4,1624.4,Therys,285.4427795410156,0.0542152002453804,0.0,0.9457847997546196,True,True,28,40,11,R_A3,2018-07-03,
1,462753.44,5932869.64,1690.7,1641.7,Volon,285.4901123046875,0.05102115869522095,0.0,0.948978841304779,True,True,28,40,27,R_A3,2018-07-03,
0,464008.822,5931878.919,2578.7,1634.538,Valysar,,,,,True,False,31,50,1,R_A4,2018-09-12,"TRAJECTORY_POINT_NOT_IN_RFT (utm_x=464008.822, utm_y=5931878.919, measured_depth=2578.7)"
1,464291.761,5932429.155,3197.5,1643.655,Volon,280.6143493652344,0.056392036378383636,0.0,0.9436079636216164,True,True,35,48,28,R_A4,2018-09-12,
0,461519.21,5935692.65,1737.8,1688.8,Valysar,268.5478515625,1.0,-1.0580534712256728e-11,1.0580534712256728e-11,True,True,30,19,2,R_A5,2018-04-28,
1,461519.21,5935692.65,1769.1,1720.1,Volon,278.19189453125,1.0,-2.388585596526089e-17,2.388585596526089e-17,True,True,30,20,25,R_A5,2018-04-28,
0,461292.74,5931883.26,1759.9,1710.9,Therys,274.9021301269531,1.0,-3.243909341972784e-16,3.243909341972784e-16,True,True,16,41,11,R_A6,2018-11-07,
1,461292.74,5931883.26,1777.4,1728.4,Volon,276.3194274902344,1.0,-1.644965115091943e-16,1.644965115091943e-16,True,True,16,41,25,R_A6,2018-11-07,
