SWAT,DEPTH,DATE,CONKPOS,WELL,SGAS,DRAWDOWN,CONBPRES,PRESSURE,CONJPOS,CONIDX,WELLMODEL,CONIPOS
0.05181262642145157,1638.0880126953125,2018-01-01,1,R_A2,0.0,0,300.607421875,300.607421875,30,1,STANDARD,22
0.05341917276382446,1639.91259765625,2018-01-01,2,R_A2,0.0,0,300.7297668457031,300.7297668457031,30,2,STANDARD,22
0.055710528045892715,1641.7373046875,2018-01-01,3,R_A2,0.0,0,300.85211181640625,300.85211181640625,30,3,STANDARD,22
0.06122982129454613,1643.56201171875,2018-01-01,4,R_A2,0.0,0,300.9744873046875,300.9744873046875,30,4,STANDARD,22
0.0628749206662178,1645.38671875,2018-01-01,5,R_A2,0.0,0,301.0968322753906,301.0968322753906,30,5,STANDARD,22
0.29999643564224243,1647.21142578125,2018-01-01,6,R_A2,0.0,0,301.2192077636719,301.2192077636719,30,6,STANDARD,22
0.8642738461494446,1649.0361328125,2018-01-01,7,R_A2,0.0,0,301.3415832519531,301.3415832519531,30,7,STANDARD,22
0.1447903960943222,1650.86083984375,2018-01-01,8,R_A2,0.0,0,301.4639587402344,301.4639587402344,30,8,STANDARD,22
0.10785501450300217,1652.685546875,2018-01-01,9,R_A2,0.0,0,301.5863342285156,301.5863342285156,30,9,STANDARD,22
0.15703941881656647,1654.51025390625,2018-01-01,10,R_A2,0.0,0,301.7087097167969,301.7087097167969,30,10,STANDARD,22
0.06569092720746994,1656.434814453125,2018-01-01,11,R_A2,0.0,0,301.8377990722656,301.8377990722656,30,11,STANDARD,22
0.06918101012706757,1658.4593505859375,2018-01-01,12,R_A2,0.0,0,301.97357177734375,301.97357177734375,30,12,STANDARD,22
0.4188051223754883,1660.48388671875,2018-01-01,13,R_A2,0.0,0,302.109375,302.109375,30,13,STANDARD,22
0.4569079279899597,1662.5084228515625,2018-01-01,14,R_A2,0.0,0,302.24517822265625,302.24517822265625,30,14,STANDARD,22
0.8831880688667297,1664.532958984375,2018-01-01,15,R_A2,0.0,0,302.3809814453125,302.3809814453125,30,15,STANDARD,22
0.8850616812705994,1666.5574951171875,2018-01-01,16,R_A2,0.0,0,302.51678466796875,302.51678466796875,30,16,STANDARD,22
0.9476771354675293,1673.0052490234375,2018-01-01,16,R_A2,0.0,0,302.9493408203125,302.9493408203125,29,17,STANDARD,22
0.936159074306488,1675.260986328125,2018-01-01,17,R_A2,0.0,0,303.1007080078125,303.1007080078125,29,18,STANDARD,22
0.9843167066574097,1677.0418701171875,2018-01-01,18,R_A2,0.0,0,303.2201843261719,303.2201843261719,29,19,STANDARD,22
0.7505885362625122,1678.5811767578125,2018-01-01,26,R_A2,0.0,0,303.3234558105469,303.3234558105469,29,20,STANDARD,22
