SWAT,CONIPOS,CONBPRES,SGAS,CONJPOS,WELL,CONKPOS,WELLMODEL,CONIDX,DRAWDOWN,PRESSURE,DEPTH,DATE
0.05355024337768555,22,300.7494812011719,0.0,30,R_A2,1,STANDARD,1,0,300.7494812011719,1640.581787109375,2018-01-01
0.056316714733839035,22,300.8655700683594,0.0,30,R_A2,2,STANDARD,2,0,300.8655700683594,1642.3131103515625,2018-01-01
0.05844831466674805,22,300.981689453125,0.0,30,R_A2,3,STANDARD,3,0,300.981689453125,1644.0445556640625,2018-01-01
0.062366560101509094,22,301.0977783203125,0.0,30,R_A2,4,STANDARD,4,0,301.0977783203125,1645.7760009765625,2018-01-01
0.08978712558746338,22,301.2138977050781,0.0,30,R_A2,5,STANDARD,5,0,301.2138977050781,1647.5074462890625,2018-01-01
0.6481541991233826,22,301.33001708984375,0.0,30,R_A2,6,STANDARD,6,0,301.33001708984375,1649.23876953125,2018-01-01
0.8699913620948792,22,301.44610595703125,0.0,30,R_A2,7,STANDARD,7,0,301.44610595703125,1650.97021484375,2018-01-01
0.8517614603042603,22,301.5622253417969,0.0,30,R_A2,8,STANDARD,8,0,301.5622253417969,1652.7015380859375,2018-01-01
0.8750696182250977,22,301.6783752441406,0.0,30,R_A2,9,STANDARD,9,0,301.6783752441406,1654.4329833984375,2018-01-01
0.8955880999565125,22,301.79449462890625,0.0,30,R_A2,10,STANDARD,10,0,301.79449462890625,1656.164306640625,2018-01-01
0.06904298812150955,22,301.9209289550781,0.0,30,R_A2,11,STANDARD,11,0,301.9209289550781,1658.049560546875,2018-01-01
0.42622703313827515,22,302.1944580078125,0.0,30,R_A2,13,STANDARD,12,0,302.1944580078125,1662.1275634765625,2018-01-01
0.4749395549297333,22,302.33123779296875,0.0,30,R_A2,14,STANDARD,13,0,302.33123779296875,1664.16650390625,2018-01-01
0.9060326814651489,22,302.468017578125,0.0,30,R_A2,15,STANDARD,14,0,302.468017578125,1666.20556640625,2018-01-01
0.9264202117919922,22,302.60479736328125,0.0,30,R_A2,16,STANDARD,15,0,302.60479736328125,1668.2445068359375,2018-01-01
0.8757651448249817,22,302.7415771484375,0.0,30,R_A2,17,STANDARD,16,0,302.7415771484375,1670.2835693359375,2018-01-01
0.9082330465316772,22,302.9631042480469,0.0,29,R_A2,17,STANDARD,17,0,302.9631042480469,1673.5853271484375,2018-01-01
0.9694920778274536,22,303.0818176269531,0.0,29,R_A2,18,STANDARD,18,0,303.0818176269531,1675.35498046875,2018-01-01
0.7343909740447998,22,303.19232177734375,0.0,29,R_A2,26,STANDARD,19,0,303.19232177734375,1677.001708984375,2018-01-01
