SGAS,DRAWDOWN,DEPTH,WELL,CONIPOS,CONIDX,CONBPRES,CONJPOS,SWAT,DATE,CONKPOS,PRESSURE,WELLMODEL
-3.468083228908535e-14,0,1680.78759765625,R_A2,22,20,303.26251220703125,29,1.0,2018-03-01,28,303.26251220703125,STANDARD
-8.224982991239006e-15,0,1682.5458984375,R_A2,22,21,303.3139953613281,29,1.0,2018-03-01,29,303.3139953613281,STANDARD
-2.1701735850395863e-15,0,1684.30419921875,R_A2,22,22,302.9053955078125,29,1.0,2018-03-01,30,302.9053955078125,STANDARD
-1.0214038951650642e-13,0,1686.0626220703125,R_A2,22,23,301.7875671386719,29,1.0,2018-03-01,31,301.7875671386719,STANDARD
-1.2139381166953456e-10,0,1683.97314453125,R_A5,31,1,278.87109375,20,1.0,2018-04-28,1,278.87109375,STANDARD
-1.171212293815671e-10,0,1686.194091796875,R_A5,31,2,279.0812072753906,20,1.0,2018-04-28,2,279.0812072753906,STANDARD
-1.2084165612602504e-10,0,1688.4150390625,R_A5,31,3,279.29119873046875,20,1.0,2018-04-28,3,279.29119873046875,STANDARD
-1.134942695379948e-10,0,1690.6361083984375,R_A5,31,4,279.5010986328125,20,1.0,2018-04-28,4,279.5010986328125,STANDARD
-9.823128421793115e-11,0,1692.8570556640625,R_A5,31,5,279.7109680175781,20,1.0,2018-04-28,5,279.7109680175781,STANDARD
-9.864662559033732e-11,0,1695.078125,R_A5,31,6,279.9208679199219,20,1.0,2018-04-28,6,279.9208679199219,STANDARD
-6.159677802541896e-13,0,1697.299072265625,R_A5,31,7,280.4291687011719,20,1.0,2018-04-28,7,280.4291687011719,STANDARD
-2.4592394093359005e-12,0,1701.082275390625,R_A5,31,8,280.4103088378906,21,1.0,2018-04-28,11,280.4103088378906,STANDARD
-2.8387819438896456e-12,0,1703.1090087890625,R_A5,31,9,280.6140441894531,21,1.0,2018-04-28,12,280.6140441894531,STANDARD
-1.0730016186547356e-13,0,1705.1357421875,R_A5,31,10,280.8182373046875,21,1.0,2018-04-28,13,280.8182373046875,STANDARD
-1.596650329310778e-13,0,1707.1624755859375,R_A5,31,11,281.0105285644531,21,1.0,2018-04-28,14,281.0105285644531,STANDARD
-7.38231090841035e-14,0,1709.189208984375,R_A5,31,12,281.54388427734375,21,1.0,2018-04-28,15,281.54388427734375,STANDARD
-2.486091166915491e-14,0,1711.2159423828125,R_A5,31,13,282.87158203125,21,1.0,2018-04-28,16,282.87158203125,STANDARD
-2.355433624296084e-14,0,1713.24267578125,R_A5,31,14,283.10333251953125,21,1.0,2018-04-28,17,283.10333251953125,STANDARD
-1.480062003945265e-14,0,1714.812255859375,R_A5,31,15,283.27679443359375,21,1.0,2018-04-28,18,283.27679443359375,STANDARD
0.0,0,1715.62109375,R_A5,31,16,283.3663024902344,21,1.0,2018-04-28,19,283.3663024902344,STANDARD
0.0,0,1716.0419921875,R_A5,31,17,283.41326904296875,21,1.0,2018-04-28,20,283.41326904296875,STANDARD
-4.510684360747863e-13,0,1717.34423828125,R_A5,31,18,283.4418029785156,21,1.0,2018-04-28,27,283.4418029785156,STANDARD
-3.401782707520423e-13,0,1719.6123046875,R_A5,31,19,283.6730041503906,21,1.0,2018-04-28,28,283.6730041503906,STANDARD
-3.948392467555698e-17,0,1721.88037109375,R_A5,31,20,284.01458740234375,21,1.0,2018-04-28,29,284.01458740234375,STANDARD
-1.313624447383366e-20,0,1724.1483154296875,R_A5,31,21,285.5570983886719,21,1.0,2018-04-28,30,285.5570983886719,STANDARD
-9.481035820422559e-18,0,1726.4163818359375,R_A5,31,22,286.0065612792969,21,1.0,2018-04-28,31,286.0065612792969,STANDARD
0.0,0,1609.3447265625,R_A3,28,1,275.4882507324219,41,0.649619460105896,2018-07-03,1,275.4882507324219,STANDARD
0.0,0,1611.2911376953125,R_A3,28,2,275.6158752441406,41,0.19091308116912842,2018-07-03,2,275.6158752441406,STANDARD
0.0,0,1613.237548828125,R_A3,28,3,275.7454833984375,41,0.17309698462486267,2018-07-03,3,275.7454833984375,STANDARD
0.0,0,1602.1475830078125,R_A3,29,4,274.98638916015625,41,0.183860644698143,2018-07-03,3,274.98638916015625,STANDARD
0.0,0,1604.34912109375,R_A3,29,5,275.1315002441406,41,0.3587164878845215,2018-07-03,4,275.1315002441406,STANDARD
0.0,0,1606.550537109375,R_A3,29,6,275.3071594238281,41,0.8088167309761047,2018-07-03,5,275.3071594238281,STANDARD
0.0,0,1608.751953125,R_A3,29,7,275.3567199707031,41,0.6517342329025269,2018-07-03,6,275.3567199707031,STANDARD
0.0,0,1610.953369140625,R_A3,29,8,275.50543212890625,41,0.19827111065387726,2018-07-03,7,275.50543212890625,STANDARD
0.0,0,1613.15478515625,R_A3,29,9,275.65203857421875,41,0.20034921169281006,2018-07-03,8,275.65203857421875,STANDARD
0.0,0,1615.356201171875,R_A3,29,10,275.8878173828125,41,0.7985401153564453,2018-07-03,9,275.8878173828125,STANDARD
0.0,0,1617.5577392578125,R_A3,29,11,277.0174255371094,41,0.790486752986908,2018-07-03,10,277.0174255371094,STANDARD
0.0,0,1619.8587646484375,R_A3,29,12,283.20166015625,41,0.050153907388448715,2018-07-03,11,283.20166015625,STANDARD
0.0,0,1622.259521484375,R_A3,29,13,283.3619079589844,41,0.0543690100312233,2018-07-03,12,283.3619079589844,STANDARD
0.0,0,1624.66015625,R_A3,29,14,283.5224914550781,41,0.3763011395931244,2018-07-03,13,283.5224914550781,STANDARD
0.0,0,1629.401611328125,R_A3,29,15,284.67901611328125,41,0.6039711833000183,2018-07-03,15,284.67901611328125,STANDARD
0.0,0,1631.1795654296875,R_A3,29,16,284.859375,41,0.8067646026611328,2018-07-03,16,284.859375,STANDARD
0.0,0,1633.604248046875,R_A3,29,17,282.9575500488281,41,0.6492742300033569,2018-07-03,27,282.9575500488281,STANDARD
0.0,0,1637.159423828125,R_A3,29,18,282.9853515625,41,0.04732293263077736,2018-07-03,28,282.9853515625,STANDARD
0.0,0,1640.714599609375,R_A3,29,19,283.2230224609375,41,0.05000689998269081,2018-07-03,29,283.2230224609375,STANDARD
0.0,0,1644.269775390625,R_A3,29,20,283.60791015625,41,0.6693649291992188,2018-07-03,30,283.60791015625,STANDARD
0.0,0,1647.824951171875,R_A3,29,21,283.8229064941406,41,0.06093798205256462,2018-07-03,31,283.8229064941406,STANDARD
0.0,0,1634.3814697265625,R_A4,30,1,278.2040710449219,52,0.05398261547088623,2018-09-12,1,278.2040710449219,STANDARD
0.0,0,1626.9739990234375,R_A4,31,2,277.9166564941406,52,0.04980582371354103,2018-09-12,1,277.9166564941406,STANDARD
0.0,0,1629.0430908203125,R_A4,31,3,278.05462646484375,52,0.0832560732960701,2018-09-12,2,278.05462646484375,STANDARD
0.0,0,1631.112060546875,R_A4,31,4,278.19256591796875,52,0.05235021188855171,2018-09-12,3,278.19256591796875,STANDARD
0.0,0,1633.18115234375,R_A4,31,5,278.3304748535156,52,0.07264751195907593,2018-09-12,4,278.3304748535156,STANDARD
0.0,0,1635.250244140625,R_A4,31,6,278.46832275390625,52,0.05549011752009392,2018-09-12,5,278.46832275390625,STANDARD
0.0,0,1633.3902587890625,R_A4,32,7,278.4338073730469,52,0.05521050840616226,2018-09-12,5,278.4338073730469,STANDARD
0.0,0,1635.560791015625,R_A4,32,8,277.9775390625,51,0.30650368332862854,2018-09-12,5,277.9775390625,STANDARD
0.0,0,1633.786865234375,R_A4,32,9,277.8511657714844,51,0.10892336815595627,2018-09-12,4,277.8511657714844,STANDARD
0.0,0,1637.5155029296875,R_A4,33,10,277.87164306640625,51,0.13894785940647125,2018-09-12,4,277.87164306640625,STANDARD
0.0,0,1635.7083740234375,R_A4,33,11,277.753173828125,51,0.2576276659965515,2018-09-12,3,277.753173828125,STANDARD
0.0,0,1643.557373046875,R_A4,33,12,276.9434814453125,50,0.07913555204868317,2018-09-12,4,276.9434814453125,STANDARD
0.0,0,1641.7451171875,R_A4,33,13,276.82794189453125,50,0.24044714868068695,2018-09-12,3,276.82794189453125,STANDARD
0.0,0,1639.7235107421875,R_A4,34,14,276.8790283203125,50,0.14155609905719757,2018-09-12,3,276.8790283203125,STANDARD
0.0,0,1640.6031494140625,R_A4,35,15,277.1505126953125,50,0.14833514392375946,2018-09-12,3,277.1505126953125,STANDARD
0.0,0,1643.648193359375,R_A4,35,16,277.06134033203125,49,0.2129443883895874,2018-09-12,3,277.06134033203125,STANDARD
0.0,0,1641.729248046875,R_A4,35,17,276.9336853027344,49,0.23489902913570404,2018-09-12,2,276.9336853027344,STANDARD
0.0,0,1641.8902587890625,R_A4,36,18,276.8205871582031,49,0.6524344682693481,2018-09-12,30,276.8205871582031,STANDARD
0.0,0,1640.77490234375,R_A4,36,19,276.498291015625,48,0.679689884185791,2018-09-12,30,276.498291015625,STANDARD
0.0,0,1647.2320556640625,R_A4,37,20,279.03973388671875,48,0.8327075242996216,2018-09-12,30,279.03973388671875,STANDARD
0.0,0,1649.1929931640625,R_A4,38,21,277.64984130859375,48,0.32324662804603577,2018-09-12,30,277.64984130859375,STANDARD
0.0,0,1653.59814453125,R_A4,38,22,277.6622314453125,47,0.6638398170471191,2018-09-12,30,277.6622314453125,STANDARD
0.0,0,1659.08740234375,R_A4,38,23,278.2272644042969,47,0.1394128054380417,2018-09-12,31,278.2272644042969,STANDARD
1.9367514218087984e-15,0,1694.3516845703125,R_A6,17,1,275.933349609375,42,1.0,2018-11-07,1,275.933349609375,STANDARD
9.61055758053346e-16,0,1695.8812255859375,R_A6,17,2,276.0765686035156,42,1.0,2018-11-07,2,276.0765686035156,STANDARD
6.446417831066145e-16,0,1697.4107666015625,R_A6,17,3,276.21661376953125,42,1.0,2018-11-07,3,276.21661376953125,STANDARD
6.391006523843545e-16,0,1698.9403076171875,R_A6,17,4,276.3531494140625,42,1.0,2018-11-07,4,276.3531494140625,STANDARD
7.586555412410364e-16,0,1700.4698486328125,R_A6,17,5,276.48870849609375,42,1.0,2018-11-07,5,276.48870849609375,STANDARD
1.4396015270438847e-15,0,1701.9993896484375,R_A6,17,6,276.62738037109375,42,1.0,2018-11-07,6,276.62738037109375,STANDARD
7.72605991770231e-14,0,1703.52880859375,R_A6,17,7,276.4676818847656,42,1.0,2018-11-07,7,276.4676818847656,STANDARD
5.815846800460642e-14,0,1705.058349609375,R_A6,17,8,276.6124572753906,42,1.0,2018-11-07,8,276.6124572753906,STANDARD
2.5407485936392114e-15,0,1706.587890625,R_A6,17,9,277.0634460449219,42,1.0,2018-11-07,9,277.0634460449219,STANDARD
2.8766436932156636e-13,0,1708.117431640625,R_A6,17,10,276.9255065917969,42,1.0,2018-11-07,10,276.9255065917969,STANDARD
3.344617165417906e-15,0,1710.017333984375,R_A6,17,11,280.413330078125,42,1.0,2018-11-07,11,280.413330078125,STANDARD
