ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,4926419,1064714,818028,570452,80319613
Valysar,CentralSouth,50828840,9559634,7182176,5008491,705195567
Valysar,CentralNorth,30419048,4744406,3204248,2234483,314615171
Valysar,NorthHorst,3231460,573179,346332,212735,41674766
Valysar,CentralRamp,13746446,2202425,1490187,1039182,146316823
Valysar,CentralHorst,81305452,11139471,7609975,5306817,747199858
Valysar,EastLowland,291997,54580,18993,13244,1864815
Therys,WestLowland,2204974,367275,188821,131674,18539729
Therys,CentralSouth,5507685,1257980,793916,553637,77952152
Therys,CentralNorth,13622080,2892416,1717984,1198036,168683522
Therys,NorthHorst,5444980,820155,333852,205069,40172982
Therys,CentralRamp,6770890,1467495,1083722,755733,106407257
Therys,CentralHorst,25635342,6206054,4796444,3344800,470947893
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,254401,35508,19025,13267,1868050
Volon,CentralSouth,18640748,3191724,2187197,1525242,214754079
Volon,CentralNorth,2233721,286707,130387,90925,12802284
Volon,NorthHorst,4354673,803623,574564,352926,69138221
Volon,CentralRamp,10325180,1846951,1387369,967482,136221436
Volon,CentralHorst,75027863,13155572,10231830,7135168,1004631648
Volon,EastLowland,0,0,0,0,0
