WELLMODEL,CONIDX,PRESSURE,SGAS,CONKPOS,DRAWDOWN,DATE,WELL,DEPTH,CONJPOS,SWAT,CONBPRES,CONIPOS
STANDARD,3,299.966064453125,0.0,2,0,2018-01-01,R_A4,1628.711669921875,52,0.04992907866835594,299.966064453125,31
STANDARD,4,300.10205078125,0.0,3,0,2018-01-01,R_A4,1630.739990234375,52,0.05106232687830925,300.10205078125,31
STANDARD,5,300.238037109375,0.0,4,0,2018-01-01,R_A4,1632.768310546875,52,0.05391824245452881,300.238037109375,31
STANDARD,6,300.2329406738281,0.0,4,0,2018-01-01,R_A4,1632.6923828125,52,0.05246032401919365,300.2329406738281,32
STANDARD,7,300.3565673828125,0.0,5,0,2018-01-01,R_A4,1634.536376953125,52,0.054436974227428436,300.3565673828125,32
STANDARD,8,300.54730224609375,0.0,5,0,2018-01-01,R_A4,1637.3809814453125,51,0.05788814648985863,300.54730224609375,32
STANDARD,9,300.42706298828125,0.0,4,0,2018-01-01,R_A4,1635.5875244140625,51,0.05607378110289574,300.42706298828125,32
STANDARD,10,300.6421813964844,0.0,4,0,2018-01-01,R_A4,1638.7957763671875,51,0.05852236598730087,300.6421813964844,33
STANDARD,11,300.5220031738281,0.0,3,0,2018-01-01,R_A4,1637.003662109375,51,0.05632050707936287,300.5220031738281,33
STANDARD,12,300.87493896484375,0.0,3,0,2018-01-01,R_A4,1642.2672119140625,50,0.06016160920262337,300.87493896484375,33
STANDARD,13,300.83428955078125,0.0,3,0,2018-01-01,R_A4,1641.6611328125,50,0.05988861247897148,300.83428955078125,34
STANDARD,14,300.708740234375,0.0,2,0,2018-01-01,R_A4,1639.788818359375,50,0.09318015724420547,300.708740234375,34
STANDARD,15,300.8680725097656,0.0,2,0,2018-01-01,R_A4,1642.1650390625,50,0.14058955013751984,300.8680725097656,35
STANDARD,16,300.7462463378906,0.0,1,0,2018-01-01,R_A4,1640.3477783203125,50,0.3672989010810852,300.7462463378906,35
STANDARD,17,301.0289001464844,0.0,1,0,2018-01-01,R_A4,1644.5631103515625,49,0.8467504382133484,301.0289001464844,35
STANDARD,18,300.8482360839844,0.0,27,0,2018-01-01,R_A4,1641.869140625,49,0.05463343486189842,300.8482360839844,36
STANDARD,19,300.7328186035156,0.0,27,0,2018-01-01,R_A4,1640.1475830078125,48,0.053021177649497986,300.7328186035156,36
STANDARD,20,301.2970275878906,0.0,27,0,2018-01-01,R_A4,1648.5615234375,48,0.1360165923833847,301.2970275878906,37
STANDARD,21,301.71282958984375,0.0,27,0,2018-01-01,R_A4,1654.761474609375,48,0.10465089231729507,301.71282958984375,38
STANDARD,22,301.32586669921875,0.0,26,0,2018-01-01,R_A4,1648.9915771484375,48,0.05817975476384163,301.32586669921875,38
STANDARD,23,301.75811767578125,0.0,26,0,2018-01-01,R_A4,1655.436767578125,47,0.06177539378404617,301.75811767578125,38
STANDARD,1,303.7356262207031,0.0,1,0,2018-01-01,R_A5,1683.8819580078125,20,1.0,303.7356262207031,31
STANDARD,2,303.94073486328125,0.0,2,0,2018-01-01,R_A5,1686.04638671875,20,1.0,303.94073486328125,31
STANDARD,3,304.14581298828125,0.0,3,0,2018-01-01,R_A5,1688.210693359375,20,1.0,304.14581298828125,31
STANDARD,4,304.3509521484375,0.0,4,0,2018-01-01,R_A5,1690.3751220703125,20,1.0,304.3509521484375,31
STANDARD,5,304.5560607910156,0.0,5,0,2018-01-01,R_A5,1692.53955078125,20,1.0,304.5560607910156,31
STANDARD,6,304.76116943359375,0.0,6,0,2018-01-01,R_A5,1694.7039794921875,20,1.0,304.76116943359375,31
STANDARD,7,305.2720642089844,0.0,7,0,2018-01-01,R_A5,1696.868408203125,20,1.0,305.2720642089844,31
STANDARD,8,305.44708251953125,0.0,11,0,2018-01-01,R_A5,1701.940673828125,21,1.0,305.44708251953125,31
STANDARD,9,305.64031982421875,0.0,12,0,2018-01-01,R_A5,1703.979736328125,21,1.0,305.64031982421875,31
STANDARD,10,305.84552001953125,0.0,13,0,2018-01-01,R_A5,1706.018798828125,21,1.0,305.84552001953125,31
STANDARD,11,306.0387878417969,0.0,14,0,2018-01-01,R_A5,1708.057861328125,21,1.0,306.0387878417969,31
STANDARD,12,306.2320251464844,0.0,15,0,2018-01-01,R_A5,1710.0968017578125,21,1.0,306.2320251464844,31
STANDARD,13,306.5702819824219,0.0,16,0,2018-01-01,R_A5,1712.1358642578125,21,1.0,306.5702819824219,31
STANDARD,14,306.7635192871094,0.0,17,0,2018-01-01,R_A5,1714.1749267578125,21,1.0,306.7635192871094,31
STANDARD,15,306.8953857421875,0.0,18,0,2018-01-01,R_A5,1715.5662841796875,21,1.0,306.8953857421875,31
STANDARD,16,306.9477233886719,0.0,19,0,2018-01-01,R_A5,1716.118408203125,21,1.0,306.9477233886719,31
STANDARD,17,306.9140319824219,0.0,25,0,2018-01-01,R_A5,1717.4207763671875,21,1.0,306.9140319824219,31
STANDARD,18,307.12677001953125,0.0,26,0,2018-01-01,R_A5,1719.6651611328125,21,1.0,307.12677001953125,31
STANDARD,19,307.645263671875,0.0,27,0,2018-01-01,R_A5,1721.9095458984375,21,1.0,307.645263671875,31
STANDARD,20,307.85797119140625,0.0,28,0,2018-01-01,R_A5,1724.1539306640625,21,1.0,307.85797119140625,31
STANDARD,21,308.0707092285156,0.0,29,0,2018-01-01,R_A5,1726.3983154296875,21,1.0,308.0707092285156,31
STANDARD,1,304.9971008300781,0.0,1,0,2018-01-01,R_A6,1693.967041015625,42,1.0,304.9971008300781,17
STANDARD,2,305.14178466796875,0.0,2,0,2018-01-01,R_A6,1695.4937744140625,42,1.0,305.14178466796875,17
STANDARD,3,305.2864685058594,0.0,3,0,2018-01-01,R_A6,1697.0205078125,42,1.0,305.2864685058594,17
STANDARD,4,305.4311828613281,0.0,4,0,2018-01-01,R_A6,1698.54736328125,42,1.0,305.4311828613281,17
STANDARD,5,305.57586669921875,0.0,5,0,2018-01-01,R_A6,1700.0740966796875,42,1.0,305.57586669921875,17
STANDARD,6,305.7205505371094,0.0,6,0,2018-01-01,R_A6,1701.600830078125,42,1.0,305.7205505371094,17
STANDARD,7,305.5661926269531,0.0,7,0,2018-01-01,R_A6,1703.1275634765625,42,1.0,305.5661926269531,17
STANDARD,8,305.71087646484375,0.0,8,0,2018-01-01,R_A6,1704.654296875,42,1.0,305.71087646484375,17
STANDARD,9,306.15460205078125,0.0,9,0,2018-01-01,R_A6,1706.18115234375,42,1.0,306.15460205078125,17
STANDARD,10,306.29931640625,0.0,10,0,2018-01-01,R_A6,1707.7078857421875,42,1.0,306.29931640625,17
STANDARD,11,306.1760559082031,0.0,11,0,2018-01-01,R_A6,1709.6326904296875,42,1.0,306.1760559082031,17
STANDARD,12,306.39617919921875,0.0,12,0,2018-01-01,R_A6,1711.9554443359375,42,1.0,306.39617919921875,17
STANDARD,13,306.6282958984375,0.0,13,0,2018-01-01,R_A6,1714.2781982421875,42,1.0,306.6282958984375,17
STANDARD,14,306.84844970703125,0.0,14,0,2018-01-01,R_A6,1716.6009521484375,42,1.0,306.84844970703125,17
STANDARD,15,307.0685729980469,0.0,15,0,2018-01-01,R_A6,1718.9237060546875,42,1.0,307.0685729980469,17
STANDARD,16,307.4337158203125,0.0,16,0,2018-01-01,R_A6,1721.2464599609375,42,1.0,307.4337158203125,17
STANDARD,17,307.65386962890625,0.0,17,0,2018-01-01,R_A6,1723.5692138671875,42,1.0,307.65386962890625,17
STANDARD,18,307.7865295410156,0.0,18,0,2018-01-01,R_A6,1724.968994140625,42,1.0,307.7865295410156,17
STANDARD,19,307.7326965332031,0.0,25,0,2018-01-01,R_A6,1726.05859375,42,1.0,307.7326965332031,17
STANDARD,20,308.1998596191406,0.0,26,0,2018-01-01,R_A6,1727.7611083984375,42,1.0,308.1998596191406,17
STANDARD,21,308.3612060546875,0.0,27,0,2018-01-01,R_A6,1729.463623046875,42,1.0,308.3612060546875,17
STANDARD,22,308.5225830078125,0.0,28,0,2018-01-01,R_A6,1731.1661376953125,42,1.0,308.5225830078125,17
STANDARD,23,308.378173828125,0.0,29,0,2018-01-01,R_A6,1732.86865234375,42,1.0,308.378173828125,17
STANDARD,1,298.5700988769531,0.0,1,0,2018-03-01,R_A2,1639.7587890625,30,0.05276716873049736,298.5700988769531,22
STANDARD,2,298.6862487792969,0.0,2,0,2018-03-01,R_A2,1641.4921875,30,0.05394131690263748,298.6862487792969,22
STANDARD,3,298.8023986816406,0.0,3,0,2018-03-01,R_A2,1643.2255859375,30,0.056576792150735855,298.8023986816406,22
STANDARD,4,298.9185791015625,0.0,4,0,2018-03-01,R_A2,1644.958984375,30,0.06061273068189621,298.9185791015625,22
STANDARD,5,299.03472900390625,0.0,5,0,2018-03-01,R_A2,1646.6925048828125,30,0.06340746581554413,299.03472900390625,22
STANDARD,6,299.16778564453125,0.0,6,0,2018-03-01,R_A2,1648.4259033203125,30,0.30122581124305725,299.16778564453125,22
STANDARD,7,299.28424072265625,0.0,7,0,2018-03-01,R_A2,1650.159423828125,30,0.8684778809547424,299.28424072265625,22
STANDARD,8,299.40576171875,0.0,8,0,2018-03-01,R_A2,1651.892822265625,30,0.8675311207771301,299.40576171875,22
STANDARD,9,299.71435546875,0.0,9,0,2018-03-01,R_A2,1653.626220703125,30,0.87677001953125,299.71435546875,22
STANDARD,10,299.9789733886719,0.0,10,0,2018-03-01,R_A2,1655.359619140625,30,0.882585883140564,299.9789733886719,22
STANDARD,11,300.10736083984375,0.0,11,0,2018-03-01,R_A2,1657.2384033203125,30,0.06597597151994705,300.10736083984375,22
STANDARD,12,300.2357482910156,0.0,12,0,2018-03-01,R_A2,1659.262451171875,30,0.0700254812836647,300.2357482910156,22
STANDARD,13,300.4270935058594,0.0,13,0,2018-03-01,R_A2,1661.286376953125,30,0.41778087615966797,300.4270935058594,22
STANDARD,14,300.5634460449219,0.0,14,0,2018-03-01,R_A2,1663.310302734375,30,0.46163296699523926,300.5634460449219,22
STANDARD,15,300.7001037597656,0.0,15,0,2018-03-01,R_A2,1665.334228515625,30,0.8865833878517151,300.7001037597656,22
STANDARD,16,300.8362731933594,0.0,16,0,2018-03-01,R_A2,1667.3582763671875,30,0.9225044250488281,300.8362731933594,22
STANDARD,17,301.1264953613281,0.0,16,0,2018-03-01,R_A2,1672.603271484375,29,0.9536013603210449,301.1264953613281,22
STANDARD,18,301.26751708984375,0.0,17,0,2018-03-01,R_A2,1674.6990966796875,29,0.9389870762825012,301.26751708984375,22
STANDARD,19,301.3827819824219,0.0,18,0,2018-03-01,R_A2,1676.41650390625,29,0.9819470643997192,301.3827819824219,22
STANDARD,20,303.0670166015625,-2.1187413209658315e-15,25,0,2018-03-01,R_A2,1677.947998046875,29,1.0,303.0670166015625,22
STANDARD,21,303.0889892578125,-1.5318983874381548e-14,26,0,2018-03-01,R_A2,1679.672119140625,29,1.0,303.0889892578125,22
STANDARD,22,302.8611145019531,-3.175448727750496e-13,27,0,2018-03-01,R_A2,1681.3963623046875,29,1.0,302.8611145019531,22
STANDARD,23,302.92279052734375,-3.622044220108478e-09,28,0,2018-03-01,R_A2,1683.1204833984375,29,0.9999999403953552,302.92279052734375,22
STANDARD,24,302.9885559082031,0.0,29,0,2018-03-01,R_A2,1684.8446044921875,29,0.9999920129776001,302.9885559082031,22
STANDARD,1,277.86212158203125,-5.3493834362150494e-11,1,0,2018-04-28,R_A5,1683.8819580078125,20,1.0,277.86212158203125,31
STANDARD,2,278.0671691894531,-5.993718021901628e-11,2,0,2018-04-28,R_A5,1686.04638671875,20,1.0,278.0671691894531,31
STANDARD,3,278.27227783203125,-4.960219734950755e-11,3,0,2018-04-28,R_A5,1688.210693359375,20,1.0,278.27227783203125,31
STANDARD,4,278.4776916503906,-4.4976914553851444e-11,4,0,2018-04-28,R_A5,1690.3751220703125,20,1.0,278.4776916503906,31
STANDARD,5,278.6835632324219,-4.666944608544554e-11,5,0,2018-04-28,R_A5,1692.53955078125,20,1.0,278.6835632324219,31
STANDARD,6,278.88946533203125,-3.7420306436830586e-11,6,0,2018-04-28,R_A5,1694.7039794921875,20,1.0,278.88946533203125,31
STANDARD,7,279.47894287109375,-1.4962103821528072e-13,7,0,2018-04-28,R_A5,1696.868408203125,20,1.0,279.47894287109375,31
STANDARD,8,277.90985107421875,-4.096919851981351e-12,11,0,2018-04-28,R_A5,1701.940673828125,21,1.0,277.90985107421875,31
STANDARD,9,278.10284423828125,-4.0784892824108354e-12,12,0,2018-04-28,R_A5,1703.979736328125,21,1.0,278.10284423828125,31
STANDARD,10,278.3111877441406,-1.9491396344162304e-13,13,0,2018-04-28,R_A5,1706.018798828125,21,1.0,278.3111877441406,31
STANDARD,11,278.51007080078125,-4.3601331312786984e-13,14,0,2018-04-28,R_A5,1708.057861328125,21,1.0,278.51007080078125,31
STANDARD,12,278.71044921875,-8.79518422610033e-14,15,0,2018-04-28,R_A5,1710.0968017578125,21,1.0,278.71044921875,31
STANDARD,13,279.0742492675781,-1.3223249874087274e-14,16,0,2018-04-28,R_A5,1712.1358642578125,21,1.0,279.0742492675781,31
STANDARD,14,279.2981262207031,-1.5752347953053476e-14,17,0,2018-04-28,R_A5,1714.1749267578125,21,1.0,279.2981262207031,31
STANDARD,15,279.4382019042969,-9.84048996802156e-15,18,0,2018-04-28,R_A5,1715.5662841796875,21,1.0,279.4382019042969,31
STANDARD,16,279.4921569824219,0.0,19,0,2018-04-28,R_A5,1716.118408203125,21,1.0,279.4921569824219,31
STANDARD,17,285.3747863769531,-4.4263007701380447e-14,25,0,2018-04-28,R_A5,1717.4207763671875,21,1.0,285.3747863769531,31
STANDARD,18,285.61029052734375,-4.864760937833834e-14,26,0,2018-04-28,R_A5,1719.6651611328125,21,1.0,285.61029052734375,31
STANDARD,19,295.02862548828125,-7.094337141780916e-21,27,0,2018-04-28,R_A5,1721.9095458984375,21,1.0,295.02862548828125,31
STANDARD,20,285.5782775878906,-7.369313199746134e-18,28,0,2018-04-28,R_A5,1724.1539306640625,21,1.0,285.5782775878906,31
STANDARD,21,285.54718017578125,-9.503727245781267e-19,29,0,2018-04-28,R_A5,1726.3983154296875,21,1.0,285.54718017578125,31
STANDARD,1,279.26025390625,0.0,1,0,2018-07-03,R_A3,1600.1246337890625,41,0.277822881937027,279.26025390625,29
STANDARD,2,279.3543395996094,0.0,2,0,2018-07-03,R_A3,1602.3013916015625,41,0.11915081739425659,279.3543395996094,29
STANDARD,3,279.49951171875,0.0,3,0,2018-07-03,R_A3,1604.4781494140625,41,0.12157336622476578,279.49951171875,29
STANDARD,4,279.6447448730469,0.0,4,0,2018-07-03,R_A3,1606.6549072265625,41,0.26386740803718567,279.6447448730469,29
STANDARD,5,280.3706970214844,0.0,5,0,2018-07-03,R_A3,1608.8316650390625,41,0.785491406917572,280.3706970214844,29
STANDARD,6,280.5174255371094,0.0,6,0,2018-07-03,R_A3,1611.0084228515625,41,0.6507142782211304,280.5174255371094,29
STANDARD,7,280.6871337890625,0.0,7,0,2018-07-03,R_A3,1613.1851806640625,41,0.1963488608598709,280.6871337890625,29
STANDARD,8,280.8324279785156,0.0,8,0,2018-07-03,R_A3,1615.3619384765625,41,0.20213709771633148,280.8324279785156,29
STANDARD,9,281.2087097167969,0.0,9,0,2018-07-03,R_A3,1617.5386962890625,41,0.7911304235458374,281.2087097167969,29
STANDARD,10,281.4364318847656,0.0,10,0,2018-07-03,R_A3,1619.7154541015625,41,0.2946714162826538,281.4364318847656,29
STANDARD,11,281.847412109375,0.0,11,0,2018-07-03,R_A3,1621.9449462890625,41,0.0479576401412487,281.847412109375,29
STANDARD,12,281.9997253417969,0.0,12,0,2018-07-03,R_A3,1624.227294921875,41,0.053809475153684616,281.9997253417969,29
STANDARD,13,282.1525573730469,0.0,13,0,2018-07-03,R_A3,1626.509521484375,41,0.3659534454345703,282.1525573730469,29
STANDARD,14,282.96600341796875,0.0,15,0,2018-07-03,R_A3,1631.0740966796875,41,0.6063082218170166,282.96600341796875,29
STANDARD,15,283.20404052734375,0.0,16,0,2018-07-03,R_A3,1633.0469970703125,41,0.8035706877708435,283.20404052734375,29
STANDARD,16,297.0072937011719,0.0,25,0,2018-07-03,R_A3,1635.6993408203125,41,0.7473911046981812,297.0072937011719,29
STANDARD,17,285.9534606933594,0.0,26,0,2018-07-03,R_A3,1639.2620849609375,41,0.04879271239042282,285.9534606933594,29
STANDARD,18,286.191650390625,0.0,27,0,2018-07-03,R_A3,1642.8248291015625,41,0.05148513242602348,286.191650390625,29
STANDARD,19,286.42889404296875,0.0,28,0,2018-07-03,R_A3,1646.387451171875,41,0.6544802784919739,286.42889404296875,29
STANDARD,20,286.6657409667969,0.0,29,0,2018-07-03,R_A3,1649.9501953125,41,0.06006498262286186,286.6657409667969,29
STANDARD,1,280.2518310546875,0.0,1,0,2018-09-12,R_A4,1630.663818359375,52,0.049304988235235214,280.2518310546875,30
STANDARD,2,280.07452392578125,0.0,1,0,2018-09-12,R_A4,1626.683349609375,52,0.047602199018001556,280.07452392578125,31
STANDARD,3,280.2098083496094,0.0,2,0,2018-09-12,R_A4,1628.711669921875,52,0.05001456290483475,280.2098083496094,31
STANDARD,4,280.34503173828125,0.0,3,0,2018-09-12,R_A4,1630.739990234375,52,0.05115361884236336,280.34503173828125,31
STANDARD,5,280.4802551269531,0.0,4,0,2018-09-12,R_A4,1632.768310546875,52,0.05400681123137474,280.4802551269531,31
STANDARD,6,280.5742492675781,0.0,4,0,2018-09-12,R_A4,1632.6923828125,52,0.05262574926018715,280.5742492675781,32
STANDARD,7,280.6971435546875,0.0,5,0,2018-09-12,R_A4,1634.536376953125,52,0.054607268422842026,280.6971435546875,32
STANDARD,8,280.7784729003906,0.0,5,0,2018-09-12,R_A4,1637.3809814453125,51,0.05806297808885574,280.7784729003906,32
STANDARD,9,280.658935546875,0.0,4,0,2018-09-12,R_A4,1635.5875244140625,51,0.056258343160152435,280.658935546875,32
STANDARD,10,280.9928283691406,0.0,4,0,2018-09-12,R_A4,1638.7957763671875,51,0.058479808270931244,280.9928283691406,33
STANDARD,11,280.8733215332031,0.0,3,0,2018-09-12,R_A4,1637.003662109375,51,0.05626058205962181,280.8733215332031,33
STANDARD,12,281.1289978027344,0.0,3,0,2018-09-12,R_A4,1642.2672119140625,50,0.060029078274965286,281.1289978027344,33
STANDARD,13,281.1856689453125,0.0,3,0,2018-09-12,R_A4,1641.6611328125,50,0.060176003724336624,281.1856689453125,34
STANDARD,14,281.06072998046875,0.0,2,0,2018-09-12,R_A4,1639.788818359375,50,0.09389079362154007,281.06072998046875,34
STANDARD,15,281.2784729003906,0.0,2,0,2018-09-12,R_A4,1642.1650390625,50,0.14043673872947693,281.2784729003906,35
STANDARD,16,281.15960693359375,0.0,1,0,2018-09-12,R_A4,1640.3477783203125,50,0.3666892647743225,281.15960693359375,35
STANDARD,17,281.3497619628906,0.0,1,0,2018-09-12,R_A4,1644.5631103515625,49,0.8371620774269104,281.3497619628906,35
STANDARD,18,279.5849609375,0.0,27,0,2018-09-12,R_A4,1641.869140625,49,0.0572996623814106,279.5849609375,36
STANDARD,19,279.12799072265625,0.0,27,0,2018-09-12,R_A4,1640.1475830078125,48,0.057313963770866394,279.12799072265625,36
STANDARD,20,280.1473388671875,0.0,27,0,2018-09-12,R_A4,1648.5615234375,48,0.1388142704963684,280.1473388671875,37
STANDARD,21,280.8739929199219,0.0,27,0,2018-09-12,R_A4,1654.761474609375,48,0.1180925965309143,280.8739929199219,38
STANDARD,22,280.48760986328125,0.0,26,0,2018-09-12,R_A4,1648.9915771484375,48,0.06419283896684647,280.48760986328125,38
STANDARD,23,280.68267822265625,0.0,26,0,2018-09-12,R_A4,1655.436767578125,47,0.06622343510389328,280.68267822265625,38
STANDARD,1,277.36895751953125,-3.11570268283351e-13,1,0,2018-11-07,R_A6,1693.967041015625,42,1.0,277.36895751953125,17
STANDARD,2,277.4946594238281,-7.024688177068722e-15,2,0,2018-11-07,R_A6,1695.4937744140625,42,1.0,277.4946594238281,17
STANDARD,3,277.60382080078125,-5.097530673936999e-15,3,0,2018-11-07,R_A6,1697.0205078125,42,1.0,277.60382080078125,17
STANDARD,4,277.6993103027344,-3.689043208144607e-15,4,0,2018-11-07,R_A6,1698.54736328125,42,1.0,277.6993103027344,17
STANDARD,5,277.7960510253906,-5.2150260021824324e-15,5,0,2018-11-07,R_A6,1700.0740966796875,42,1.0,277.7960510253906,17
STANDARD,6,277.9140319824219,-2.428673852739732e-13,6,0,2018-11-07,R_A6,1701.600830078125,42,1.0,277.9140319824219,17
STANDARD,7,277.7539978027344,-4.457130736539028e-13,7,0,2018-11-07,R_A6,1703.1275634765625,42,1.0,277.7539978027344,17
STANDARD,8,277.8990783691406,-3.2271513478003555e-13,8,0,2018-11-07,R_A6,1704.654296875,42,1.0,277.8990783691406,17
STANDARD,9,278.3497314453125,-1.8255240526697525e-14,9,0,2018-11-07,R_A6,1706.18115234375,42,1.0,278.3497314453125,17
STANDARD,10,278.6325378417969,-2.934409104051426e-14,10,0,2018-11-07,R_A6,1707.7078857421875,42,1.0,278.6325378417969,17
STANDARD,11,279.4099426269531,-2.550818497398799e-12,11,0,2018-11-07,R_A6,1709.6326904296875,42,1.0,279.4099426269531,17
STANDARD,12,279.6298522949219,-1.157853435525269e-12,12,0,2018-11-07,R_A6,1711.9554443359375,42,1.0,279.6298522949219,17
STANDARD,13,279.86175537109375,-1.0272651598721566e-13,13,0,2018-11-07,R_A6,1714.2781982421875,42,1.0,279.86175537109375,17
STANDARD,14,280.08172607421875,-7.408127117389945e-14,14,0,2018-11-07,R_A6,1716.6009521484375,42,1.0,280.08172607421875,17
