WELL,CONKPOS,DATE,CONIDX,PRESSURE,CONJPOS,CONIPOS,DRAWDOWN,DEPTH,SWAT,WELLMODEL,SGAS,CONBPRES
R_A3,27,2018-01-01,17,300.16583251953125,41,29,0,1633.5262451171875,0.6481541991233826,STANDARD,0.0,300.16583251953125
R_A3,28,2018-01-01,18,300.40966796875,41,29,0,1637.1630859375,0.04671987146139145,STANDARD,0.0,300.40966796875
R_A3,29,2018-01-01,19,300.6535339355469,41,29,0,1640.8001708984375,0.052011314779520035,STANDARD,0.0,300.6535339355469
R_A3,30,2018-01-01,20,300.89739990234375,41,29,0,1644.4371337890625,0.6723677515983582,STANDARD,0.0,300.89739990234375
R_A3,31,2018-01-01,21,301.14129638671875,41,29,0,1648.0740966796875,0.06565839052200317,STANDARD,0.0,301.14129638671875
R_A4,1,2018-01-01,1,300.009033203125,52,30,0,1631.1873779296875,0.05159545689821243,STANDARD,0.0,300.009033203125
R_A4,1,2018-01-01,2,299.7571105957031,52,31,0,1627.4293212890625,0.049295369535684586,STANDARD,0.0,299.7571105957031
R_A4,2,2018-01-01,3,299.89520263671875,52,31,0,1629.4896240234375,0.05215280130505562,STANDARD,0.0,299.89520263671875
R_A4,3,2018-01-01,4,300.0333251953125,52,31,0,1631.5498046875,0.054117489606142044,STANDARD,0.0,300.0333251953125
R_A4,4,2018-01-01,5,300.17144775390625,52,31,0,1633.610107421875,0.05574403703212738,STANDARD,0.0,300.17144775390625
R_A4,4,2018-01-01,6,300.0901184082031,52,32,0,1632.3968505859375,0.05757410079240799,STANDARD,0.0,300.0901184082031
R_A4,4,2018-01-01,7,300.3236999511719,51,32,0,1635.880615234375,0.05810001865029335,STANDARD,0.0,300.3236999511719
R_A4,4,2018-01-01,8,300.4202575683594,51,33,0,1637.321044921875,0.06064717099070549,STANDARD,0.0,300.4202575683594
R_A4,3,2018-01-01,9,300.29644775390625,51,33,0,1635.474609375,0.058206330984830856,STANDARD,0.0,300.29644775390625
R_A4,4,2018-01-01,10,300.74395751953125,50,33,0,1642.1485595703125,0.2798222005367279,STANDARD,0.0,300.74395751953125
R_A4,4,2018-01-01,11,300.67578125,50,34,0,1641.132080078125,0.6481541991233826,STANDARD,0.0,300.67578125
R_A4,3,2018-01-01,12,300.5467224121094,50,34,0,1639.20703125,0.09663576632738113,STANDARD,0.0,300.5467224121094
R_A4,3,2018-01-01,13,300.66064453125,50,35,0,1640.9061279296875,0.16213864088058472,STANDARD,0.0,300.66064453125
R_A4,2,2018-01-01,14,300.53570556640625,50,35,0,1639.0426025390625,0.18770018219947815,STANDARD,0.0,300.53570556640625
R_A4,2,2018-01-01,15,300.72943115234375,49,35,0,1641.93212890625,0.2386992871761322,STANDARD,0.0,300.72943115234375
R_A4,30,2018-01-01,16,300.7579650878906,49,36,0,1642.357421875,0.09703515470027924,STANDARD,0.0,300.7579650878906
R_A4,30,2018-01-01,17,300.5735168457031,48,36,0,1639.6068115234375,0.05722138658165932,STANDARD,0.0,300.5735168457031
R_A4,30,2018-01-01,18,301.0526123046875,48,37,0,1646.7513427734375,0.06256399303674698,STANDARD,0.0,301.0526123046875
R_A4,30,2018-01-01,19,301.5025939941406,48,38,0,1653.461669921875,0.6481541991233826,STANDARD,0.0,301.5025939941406
R_A4,30,2018-01-01,20,301.7947998046875,47,38,0,1657.8184814453125,0.17424188554286957,STANDARD,0.0,301.7947998046875
R_A5,1,2018-01-01,1,303.8440856933594,20,31,0,1685.026611328125,1.0,STANDARD,0.0,303.8440856933594
R_A5,2,2018-01-01,2,304.0601806640625,20,31,0,1687.3070068359375,1.0,STANDARD,0.0,304.0601806640625
R_A5,3,2018-01-01,3,304.27630615234375,20,31,0,1689.5875244140625,1.0,STANDARD,0.0,304.27630615234375
R_A5,4,2018-01-01,4,304.4924011230469,20,31,0,1691.8680419921875,1.0,STANDARD,0.0,304.4924011230469
R_A5,5,2018-01-01,5,304.7085266113281,20,31,0,1694.1485595703125,1.0,STANDARD,0.0,304.7085266113281
R_A5,6,2018-01-01,6,304.9246520996094,20,31,0,1696.4290771484375,1.0,STANDARD,0.0,304.9246520996094
R_A5,7,2018-01-01,7,305.446533203125,20,31,0,1698.70947265625,1.0,STANDARD,0.0,305.446533203125
R_A5,11,2018-01-01,8,305.988037109375,20,31,0,1707.6488037109375,1.0,STANDARD,0.0,305.988037109375
R_A5,12,2018-01-01,9,306.1695251464844,20,31,0,1709.5638427734375,1.0,STANDARD,0.0,306.1695251464844
R_A5,12,2018-01-01,10,305.4322814941406,21,31,0,1701.7845458984375,1.0,STANDARD,0.0,305.4322814941406
R_A5,13,2018-01-01,11,305.6291198730469,21,31,0,1703.735107421875,1.0,STANDARD,0.0,305.6291198730469
R_A5,14,2018-01-01,12,305.81396484375,21,31,0,1705.6856689453125,1.0,STANDARD,0.0,305.81396484375
R_A5,15,2018-01-01,13,305.9988098144531,21,31,0,1707.63623046875,1.0,STANDARD,0.0,305.9988098144531
R_A5,16,2018-01-01,14,306.3287048339844,21,31,0,1709.5867919921875,1.0,STANDARD,0.0,306.3287048339844
R_A5,17,2018-01-01,15,306.5135498046875,21,31,0,1711.537353515625,1.0,STANDARD,0.0,306.5135498046875
R_A5,18,2018-01-01,16,306.6856994628906,21,31,0,1713.35400390625,1.0,STANDARD,0.0,306.6856994628906
R_A5,19,2018-01-01,17,306.7843933105469,21,31,0,1714.3951416015625,1.0,STANDARD,0.0,306.7843933105469
R_A5,27,2018-01-01,18,306.75689697265625,21,31,0,1715.7628173828125,1.0,STANDARD,0.0,306.75689697265625
R_A5,28,2018-01-01,19,306.978271484375,21,31,0,1718.098388671875,1.0,STANDARD,0.0,306.978271484375
R_A5,29,2018-01-01,20,307.5054016113281,21,31,0,1720.43408203125,1.0,STANDARD,0.0,307.5054016113281
R_A5,30,2018-01-01,21,307.7267761230469,21,31,0,1722.7696533203125,1.0,STANDARD,0.0,307.7267761230469
R_A5,31,2018-01-01,22,307.9481506347656,21,31,0,1725.105224609375,1.0,STANDARD,0.0,307.9481506347656
R_A6,1,2018-01-01,1,305.11419677734375,42,17,0,1695.20263671875,1.0,STANDARD,0.0,305.11419677734375
R_A6,2,2018-01-01,2,305.2609558105469,42,17,0,1696.7510986328125,1.0,STANDARD,0.0,305.2609558105469
R_A6,3,2018-01-01,3,305.4076843261719,42,17,0,1698.299560546875,1.0,STANDARD,0.0,305.4076843261719
R_A6,4,2018-01-01,4,305.554443359375,42,17,0,1699.84814453125,1.0,STANDARD,0.0,305.554443359375
R_A6,5,2018-01-01,5,305.7012023925781,42,17,0,1701.3966064453125,1.0,STANDARD,0.0,305.7012023925781
R_A6,6,2018-01-01,6,305.84796142578125,42,17,0,1702.9451904296875,1.0,STANDARD,0.0,305.84796142578125
R_A6,7,2018-01-01,7,305.6956481933594,42,17,0,1704.49365234375,1.0,STANDARD,0.0,305.6956481933594
R_A6,8,2018-01-01,8,306.1414489746094,42,17,0,1706.042236328125,1.0,STANDARD,0.0,306.1414489746094
R_A6,9,2018-01-01,9,306.2882080078125,42,17,0,1707.5906982421875,1.0,STANDARD,0.0,306.2882080078125
R_A6,10,2018-01-01,10,306.1291809082031,42,17,0,1709.1392822265625,1.0,STANDARD,0.0,306.1291809082031
R_A6,11,2018-01-01,11,306.3109130859375,42,17,0,1711.055419921875,1.0,STANDARD,0.0,306.3109130859375
R_A6,12,2018-01-01,12,306.52734375,42,17,0,1713.3392333984375,1.0,STANDARD,0.0,306.52734375
R_A6,13,2018-01-01,13,306.7557678222656,42,17,0,1715.623046875,1.0,STANDARD,0.0,306.7557678222656
R_A6,14,2018-01-01,14,306.9721984863281,42,17,0,1717.9068603515625,1.0,STANDARD,0.0,306.9721984863281
R_A6,15,2018-01-01,15,307.18865966796875,42,17,0,1720.190673828125,1.0,STANDARD,0.0,307.18865966796875
R_A6,16,2018-01-01,16,307.55010986328125,42,17,0,1722.474365234375,1.0,STANDARD,0.0,307.55010986328125
R_A6,17,2018-01-01,17,307.7665710449219,42,17,0,1724.7581787109375,1.0,STANDARD,0.0,307.7665710449219
R_A6,18,2018-01-01,18,307.921630859375,42,17,0,1726.394287109375,1.0,STANDARD,0.0,307.921630859375
R_A6,27,2018-01-01,19,307.8930969238281,42,17,0,1727.7508544921875,1.0,STANDARD,0.0,307.8930969238281
R_A6,28,2018-01-01,20,308.3623352050781,42,17,0,1729.4755859375,1.0,STANDARD,0.0,308.3623352050781
R_A6,29,2018-01-01,21,308.52581787109375,42,17,0,1731.2001953125,1.0,STANDARD,0.0,308.52581787109375
R_A6,30,2018-01-01,22,308.68927001953125,42,17,0,1732.9249267578125,1.0,STANDARD,0.0,308.68927001953125
R_A6,31,2018-01-01,23,308.5469665527344,42,17,0,1734.649658203125,1.0,STANDARD,0.0,308.5469665527344
R_A2,1,2018-03-01,1,297.96014404296875,30,22,0,1641.094970703125,0.05674704536795616,STANDARD,0.0,297.96014404296875
R_A2,2,2018-03-01,2,298.0803527832031,30,22,0,1642.8890380859375,0.05779134854674339,STANDARD,0.0,298.0803527832031
R_A2,3,2018-03-01,3,298.2005615234375,30,22,0,1644.68310546875,0.060051027685403824,STANDARD,0.0,298.2005615234375
R_A2,4,2018-03-01,4,298.32080078125,30,22,0,1646.4771728515625,0.06772401928901672,STANDARD,0.0,298.32080078125
R_A2,5,2018-03-01,5,298.4410400390625,30,22,0,1648.2713623046875,0.06891898810863495,STANDARD,0.0,298.4410400390625
R_A2,6,2018-03-01,6,298.57684326171875,30,22,0,1650.0654296875,0.310636430978775,STANDARD,0.0,298.57684326171875
R_A2,7,2018-03-01,7,298.70623779296875,30,22,0,1651.859619140625,0.8913053870201111,STANDARD,0.0,298.70623779296875
R_A2,8,2018-03-01,8,298.8321228027344,30,22,0,1653.6536865234375,0.8773379921913147,STANDARD,0.0,298.8321228027344
R_A2,9,2018-03-01,9,299.0537109375,30,22,0,1655.44775390625,0.9037558436393738,STANDARD,0.0,299.0537109375
R_A2,10,2018-03-01,10,299.2634582519531,30,22,0,1657.2418212890625,0.9148998260498047,STANDARD,0.0,299.2634582519531
R_A2,11,2018-03-01,11,300.33209228515625,30,22,0,1659.1368408203125,0.07618699967861176,STANDARD,0.0,300.33209228515625
R_A2,12,2018-03-01,12,300.4637451171875,30,22,0,1661.132568359375,0.0774228423833847,STANDARD,0.0,300.4637451171875
R_A2,13,2018-03-01,13,300.61370849609375,30,22,0,1663.12841796875,0.4619154930114746,STANDARD,0.0,300.61370849609375
R_A2,14,2018-03-01,14,300.7490234375,30,22,0,1665.1241455078125,0.5059735178947449,STANDARD,0.0,300.7490234375
R_A2,15,2018-03-01,15,300.8851623535156,30,22,0,1667.1199951171875,0.6888985633850098,STANDARD,0.0,300.8851623535156
R_A2,16,2018-03-01,16,301.0191955566406,30,22,0,1669.11572265625,0.9704038500785828,STANDARD,0.0,301.0191955566406
R_A2,17,2018-03-01,17,301.1533508300781,30,22,0,1671.111572265625,0.9495986700057983,STANDARD,0.0,301.1533508300781
R_A2,18,2018-03-01,18,301.279296875,30,22,0,1672.9881591796875,0.9828871488571167,STANDARD,0.0,301.279296875
R_A2,18,2018-03-01,19,301.28289794921875,29,22,0,1674.229736328125,0.9966238141059875,STANDARD,0.0,301.28289794921875
R_A2,27,2018-03-01,20,302.7430114746094,29,22,0,1676.1676025390625,1.0,STANDARD,-3.4712052676688643e-10,302.7430114746094
R_A2,28,2018-03-01,21,303.3645324707031,29,22,0,1677.9368896484375,1.0,STANDARD,-7.238124194748969e-22,303.3645324707031
R_A2,29,2018-03-01,22,303.5966491699219,29,22,0,1679.7061767578125,1.0,STANDARD,-1.8899198876793532e-22,303.5966491699219
R_A2,30,2018-03-01,23,303.7838134765625,29,22,0,1681.4754638671875,1.0,STANDARD,-8.975576706981805e-23,303.7838134765625
R_A2,31,2018-03-01,24,303.9534912109375,29,22,0,1683.2447509765625,1.0,STANDARD,-7.254174926706447e-23,303.9534912109375
R_A5,1,2018-04-28,1,264.7297668457031,20,31,0,1685.026611328125,1.0,STANDARD,-2.1059864870878395e-14,264.7297668457031
R_A5,2,2018-04-28,2,264.94561767578125,20,31,0,1687.3070068359375,1.0,STANDARD,-2.196381673812229e-14,264.94561767578125
R_A5,3,2018-04-28,3,265.1614685058594,20,31,0,1689.5875244140625,1.0,STANDARD,-2.0429101457914746e-14,265.1614685058594
R_A5,4,2018-04-28,4,265.3770751953125,20,31,0,1691.8680419921875,1.0,STANDARD,-2.2611295499267055e-14,265.3770751953125
R_A5,5,2018-04-28,5,265.5925598144531,20,31,0,1694.1485595703125,1.0,STANDARD,-2.2276819129055277e-14,265.5925598144531
R_A5,6,2018-04-28,6,265.80816650390625,20,31,0,1696.4290771484375,1.0,STANDARD,-1.779175087422355e-14,265.80816650390625
R_A5,7,2018-04-28,7,266.3468017578125,20,31,0,1698.70947265625,1.0,STANDARD,-4.840653956638503e-15,266.3468017578125
R_A5,11,2018-04-28,8,272.4222412109375,20,31,0,1707.6488037109375,1.0,STANDARD,-1.0541213735226762e-11,272.4222412109375
R_A5,12,2018-04-28,9,272.6047668457031,20,31,0,1709.5638427734375,1.0,STANDARD,-4.5223178500586325e-12,272.6047668457031
R_A5,12,2018-04-28,10,270.675048828125,21,31,0,1701.7845458984375,1.0,STANDARD,-6.424490800460703e-11,270.675048828125
R_A5,13,2018-04-28,11,270.87261962890625,21,31,0,1703.735107421875,1.0,STANDARD,-4.939579127671845e-12,270.87261962890625
R_A5,14,2018-04-28,12,271.0583190917969,21,31,0,1705.6856689453125,1.0,STANDARD,-6.8381420317842334e-12,271.0583190917969
R_A5,15,2018-04-28,13,272.2111511230469,21,31,0,1707.63623046875,1.0,STANDARD,-8.211736846064355e-12,272.2111511230469
R_A5,16,2018-04-28,14,273.31744384765625,21,31,0,1709.5867919921875,1.0,STANDARD,-4.996911738552878e-12,273.31744384765625
R_A5,17,2018-04-28,15,273.5091552734375,21,31,0,1711.537353515625,1.0,STANDARD,-1.4747734283782066e-12,273.5091552734375
R_A5,18,2018-04-28,16,273.6886901855469,21,31,0,1713.35400390625,1.0,STANDARD,-2.8659897805677348e-12,273.6886901855469
R_A5,19,2018-04-28,17,273.7867736816406,21,31,0,1714.3951416015625,1.0,STANDARD,0.0,273.7867736816406
R_A5,27,2018-04-28,18,282.939453125,21,31,0,1715.7628173828125,1.0,STANDARD,-7.105383311887745e-14,282.939453125
R_A5,28,2018-04-28,19,283.2801513671875,21,31,0,1718.098388671875,1.0,STANDARD,-6.139700699887493e-14,283.2801513671875
R_A5,29,2018-04-28,20,294.0238037109375,21,31,0,1720.43408203125,1.0,STANDARD,-5.601477115162158e-20,294.0238037109375
R_A5,30,2018-04-28,21,296.81842041015625,21,31,0,1722.7696533203125,1.0,STANDARD,-4.3357362470466685e-21,296.81842041015625
R_A5,31,2018-04-28,22,292.2342224121094,21,31,0,1725.105224609375,1.0,STANDARD,-1.4975147528713536e-18,292.2342224121094
R_A3,1,2018-07-03,1,277.8550720214844,41,28,0,1609.243408203125,0.6497735381126404,STANDARD,0.0,277.8550720214844
R_A3,2,2018-07-03,2,277.98809814453125,41,28,0,1611.3077392578125,0.19761426746845245,STANDARD,0.0,277.98809814453125
R_A3,3,2018-07-03,3,278.1255798339844,41,28,0,1613.3720703125,0.15083223581314087,STANDARD,0.0,278.1255798339844
R_A3,4,2018-07-03,4,278.26605224609375,41,28,0,1615.4365234375,0.661492645740509,STANDARD,0.0,278.26605224609375
R_A3,5,2018-07-03,5,279.06103515625,41,28,0,1617.5008544921875,0.8149953484535217,STANDARD,0.0,279.06103515625
R_A3,6,2018-07-03,6,279.2232360839844,41,28,0,1619.565185546875,0.6494454741477966,STANDARD,0.0,279.2232360839844
R_A3,6,2018-07-03,7,278.510986328125,41,29,0,1609.3663330078125,0.6494433283805847,STANDARD,0.0,278.510986328125
R_A3,7,2018-07-03,8,278.66156005859375,41,29,0,1611.4163818359375,0.19878745079040527,STANDARD,0.0,278.66156005859375
R_A3,8,2018-07-03,9,278.79827880859375,41,29,0,1613.46630859375,0.20140546560287476,STANDARD,0.0,278.79827880859375
R_A3,9,2018-07-03,10,279.02069091796875,41,29,0,1615.516357421875,0.7985864877700806,STANDARD,0.0,279.02069091796875
R_A3,10,2018-07-03,11,280.2098693847656,41,29,0,1617.5662841796875,0.8004164695739746,STANDARD,0.0,280.2098693847656
R_A3,11,2018-07-03,12,297.7459411621094,41,29,0,1619.750732421875,0.04907634109258652,STANDARD,0.0,297.7459411621094
R_A3,12,2018-07-03,13,297.9013366699219,41,29,0,1622.0697021484375,0.05436857417225838,STANDARD,0.0,297.9013366699219
R_A3,13,2018-07-03,14,298.05682373046875,41,29,0,1624.388671875,0.367954820394516,STANDARD,0.0,298.05682373046875
R_A3,15,2018-07-03,15,298.5384826660156,41,29,0,1629.026611328125,0.5019195079803467,STANDARD,0.0,298.5384826660156
R_A3,16,2018-07-03,16,298.6683654785156,41,29,0,1630.9468994140625,0.8088083267211914,STANDARD,0.0,298.6683654785156
R_A3,27,2018-07-03,17,286.3250427246094,41,29,0,1633.5262451171875,0.6562994718551636,STANDARD,0.0,286.3250427246094
R_A3,28,2018-07-03,18,286.54217529296875,41,29,0,1637.1630859375,0.046887073665857315,STANDARD,0.0,286.54217529296875
R_A3,29,2018-07-03,19,286.7851257324219,41,29,0,1640.8001708984375,0.0527026429772377,STANDARD,0.0,286.7851257324219
R_A3,30,2018-07-03,20,287.0547790527344,41,29,0,1644.4371337890625,0.675687313079834,STANDARD,0.0,287.0547790527344
R_A3,31,2018-07-03,21,287.12481689453125,41,29,0,1648.0740966796875,0.06581816077232361,STANDARD,0.0,287.12481689453125
R_A4,1,2018-09-12,1,284.63836669921875,52,30,0,1631.1873779296875,0.05172158032655716,STANDARD,0.0,284.63836669921875
R_A4,1,2018-09-12,2,284.4655456542969,52,31,0,1627.4293212890625,0.04937131702899933,STANDARD,0.0,284.4655456542969
R_A4,2,2018-09-12,3,284.6031494140625,52,31,0,1629.4896240234375,0.05223081633448601,STANDARD,0.0,284.6031494140625
R_A4,3,2018-09-12,4,284.7407531738281,52,31,0,1631.5498046875,0.054199520498514175,STANDARD,0.0,284.7407531738281
R_A4,4,2018-09-12,5,284.87835693359375,52,31,0,1633.610107421875,0.055830925703048706,STANDARD,0.0,284.87835693359375
R_A4,4,2018-09-12,6,284.87127685546875,52,32,0,1632.3968505859375,0.057657964527606964,STANDARD,0.0,284.87127685546875
R_A4,4,2018-09-12,7,285.05474853515625,51,32,0,1635.880615234375,0.058181993663311005,STANDARD,0.0,285.05474853515625
R_A4,4,2018-09-12,8,285.2212829589844,51,33,0,1637.321044921875,0.06079118698835373,STANDARD,0.0,285.2212829589844
R_A4,3,2018-09-12,9,285.0979309082031,51,33,0,1635.474609375,0.05827301740646362,STANDARD,0.0,285.0979309082031
R_A4,4,2018-09-12,10,285.5314636230469,50,33,0,1642.1485595703125,0.27941223978996277,STANDARD,0.0,285.5314636230469
R_A4,4,2018-09-12,11,285.49163818359375,50,34,0,1641.132080078125,0.6505575776100159,STANDARD,0.0,285.49163818359375
R_A4,3,2018-09-12,12,285.3603210449219,50,34,0,1639.20703125,0.09673624485731125,STANDARD,0.0,285.3603210449219
R_A4,3,2018-09-12,13,285.45147705078125,50,35,0,1640.9061279296875,0.1623390018939972,STANDARD,0.0,285.45147705078125
R_A4,2,2018-09-12,14,285.3270263671875,50,35,0,1639.0426025390625,0.18784202635288239,STANDARD,0.0,285.3270263671875
R_A4,2,2018-09-12,15,285.3521423339844,49,35,0,1641.93212890625,0.2390892505645752,STANDARD,0.0,285.3521423339844
R_A4,30,2018-09-12,16,278.6723327636719,49,36,0,1642.357421875,0.09696310758590698,STANDARD,0.0,278.6723327636719
R_A4,30,2018-09-12,17,278.11407470703125,48,36,0,1639.6068115234375,0.05902804061770439,STANDARD,0.0,278.11407470703125
R_A4,30,2018-09-12,18,278.8586120605469,48,37,0,1646.7513427734375,0.07153095304965973,STANDARD,0.0,278.8586120605469
R_A4,30,2018-09-12,19,279.51202392578125,48,38,0,1653.461669921875,0.6808696985244751,STANDARD,0.0,279.51202392578125
R_A4,30,2018-09-12,20,279.6485290527344,47,38,0,1657.8184814453125,0.18192005157470703,STANDARD,0.0,279.6485290527344
R_A6,1,2018-11-07,1,274.4364929199219,42,17,0,1695.20263671875,1.0,STANDARD,-1.0488578698767466e-16,274.4364929199219
R_A6,2,2018-11-07,2,274.5807189941406,42,17,0,1696.7510986328125,1.0,STANDARD,-8.03022571152845e-17,274.5807189941406
R_A6,3,2018-11-07,3,274.7213439941406,42,17,0,1698.299560546875,1.0,STANDARD,-5.75823585455314e-17,274.7213439941406
R_A6,4,2018-11-07,4,274.8576965332031,42,17,0,1699.84814453125,1.0,STANDARD,-4.119545069843535e-17,274.8576965332031
R_A6,5,2018-11-07,5,274.99176025390625,42,17,0,1701.3966064453125,1.0,STANDARD,-6.917505660244567e-17,274.99176025390625
R_A6,6,2018-11-07,6,275.1293029785156,42,17,0,1702.9451904296875,1.0,STANDARD,-2.7809006453941715e-15,275.1293029785156
R_A6,7,2018-11-07,7,274.9759826660156,42,17,0,1704.49365234375,1.0,STANDARD,-5.237584183633709e-15,274.9759826660156
R_A6,8,2018-11-07,8,275.4267272949219,42,17,0,1706.042236328125,1.0,STANDARD,-2.0461798729623775e-16,275.4267272949219
R_A6,9,2018-11-07,9,275.5806884765625,42,17,0,1707.5906982421875,1.0,STANDARD,-1.947445742163476e-16,275.5806884765625
R_A6,10,2018-11-07,10,275.4345703125,42,17,0,1709.1392822265625,1.0,STANDARD,-1.351786317973537e-14,275.4345703125
R_A6,11,2018-11-07,11,285.2286376953125,42,17,0,1711.055419921875,1.0,STANDARD,0.0,285.2286376953125
R_A6,12,2018-11-07,12,285.44482421875,42,17,0,1713.3392333984375,1.0,STANDARD,0.0,285.44482421875
R_A6,13,2018-11-07,13,285.6731262207031,42,17,0,1715.623046875,1.0,STANDARD,0.0,285.6731262207031
R_A6,14,2018-11-07,14,285.8895263671875,42,17,0,1717.9068603515625,1.0,STANDARD,0.0,285.8895263671875
R_A6,15,2018-11-07,15,286.1070556640625,42,17,0,1720.190673828125,1.0,STANDARD,0.0,286.1070556640625
R_A6,16,2018-11-07,16,286.469482421875,42,17,0,1722.474365234375,1.0,STANDARD,0.0,286.469482421875
R_A6,17,2018-11-07,17,286.6864318847656,42,17,0,1724.7581787109375,1.0,STANDARD,0.0,286.6864318847656
