ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,20540660,3432989,2064629,1439769,202719548
Valysar,CentralSouth,53092304,8542991,5545129,3866896,544458957
Valysar,CentralNorth,31256785,5963836,4471193,3117987,439012533
Valysar,NorthHorst,3513505,547626,281172,172710,33833872
Valysar,CentralRamp,13209607,2255541,1551059,1081631,152293674
Valysar,CentralHorst,85456499,15390117,12226085,8525861,1200441319
Valysar,EastLowland,6272154,1397977,924313,644570,90755420
Therys,WestLowland,2991274,701614,372190,259547,36544215
Therys,CentralSouth,7995144,1821981,1138226,793742,111758842
Therys,CentralNorth,16493136,2646458,1528762,1066082,150104378
Therys,NorthHorst,4490680,617568,250143,153650,30100125
Therys,CentralRamp,6550580,1630735,1215453,847596,119341534
Therys,CentralHorst,28553716,7428357,5727432,3994025,562358725
Therys,EastLowland,115,39,0,0,0
Volon,WestLowland,145250,25768,15193,10595,1491764
Volon,CentralSouth,14619595,2417563,1623957,1132466,159451278
Volon,CentralNorth,5027851,724157,406979,283807,39960011
Volon,NorthHorst,2065758,362445,239923,147373,28870397
Volon,CentralRamp,9362024,1731017,1348954,940693,132449611
Volon,CentralHorst,81010586,14739649,11714703,8169249,1150230258
Volon,EastLowland,3631,125,0,0,0
