Project name			: /private/asny/Desktop/reek/resmod/ff/2019a/r001/rms/model/reek.rms11.0.1
Date				: 2020.02.19 16:56:26
Grid model name			: Geogrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       252914405.86         44556685.39         35459064.33         22301297.95
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  252914405.86         44556685.39         35459064.33         22301297.95
MidReek    1                       206913131.69         40386494.41         32804238.04         20631595.91
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  206913131.69         40386494.41         32804238.04         20631595.91
LowerReek  1                       132969791.10         26521385.47         21776073.44         13695643.44
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                  132969791.10         26521385.47         21776073.44         13695643.44
Totals     1                       592797328.65        111464565.26         90039375.81         56628537.30
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  592797328.65        111464565.26         90039375.81         56628537.30
