ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,6843144,1310316,718474,501028,70544700
Valysar,CentralSouth,72991038,14390342,11064571,7715879,1086395825
Valysar,CentralNorth,47577442,8008118,5586397,3895674,548510922
Valysar,NorthHorst,5200166,782292,436756,268278,52555585
Valysar,CentralRamp,13375880,2359559,1841964,1284493,180856687
Valysar,CentralHorst,88343830,15648274,12336319,8602733,1211264849
Valysar,EastLowland,1425999,301629,179659,125285,17640190
Therys,WestLowland,1246353,278266,121531,84750,11932748
Therys,CentralSouth,15902557,3666043,2265645,1579948,222456632
Therys,CentralNorth,21990926,4278877,2532619,1766122,248669967
Therys,NorthHorst,11010680,1504536,578780,355516,69645611
Therys,CentralRamp,6479959,1410457,1104375,770136,108435122
Therys,CentralHorst,31421028,7271171,5598597,3904182,549708884
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,10542,1018,0,0,0
Volon,CentralSouth,35324341,6605845,4699313,3277067,461410980
Volon,CentralNorth,8192305,1195708,670416,467515,65826081
Volon,NorthHorst,7165281,1306086,973660,598071,117162159
Volon,CentralRamp,12563524,2180913,1613375,1125087,158412268
Volon,CentralHorst,83688583,14541575,11177423,7794577,1097476497
Volon,EastLowland,0,0,0,0,0
