ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,4908777,855841,615242,429039,60408656,0,0,0,0,0
Valysar,CentralSouth,60358268,11327093,8432613,5880483,827972048,0,0,0,0,0
Valysar,CentralNorth,33496707,5752366,4222823,2944786,414625882,0,0,0,0,0
Valysar,NorthHorst,5485093,501837,212085,130273,25520529,23160152,2928276,1883336,437985064,67012
Valysar,CentralRamp,13747335,2101422,1440925,1004829,141479915,0,0,0,0,0
Valysar,CentralHorst,83965845,14456905,11129071,7760859,1092728947,0,0,0,0,0
Valysar,EastLowland,288978,72408,25597,17850,2513251,0,0,0,0,0
Therys,WestLowland,2193689,419783,200514,139828,19687829,0,0,0,0,0
Therys,CentralSouth,8219316,1815911,1108528,773032,108842920,0,0,0,0,0
Therys,CentralNorth,17576284,3476470,2015869,1405766,197931870,0,0,0,0,0
Therys,NorthHorst,9885524,1460917,610314,374886,73440102,14271983,2487755,1673658,389222865,59551
Therys,CentralRamp,6771661,1512117,1141398,795954,112070304,0,0,0,0,0
Therys,CentralHorst,27416911,6779027,5172348,3606938,507856819,0,0,0,0,0
Therys,EastLowland,0,0,0,0,0,0,0,0,0,0
Volon,WestLowland,252999,32899,7778,5424,763672,0,0,0,0,0
Volon,CentralSouth,26486060,4747904,3044732,2123244,298952746,0,0,0,0,0
Volon,CentralNorth,4038314,497048,183002,127616,17968388,0,0,0,0,0
Volon,NorthHorst,6724537,1234333,967851,594503,116463199,1187555,226002,210010,48839582,7472
Volon,CentralRamp,11700895,2096601,1584261,1104784,155553638,0,0,0,0,0
Volon,CentralHorst,77883766,13908804,10739475,7489174,1054475670,0,0,0,0,0
Volon,EastLowland,0,0,0,0,0,0,0,0,0,0
