order,utm_x,utm_y,measured_depth,true_vertical_depth,zone,pressure,swat,sgas,soil,valid_zone,is_active,i,j,k,well,time
0,460994.9,5933813.29,1697.9,1648.9,Valysar,298.3677062988281,0.06456145644187927,0.0,0.9354385435581207,True,True,21,29,2,R_A2,2018-03-01
0,462753.44,5932869.64,1673.4,1624.4,Therys,282.5565185546875,0.05673664063215256,0.0,0.9432633593678474,True,True,28,40,11,R_A3,2018-07-03
1,462753.44,5932869.64,1690.7,1641.7,Volon,283.81787109375,0.055694229900836945,0.0,0.944305770099163,True,True,28,40,28,R_A3,2018-07-03
0,464008.822,5931878.919,2578.7,1634.538,Valysar,274.9660339355469,0.061646025627851486,0.0,0.9383539743721485,True,True,31,50,3,R_A4,2018-09-12
1,464291.761,5932429.155,3197.5,1643.655,Volon,276.580322265625,0.10098765790462494,0.0,0.8990123420953751,True,True,35,48,29,R_A4,2018-09-12
0,461519.21,5935692.65,1737.8,1688.8,Valysar,274.547607421875,1.0,1.3046640864224237e-17,-1.3046640864224237e-17,True,True,30,19,2,R_A5,2018-04-28
1,461519.21,5935692.65,1769.1,1720.1,Volon,280.31622314453125,1.0,3.837208752377171e-15,-3.837208752377171e-15,True,True,30,20,27,R_A5,2018-04-28
0,461292.74,5931883.26,1759.9,1710.9,Therys,274.7635498046875,1.0,-3.6901959802811506e-17,3.6901959802811506e-17,True,True,16,41,10,R_A6,2018-11-07
1,461292.74,5931883.26,1777.4,1728.4,Volon,277.1866455078125,1.0,-2.6960601693815944e-18,2.6960601693815944e-18,True,True,16,41,27,R_A6,2018-11-07
