Project name			: /private/asny/Desktop/reek/resmod/ff/2019a/r001/rms/model/reek.rms11.0.1
Date				: 2020.02.19 16:54:12
Grid model name			: Geogrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       289082253.21         46302155.56         34544089.75         21725842.24
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  289082253.21         46302155.56         34544089.75         21725842.24
MidReek    1                       206849846.78         43085712.86         36238828.56         22791715.69
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  206849846.78         43085712.86         36238828.56         22791715.69
LowerReek  1                       121305181.04         26183614.03         21734630.79         13669578.88
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                  121305181.04         26183614.03         21734630.79         13669578.88
Totals     1                       617237281.03        115571482.45         92517549.10         58187136.82
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  617237281.03        115571482.45         92517549.10         58187136.82
