DRAWDOWN,PRESSURE,CONKPOS,SWAT,DEPTH,SGAS,CONIDX,CONJPOS,CONBPRES,CONIPOS,WELLMODEL,DATE,WELL
0,304.2977294921875,3,1.0,1689.8135986328125,0.0,3,20,304.2977294921875,31,STANDARD,2018-01-01,R_A5
0,304.4940185546875,4,1.0,1691.8851318359375,0.0,4,20,304.4940185546875,31,STANDARD,2018-01-01,R_A5
0,304.6903381347656,5,1.0,1693.9566650390625,0.0,5,20,304.6903381347656,31,STANDARD,2018-01-01,R_A5
0,304.88665771484375,6,1.0,1696.0281982421875,0.0,6,20,304.88665771484375,31,STANDARD,2018-01-01,R_A5
0,305.3887634277344,7,1.0,1698.0997314453125,0.0,7,20,305.3887634277344,31,STANDARD,2018-01-01,R_A5
0,305.5850830078125,8,1.0,1700.1712646484375,0.0,8,20,305.5850830078125,31,STANDARD,2018-01-01,R_A5
0,305.2174987792969,9,1.0,1696.292724609375,0.0,9,21,305.2174987792969,31,STANDARD,2018-01-01,R_A5
0,305.3290710449219,11,1.0,1700.6953125,0.0,10,21,305.3290710449219,31,STANDARD,2018-01-01,R_A5
0,305.5234069824219,12,1.0,1702.74609375,0.0,11,21,305.5234069824219,31,STANDARD,2018-01-01,R_A5
0,305.729736328125,13,1.0,1704.796875,0.0,12,21,305.729736328125,31,STANDARD,2018-01-01,R_A5
0,305.924072265625,14,1.0,1706.84765625,0.0,13,21,305.924072265625,31,STANDARD,2018-01-01,R_A5
0,306.1184387207031,15,1.0,1708.8983154296875,0.0,14,21,306.1184387207031,31,STANDARD,2018-01-01,R_A5
0,306.4577941894531,16,1.0,1710.9490966796875,0.0,15,21,306.4577941894531,31,STANDARD,2018-01-01,R_A5
0,306.6446533203125,17,1.0,1712.920654296875,0.0,16,21,306.6446533203125,31,STANDARD,2018-01-01,R_A5
0,306.7612609863281,18,1.0,1714.1510009765625,0.0,17,21,306.7612609863281,31,STANDARD,2018-01-01,R_A5
0,306.7522277832031,26,1.0,1715.71337890625,0.0,18,21,306.7522277832031,31,STANDARD,2018-01-01,R_A5
0,306.9630126953125,27,1.0,1717.9375,0.0,19,21,306.9630126953125,31,STANDARD,2018-01-01,R_A5
0,307.4796142578125,28,1.0,1720.16162109375,0.0,20,21,307.4796142578125,31,STANDARD,2018-01-01,R_A5
0,307.6903991699219,29,1.0,1722.3857421875,0.0,21,21,307.6903991699219,31,STANDARD,2018-01-01,R_A5
0,307.90118408203125,30,1.0,1724.6099853515625,0.0,22,21,307.90118408203125,31,STANDARD,2018-01-01,R_A5
0,304.99798583984375,1,1.0,1693.976318359375,0.0,1,42,304.99798583984375,17,STANDARD,2018-01-01,R_A6
0,305.1428527832031,2,1.0,1695.5050048828125,0.0,2,42,305.1428527832031,17,STANDARD,2018-01-01,R_A6
0,305.2877197265625,3,1.0,1697.03369140625,0.0,3,42,305.2877197265625,17,STANDARD,2018-01-01,R_A6
0,305.4325866699219,4,1.0,1698.5623779296875,0.0,4,42,305.4325866699219,17,STANDARD,2018-01-01,R_A6
0,305.5774841308594,5,1.0,1700.091064453125,0.0,5,42,305.5774841308594,17,STANDARD,2018-01-01,R_A6
0,305.72235107421875,6,1.0,1701.6197509765625,0.0,6,42,305.72235107421875,17,STANDARD,2018-01-01,R_A6
0,305.56817626953125,7,1.0,1703.1484375,0.0,7,42,305.56817626953125,17,STANDARD,2018-01-01,R_A6
0,305.7130432128906,8,1.0,1704.6771240234375,0.0,8,42,305.7130432128906,17,STANDARD,2018-01-01,R_A6
0,306.1569519042969,9,1.0,1706.205810546875,0.0,9,42,306.1569519042969,17,STANDARD,2018-01-01,R_A6
0,305.9960632324219,10,1.0,1707.7344970703125,0.0,10,42,305.9960632324219,17,STANDARD,2018-01-01,R_A6
0,306.1761779785156,11,1.0,1709.634033203125,0.0,11,42,306.1761779785156,17,STANDARD,2018-01-01,R_A6
0,306.391357421875,12,1.0,1711.904296875,0.0,12,42,306.391357421875,17,STANDARD,2018-01-01,R_A6
0,306.6184997558594,13,1.0,1714.1746826171875,0.0,13,42,306.6184997558594,17,STANDARD,2018-01-01,R_A6
0,306.8336486816406,14,1.0,1716.4449462890625,0.0,14,42,306.8336486816406,17,STANDARD,2018-01-01,R_A6
0,307.048828125,15,1.0,1718.71533203125,0.0,15,42,307.048828125,17,STANDARD,2018-01-01,R_A6
0,307.40899658203125,16,1.0,1720.985595703125,0.0,16,42,307.40899658203125,17,STANDARD,2018-01-01,R_A6
0,307.6241760253906,17,1.0,1723.255859375,0.0,17,42,307.6241760253906,17,STANDARD,2018-01-01,R_A6
0,307.7713928222656,18,1.0,1724.8092041015625,0.0,18,42,307.7713928222656,17,STANDARD,2018-01-01,R_A6
0,307.7344970703125,26,1.0,1726.077392578125,0.0,19,42,307.7344970703125,17,STANDARD,2018-01-01,R_A6
0,307.8956298828125,27,1.0,1727.777587890625,0.0,20,42,307.8956298828125,17,STANDARD,2018-01-01,R_A6
0,308.362548828125,28,1.0,1729.477783203125,0.0,21,42,308.362548828125,17,STANDARD,2018-01-01,R_A6
0,308.5237121582031,29,1.0,1731.177978515625,0.0,22,42,308.5237121582031,17,STANDARD,2018-01-01,R_A6
0,308.3790588378906,30,1.0,1732.8780517578125,0.0,23,42,308.3790588378906,17,STANDARD,2018-01-01,R_A6
0,298.5015869140625,1,0.05316613242030144,1640.39404296875,0.0,1,30,298.5015869140625,22,STANDARD,2018-03-01,R_A2
0,298.6169128417969,2,0.05393105000257492,1642.1148681640625,0.0,2,30,298.6169128417969,22,STANDARD,2018-03-01,R_A2
0,298.73223876953125,3,0.055854517966508865,1643.835693359375,0.0,3,30,298.73223876953125,22,STANDARD,2018-03-01,R_A2
0,298.84759521484375,4,0.06261119991540909,1645.5565185546875,0.0,4,30,298.84759521484375,22,STANDARD,2018-03-01,R_A2
0,298.96295166015625,5,0.06326024979352951,1647.27734375,0.0,5,30,298.96295166015625,22,STANDARD,2018-03-01,R_A2
0,299.0934753417969,6,0.6522384285926819,1648.998046875,0.0,6,30,299.0934753417969,22,STANDARD,2018-03-01,R_A2
0,299.3830871582031,7,0.8614389896392822,1650.7188720703125,0.0,7,30,299.3830871582031,22,STANDARD,2018-03-01,R_A2
0,299.5493469238281,8,0.6483368277549744,1652.439697265625,0.0,8,30,299.5493469238281,22,STANDARD,2018-03-01,R_A2
0,299.6839294433594,9,0.16327965259552002,1654.160400390625,0.0,9,30,299.6839294433594,22,STANDARD,2018-03-01,R_A2
0,299.7983093261719,10,0.1769901067018509,1655.8812255859375,0.0,10,30,299.7983093261719,22,STANDARD,2018-03-01,R_A2
0,299.8338317871094,11,0.06761309504508972,1657.77734375,0.0,11,30,299.8338317871094,22,STANDARD,2018-03-01,R_A2
0,299.9618225097656,12,0.06309586018323898,1659.8487548828125,0.0,12,30,299.9618225097656,22,STANDARD,2018-03-01,R_A2
0,300.11505126953125,13,0.4267754852771759,1661.920166015625,0.0,13,30,300.11505126953125,22,STANDARD,2018-03-01,R_A2
0,300.2547607421875,14,0.46315842866897583,1663.991455078125,0.0,14,30,300.2547607421875,22,STANDARD,2018-03-01,R_A2
0,300.3982238769531,15,0.8932168483734131,1666.0628662109375,0.0,15,30,300.3982238769531,22,STANDARD,2018-03-01,R_A2
0,300.5397644042969,16,0.8971759676933289,1668.13427734375,0.0,16,30,300.5397644042969,22,STANDARD,2018-03-01,R_A2
0,300.6795349121094,17,0.8765849471092224,1670.2056884765625,0.0,17,30,300.6795349121094,22,STANDARD,2018-03-01,R_A2
0,300.983642578125,17,0.9650673270225525,1676.14501953125,0.0,18,29,300.983642578125,22,STANDARD,2018-03-01,R_A2
0,301.0942077636719,18,0.9999999403953552,1677.7926025390625,-4.397454400617562e-09,19,29,301.0942077636719,22,STANDARD,2018-03-01,R_A2
0,301.96636962890625,26,0.6981922388076782,1679.2576904296875,0.0,20,29,301.96636962890625,22,STANDARD,2018-03-01,R_A2
0,302.86248779296875,27,0.8226768374443054,1680.9849853515625,0.0,21,29,302.86248779296875,22,STANDARD,2018-03-01,R_A2
0,303.4789733886719,28,1.0,1682.7122802734375,1.1642144225595697e-18,22,29,303.4789733886719,22,STANDARD,2018-03-01,R_A2
0,303.4196472167969,29,1.0,1684.4395751953125,5.786061383178812e-18,23,29,303.4196472167969,22,STANDARD,2018-03-01,R_A2
0,302.87860107421875,30,0.9999607801437378,1686.1668701171875,0.0,24,29,302.87860107421875,22,STANDARD,2018-03-01,R_A2
0,285.2721862792969,1,0.9999998807907104,1685.6705322265625,-6.15717210550315e-09,1,20,285.2721862792969,31,STANDARD,2018-04-28,R_A5
0,285.4683532714844,2,0.9999998807907104,1687.7420654296875,-6.239645244932035e-09,2,20,285.4683532714844,31,STANDARD,2018-04-28,R_A5
0,285.6645812988281,3,0.9999998807907104,1689.8135986328125,-5.7360436400699655e-09,3,20,285.6645812988281,31,STANDARD,2018-04-28,R_A5
0,285.86083984375,4,0.9999998807907104,1691.8851318359375,-6.1491864933316265e-09,4,20,285.86083984375,31,STANDARD,2018-04-28,R_A5
0,286.0570373535156,5,0.9999998807907104,1693.9566650390625,-5.933178393036087e-09,5,20,286.0570373535156,31,STANDARD,2018-04-28,R_A5
0,286.2532043457031,6,0.9999999403953552,1696.0281982421875,-5.26121857191697e-09,6,20,286.2532043457031,31,STANDARD,2018-04-28,R_A5
0,286.7749328613281,7,1.0,1698.0997314453125,-3.257609113016535e-11,7,20,286.7749328613281,31,STANDARD,2018-04-28,R_A5
0,287.0030822753906,8,1.0,1700.1712646484375,-3.4378357365721923e-12,8,20,287.0030822753906,31,STANDARD,2018-04-28,R_A5
0,286.4806823730469,9,1.0,1696.292724609375,-2.5859113461645933e-11,9,21,286.4806823730469,31,STANDARD,2018-04-28,R_A5
0,279.1114807128906,11,1.0,1700.6953125,2.2782017158190504e-12,10,21,279.1114807128906,31,STANDARD,2018-04-28,R_A5
0,279.35321044921875,12,1.0,1702.74609375,1.665175376058814e-12,11,21,279.35321044921875,31,STANDARD,2018-04-28,R_A5
0,279.5592956542969,13,1.0,1704.796875,1.2245602752300466e-13,12,21,279.5592956542969,31,STANDARD,2018-04-28,R_A5
0,279.75323486328125,14,1.0,1706.84765625,2.768251902392823e-14,13,21,279.75323486328125,31,STANDARD,2018-04-28,R_A5
0,279.95062255859375,15,1.0,1708.8983154296875,7.189625820689868e-14,14,21,279.95062255859375,31,STANDARD,2018-04-28,R_A5
0,280.2978210449219,16,1.0,1710.9490966796875,1.7276285586040156e-14,15,21,280.2978210449219,31,STANDARD,2018-04-28,R_A5
0,280.49005126953125,17,1.0,1712.920654296875,2.5415540372687555e-14,16,21,280.49005126953125,31,STANDARD,2018-04-28,R_A5
0,280.6061096191406,18,1.0,1714.1510009765625,1.0541522387256478e-14,17,21,280.6061096191406,31,STANDARD,2018-04-28,R_A5
0,284.6153259277344,26,1.0,1715.71337890625,-2.2236406509515416e-13,18,21,284.6153259277344,31,STANDARD,2018-04-28,R_A5
0,285.0180969238281,27,1.0,1717.9375,-1.2227633456544235e-13,19,21,285.0180969238281,31,STANDARD,2018-04-28,R_A5
0,296.3233642578125,28,1.0,1720.16162109375,-4.628130457196742e-21,20,21,296.3233642578125,31,STANDARD,2018-04-28,R_A5
0,303.9236145019531,29,1.0,1722.3857421875,2.741314617272576e-22,21,21,303.9236145019531,31,STANDARD,2018-04-28,R_A5
0,306.8796081542969,30,1.0,1724.6099853515625,4.4081937869898224e-24,22,21,306.8796081542969,31,STANDARD,2018-04-28,R_A5
0,271.96875,1,0.6498421430587769,1608.2022705078125,0.0,1,41,271.96875,28,STANDARD,2018-07-03,R_A3
0,272.0970764160156,2,0.14931121468544006,1610.2357177734375,0.0,2,41,272.0970764160156,28,STANDARD,2018-07-03,R_A3
0,271.66998291015625,3,0.11905520409345627,1603.73779296875,0.0,3,41,271.66998291015625,29,STANDARD,2018-07-03,R_A3
0,271.8096618652344,4,0.13895109295845032,1605.8359375,0.0,4,41,271.8096618652344,29,STANDARD,2018-07-03,R_A3
0,272.0489196777344,5,0.8093408942222595,1607.93408203125,0.0,5,41,272.0489196777344,29,STANDARD,2018-07-03,R_A3
0,272.10455322265625,6,0.21898715198040009,1610.0321044921875,0.0,6,41,272.10455322265625,29,STANDARD,2018-07-03,R_A3
0,272.2445068359375,7,0.19602173566818237,1612.1302490234375,0.0,7,41,272.2445068359375,29,STANDARD,2018-07-03,R_A3
0,272.3846130371094,8,0.24222788214683533,1614.2283935546875,0.0,8,41,272.3846130371094,29,STANDARD,2018-07-03,R_A3
0,272.650146484375,9,0.7919763922691345,1616.3265380859375,0.0,9,41,272.650146484375,29,STANDARD,2018-07-03,R_A3
0,275.4464111328125,10,0.7929309010505676,1618.424560546875,0.0,10,41,275.4464111328125,29,STANDARD,2018-07-03,R_A3
0,295.5418395996094,11,0.0474110022187233,1620.6199951171875,0.0,11,41,295.5418395996094,29,STANDARD,2018-07-03,R_A3
0,295.69537353515625,12,0.05400560796260834,1622.9127197265625,0.0,12,41,295.69537353515625,29,STANDARD,2018-07-03,R_A3
0,295.8490295410156,13,0.24280264973640442,1625.2054443359375,0.0,13,41,295.8490295410156,29,STANDARD,2018-07-03,R_A3
0,296.3553466796875,14,0.05483521521091461,1627.4981689453125,0.0,14,41,296.3553466796875,29,STANDARD,2018-07-03,R_A3
0,296.43365478515625,15,0.49232959747314453,1629.790771484375,0.0,15,41,296.43365478515625,29,STANDARD,2018-07-03,R_A3
0,296.5747375488281,16,0.8029861450195312,1631.843017578125,0.0,16,41,296.5747375488281,29,STANDARD,2018-07-03,R_A3
0,285.2439880371094,26,0.1551392823457718,1634.57568359375,0.0,17,41,285.2439880371094,29,STANDARD,2018-07-03,R_A3
0,285.45794677734375,27,0.04498006030917168,1638.1826171875,0.0,18,41,285.45794677734375,29,STANDARD,2018-07-03,R_A3
0,285.69891357421875,28,0.049150533974170685,1641.7894287109375,0.0,19,41,285.69891357421875,29,STANDARD,2018-07-03,R_A3
0,285.95196533203125,29,0.6495286226272583,1645.396240234375,0.0,20,41,285.95196533203125,29,STANDARD,2018-07-03,R_A3
0,286.14202880859375,30,0.06200282648205757,1649.003173828125,0.0,21,41,286.14202880859375,29,STANDARD,2018-07-03,R_A3
0,277.693359375,1,0.0497463196516037,1632.115478515625,0.0,1,52,277.693359375,30,STANDARD,2018-09-12,R_A4
0,277.4082336425781,1,0.04726933315396309,1627.1075439453125,0.0,2,52,277.4082336425781,31,STANDARD,2018-09-12,R_A4
0,277.5453796386719,2,0.049849387258291245,1629.16552734375,0.0,3,52,277.5453796386719,31,STANDARD,2018-09-12,R_A4
0,277.6824951171875,3,0.05133674666285515,1631.2235107421875,0.0,4,52,277.6824951171875,31,STANDARD,2018-09-12,R_A4
0,277.8196716308594,4,0.05316808447241783,1633.2816162109375,0.0,5,52,277.8196716308594,31,STANDARD,2018-09-12,R_A4
0,277.8204650878906,4,0.05512499064207077,1632.79833984375,0.0,6,52,277.8204650878906,32,STANDARD,2018-09-12,R_A4
0,277.944091796875,4,0.055383313447237015,1635.5103759765625,0.0,7,51,277.944091796875,32,STANDARD,2018-09-12,R_A4
0,278.05450439453125,4,0.05838533863425255,1637.1279296875,0.0,8,51,278.05450439453125,33,STANDARD,2018-09-12,R_A4
0,278.2213439941406,4,0.06020793691277504,1640.4912109375,0.0,9,50,278.2213439941406,33,STANDARD,2018-09-12,R_A4
0,278.1592102050781,4,0.05974416434764862,1639.714111328125,0.0,10,50,278.1592102050781,34,STANDARD,2018-09-12,R_A4
0,278.1713562011719,4,0.05874614790081978,1640.5574951171875,0.0,11,50,278.1713562011719,35,STANDARD,2018-09-12,R_A4
0,278.0531311035156,3,0.19790112972259521,1638.7784423828125,0.0,12,50,278.0531311035156,35,STANDARD,2018-09-12,R_A4
0,278.36578369140625,3,0.18787530064582825,1644.2039794921875,0.0,13,49,278.36578369140625,35,STANDARD,2018-09-12,R_A4
0,278.249267578125,2,0.23113879561424255,1642.47412109375,0.0,14,49,278.249267578125,35,STANDARD,2018-09-12,R_A4
0,274.5309753417969,29,0.2043052762746811,1643.1552734375,0.0,15,49,274.5309753417969,36,STANDARD,2018-09-12,R_A4
0,273.76654052734375,29,0.061330124735832214,1643.1207275390625,0.0,16,48,273.76654052734375,36,STANDARD,2018-09-12,R_A4
0,286.03704833984375,29,1.0,1649.2305908203125,1.4455103780619538e-12,17,48,286.03704833984375,37,STANDARD,2018-09-12,R_A4
0,276.1022644042969,29,0.6510034799575806,1654.7276611328125,0.0,18,48,276.1022644042969,38,STANDARD,2018-09-12,R_A4
0,275.44183349609375,28,0.060190919786691666,1648.9576416015625,0.0,19,48,275.44183349609375,38,STANDARD,2018-09-12,R_A4
0,275.6363220214844,28,0.11279749125242233,1657.919189453125,0.0,20,47,275.6363220214844,38,STANDARD,2018-09-12,R_A4
0,276.0273132324219,1,1.0,1693.976318359375,-7.51650304497975e-12,1,42,276.0273132324219,17,STANDARD,2018-11-07,R_A6
0,276.1575927734375,2,1.0,1695.5050048828125,-3.1554782658343994e-12,2,42,276.1575927734375,17,STANDARD,2018-11-07,R_A6
0,276.27679443359375,3,1.0,1697.03369140625,-4.77186042416311e-12,3,42,276.27679443359375,17,STANDARD,2018-11-07,R_A6
0,276.3873291015625,4,1.0,1698.5623779296875,-4.818470275558262e-12,4,42,276.3873291015625,17,STANDARD,2018-11-07,R_A6
0,276.4971618652344,5,1.0,1700.091064453125,-3.493142624114154e-12,5,42,276.4971618652344,17,STANDARD,2018-11-07,R_A6
0,276.6200866699219,6,1.0,1701.6197509765625,-1.8495693865361318e-10,6,42,276.6200866699219,17,STANDARD,2018-11-07,R_A6
0,276.46514892578125,7,1.0,1703.1484375,-3.554874727917934e-10,7,42,276.46514892578125,17,STANDARD,2018-11-07,R_A6
0,276.6100769042969,8,1.0,1704.6771240234375,-3.0694749519888376e-10,8,42,276.6100769042969,17,STANDARD,2018-11-07,R_A6
0,277.0751953125,9,1.0,1706.205810546875,-2.4962584083132455e-11,9,42,277.0751953125,17,STANDARD,2018-11-07,R_A6
0,276.98931884765625,10,1.0,1707.7344970703125,-1.720938669347305e-11,10,42,276.98931884765625,17,STANDARD,2018-11-07,R_A6
0,281.879150390625,11,1.0,1709.634033203125,7.745069585674003e-10,11,42,281.879150390625,17,STANDARD,2018-11-07,R_A6
0,282.09100341796875,12,1.0,1711.904296875,9.080223239976704e-10,12,42,282.09100341796875,17,STANDARD,2018-11-07,R_A6
0,282.33001708984375,13,1.0,1714.1746826171875,4.281150781104692e-11,13,42,282.33001708984375,17,STANDARD,2018-11-07,R_A6
0,282.5450134277344,14,1.0,1716.4449462890625,6.532416968463295e-11,14,42,282.5450134277344,17,STANDARD,2018-11-07,R_A6
0,282.7602844238281,15,1.0,1718.71533203125,4.673774214869475e-11,15,42,282.7602844238281,17,STANDARD,2018-11-07,R_A6
0,283.1205139160156,16,1.0,1720.985595703125,1.2960734915856698e-11,16,42,283.1205139160156,17,STANDARD,2018-11-07,R_A6
