CONIPOS,CONJPOS,CONKPOS,DEPTH,PRESSURE,SWAT,SGAS,CONIDX,Drawdown,DATE,WELL,WELLMODEL,CONBPRES
27,30,5,1610.4090576171875,303.37921142578125,0.03735170513391495,0.0,1,0,2000-02-01,OP_1,MULTISEG,303.37921142578125
27,30,6,1613.2744140625,303.744384765625,0.03807666152715683,0.0,2,0,2000-02-01,OP_1,MULTISEG,303.744384765625
27,30,7,1616.017578125,303.91937255859375,0.03144451603293419,0.0,3,0,2000-02-01,OP_1,MULTISEG,303.91937255859375
27,30,8,1618.7607421875,304.0943603515625,0.04362645745277405,0.0,4,0,2000-02-01,OP_1,MULTISEG,304.0943603515625
27,30,9,1621.5037841796875,304.26934814453125,0.029269728809595108,0.0,5,0,2000-02-01,OP_1,MULTISEG,304.26934814453125
27,30,10,1624.246826171875,304.4443664550781,0.030317001044750214,0.0,6,0,2000-02-01,OP_1,MULTISEG,304.4443664550781
27,30,11,1627.138671875,304.6287536621094,0.18138058483600616,0.0,7,0,2000-02-01,OP_1,MULTISEG,304.6287536621094
20,13,6,1653.7645263671875,305.87762451171875,0.09855743497610092,0.0,1,0,2000-02-01,OP_2,MULTISEG,305.87762451171875
20,13,7,1656.7064208984375,306.0649108886719,0.05959416180849075,0.0,2,0,2000-02-01,OP_2,MULTISEG,306.0649108886719
20,13,8,1659.6480712890625,306.2526550292969,0.0599941611289978,0.0,3,0,2000-02-01,OP_2,MULTISEG,306.2526550292969
20,13,9,1662.590087890625,306.44049072265625,0.0782720297574997,0.0,4,0,2000-02-01,OP_2,MULTISEG,306.44049072265625
20,13,10,1665.5321044921875,306.6285400390625,0.2099304050207138,0.0,5,0,2000-02-01,OP_2,MULTISEG,306.6285400390625
28,47,9,1656.7911376953125,306.4873046875,0.10712850093841553,0.0,1,0,2000-02-01,OP_3,MULTISEG,306.4873046875
28,47,10,1659.5457763671875,306.66314697265625,0.10957667231559753,0.0,2,0,2000-02-01,OP_3,MULTISEG,306.66314697265625
28,47,11,1662.4112548828125,306.8460998535156,0.08935601264238358,0.0,3,0,2000-02-01,OP_3,MULTISEG,306.8460998535156
28,47,12,1665.387939453125,307.0361633300781,0.06083371862769127,0.0,4,0,2000-02-01,OP_3,MULTISEG,307.0361633300781
28,47,13,1668.36474609375,307.2262268066406,0.05219709873199463,0.0,5,0,2000-02-01,OP_3,MULTISEG,307.2262268066406
28,47,14,1671.341552734375,307.4162902832031,0.08012018352746964,0.0,6,0,2000-02-01,OP_3,MULTISEG,307.4162902832031
14,38,1,1700.9111328125,309.1979675292969,1.0,5.161212790483205e-09,1,0,2000-02-01,WI_1,MULTISEG,309.1979675292969
14,38,2,1703.39990234375,309.3769226074219,1.0,9.088103603005493e-09,2,0,2000-02-01,WI_1,MULTISEG,309.3769226074219
14,38,3,1705.888671875,309.612548828125,1.0,2.065939863626909e-09,3,0,2000-02-01,WI_1,MULTISEG,309.612548828125
14,38,4,1708.3773193359375,309.84820556640625,1.0,1.3586048952518581e-09,4,0,2000-02-01,WI_1,MULTISEG,309.84820556640625
14,38,5,1710.865966796875,310.08416748046875,1.0,4.061473379834979e-09,5,0,2000-02-01,WI_1,MULTISEG,310.08416748046875
28,20,7,1692.8653564453125,281.2958984375,0.18956708908081055,0.0,1,0,2000-06-01,WI_2,MULTISEG,281.2958984375
28,20,8,1696.2529296875,281.5108337402344,0.23323988914489746,0.0,2,0,2000-06-01,WI_2,MULTISEG,281.5108337402344
28,20,9,1699.640380859375,281.8240966796875,0.6705657839775085,0.0,3,0,2000-06-01,WI_2,MULTISEG,281.8240966796875
28,20,10,1703.0277099609375,282.0597229003906,0.7310622930526733,0.0,4,0,2000-06-01,WI_2,MULTISEG,282.0597229003906
18,29,1,1651.4146728515625,273.0995788574219,0.14864866435527802,0.0,1,0,2001-01-01,OP_4,MULTISEG,273.0995788574219
18,29,2,1653.810791015625,273.2525329589844,0.04832001402974129,0.0,2,0,2001-01-01,OP_4,MULTISEG,273.2525329589844
18,29,3,1656.2069091796875,273.4040832519531,0.05485047772526741,0.0,3,0,2001-01-01,OP_4,MULTISEG,273.4040832519531
18,29,4,1658.603271484375,273.5558166503906,0.0493643581867218,0.0,4,0,2001-01-01,OP_4,MULTISEG,273.5558166503906
18,29,5,1660.999267578125,273.7325744628906,0.3000449240207672,0.0,5,0,2001-01-01,OP_4,MULTISEG,273.7325744628906
18,29,10,1673.4599609375,275.9557189941406,0.1644064486026764,0.0,6,0,2001-01-01,OP_4,MULTISEG,275.9557189941406
18,29,11,1675.9952392578125,276.11529541015625,0.09173918515443802,0.0,7,0,2001-01-01,OP_4,MULTISEG,276.11529541015625
18,29,12,1678.5628662109375,276.2777404785156,0.08247418701648712,0.0,8,0,2001-01-01,OP_4,MULTISEG,276.2777404785156
18,29,13,1681.130615234375,276.440185546875,0.08452676236629486,0.0,9,0,2001-01-01,OP_4,MULTISEG,276.440185546875
24,37,1,1612.3612060546875,271.7373046875,0.05372684448957443,0.0,1,0,2001-01-01,OP_5,MULTISEG,271.7373046875
24,37,2,1615.7476806640625,271.9523620605469,0.03602149710059166,0.0,2,0,2001-01-01,OP_5,MULTISEG,271.9523620605469
24,37,3,1619.13427734375,272.16693115234375,0.03086109459400177,0.0,3,0,2001-01-01,OP_5,MULTISEG,272.16693115234375
24,37,4,1622.52099609375,272.38128662109375,0.06157712638378143,0.0,4,0,2001-01-01,OP_5,MULTISEG,272.38128662109375
24,37,5,1625.9075927734375,272.5955810546875,0.04782521724700928,0.0,5,0,2001-01-01,OP_5,MULTISEG,272.5955810546875
25,37,11,1630.932373046875,272.72515869140625,0.031641509383916855,0.0,6,0,2001-01-01,OP_5,MULTISEG,272.72515869140625
25,37,12,1634.722900390625,272.9647216796875,0.034143708646297455,0.0,7,0,2001-01-01,OP_5,MULTISEG,272.9647216796875
25,37,13,1638.513427734375,273.2044677734375,0.03529137372970581,0.0,8,0,2001-01-01,OP_5,MULTISEG,273.2044677734375
25,37,14,1642.3037109375,273.444091796875,0.03787282109260559,0.0,9,0,2001-01-01,OP_5,MULTISEG,273.444091796875
17,10,6,1710.5125732421875,269.00482177734375,0.9349406957626343,0.0,1,0,2001-03-01,WI_3,MULTISEG,269.00482177734375
17,10,7,1713.0552978515625,269.1817321777344,0.974949836730957,0.0,2,0,2001-03-01,WI_3,MULTISEG,269.1817321777344
16,10,7,1724.752197265625,271.8678283691406,1.0,3.121248986809495e-14,3,0,2001-03-01,WI_3,MULTISEG,271.8678283691406
16,10,8,1727.0223388671875,272.08856201171875,1.0,2.869614471718261e-14,4,0,2001-03-01,WI_3,MULTISEG,272.08856201171875
16,10,9,1729.2938232421875,272.30950927734375,1.0,7.516688280920919e-14,5,0,2001-03-01,WI_3,MULTISEG,272.30950927734375
16,10,10,1731.5654296875,272.5870056152344,1.0,6.713867065381504e-14,6,0,2001-03-01,WI_3,MULTISEG,272.5870056152344
