SGAS,DATE,CONBPRES,PRESSURE,CONIDX,WELL,CONIPOS,DEPTH,WELLMODEL,CONJPOS,CONKPOS,DRAWDOWN,SWAT
0.0,2018-01-01,301.5003967285156,301.5003967285156,19,R_A4,38,1653.461669921875,STANDARD,48,30,0,0.6481541991233826
0.0,2018-01-01,301.7926025390625,301.7926025390625,20,R_A4,38,1657.8184814453125,STANDARD,47,30,0,0.6481541991233826
0.0,2018-01-01,303.8440856933594,303.8440856933594,1,R_A5,31,1685.026611328125,STANDARD,20,1,0,1.0
0.0,2018-01-01,304.0601806640625,304.0601806640625,2,R_A5,31,1687.3070068359375,STANDARD,20,2,0,1.0
0.0,2018-01-01,304.27630615234375,304.27630615234375,3,R_A5,31,1689.5875244140625,STANDARD,20,3,0,1.0
0.0,2018-01-01,304.4924011230469,304.4924011230469,4,R_A5,31,1691.8680419921875,STANDARD,20,4,0,1.0
0.0,2018-01-01,304.7085266113281,304.7085266113281,5,R_A5,31,1694.1485595703125,STANDARD,20,5,0,1.0
0.0,2018-01-01,304.9246520996094,304.9246520996094,6,R_A5,31,1696.4290771484375,STANDARD,20,6,0,1.0
0.0,2018-01-01,305.446533203125,305.446533203125,7,R_A5,31,1698.70947265625,STANDARD,20,7,0,1.0
0.0,2018-01-01,305.988037109375,305.988037109375,8,R_A5,31,1707.6488037109375,STANDARD,20,11,0,1.0
0.0,2018-01-01,306.1695251464844,306.1695251464844,9,R_A5,31,1709.5638427734375,STANDARD,20,12,0,1.0
0.0,2018-01-01,305.4322814941406,305.4322814941406,10,R_A5,31,1701.7845458984375,STANDARD,21,12,0,1.0
0.0,2018-01-01,305.6291198730469,305.6291198730469,11,R_A5,31,1703.735107421875,STANDARD,21,13,0,1.0
0.0,2018-01-01,305.81396484375,305.81396484375,12,R_A5,31,1705.6856689453125,STANDARD,21,14,0,1.0
0.0,2018-01-01,305.9988098144531,305.9988098144531,13,R_A5,31,1707.63623046875,STANDARD,21,15,0,1.0
0.0,2018-01-01,306.3287048339844,306.3287048339844,14,R_A5,31,1709.5867919921875,STANDARD,21,16,0,1.0
0.0,2018-01-01,306.5135498046875,306.5135498046875,15,R_A5,31,1711.537353515625,STANDARD,21,17,0,1.0
0.0,2018-01-01,306.6856994628906,306.6856994628906,16,R_A5,31,1713.35400390625,STANDARD,21,18,0,1.0
0.0,2018-01-01,306.7843933105469,306.7843933105469,17,R_A5,31,1714.3951416015625,STANDARD,21,19,0,1.0
0.0,2018-01-01,306.75689697265625,306.75689697265625,18,R_A5,31,1715.7628173828125,STANDARD,21,27,0,1.0
0.0,2018-01-01,306.978271484375,306.978271484375,19,R_A5,31,1718.098388671875,STANDARD,21,28,0,1.0
0.0,2018-01-01,307.5054016113281,307.5054016113281,20,R_A5,31,1720.43408203125,STANDARD,21,29,0,1.0
0.0,2018-01-01,307.7267761230469,307.7267761230469,21,R_A5,31,1722.7696533203125,STANDARD,21,30,0,1.0
0.0,2018-01-01,307.9481506347656,307.9481506347656,22,R_A5,31,1725.105224609375,STANDARD,21,31,0,1.0
0.0,2018-01-01,305.11419677734375,305.11419677734375,1,R_A6,17,1695.20263671875,STANDARD,42,1,0,1.0
0.0,2018-01-01,305.2609558105469,305.2609558105469,2,R_A6,17,1696.7510986328125,STANDARD,42,2,0,1.0
0.0,2018-01-01,305.4076843261719,305.4076843261719,3,R_A6,17,1698.299560546875,STANDARD,42,3,0,1.0
0.0,2018-01-01,305.554443359375,305.554443359375,4,R_A6,17,1699.84814453125,STANDARD,42,4,0,1.0
0.0,2018-01-01,305.7012023925781,305.7012023925781,5,R_A6,17,1701.3966064453125,STANDARD,42,5,0,1.0
0.0,2018-01-01,305.84796142578125,305.84796142578125,6,R_A6,17,1702.9451904296875,STANDARD,42,6,0,1.0
0.0,2018-01-01,305.6956481933594,305.6956481933594,7,R_A6,17,1704.49365234375,STANDARD,42,7,0,1.0
0.0,2018-01-01,305.8424072265625,305.8424072265625,8,R_A6,17,1706.042236328125,STANDARD,42,8,0,1.0
0.0,2018-01-01,306.2882080078125,306.2882080078125,9,R_A6,17,1707.5906982421875,STANDARD,42,9,0,1.0
0.0,2018-01-01,306.1291809082031,306.1291809082031,10,R_A6,17,1709.1392822265625,STANDARD,42,10,0,1.0
0.0,2018-01-01,306.3109130859375,306.3109130859375,11,R_A6,17,1711.055419921875,STANDARD,42,11,0,1.0
0.0,2018-01-01,306.52734375,306.52734375,12,R_A6,17,1713.3392333984375,STANDARD,42,12,0,1.0
0.0,2018-01-01,306.7557678222656,306.7557678222656,13,R_A6,17,1715.623046875,STANDARD,42,13,0,1.0
0.0,2018-01-01,306.9721984863281,306.9721984863281,14,R_A6,17,1717.9068603515625,STANDARD,42,14,0,1.0
0.0,2018-01-01,307.18865966796875,307.18865966796875,15,R_A6,17,1720.190673828125,STANDARD,42,15,0,1.0
0.0,2018-01-01,307.55010986328125,307.55010986328125,16,R_A6,17,1722.474365234375,STANDARD,42,16,0,1.0
0.0,2018-01-01,307.7665710449219,307.7665710449219,17,R_A6,17,1724.7581787109375,STANDARD,42,17,0,1.0
0.0,2018-01-01,307.921630859375,307.921630859375,18,R_A6,17,1726.394287109375,STANDARD,42,18,0,1.0
0.0,2018-01-01,307.8930969238281,307.8930969238281,19,R_A6,17,1727.7508544921875,STANDARD,42,27,0,1.0
0.0,2018-01-01,308.3623352050781,308.3623352050781,20,R_A6,17,1729.4755859375,STANDARD,42,28,0,1.0
0.0,2018-01-01,308.52581787109375,308.52581787109375,21,R_A6,17,1731.2001953125,STANDARD,42,29,0,1.0
0.0,2018-01-01,308.68927001953125,308.68927001953125,22,R_A6,17,1732.9249267578125,STANDARD,42,30,0,1.0
0.0,2018-01-01,308.5469665527344,308.5469665527344,23,R_A6,17,1734.649658203125,STANDARD,42,31,0,1.0
0.0,2018-03-01,297.9837951660156,297.9837951660156,1,R_A2,22,1641.094970703125,STANDARD,30,1,0,0.05596531927585602
0.0,2018-03-01,298.10400390625,298.10400390625,2,R_A2,22,1642.8890380859375,STANDARD,30,2,0,0.058045122772455215
0.0,2018-03-01,298.2242431640625,298.2242431640625,3,R_A2,22,1644.68310546875,STANDARD,30,3,0,0.06074565276503563
0.0,2018-03-01,298.34454345703125,298.34454345703125,4,R_A2,22,1646.4771728515625,STANDARD,30,4,0,0.0679301768541336
0.0,2018-03-01,298.4648742675781,298.4648742675781,5,R_A2,22,1648.2713623046875,STANDARD,30,5,0,0.07164964824914932
0.0,2018-03-01,298.5852966308594,298.5852966308594,6,R_A2,22,1650.0654296875,STANDARD,30,6,0,0.14347070455551147
0.0,2018-03-01,298.7059020996094,298.7059020996094,7,R_A2,22,1651.859619140625,STANDARD,30,7,0,0.26009559631347656
0.0,2018-03-01,298.8392333984375,298.8392333984375,8,R_A2,22,1653.6536865234375,STANDARD,30,8,0,0.6483479738235474
0.0,2018-03-01,298.9677734375,298.9677734375,9,R_A2,22,1655.44775390625,STANDARD,30,9,0,0.64859938621521
0.0,2018-03-01,299.80426025390625,299.80426025390625,10,R_A2,22,1657.2418212890625,STANDARD,30,10,0,0.9134100079536438
0.0,2018-03-01,300.4968566894531,300.4968566894531,11,R_A2,22,1659.1368408203125,STANDARD,30,11,0,0.07894739508628845
0.0,2018-03-01,300.911376953125,300.911376953125,12,R_A2,22,1661.132568359375,STANDARD,30,12,0,0.08648692816495895
0.0,2018-03-01,301.0075378417969,301.0075378417969,13,R_A2,22,1663.12841796875,STANDARD,30,13,0,0.458415687084198
0.0,2018-03-01,301.13616943359375,301.13616943359375,14,R_A2,22,1665.1241455078125,STANDARD,30,14,0,0.5209110975265503
0.0,2018-03-01,301.2689514160156,301.2689514160156,15,R_A2,22,1667.1199951171875,STANDARD,30,15,0,0.6926550269126892
0.0,2018-03-01,301.3995056152344,301.3995056152344,16,R_A2,22,1669.11572265625,STANDARD,30,16,0,0.9732915163040161
0.0,2018-03-01,301.5326232910156,301.5326232910156,17,R_A2,22,1671.111572265625,STANDARD,30,17,0,0.9506145119667053
0.0,2018-03-01,301.6582946777344,301.6582946777344,18,R_A2,22,1672.9881591796875,STANDARD,30,18,0,0.9825745224952698
0.0,2018-03-01,301.44073486328125,301.44073486328125,19,R_A2,22,1674.229736328125,STANDARD,29,18,0,0.9925614595413208
0.0,2018-03-01,301.58123779296875,301.58123779296875,20,R_A2,22,1676.1676025390625,STANDARD,29,27,0,0.49820777773857117
0.0,2018-03-01,301.8136901855469,301.8136901855469,21,R_A2,22,1677.9368896484375,STANDARD,29,28,0,0.9991369247436523
-1.315048625549764e-10,2018-03-01,302.1712646484375,302.1712646484375,22,R_A2,22,1679.7061767578125,STANDARD,29,29,0,1.0
-3.9846025648914915e-14,2018-03-01,303.1149597167969,303.1149597167969,23,R_A2,22,1681.4754638671875,STANDARD,29,30,0,1.0
-2.278393478996111e-15,2018-03-01,303.61962890625,303.61962890625,24,R_A2,22,1683.2447509765625,STANDARD,29,31,0,1.0
-3.676152355995409e-18,2018-04-28,270.5977783203125,270.5977783203125,1,R_A5,31,1685.026611328125,STANDARD,20,1,0,1.0
-3.8992055290064365e-16,2018-04-28,270.8144836425781,270.8144836425781,2,R_A5,31,1687.3070068359375,STANDARD,20,2,0,1.0
-5.190672957915924e-16,2018-04-28,271.0308532714844,271.0308532714844,3,R_A5,31,1689.5875244140625,STANDARD,20,3,0,1.0
-5.645667822841004e-16,2018-04-28,271.2470703125,271.2470703125,4,R_A5,31,1691.8680419921875,STANDARD,20,4,0,1.0
-5.752239390682172e-16,2018-04-28,271.4631042480469,271.4631042480469,5,R_A5,31,1694.1485595703125,STANDARD,20,5,0,1.0
-4.630219314684131e-16,2018-04-28,271.6789855957031,271.6789855957031,6,R_A5,31,1696.4290771484375,STANDARD,20,6,0,1.0
-1.5233119932760142e-16,2018-04-28,272.2212829589844,272.2212829589844,7,R_A5,31,1698.70947265625,STANDARD,20,7,0,1.0
-3.0950133948770553e-13,2018-04-28,274.09234619140625,274.09234619140625,8,R_A5,31,1707.6488037109375,STANDARD,20,11,0,1.0
-2.0506513154217032e-13,2018-04-28,274.273681640625,274.273681640625,9,R_A5,31,1709.5638427734375,STANDARD,20,12,0,1.0
-1.546007627473145e-10,2018-04-28,272.7717590332031,272.7717590332031,10,R_A5,31,1701.7845458984375,STANDARD,21,12,0,1.0
-9.256256351675152e-12,2018-04-28,272.96875,272.96875,11,R_A5,31,1703.735107421875,STANDARD,21,13,0,1.0
-1.499191049081361e-11,2018-04-28,273.15374755859375,273.15374755859375,12,R_A5,31,1705.6856689453125,STANDARD,21,14,0,1.0
-2.2955200240648566e-11,2018-04-28,273.4338073730469,273.4338073730469,13,R_A5,31,1707.63623046875,STANDARD,21,15,0,1.0
-2.673835285127435e-11,2018-04-28,274.04925537109375,274.04925537109375,14,R_A5,31,1709.5867919921875,STANDARD,21,16,0,1.0
-3.1344020261225847e-12,2018-04-28,274.24993896484375,274.24993896484375,15,R_A5,31,1711.537353515625,STANDARD,21,17,0,1.0
-4.841105814834545e-12,2018-04-28,274.4397888183594,274.4397888183594,16,R_A5,31,1713.35400390625,STANDARD,21,18,0,1.0
0.0,2018-04-28,274.5458068847656,274.5458068847656,17,R_A5,31,1714.3951416015625,STANDARD,21,19,0,1.0
-1.0824345759996579e-11,2018-04-28,274.5238037109375,274.5238037109375,18,R_A5,31,1715.7628173828125,STANDARD,21,27,0,1.0
-1.380094129255216e-11,2018-04-28,274.7308654785156,274.7308654785156,19,R_A5,31,1718.098388671875,STANDARD,21,28,0,1.0
-2.2263289081359535e-18,2018-04-28,290.93585205078125,290.93585205078125,20,R_A5,31,1720.43408203125,STANDARD,21,29,0,1.0
-4.726102116688435e-19,2018-04-28,302.3584899902344,302.3584899902344,21,R_A5,31,1722.7696533203125,STANDARD,21,30,0,1.0
-1.5069993220971602e-20,2018-04-28,306.4109191894531,306.4109191894531,22,R_A5,31,1725.105224609375,STANDARD,21,31,0,1.0
0.0,2018-07-03,280.52703857421875,280.52703857421875,1,R_A3,28,1609.243408203125,STANDARD,41,1,0,0.30863577127456665
0.0,2018-07-03,280.6651306152344,280.6651306152344,2,R_A3,28,1611.3077392578125,STANDARD,41,2,0,0.2004850208759308
0.0,2018-07-03,280.8030090332031,280.8030090332031,3,R_A3,28,1613.3720703125,STANDARD,41,3,0,0.20101992785930634
0.0,2018-07-03,280.9626770019531,280.9626770019531,4,R_A3,28,1615.4365234375,STANDARD,41,4,0,0.37431150674819946
0.0,2018-07-03,281.3221435546875,281.3221435546875,5,R_A3,28,1617.5008544921875,STANDARD,41,5,0,0.8186400532722473
0.0,2018-07-03,281.46337890625,281.46337890625,6,R_A3,28,1619.565185546875,STANDARD,41,6,0,0.2670019567012787
0.0,2018-07-03,280.8114013671875,280.8114013671875,7,R_A3,29,1609.3663330078125,STANDARD,41,6,0,0.6493102312088013
0.0,2018-07-03,280.9464111328125,280.9464111328125,8,R_A3,29,1611.4163818359375,STANDARD,41,7,0,0.1948801428079605
0.0,2018-07-03,281.0831298828125,281.0831298828125,9,R_A3,29,1613.46630859375,STANDARD,41,8,0,0.19907903671264648
0.0,2018-07-03,281.3381042480469,281.3381042480469,10,R_A3,29,1615.516357421875,STANDARD,41,9,0,0.7970091104507446
0.0,2018-07-03,285.4866943359375,285.4866943359375,11,R_A3,29,1617.5662841796875,STANDARD,41,10,0,0.8004260659217834
0.0,2018-07-03,286.4322509765625,286.4322509765625,12,R_A3,29,1619.750732421875,STANDARD,41,11,0,0.04974326118826866
0.0,2018-07-03,286.58721923828125,286.58721923828125,13,R_A3,29,1622.0697021484375,STANDARD,41,12,0,0.05377743020653725
0.0,2018-07-03,286.7428283691406,286.7428283691406,14,R_A3,29,1624.388671875,STANDARD,41,13,0,0.3772738575935364
0.0,2018-07-03,288.04132080078125,288.04132080078125,15,R_A3,29,1629.026611328125,STANDARD,41,15,0,0.5018555521965027
0.0,2018-07-03,288.183349609375,288.183349609375,16,R_A3,29,1630.9468994140625,STANDARD,41,16,0,0.8147174715995789
0.0,2018-07-03,286.7269287109375,286.7269287109375,17,R_A3,29,1633.5262451171875,STANDARD,41,27,0,0.7529445886611938
0.0,2018-07-03,286.8689880371094,286.8689880371094,18,R_A3,29,1637.1630859375,STANDARD,41,28,0,0.04645337164402008
0.0,2018-07-03,287.1120910644531,287.1120910644531,19,R_A3,29,1640.8001708984375,STANDARD,41,29,0,0.05253010615706444
0.0,2018-07-03,296.0227966308594,296.0227966308594,20,R_A3,29,1644.4371337890625,STANDARD,41,30,0,0.8055241107940674
0.0,2018-07-03,287.5544738769531,287.5544738769531,21,R_A3,29,1648.0740966796875,STANDARD,41,31,0,0.14051544666290283
0.0,2018-09-12,280.058837890625,280.058837890625,1,R_A4,30,1631.1873779296875,STANDARD,52,1,0,0.05165514722466469
0.0,2018-09-12,279.8255615234375,279.8255615234375,2,R_A4,31,1627.4293212890625,STANDARD,52,1,0,0.04876749590039253
0.0,2018-09-12,279.9629821777344,279.9629821777344,3,R_A4,31,1629.4896240234375,STANDARD,52,2,0,0.052209336310625076
0.0,2018-09-12,280.10040283203125,280.10040283203125,4,R_A4,31,1631.5498046875,STANDARD,52,3,0,0.05338111147284508
0.0,2018-09-12,280.23779296875,280.23779296875,5,R_A4,31,1633.610107421875,STANDARD,52,4,0,0.053094204515218735
0.0,2018-09-12,280.1907958984375,280.1907958984375,6,R_A4,32,1632.3968505859375,STANDARD,52,4,0,0.056434474885463715
0.0,2018-09-12,280.39697265625,280.39697265625,7,R_A4,32,1635.880615234375,STANDARD,51,4,0,0.057440385222435
0.0,2018-09-12,280.5343017578125,280.5343017578125,8,R_A4,33,1637.321044921875,STANDARD,51,4,0,0.05875154584646225
0.0,2018-09-12,280.41107177734375,280.41107177734375,9,R_A4,33,1635.474609375,STANDARD,51,3,0,0.056734222918748856
0.0,2018-09-12,280.7966003417969,280.7966003417969,10,R_A4,33,1642.1485595703125,STANDARD,50,4,0,0.06343038380146027
0.0,2018-09-12,280.78314208984375,280.78314208984375,11,R_A4,34,1641.132080078125,STANDARD,50,4,0,0.06323453783988953
0.0,2018-09-12,280.65478515625,280.65478515625,12,R_A4,34,1639.20703125,STANDARD,50,3,0,0.09864351153373718
0.0,2018-09-12,280.8248596191406,280.8248596191406,13,R_A4,35,1640.9061279296875,STANDARD,50,3,0,0.095748171210289
0.0,2018-09-12,280.7005920410156,280.7005920410156,14,R_A4,35,1639.0426025390625,STANDARD,50,2,0,0.16103114187717438
0.0,2018-09-12,280.8094482421875,280.8094482421875,15,R_A4,35,1641.93212890625,STANDARD,49,2,0,0.23771221935749054
0.0,2018-09-12,279.3475646972656,279.3475646972656,16,R_A4,36,1642.357421875,STANDARD,49,30,0,0.23978962004184723
0.0,2018-09-12,279.05126953125,279.05126953125,17,R_A4,36,1639.6068115234375,STANDARD,48,30,0,0.2090851366519928
0.0,2018-09-12,279.6647033691406,279.6647033691406,18,R_A4,37,1646.7513427734375,STANDARD,48,30,0,0.3063279390335083
0.0,2018-09-12,280.3564147949219,280.3564147949219,19,R_A4,38,1653.461669921875,STANDARD,48,30,0,0.7548631429672241
0.0,2018-09-12,280.4708251953125,280.4708251953125,20,R_A4,38,1657.8184814453125,STANDARD,47,30,0,0.692035436630249
-1.3219681588978288e-16,2018-11-07,276.2385559082031,276.2385559082031,1,R_A6,17,1695.20263671875,STANDARD,42,1,0,1.0
-1.3579843968617757e-17,2018-11-07,276.3861389160156,276.3861389160156,2,R_A6,17,1696.7510986328125,STANDARD,42,2,0,1.0
-2.927564903137066e-17,2018-11-07,276.5325927734375,276.5325927734375,3,R_A6,17,1698.299560546875,STANDARD,42,3,0,1.0
-2.428659850226323e-17,2018-11-07,276.6772155761719,276.6772155761719,4,R_A6,17,1699.84814453125,STANDARD,42,4,0,1.0
-2.988443080115254e-17,2018-11-07,276.8202209472656,276.8202209472656,5,R_A6,17,1701.3966064453125,STANDARD,42,5,0,1.0
-1.1523053155106447e-15,2018-11-07,276.9638366699219,276.9638366699219,6,R_A6,17,1702.9451904296875,STANDARD,42,6,0,1.0
-1.828142739729484e-15,2018-11-07,276.8199462890625,276.8199462890625,7,R_A6,17,1704.49365234375,STANDARD,42,7,0,1.0
-1.2547687735576293e-15,2018-11-07,276.9671630859375,276.9671630859375,8,R_A6,17,1706.042236328125,STANDARD,42,8,0,1.0
-1.2946500228598975e-16,2018-11-07,277.4531555175781,277.4531555175781,9,R_A6,17,1707.5906982421875,STANDARD,42,9,0,1.0
0.0,2018-11-07,277.45361328125,277.45361328125,10,R_A6,17,1709.1392822265625,STANDARD,42,10,0,1.0
-2.094812216689424e-15,2018-11-07,277.7186279296875,277.7186279296875,11,R_A6,17,1711.055419921875,STANDARD,42,11,0,1.0
0.0,2018-11-07,277.9419250488281,277.9419250488281,12,R_A6,17,1713.3392333984375,STANDARD,42,12,0,1.0
-2.6513788257262667e-16,2018-11-07,278.2197570800781,278.2197570800781,13,R_A6,17,1715.623046875,STANDARD,42,13,0,1.0
-1.92046086065073e-16,2018-11-07,278.4361267089844,278.4361267089844,14,R_A6,17,1717.9068603515625,STANDARD,42,14,0,1.0
-1.1317328969250875e-16,2018-11-07,278.65338134765625,278.65338134765625,15,R_A6,17,1720.190673828125,STANDARD,42,15,0,1.0
-5.680999684653349e-17,2018-11-07,279.0172119140625,279.0172119140625,16,R_A6,17,1722.474365234375,STANDARD,42,16,0,1.0
-8.881487206074121e-17,2018-11-07,279.2359313964844,279.2359313964844,17,R_A6,17,1724.7581787109375,STANDARD,42,17,0,1.0
