WELL,DATE,WELLMODEL,SGAS,CONIPOS,SWAT,PRESSURE,CONBPRES,CONIDX,DEPTH,CONKPOS,DRAWDOWN,CONJPOS
R_A6,2018-11-07,STANDARD,3.641924956054865e-11,17,1.0,280.6775207519531,280.6775207519531,14,1717.4375,14,0,42
R_A6,2018-11-07,STANDARD,1.5573553731329515e-12,17,1.0,280.8807067871094,280.8807067871094,15,1719.6788330078125,15,0,42
R_A6,2018-11-07,STANDARD,1.0348431096415811e-12,17,1.0,281.1669006347656,281.1669006347656,16,1721.9202880859375,16,0,42
R_A6,2018-11-07,STANDARD,9.687530725527305e-13,17,1.0,281.2795715332031,281.2795715332031,17,1724.1617431640625,17,0,42
R_A6,2018-11-07,STANDARD,3.6175530886833895e-12,17,1.0,281.4066467285156,281.4066467285156,18,1725.922607421875,18,0,42
R_A6,2018-11-07,STANDARD,6.551823528155865e-10,17,1.0,281.3579406738281,281.3579406738281,19,1727.4249267578125,28,0,42
R_A6,2018-11-07,STANDARD,5.121468249491556e-10,17,1.0,281.507568359375,281.507568359375,20,1729.1492919921875,29,0,42
R_A6,2018-11-07,STANDARD,3.844757290316636e-10,17,1.0,281.6708679199219,281.6708679199219,21,1730.8736572265625,30,0,42
R_A6,2018-11-07,STANDARD,1.9470621295814006e-11,17,1.0,282.13507080078125,282.13507080078125,22,1732.5980224609375,31,0,42
R_A6,2018-11-07,STANDARD,1.9690996055921062e-10,17,1.0,281.9183044433594,281.9183044433594,23,1734.322265625,32,0,42
