CONIPOS,CONJPOS,CONKPOS,DEPTH,PRESSURE,SWAT,SGAS,CONIDX,Drawdown,DATE,WELL,WELLMODEL,CONBPRES
27,30,5,1609.99951171875,303.6284484863281,0.03859963268041611,0.0,1,0,2000-02-01,OP_1,MULTISEG,303.6284484863281
27,30,6,1612.9278564453125,303.816162109375,0.03172025457024574,0.0,2,0,2000-02-01,OP_1,MULTISEG,303.816162109375
27,30,7,1616.1256103515625,304.0201416015625,0.02868283912539482,0.0,3,0,2000-02-01,OP_1,MULTISEG,304.0201416015625
27,30,8,1619.3236083984375,304.22418212890625,0.03138677030801773,0.0,4,0,2000-02-01,OP_1,MULTISEG,304.22418212890625
27,30,9,1622.5216064453125,304.4281921386719,0.029998989775776863,0.0,5,0,2000-02-01,OP_1,MULTISEG,304.4281921386719
27,30,10,1625.719482421875,304.6322937011719,0.09479495137929916,0.0,6,0,2000-02-01,OP_1,MULTISEG,304.6322937011719
20,13,6,1654.3741455078125,305.7900085449219,0.2194378525018692,0.0,1,0,2000-02-01,OP_2,MULTISEG,305.7900085449219
20,13,7,1657.205322265625,305.97119140625,0.12396763265132904,0.0,2,0,2000-02-01,OP_2,MULTISEG,305.97119140625
20,13,8,1660.036865234375,306.15240478515625,0.0570988655090332,0.0,3,0,2000-02-01,OP_2,MULTISEG,306.15240478515625
20,13,9,1662.868408203125,306.333251953125,0.06104736030101776,0.0,4,0,2000-02-01,OP_2,MULTISEG,306.333251953125
20,13,10,1665.6995849609375,306.51434326171875,0.2366052269935608,0.0,5,0,2000-02-01,OP_2,MULTISEG,306.51434326171875
28,47,8,1655.6031494140625,306.5362854003906,0.19984062016010284,0.0,1,0,2000-02-01,OP_3,MULTISEG,306.5362854003906
28,47,9,1658.606689453125,306.7280578613281,0.13006897270679474,0.0,2,0,2000-02-01,OP_3,MULTISEG,306.7280578613281
28,47,10,1661.6102294921875,306.9197998046875,0.09307852387428284,0.0,3,0,2000-02-01,OP_3,MULTISEG,306.9197998046875
28,47,11,1664.524169921875,307.1058349609375,0.08324166387319565,0.0,4,0,2000-02-01,OP_3,MULTISEG,307.1058349609375
28,47,12,1667.34814453125,307.2861633300781,0.04934541881084442,0.0,5,0,2000-02-01,OP_3,MULTISEG,307.2861633300781
28,47,13,1670.172119140625,307.4664611816406,0.04653726518154144,0.0,6,0,2000-02-01,OP_3,MULTISEG,307.4664611816406
28,47,14,1672.996337890625,307.6468200683594,0.053603772073984146,0.0,7,0,2000-02-01,OP_3,MULTISEG,307.6468200683594
14,38,2,1702.317626953125,309.59808349609375,1.0,1.175112185336502e-08,1,0,2000-02-01,WI_1,MULTISEG,309.59808349609375
14,38,3,1704.723388671875,309.8223571777344,1.0,9.992262128832863e-09,2,0,2000-02-01,WI_1,MULTISEG,309.8223571777344
14,38,4,1707.1290283203125,310.04656982421875,1.0,1.896422574532153e-09,3,0,2000-02-01,WI_1,MULTISEG,310.04656982421875
14,38,5,1709.534912109375,310.2705993652344,1.0,1.7965218201965172e-09,4,0,2000-02-01,WI_1,MULTISEG,310.2705993652344
28,20,7,1690.9580078125,284.8013610839844,0.39567437767982483,0.0,1,0,2000-06-01,WI_2,MULTISEG,284.8013610839844
28,20,8,1694.0618896484375,285.0218811035156,0.2124001532793045,0.0,2,0,2000-06-01,WI_2,MULTISEG,285.0218811035156
28,20,9,1697.1656494140625,285.2257995605469,0.4390490651130676,0.0,3,0,2000-06-01,WI_2,MULTISEG,285.2257995605469
28,20,10,1700.26953125,285.475341796875,0.8714313507080078,0.0,4,0,2000-06-01,WI_2,MULTISEG,285.475341796875
18,29,2,1651.3980712890625,276.3826904296875,0.04494784027338028,0.0,1,0,2001-01-01,OP_4,MULTISEG,276.3826904296875
18,29,3,1653.5855712890625,276.521240234375,0.061549823731184006,0.0,2,0,2001-01-01,OP_4,MULTISEG,276.521240234375
18,29,4,1655.7733154296875,276.6598815917969,0.0804157704114914,0.0,3,0,2001-01-01,OP_4,MULTISEG,276.6598815917969
18,29,5,1657.9610595703125,276.79852294921875,0.06988845020532608,0.0,4,0,2001-01-01,OP_4,MULTISEG,276.79852294921875
18,29,6,1660.345947265625,276.9368896484375,0.13860709965229034,0.0,5,0,2001-01-01,OP_4,MULTISEG,276.9368896484375
18,29,11,1673.344482421875,277.7577209472656,0.12722721695899963,0.0,6,0,2001-01-01,OP_4,MULTISEG,277.7577209472656
18,29,12,1676.0965576171875,277.9315185546875,0.08162670582532883,0.0,7,0,2001-01-01,OP_4,MULTISEG,277.9315185546875
18,29,13,1678.8485107421875,278.1057434082031,0.09294286370277405,0.0,8,0,2001-01-01,OP_4,MULTISEG,278.1057434082031
18,29,14,1681.6004638671875,278.2799377441406,0.10481784492731094,0.0,9,0,2001-01-01,OP_4,MULTISEG,278.2799377441406
24,37,1,1613.0458984375,271.82073974609375,0.041420549154281616,0.0,1,0,2001-01-01,OP_5,MULTISEG,271.82073974609375
24,37,2,1616.5855712890625,272.04498291015625,0.03781227394938469,0.0,2,0,2001-01-01,OP_5,MULTISEG,272.04498291015625
24,37,3,1620.125244140625,272.2691345214844,0.03151435777544975,0.0,3,0,2001-01-01,OP_5,MULTISEG,272.2691345214844
24,37,4,1623.6649169921875,272.492919921875,0.030599383637309074,0.0,4,0,2001-01-01,OP_5,MULTISEG,272.492919921875
24,37,5,1627.20458984375,272.7168273925781,0.03787965700030327,0.0,5,0,2001-01-01,OP_5,MULTISEG,272.7168273925781
25,37,11,1632.03515625,273.1246643066406,0.03978796303272247,0.0,6,0,2001-01-01,OP_5,MULTISEG,273.1246643066406
25,37,12,1635.669677734375,273.35467529296875,0.041014596819877625,0.0,7,0,2001-01-01,OP_5,MULTISEG,273.35467529296875
25,37,13,1639.3040771484375,273.5846252441406,0.04267173260450363,0.0,8,0,2001-01-01,OP_5,MULTISEG,273.5846252441406
25,37,14,1642.9384765625,273.81451416015625,0.04785304516553879,0.0,9,0,2001-01-01,OP_5,MULTISEG,273.81451416015625
16,10,6,1718.179931640625,274.935791015625,1.0,1.1967452040202026e-13,1,0,2001-03-01,WI_3,MULTISEG,274.935791015625
16,10,7,1720.2508544921875,275.13690185546875,1.0,2.6426300384074786e-13,2,0,2001-03-01,WI_3,MULTISEG,275.13690185546875
16,10,8,1722.3218994140625,275.3372802734375,1.0,7.672564840410789e-13,3,0,2001-03-01,WI_3,MULTISEG,275.3372802734375
16,10,9,1724.39306640625,275.5376892089844,1.0,1.500787016363303e-12,4,0,2001-03-01,WI_3,MULTISEG,275.5376892089844
16,10,10,1726.46435546875,275.7958984375,1.0,1.178974778047459e-12,5,0,2001-03-01,WI_3,MULTISEG,275.7958984375
