DEPTH,SWAT,PRESSURE,CONIPOS,WELL,DATE,CONJPOS,WELLMODEL,CONIDX,CONKPOS,SGAS,DRAWDOWN,CONBPRES
1640.533203125,0.05321848392486572,300.7616882324219,22,R_A2,2018-01-01,30,STANDARD,1,1,0.0,0,300.7616882324219
1642.2589111328125,0.055104050785303116,300.8774108886719,22,R_A2,2018-01-01,30,STANDARD,2,2,0.0,0,300.8774108886719
1643.9847412109375,0.0566788986325264,300.9931640625,22,R_A2,2018-01-01,30,STANDARD,3,3,0.0,0,300.9931640625
1645.71044921875,0.06233659386634827,301.10888671875,22,R_A2,2018-01-01,30,STANDARD,4,4,0.0,0,301.10888671875
1647.436279296875,0.06472810357809067,301.224609375,22,R_A2,2018-01-01,30,STANDARD,5,5,0.0,0,301.224609375
1649.162109375,0.6481541991233826,301.34033203125,22,R_A2,2018-01-01,30,STANDARD,6,6,0.0,0,301.34033203125
1650.8878173828125,0.8716996908187866,301.4560852050781,22,R_A2,2018-01-01,30,STANDARD,7,7,0.0,0,301.4560852050781
1652.613525390625,0.6481541991233826,301.5718078613281,22,R_A2,2018-01-01,30,STANDARD,8,8,0.0,0,301.5718078613281
1654.33935546875,0.6481541991233826,301.68756103515625,22,R_A2,2018-01-01,30,STANDARD,9,9,0.0,0,301.68756103515625
1656.0650634765625,0.8807287216186523,301.8033142089844,22,R_A2,2018-01-01,30,STANDARD,10,10,0.0,0,301.8033142089844
1657.9490966796875,0.06703726947307587,301.9296875,22,R_A2,2018-01-01,30,STANDARD,11,11,0.0,0,301.9296875
1659.991455078125,0.0658465251326561,302.066650390625,22,R_A2,2018-01-01,30,STANDARD,12,12,0.0,0,302.066650390625
1662.0338134765625,0.4211692810058594,302.20367431640625,22,R_A2,2018-01-01,30,STANDARD,13,13,0.0,0,302.20367431640625
1664.076171875,0.4639321565628052,302.3406677246094,22,R_A2,2018-01-01,30,STANDARD,14,14,0.0,0,302.3406677246094
1666.1185302734375,0.9001139998435974,302.4776611328125,22,R_A2,2018-01-01,30,STANDARD,15,15,0.0,0,302.4776611328125
1668.160888671875,0.9153667092323303,302.61468505859375,22,R_A2,2018-01-01,30,STANDARD,16,16,0.0,0,302.61468505859375
1671.5234375,0.9059932231903076,302.84027099609375,22,R_A2,2018-01-01,29,STANDARD,17,16,0.0,0,302.84027099609375
1673.5777587890625,0.9051915407180786,302.97808837890625,22,R_A2,2018-01-01,29,STANDARD,18,17,0.0,0,302.97808837890625
1675.4522705078125,0.9773705005645752,303.1038513183594,22,R_A2,2018-01-01,29,STANDARD,19,18,0.0,0,303.1038513183594
1677.3077392578125,1.0,303.22833251953125,22,R_A2,2018-01-01,29,STANDARD,20,25,0.0,0,303.22833251953125
1679.088134765625,1.0,303.3478088378906,22,R_A2,2018-01-01,29,STANDARD,21,26,0.0,0,303.3478088378906
1680.86865234375,0.8707073926925659,303.4672546386719,22,R_A2,2018-01-01,29,STANDARD,22,27,0.0,0,303.4672546386719
1682.6490478515625,1.0,303.924560546875,22,R_A2,2018-01-01,29,STANDARD,23,28,0.0,0,303.924560546875
1684.429443359375,1.0,304.0932922363281,22,R_A2,2018-01-01,29,STANDARD,24,29,0.0,0,304.0932922363281
1608.3756103515625,0.6481541991233826,298.6059875488281,28,R_A3,2018-01-01,41,STANDARD,1,1,0.0,0,298.6059875488281
1610.374267578125,0.1692449003458023,298.73992919921875,28,R_A3,2018-01-01,41,STANDARD,2,2,0.0,0,298.73992919921875
1601.51123046875,0.18227152526378632,298.14599609375,29,R_A3,2018-01-01,41,STANDARD,3,2,0.0,0,298.14599609375
1603.6552734375,0.15450051426887512,298.2896728515625,29,R_A3,2018-01-01,41,STANDARD,4,3,0.0,0,298.2896728515625
1605.79931640625,0.1544237732887268,298.433349609375,29,R_A3,2018-01-01,41,STANDARD,5,4,0.0,0,298.433349609375
1607.9434814453125,0.8103489875793457,298.5770263671875,29,R_A3,2018-01-01,41,STANDARD,6,5,0.0,0,298.5770263671875
1610.08740234375,0.18380118906497955,298.7207336425781,29,R_A3,2018-01-01,41,STANDARD,7,6,0.0,0,298.7207336425781
