ZONE,REGION,BULK_OIL,PORE_OIL,HCPV_OIL,STOIIP_OIL
UpperReek,1,281010673.49,44959125.89,33344123.22,20971146.33
UpperReek,2,0.0,0.0,0.0,0.0
MidReek,1,217141274.51,41208358.33,32166203.88,20230316.57
MidReek,2,0.0,0.0,0.0,0.0
LowerReek,1,127906626.86,26686687.17,21562168.75,13561112.2
LowerReek,2,0.0,0.0,0.0,0.0
