ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,4926419,595102,276408,192753,27139609
Valysar,CentralSouth,60366342,10817994,7920863,5523614,777724915
Valysar,CentralNorth,33489952,6025131,4547001,3170851,446455861
Valysar,NorthHorst,2761558,367573,182209,111922,21925470
Valysar,CentralRamp,13746446,1960437,1220825,851343,119869037
Valysar,CentralHorst,83973871,13389205,10084047,7032111,990121301
Valysar,EastLowland,291997,53157,21817,15214,2142120
Therys,WestLowland,2204974,404509,219707,153213,21572327
Therys,CentralSouth,8215681,1896513,1160801,809485,113975423
Therys,CentralNorth,17559935,3687971,2161699,1507461,212250532
Therys,NorthHorst,4772695,695423,277836,170661,33432496
Therys,CentralRamp,6770890,1510599,1128758,787139,110829228
Therys,CentralHorst,27405046,7196868,5493314,3830763,539371423
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,254401,48803,30903,21550,3034258
Volon,CentralSouth,26513975,4439244,3184365,2220617,312662867
Volon,CentralNorth,4040798,502046,246177,171671,24171342
Volon,NorthHorst,3004668,479898,316937,194679,38137606
Volon,CentralRamp,11693521,2117788,1596575,1113372,156762785
Volon,CentralHorst,77869416,14150288,11022482,7686528,1082263235
Volon,EastLowland,0,0,0,0,0
