REAL,ZONE,REGION,BULK_OIL,PORE_OIL,HCPV_OIL,STOIIP_OIL,SENSNAME,SENSCASE,RMS_SEED,FWL,MULTFLT_F1,MULTFLT_F2,MULTFLT_F3,MULTFLT_F4,MULTFLT_F5,MULTZ_MIDREEK,INTERPOLATE_WO,INTERPOLATE_GO,COHIBA_MODEL_MODE
19,UpperReek,1,281037151.51,37994681.84,25015087.69,15732759.29,multflt1,open,1004,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
19,UpperReek,2,0.0,0.0,0.0,0.0,multflt1,open,1004,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
19,MidReek,1,217141855.78,32253665.84,21819982.6,13723259.27,multflt1,open,1004,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
19,MidReek,2,0.0,0.0,0.0,0.0,multflt1,open,1004,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
19,LowerReek,1,127877366.67,20111248.44,14236261.02,8953623.14,multflt1,open,1004,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
19,LowerReek,2,0.0,0.0,0.0,0.0,multflt1,open,1004,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
9,UpperReek,1,298474336.62,39947577.13,26470536.79,16648136.07,fwl,deep,1004,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
9,UpperReek,2,0.0,0.0,0.0,0.0,fwl,deep,1004,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
9,MidReek,1,228563029.44,34087203.35,23489592.03,14773328.07,fwl,deep,1004,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
9,MidReek,2,0.0,0.0,0.0,0.0,fwl,deep,1004,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
9,LowerReek,1,136393914.74,21363869.48,15546637.27,9777759.12,fwl,deep,1004,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
9,LowerReek,2,0.0,0.0,0.0,0.0,fwl,deep,1004,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
1,UpperReek,1,281037151.51,49252308.97,38415633.45,24160775.35,rms_seed,p10_p90,1001,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
1,UpperReek,2,0.0,0.0,0.0,0.0,rms_seed,p10_p90,1001,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
1,MidReek,1,217141855.78,41965667.88,33726439.68,21211596.93,rms_seed,p10_p90,1001,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
1,MidReek,2,0.0,0.0,0.0,0.0,rms_seed,p10_p90,1001,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
1,LowerReek,1,127877366.67,26770077.57,21651609.62,13617364.31,rms_seed,p10_p90,1001,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
1,LowerReek,2,0.0,0.0,0.0,0.0,rms_seed,p10_p90,1001,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
33,UpperReek,1,281037151.51,46306558.68,34803000.78,21888679.37,relp_wo,pes,1003,1705,0.12,0.01,0.04,0.12,0.06,0.5,-1.0,0.7,0
33,UpperReek,2,0.0,0.0,0.0,0.0,relp_wo,pes,1003,1705,0.12,0.01,0.04,0.12,0.06,0.5,-1.0,0.7,0
33,MidReek,1,217141855.78,35810900.28,25442732.79,16001718.47,relp_wo,pes,1003,1705,0.12,0.01,0.04,0.12,0.06,0.5,-1.0,0.7,0
33,MidReek,2,0.0,0.0,0.0,0.0,relp_wo,pes,1003,1705,0.12,0.01,0.04,0.12,0.06,0.5,-1.0,0.7,0
33,LowerReek,1,127877366.67,22582161.96,17166951.54,10796824.69,relp_wo,pes,1003,1705,0.12,0.01,0.04,0.12,0.06,0.5,-1.0,0.7,0
33,LowerReek,2,0.0,0.0,0.0,0.0,relp_wo,pes,1003,1705,0.12,0.01,0.04,0.12,0.06,0.5,-1.0,0.7,0
23,UpperReek,1,281037151.51,46306558.68,34803000.78,21888679.37,multflt1,closed,1003,1705,1e-06,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
23,UpperReek,2,0.0,0.0,0.0,0.0,multflt1,closed,1003,1705,1e-06,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
23,MidReek,1,217141855.78,35810900.28,25442732.79,16001718.47,multflt1,closed,1003,1705,1e-06,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
23,MidReek,2,0.0,0.0,0.0,0.0,multflt1,closed,1003,1705,1e-06,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
23,LowerReek,1,127877366.67,22582161.96,17166951.54,10796824.69,multflt1,closed,1003,1705,1e-06,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
23,LowerReek,2,0.0,0.0,0.0,0.0,multflt1,closed,1003,1705,1e-06,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
11,UpperReek,1,241382049.26,42461055.43,32165088.76,20229615.23,fwl,shallow,1001,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
11,UpperReek,2,0.0,0.0,0.0,0.0,fwl,shallow,1001,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
11,MidReek,1,175847540.38,33573311.71,25784905.86,16216921.65,fwl,shallow,1001,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
11,MidReek,2,0.0,0.0,0.0,0.0,fwl,shallow,1001,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
11,LowerReek,1,97800116.59,20735359.42,16736702.94,10526228.09,fwl,shallow,1001,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
11,LowerReek,2,0.0,0.0,0.0,0.0,fwl,shallow,1001,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
30,UpperReek,1,281037151.51,44961694.37,33491160.72,21063622.74,relp_wo,pes,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,-1.0,0.7,0
30,UpperReek,2,0.0,0.0,0.0,0.0,relp_wo,pes,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,-1.0,0.7,0
30,MidReek,1,217141855.78,41212256.52,32363641.43,20354491.13,relp_wo,pes,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,-1.0,0.7,0
30,MidReek,2,0.0,0.0,0.0,0.0,relp_wo,pes,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,-1.0,0.7,0
30,LowerReek,1,127877366.67,26691808.51,21724513.02,13663215.51,relp_wo,pes,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,-1.0,0.7,0
30,LowerReek,2,0.0,0.0,0.0,0.0,relp_wo,pes,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,-1.0,0.7,0
15,UpperReek,1,281037151.51,44961694.37,33491160.72,21063622.74,multflt1,open,1000,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
15,UpperReek,2,0.0,0.0,0.0,0.0,multflt1,open,1000,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
15,MidReek,1,217141855.78,41212256.52,32363641.43,20354491.13,multflt1,open,1000,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
15,MidReek,2,0.0,0.0,0.0,0.0,multflt1,open,1000,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
15,LowerReek,1,127877366.67,26691808.51,21724513.02,13663215.51,multflt1,open,1000,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
15,LowerReek,2,0.0,0.0,0.0,0.0,multflt1,open,1000,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
25,UpperReek,1,281037151.51,44961694.37,33491160.72,21063622.74,relp_wo,opt,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
25,UpperReek,2,0.0,0.0,0.0,0.0,relp_wo,opt,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
25,MidReek,1,217141855.78,41212256.52,32363641.43,20354491.13,relp_wo,opt,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
25,MidReek,2,0.0,0.0,0.0,0.0,relp_wo,opt,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
25,LowerReek,1,127877366.67,26691808.51,21724513.02,13663215.51,relp_wo,opt,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
25,LowerReek,2,0.0,0.0,0.0,0.0,relp_wo,opt,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
31,UpperReek,1,281037151.51,49252308.97,38415633.45,24160775.35,relp_wo,pes,1001,1705,0.12,0.01,0.04,0.12,0.06,0.5,-1.0,0.7,0
31,UpperReek,2,0.0,0.0,0.0,0.0,relp_wo,pes,1001,1705,0.12,0.01,0.04,0.12,0.06,0.5,-1.0,0.7,0
31,MidReek,1,217141855.78,41965667.88,33726439.68,21211596.93,relp_wo,pes,1001,1705,0.12,0.01,0.04,0.12,0.06,0.5,-1.0,0.7,0
31,MidReek,2,0.0,0.0,0.0,0.0,relp_wo,pes,1001,1705,0.12,0.01,0.04,0.12,0.06,0.5,-1.0,0.7,0
31,LowerReek,1,127877366.67,26770077.57,21651609.62,13617364.31,relp_wo,pes,1001,1705,0.12,0.01,0.04,0.12,0.06,0.5,-1.0,0.7,0
31,LowerReek,2,0.0,0.0,0.0,0.0,relp_wo,pes,1001,1705,0.12,0.01,0.04,0.12,0.06,0.5,-1.0,0.7,0
2,UpperReek,1,281037151.51,41269463.64,30365419.3,19097747.67,rms_seed,p10_p90,1002,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
2,UpperReek,2,0.0,0.0,0.0,0.0,rms_seed,p10_p90,1002,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
2,MidReek,1,217141855.78,36045540.81,27735135.19,17443480.96,rms_seed,p10_p90,1002,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
2,MidReek,2,0.0,0.0,0.0,0.0,rms_seed,p10_p90,1002,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
2,LowerReek,1,127877366.67,24547985.36,19403558.87,12203495.94,rms_seed,p10_p90,1002,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
2,LowerReek,2,0.0,0.0,0.0,0.0,rms_seed,p10_p90,1002,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
