WELLMODEL,CONJPOS,PRESSURE,SWAT,WELL,CONIDX,CONKPOS,DATE,CONBPRES,DEPTH,DRAWDOWN,CONIPOS,SGAS
STANDARD,20,304.9916687011719,1.0,R_A5,6,6,2018-01-01,304.9916687011719,1697.1363525390625,0,31,0.0
STANDARD,20,305.52301025390625,1.0,R_A5,7,7,2018-01-01,305.52301025390625,1699.5164794921875,0,31,0.0
STANDARD,20,306.0983581542969,1.0,R_A5,8,11,2018-01-01,306.0983581542969,1708.812744140625,0,31,0.0
STANDARD,21,305.2104797363281,1.0,R_A5,9,11,2018-01-01,305.2104797363281,1699.444091796875,0,31,0.0
STANDARD,21,305.4090576171875,1.0,R_A5,10,12,2018-01-01,305.4090576171875,1701.539306640625,0,31,0.0
STANDARD,21,305.6195983886719,1.0,R_A5,11,13,2018-01-01,305.6195983886719,1703.6346435546875,0,31,0.0
STANDARD,21,305.8181457519531,1.0,R_A5,12,14,2018-01-01,305.8181457519531,1705.7298583984375,0,31,0.0
STANDARD,21,306.0167236328125,1.0,R_A5,13,15,2018-01-01,306.0167236328125,1707.8251953125,0,31,0.0
STANDARD,21,306.3603210449219,1.0,R_A5,14,16,2018-01-01,306.3603210449219,1709.92041015625,0,31,0.0
STANDARD,21,306.55889892578125,1.0,R_A5,15,17,2018-01-01,306.55889892578125,1712.0157470703125,0,31,0.0
STANDARD,21,306.71044921875,1.0,R_A5,16,18,2018-01-01,306.71044921875,1713.6148681640625,0,31,0.0
STANDARD,21,306.7821350097656,1.0,R_A5,17,19,2018-01-01,306.7821350097656,1714.371337890625,0,31,0.0
STANDARD,21,306.7540283203125,1.0,R_A5,18,27,2018-01-01,306.7540283203125,1715.732421875,0,31,0.0
STANDARD,21,306.9731750488281,1.0,R_A5,19,28,2018-01-01,306.9731750488281,1718.0445556640625,0,31,0.0
STANDARD,21,307.4980773925781,1.0,R_A5,20,29,2018-01-01,307.4980773925781,1720.356689453125,0,31,0.0
STANDARD,21,307.71722412109375,1.0,R_A5,21,30,2018-01-01,307.71722412109375,1722.6688232421875,0,31,0.0
STANDARD,21,307.93634033203125,1.0,R_A5,22,31,2018-01-01,307.93634033203125,1724.9808349609375,0,31,0.0
STANDARD,42,304.98516845703125,1.0,R_A6,1,1,2018-01-01,304.98516845703125,1693.8408203125,0,17,0.0
STANDARD,42,305.1294860839844,1.0,R_A6,2,2,2018-01-01,305.1294860839844,1695.36376953125,0,17,0.0
STANDARD,42,305.2738037109375,1.0,R_A6,3,3,2018-01-01,305.2738037109375,1696.8865966796875,0,17,0.0
STANDARD,42,305.4181213378906,1.0,R_A6,4,4,2018-01-01,305.4181213378906,1698.4095458984375,0,17,0.0
STANDARD,42,305.56243896484375,1.0,R_A6,5,5,2018-01-01,305.56243896484375,1699.932373046875,0,17,0.0
STANDARD,42,305.4076843261719,1.0,R_A6,6,6,2018-01-01,305.4076843261719,1701.4552001953125,0,17,0.0
STANDARD,42,305.5520324707031,1.0,R_A6,7,7,2018-01-01,305.5520324707031,1702.9781494140625,0,17,0.0
STANDARD,42,305.69635009765625,1.0,R_A6,8,8,2018-01-01,305.69635009765625,1704.5009765625,0,17,0.0
STANDARD,42,306.13970947265625,1.0,R_A6,9,9,2018-01-01,306.13970947265625,1706.0238037109375,0,17,0.0
STANDARD,42,305.9782409667969,1.0,R_A6,10,10,2018-01-01,305.9782409667969,1707.5467529296875,0,17,0.0
STANDARD,42,306.1609802246094,1.0,R_A6,11,11,2018-01-01,306.1609802246094,1709.473388671875,0,17,0.0
STANDARD,42,306.3818359375,1.0,R_A6,12,12,2018-01-01,306.3818359375,1711.8038330078125,0,17,0.0
STANDARD,42,306.6146545410156,1.0,R_A6,13,13,2018-01-01,306.6146545410156,1714.1343994140625,0,17,0.0
STANDARD,42,306.8355407714844,1.0,R_A6,14,14,2018-01-01,306.8355407714844,1716.46484375,0,17,0.0
STANDARD,42,307.056396484375,1.0,R_A6,15,15,2018-01-01,307.056396484375,1718.7952880859375,0,17,0.0
STANDARD,42,307.42230224609375,1.0,R_A6,16,16,2018-01-01,307.42230224609375,1721.1258544921875,0,17,0.0
STANDARD,42,307.6429443359375,1.0,R_A6,17,17,2018-01-01,307.6429443359375,1723.4539794921875,0,17,0.0
STANDARD,42,307.7721862792969,1.0,R_A6,18,18,2018-01-01,307.7721862792969,1724.817626953125,0,17,0.0
STANDARD,42,307.7144470214844,1.0,R_A6,19,27,2018-01-01,307.7144470214844,1725.865966796875,0,17,0.0
STANDARD,42,308.180908203125,1.0,R_A6,20,28,2018-01-01,308.180908203125,1727.561279296875,0,17,0.0
STANDARD,42,308.3415832519531,1.0,R_A6,21,29,2018-01-01,308.3415832519531,1729.2564697265625,0,17,0.0
STANDARD,42,308.50225830078125,1.0,R_A6,22,30,2018-01-01,308.50225830078125,1730.95166015625,0,17,0.0
STANDARD,42,308.3571472167969,1.0,R_A6,23,31,2018-01-01,308.3571472167969,1732.64697265625,0,17,0.0
STANDARD,30,297.8778381347656,0.053928062319755554,R_A2,1,1,2018-03-01,297.8778381347656,1639.593505859375,0,22,0.0
STANDARD,30,298.0025329589844,0.05572085827589035,R_A2,2,2,2018-03-01,298.0025329589844,1641.454345703125,0,22,0.0
STANDARD,30,298.1272277832031,0.059112586081027985,R_A2,3,3,2018-03-01,298.1272277832031,1643.3153076171875,0,22,0.0
STANDARD,30,298.251953125,0.06354200094938278,R_A2,4,4,2018-03-01,298.251953125,1645.17626953125,0,22,0.0
STANDARD,30,298.376708984375,0.0655425488948822,R_A2,5,5,2018-03-01,298.376708984375,1647.0372314453125,0,22,0.0
STANDARD,30,298.5014953613281,0.16296681761741638,R_A2,6,6,2018-03-01,298.5014953613281,1648.898193359375,0,22,0.0
STANDARD,30,298.62554931640625,0.6505886912345886,R_A2,7,7,2018-03-01,298.62554931640625,1650.759033203125,0,22,0.0
STANDARD,30,298.7707824707031,0.8494696021080017,R_A2,8,8,2018-03-01,298.7707824707031,1652.6199951171875,0,22,0.0
STANDARD,30,299.2117614746094,0.8785973191261292,R_A2,9,9,2018-03-01,299.2117614746094,1654.48095703125,0,22,0.0
STANDARD,30,299.4685974121094,0.6483004689216614,R_A2,10,10,2018-03-01,299.4685974121094,1656.3419189453125,0,22,0.0
STANDARD,30,299.6995849609375,0.0708065778017044,R_A2,11,11,2018-03-01,299.6995849609375,1658.331298828125,0,22,0.0
STANDARD,30,300.1474914550781,0.06856407225131989,R_A2,12,12,2018-03-01,300.1474914550781,1660.44921875,0,22,0.0
STANDARD,30,300.15338134765625,0.433231920003891,R_A2,13,13,2018-03-01,300.15338134765625,1662.567138671875,0,22,0.0
STANDARD,30,300.2955322265625,0.4807145297527313,R_A2,14,14,2018-03-01,300.2955322265625,1664.68505859375,0,22,0.0
STANDARD,30,300.43701171875,0.6580508947372437,R_A2,15,15,2018-03-01,300.43701171875,1666.802978515625,0,22,0.0
STANDARD,30,300.5776672363281,0.9467769861221313,R_A2,16,16,2018-03-01,300.5776672363281,1668.9207763671875,0,22,0.0
STANDARD,30,300.71942138671875,0.9130221605300903,R_A2,17,17,2018-03-01,300.71942138671875,1671.0386962890625,0,22,0.0
STANDARD,30,300.8522644042969,0.9495903253555298,R_A2,18,18,2018-03-01,300.8522644042969,1673.0218505859375,0,22,0.0
STANDARD,30,302.0360107421875,0.6483699083328247,R_A2,19,27,2018-03-01,302.0360107421875,1674.8851318359375,0,22,0.0
STANDARD,29,301.8713684082031,0.6482818722724915,R_A2,20,27,2018-03-01,301.8713684082031,1674.42431640625,0,22,0.0
STANDARD,29,302.4197082519531,1.0,R_A2,21,28,2018-03-01,302.4197082519531,1676.274169921875,0,22,2.524357459177118e-12
STANDARD,29,302.7453918457031,1.0,R_A2,22,29,2018-03-01,302.7453918457031,1678.1240234375,0,22,4.389402253127117e-13
STANDARD,29,302.98468017578125,1.0,R_A2,23,30,2018-03-01,302.98468017578125,1679.973876953125,0,22,5.738207760515313e-13
STANDARD,29,303.50604248046875,1.0,R_A2,24,31,2018-03-01,303.50604248046875,1681.82373046875,0,22,9.257631011609646e-14
STANDARD,20,272.456298828125,1.0,R_A5,1,1,2018-04-28,272.456298828125,1685.2352294921875,0,31,-2.98287505806627e-11
STANDARD,20,272.682373046875,1.0,R_A5,2,2,2018-04-28,272.682373046875,1687.615478515625,0,31,-1.425215362393928e-10
STANDARD,20,272.90802001953125,1.0,R_A5,3,3,2018-04-28,272.90802001953125,1689.9957275390625,0,31,-1.551397621479822e-10
STANDARD,20,273.13360595703125,1.0,R_A5,4,4,2018-04-28,273.13360595703125,1692.3759765625,0,31,-1.56651427940524e-10
STANDARD,20,273.3591003417969,1.0,R_A5,5,5,2018-04-28,273.3591003417969,1694.756103515625,0,31,-1.426676971005847e-10
STANDARD,20,273.5845642089844,1.0,R_A5,6,6,2018-04-28,273.5845642089844,1697.1363525390625,0,31,-1.2424379580711076e-10
STANDARD,20,274.15008544921875,1.0,R_A5,7,7,2018-04-28,274.15008544921875,1699.5164794921875,0,31,-3.6882226873286017e-13
STANDARD,20,276.6245422363281,1.0,R_A5,8,11,2018-04-28,276.6245422363281,1708.812744140625,0,31,-8.824522601362517e-13
STANDARD,21,273.7527160644531,1.0,R_A5,9,11,2018-04-28,273.7527160644531,1699.444091796875,0,31,-7.186396616676305e-11
STANDARD,21,274.07391357421875,1.0,R_A5,10,12,2018-04-28,274.07391357421875,1701.539306640625,0,31,-5.5917513674952346e-11
STANDARD,21,274.2966003417969,1.0,R_A5,11,13,2018-04-28,274.2966003417969,1703.6346435546875,0,31,-1.705549416974872e-11
STANDARD,21,274.5075378417969,1.0,R_A5,12,14,2018-04-28,274.5075378417969,1705.7298583984375,0,31,-1.4528237987643244e-11
STANDARD,21,275.2477722167969,1.0,R_A5,13,15,2018-04-28,275.2477722167969,1707.8251953125,0,31,-2.3556612389896703e-12
STANDARD,21,276.5535583496094,1.0,R_A5,14,16,2018-04-28,276.5535583496094,1709.92041015625,0,31,-2.7553854380427123e-13
STANDARD,21,276.7845458984375,1.0,R_A5,15,17,2018-04-28,276.7845458984375,1712.0157470703125,0,31,-2.760828675049676e-13
STANDARD,21,276.9701232910156,1.0,R_A5,16,18,2018-04-28,276.9701232910156,1713.6148681640625,0,31,-2.739053558617477e-13
STANDARD,21,277.0578918457031,1.0,R_A5,17,19,2018-04-28,277.0578918457031,1714.371337890625,0,31,0.0
STANDARD,21,282.26373291015625,1.0,R_A5,18,27,2018-04-28,282.26373291015625,1715.732421875,0,31,-1.5923684896709811e-12
STANDARD,21,282.4913024902344,1.0,R_A5,19,28,2018-04-28,282.4913024902344,1718.0445556640625,0,31,-1.5715274134103785e-12
STANDARD,21,288.13555908203125,1.0,R_A5,20,29,2018-04-28,288.13555908203125,1720.356689453125,0,31,-1.0098483547891847e-18
STANDARD,21,283.2900390625,1.0,R_A5,21,30,2018-04-28,283.2900390625,1722.6688232421875,0,31,-4.1432078579616005e-13
STANDARD,21,294.8918762207031,1.0,R_A5,22,31,2018-04-28,294.8918762207031,1724.9808349609375,0,31,-3.045949007172185e-17
STANDARD,41,288.218017578125,0.6501399278640747,R_A3,1,1,2018-07-03,288.218017578125,1609.877685546875,0,28,0.0
STANDARD,41,288.3619384765625,0.11971848458051682,R_A3,2,2,2018-07-03,288.3619384765625,1611.8958740234375,0,28,0.0
STANDARD,41,288.4969177246094,0.17698824405670166,R_A3,3,3,2018-07-03,288.4969177246094,1613.9139404296875,0,28,0.0
STANDARD,41,287.78106689453125,0.18376106023788452,R_A3,4,3,2018-07-03,287.78106689453125,1603.7342529296875,0,29,0.0
STANDARD,41,287.9769287109375,0.36414891481399536,R_A3,5,4,2018-07-03,287.9769287109375,1605.7747802734375,0,29,0.0
STANDARD,41,288.1046447753906,0.8078150153160095,R_A3,6,5,2018-07-03,288.1046447753906,1607.8153076171875,0,29,0.0
STANDARD,41,288.2081298828125,0.3285306692123413,R_A3,7,6,2018-07-03,288.2081298828125,1609.85595703125,0,29,0.0
STANDARD,41,288.3422546386719,0.1966622769832611,R_A3,8,7,2018-07-03,288.3422546386719,1611.896484375,0,29,0.0
STANDARD,41,288.47796630859375,0.19678202271461487,R_A3,9,8,2018-07-03,288.47796630859375,1613.93701171875,0,29,0.0
STANDARD,41,288.6137390136719,0.22708435356616974,R_A3,10,9,2018-07-03,288.6137390136719,1615.9775390625,0,29,0.0
STANDARD,41,288.74951171875,0.14947527647018433,R_A3,11,10,2018-07-03,288.74951171875,1618.0181884765625,0,29,0.0
STANDARD,41,288.8736877441406,0.048316143453121185,R_A3,12,11,2018-07-03,288.8736877441406,1620.16455078125,0,29,0.0
STANDARD,41,289.02423095703125,0.0531407929956913,R_A3,13,12,2018-07-03,289.02423095703125,1622.4166259765625,0,29,0.0
STANDARD,41,289.1751403808594,0.3630484342575073,R_A3,14,13,2018-07-03,289.1751403808594,1624.6688232421875,0,29,0.0
STANDARD,41,289.3254089355469,0.13979114592075348,R_A3,15,14,2018-07-03,289.3254089355469,1626.9208984375,0,29,0.0
STANDARD,41,289.4775085449219,0.6034612059593201,R_A3,16,15,2018-07-03,289.4775085449219,1629.173095703125,0,29,0.0
STANDARD,41,289.6476745605469,0.8034176826477051,R_A3,17,16,2018-07-03,289.6476745605469,1631.026611328125,0,29,0.0
STANDARD,41,289.7042541503906,0.7518113851547241,R_A3,18,17,2018-07-03,289.7042541503906,1631.8662109375,0,29,0.0
STANDARD,41,290.8892517089844,0.9999969601631165,R_A3,19,27,2018-07-03,290.8892517089844,1633.803955078125,0,29,0.0
STANDARD,41,287.1022644042969,0.04540383815765381,R_A3,20,28,2018-07-03,287.1022644042969,1637.455322265625,0,29,0.0
STANDARD,41,287.34637451171875,0.0500858798623085,R_A3,21,29,2018-07-03,287.34637451171875,1641.1065673828125,0,29,0.0
STANDARD,41,287.5908508300781,0.26252666115760803,R_A3,22,30,2018-07-03,287.5908508300781,1644.7579345703125,0,29,0.0
STANDARD,41,287.83441162109375,0.058319978415966034,R_A3,23,31,2018-07-03,287.83441162109375,1648.4093017578125,0,29,0.0
STANDARD,52,278.0740051269531,0.05083104595541954,R_A4,1,1,2018-09-12,278.0740051269531,1632.0994873046875,0,30,0.0
STANDARD,52,277.9337158203125,0.0486777164041996,R_A4,2,1,2018-09-12,277.9337158203125,1627.574951171875,0,31,0.0
STANDARD,52,278.0686950683594,0.05082929879426956,R_A4,3,2,2018-09-12,278.0686950683594,1629.599853515625,0,31,0.0
STANDARD,52,278.2036437988281,0.0524701252579689,R_A4,4,3,2018-09-12,278.2036437988281,1631.6248779296875,0,31,0.0
STANDARD,52,278.3385925292969,0.05275582894682884,R_A4,5,4,2018-09-12,278.3385925292969,1633.64990234375,0,31,0.0
STANDARD,52,278.52099609375,0.05506416782736778,R_A4,6,4,2018-09-12,278.52099609375,1633.757080078125,0,32,0.0
STANDARD,51,278.35394287109375,0.055818893015384674,R_A4,7,4,2018-09-12,278.35394287109375,1634.0894775390625,0,32,0.0
STANDARD,51,278.4760437011719,0.05563248321413994,R_A4,8,5,2018-09-12,278.4760437011719,1635.9224853515625,0,32,0.0
STANDARD,51,278.8309020996094,0.058216650038957596,R_A4,9,5,2018-09-12,278.8309020996094,1638.332275390625,0,33,0.0
STANDARD,51,278.70745849609375,0.059634726494550705,R_A4,10,4,2018-09-12,278.70745849609375,1636.4825439453125,0,33,0.0
STANDARD,50,278.7440490722656,0.1317959725856781,R_A4,11,5,2018-09-12,278.7440490722656,1641.38232421875,0,33,0.0
STANDARD,50,278.6224365234375,0.06074529513716698,R_A4,12,4,2018-09-12,278.6224365234375,1639.5633544921875,0,33,0.0
STANDARD,50,278.8486633300781,0.061422910541296005,R_A4,13,4,2018-09-12,278.8486633300781,1640.2967529296875,0,34,0.0
STANDARD,50,278.7248840332031,0.14059561491012573,R_A4,14,3,2018-09-12,278.7248840332031,1638.44580078125,0,34,0.0
STANDARD,50,279.3598327636719,0.1499515324831009,R_A4,15,3,2018-09-12,279.3598327636719,1643.96826171875,0,35,0.0
STANDARD,50,279.2449951171875,0.23148220777511597,R_A4,16,2,2018-09-12,279.2449951171875,1642.2244873046875,0,35,0.0
STANDARD,50,279.1297302246094,0.22538019716739655,R_A4,17,1,2018-09-12,279.1297302246094,1640.4808349609375,0,35,0.0
STANDARD,49,278.94622802734375,0.23090578615665436,R_A4,18,1,2018-09-12,278.94622802734375,1642.409423828125,0,35,0.0
STANDARD,49,281.6560974121094,0.6567825675010681,R_A4,19,29,2018-09-12,281.6560974121094,1642.5963134765625,0,36,0.0
STANDARD,48,281.3466796875,0.12437604367733002,R_A4,20,29,2018-09-12,281.3466796875,1639.3636474609375,0,36,0.0
STANDARD,48,281.8387756347656,0.6574822068214417,R_A4,21,29,2018-09-12,281.8387756347656,1645.4190673828125,0,37,0.0
STANDARD,48,282.1808776855469,0.6562400460243225,R_A4,22,29,2018-09-12,282.1808776855469,1647.4720458984375,0,38,0.0
STANDARD,48,282.55755615234375,0.3054455816745758,R_A4,23,30,2018-09-12,282.55755615234375,1653.090576171875,0,38,0.0
STANDARD,47,282.7987060546875,0.09494232386350632,R_A4,24,30,2018-09-12,282.7987060546875,1659.4991455078125,0,38,0.0
STANDARD,42,274.2579650878906,1.0,R_A6,1,1,2018-11-07,274.2579650878906,1693.8408203125,0,17,1.0891786778044477e-10
