PRESSURE,CONIPOS,DATE,WELLMODEL,CONJPOS,SWAT,CONBPRES,WELL,DRAWDOWN,CONKPOS,CONIDX,SGAS,DEPTH
300.4112243652344,22,2018-01-01,STANDARD,30,0.13974066078662872,300.4112243652344,R_A2,0,1,1,0.0,1637.9697265625
300.53143310546875,22,2018-01-01,STANDARD,30,0.05681190267205238,300.53143310546875,R_A2,0,2,2,0.0,1639.7626953125
300.6516418457031,22,2018-01-01,STANDARD,30,0.06132129952311516,300.6516418457031,R_A2,0,3,3,0.0,1641.5555419921875
300.7718811035156,22,2018-01-01,STANDARD,30,0.06771451234817505,300.7718811035156,R_A2,0,4,4,0.0,1643.3485107421875
300.89208984375,22,2018-01-01,STANDARD,30,0.06960907578468323,300.89208984375,R_A2,0,5,5,0.0,1645.1414794921875
301.0123291015625,22,2018-01-01,STANDARD,30,0.31181979179382324,301.0123291015625,R_A2,0,6,6,0.0,1646.9344482421875
301.132568359375,22,2018-01-01,STANDARD,30,0.8918309807777405,301.132568359375,R_A2,0,7,7,0.0,1648.7274169921875
301.2528076171875,22,2018-01-01,STANDARD,30,0.8675704002380371,301.2528076171875,R_A2,0,8,8,0.0,1650.5203857421875
301.373046875,22,2018-01-01,STANDARD,30,0.6481541991233826,301.373046875,R_A2,0,9,9,0.0,1652.313232421875
301.4932861328125,22,2018-01-01,STANDARD,30,0.6481541991233826,301.4932861328125,R_A2,0,10,10,0.0,1654.106201171875
301.6217956542969,22,2018-01-01,STANDARD,30,0.07377875596284866,301.6217956542969,R_A2,0,11,11,0.0,1656.0224609375
301.75860595703125,22,2018-01-01,STANDARD,30,0.07282038778066635,301.75860595703125,R_A2,0,12,12,0.0,1658.062255859375
301.8954162597656,22,2018-01-01,STANDARD,30,0.45573943853378296,301.8954162597656,R_A2,0,13,13,0.0,1660.101806640625
302.0322265625,22,2018-01-01,STANDARD,30,0.5051724314689636,302.0322265625,R_A2,0,14,14,0.0,1662.1414794921875
302.1690368652344,22,2018-01-01,STANDARD,30,0.9521153569221497,302.1690368652344,R_A2,0,15,15,0.0,1664.18115234375
302.30584716796875,22,2018-01-01,STANDARD,30,0.9789373278617859,302.30584716796875,R_A2,0,16,16,0.0,1666.2208251953125
302.59942626953125,22,2018-01-01,STANDARD,29,0.9942120909690857,302.59942626953125,R_A2,0,16,17,0.0,1670.59716796875
302.738037109375,22,2018-01-01,STANDARD,29,0.9769859910011292,302.738037109375,R_A2,0,17,18,0.0,1672.66357421875
302.8548278808594,22,2018-01-01,STANDARD,29,0.9986569285392761,302.8548278808594,R_A2,0,18,19,0.0,1674.404541015625
303.3034362792969,22,2018-01-01,STANDARD,29,1.0,303.3034362792969,R_A2,0,25,20,0.0,1676.0943603515625
303.4675598144531,22,2018-01-01,STANDARD,29,1.0,303.4675598144531,R_A2,0,26,21,0.0,1677.826416015625
303.6316833496094,22,2018-01-01,STANDARD,29,1.0,303.6316833496094,R_A2,0,27,22,0.0,1679.558349609375
303.7958068847656,22,2018-01-01,STANDARD,29,1.0,303.7958068847656,R_A2,0,28,23,0.0,1681.290283203125
303.9599304199219,22,2018-01-01,STANDARD,29,1.0,303.9599304199219,R_A2,0,29,24,0.0,1683.022216796875
298.2409973144531,28,2018-01-01,STANDARD,41,0.3701152801513672,298.2409973144531,R_A3,0,1,1,0.0,1605.5927734375
298.3717041015625,28,2018-01-01,STANDARD,41,0.15173757076263428,298.3717041015625,R_A3,0,2,2,0.0,1607.5433349609375
298.119384765625,29,2018-01-01,STANDARD,41,0.19086945056915283,298.119384765625,R_A3,0,2,3,0.0,1603.778076171875
298.2554016113281,29,2018-01-01,STANDARD,41,0.174350768327713,298.2554016113281,R_A3,0,3,4,0.0,1605.807861328125
298.3914489746094,29,2018-01-01,STANDARD,41,0.18242955207824707,298.3914489746094,R_A3,0,4,5,0.0,1607.837646484375
298.5274658203125,29,2018-01-01,STANDARD,41,0.197139173746109,298.5274658203125,R_A3,0,5,6,0.0,1609.867431640625
298.6634826660156,29,2018-01-01,STANDARD,41,0.21365584433078766,298.6634826660156,R_A3,0,6,7,0.0,1611.897216796875
