SWAT,CONIPOS,SGAS,DRAWDOWN,WELL,DEPTH,CONBPRES,WELLMODEL,CONJPOS,CONKPOS,CONIDX,PRESSURE,DATE
0.05799312889575958,22,0.0,0,R_A2,1644.24609375,300.8862609863281,STANDARD,30,1,1,300.8862609863281,2018-01-01
0.06005057692527771,22,0.0,0,R_A2,1646.0753173828125,301.0089111328125,STANDARD,30,2,2,301.0089111328125,2018-01-01
0.06524462252855301,22,0.0,0,R_A2,1647.9044189453125,301.131591796875,STANDARD,30,3,3,301.131591796875,2018-01-01
0.07160342484712601,22,0.0,0,R_A2,1649.7335205078125,301.2542419433594,STANDARD,30,4,4,301.2542419433594,2018-01-01
0.07598283141851425,22,0.0,0,R_A2,1651.5625,301.37689208984375,STANDARD,30,5,5,301.37689208984375,2018-01-01
0.32995280623435974,22,0.0,0,R_A2,1653.3917236328125,301.49957275390625,STANDARD,30,6,6,301.49957275390625,2018-01-01
0.9058780074119568,22,0.0,0,R_A2,1655.2208251953125,301.62225341796875,STANDARD,30,7,7,301.62225341796875,2018-01-01
0.8833004832267761,22,0.0,0,R_A2,1657.0499267578125,301.74493408203125,STANDARD,30,8,8,301.74493408203125,2018-01-01
0.9227691888809204,22,0.0,0,R_A2,1658.8790283203125,301.86761474609375,STANDARD,30,9,9,301.86761474609375,2018-01-01
0.9348304867744446,22,0.0,0,R_A2,1660.7081298828125,301.99029541015625,STANDARD,30,10,10,301.99029541015625,2018-01-01
0.08653151243925095,22,0.0,0,R_A2,1662.666259765625,302.12164306640625,STANDARD,30,11,11,302.12164306640625,2018-01-01
0.08658468723297119,22,0.0,0,R_A2,1664.7532958984375,302.2616271972656,STANDARD,30,12,12,302.2616271972656,2018-01-01
0.48183396458625793,22,0.0,0,R_A2,1666.84033203125,302.401611328125,STANDARD,30,13,13,302.401611328125,2018-01-01
0.5547765493392944,22,0.0,0,R_A2,1668.9273681640625,302.5416259765625,STANDARD,30,14,14,302.5416259765625,2018-01-01
0.7863510847091675,22,0.0,0,R_A2,1671.014404296875,302.681640625,STANDARD,30,15,15,302.681640625,2018-01-01
0.9994956851005554,22,0.0,0,R_A2,1673.1014404296875,302.8216552734375,STANDARD,30,16,16,302.8216552734375,2018-01-01
1.0,22,0.0,0,R_A2,1675.1884765625,302.961669921875,STANDARD,30,17,17,302.961669921875,2018-01-01
0.9367667436599731,22,0.0,0,R_A2,1670.78857421875,302.6664733886719,STANDARD,29,17,18,302.6664733886719,2018-01-01
0.9842340350151062,22,0.0,0,R_A2,1672.8037109375,302.8016662597656,STANDARD,29,18,19,302.8016662597656,2018-01-01
0.9819566011428833,22,0.0,0,R_A2,1673.9810791015625,302.88067626953125,STANDARD,29,19,20,302.88067626953125,2018-01-01
0.6239688992500305,22,0.0,0,R_A2,1675.058837890625,302.9529724121094,STANDARD,29,26,21,302.9529724121094,2018-01-01
0.8407212495803833,22,0.0,0,R_A2,1676.875,303.0747985839844,STANDARD,29,27,22,303.0747985839844,2018-01-01
1.0,22,0.0,0,R_A2,1678.691162109375,303.54949951171875,STANDARD,29,28,23,303.54949951171875,2018-01-01
1.0,22,0.0,0,R_A2,1680.50732421875,303.72161865234375,STANDARD,29,29,24,303.72161865234375,2018-01-01
1.0,22,0.0,0,R_A2,1682.3233642578125,303.8937072753906,STANDARD,29,30,25,303.8937072753906,2018-01-01
0.22510291635990143,29,0.0,0,R_A3,1600.9476318359375,297.98388671875,STANDARD,41,1,1,297.98388671875,2018-01-01
0.19023355841636658,29,0.0,0,R_A3,1603.03125,298.1235046386719,STANDARD,41,2,2,298.1235046386719,2018-01-01
0.18641217052936554,29,0.0,0,R_A3,1605.114990234375,298.2631530761719,STANDARD,41,3,3,298.2631530761719,2018-01-01
0.18260835111141205,29,0.0,0,R_A3,1607.198486328125,298.40277099609375,STANDARD,41,4,4,298.40277099609375,2018-01-01
0.8199960589408875,29,0.0,0,R_A3,1609.2821044921875,298.5423889160156,STANDARD,41,5,5,298.5423889160156,2018-01-01
0.6481541991233826,29,0.0,0,R_A3,1611.36572265625,298.6820373535156,STANDARD,41,6,6,298.6820373535156,2018-01-01
0.2027096450328827,29,0.0,0,R_A3,1613.4493408203125,298.8216857910156,STANDARD,41,7,7,298.8216857910156,2018-01-01
0.2035323530435562,29,0.0,0,R_A3,1615.532958984375,298.9613342285156,STANDARD,41,8,8,298.9613342285156,2018-01-01
0.8014401197433472,29,0.0,0,R_A3,1617.6165771484375,299.1009826660156,STANDARD,41,9,9,299.1009826660156,2018-01-01
0.8089538812637329,29,0.0,0,R_A3,1619.7001953125,299.24066162109375,STANDARD,41,10,10,299.24066162109375,2018-01-01
0.047737006098032,29,0.0,0,R_A3,1621.916015625,299.38916015625,STANDARD,41,11,11,299.38916015625,2018-01-01
0.0567903108894825,29,0.0,0,R_A3,1624.2637939453125,299.5465393066406,STANDARD,41,12,12,299.5465393066406,2018-01-01
0.3754422664642334,29,0.0,0,R_A3,1626.611572265625,299.7039489746094,STANDARD,41,13,13,299.7039489746094,2018-01-01
0.05675504729151726,29,0.0,0,R_A3,1628.95947265625,299.861328125,STANDARD,41,14,14,299.861328125,2018-01-01
0.5098320841789246,29,0.0,0,R_A3,1631.307373046875,300.01873779296875,STANDARD,41,15,15,300.01873779296875,2018-01-01
0.8089597225189209,29,0.0,0,R_A3,1633.15966796875,300.1429138183594,STANDARD,41,16,16,300.1429138183594,2018-01-01
