CONJPOS,CONIDX,WELLMODEL,SWAT,CONKPOS,DEPTH,DRAWDOWN,CONBPRES,WELL,DATE,SGAS,CONIPOS,PRESSURE
41,7,STANDARD,0.6481541991233826,6,1610.699951171875,0,298.767578125,R_A3,2018-01-01,0.0,29,298.767578125
41,8,STANDARD,0.19392773509025574,7,1612.752685546875,0,298.9051513671875,R_A3,2018-01-01,0.0,29,298.9051513671875
41,9,STANDARD,0.19388563930988312,8,1614.805419921875,0,299.042724609375,R_A3,2018-01-01,0.0,29,299.042724609375
41,10,STANDARD,0.7943042516708374,9,1616.8582763671875,0,299.1803283691406,R_A3,2018-01-01,0.0,29,299.1803283691406
41,11,STANDARD,0.794161319732666,10,1618.9110107421875,0,299.31793212890625,R_A3,2018-01-01,0.0,29,299.31793212890625
41,12,STANDARD,0.04535228759050369,11,1621.0999755859375,0,299.4646301269531,R_A3,2018-01-01,0.0,29,299.4646301269531
41,13,STANDARD,0.052861277014017105,12,1623.425048828125,0,299.6205139160156,R_A3,2018-01-01,0.0,29,299.6205139160156
41,14,STANDARD,0.3763831853866577,13,1625.750244140625,0,299.7763671875,R_A3,2018-01-01,0.0,29,299.7763671875
41,15,STANDARD,0.3352096676826477,14,1628.075439453125,0,299.9322509765625,R_A3,2018-01-01,0.0,29,299.9322509765625
41,16,STANDARD,0.48895126581192017,15,1630.4005126953125,0,300.088134765625,R_A3,2018-01-01,0.0,29,300.088134765625
41,17,STANDARD,0.8049156665802002,16,1632.284912109375,0,300.2144775390625,R_A3,2018-01-01,0.0,29,300.2144775390625
41,18,STANDARD,0.3636118173599243,26,1634.77880859375,0,300.3816833496094,R_A3,2018-01-01,0.0,29,300.3816833496094
41,19,STANDARD,0.043159451335668564,27,1638.32275390625,0,300.6192932128906,R_A3,2018-01-01,0.0,29,300.6192932128906
41,20,STANDARD,0.04901033267378807,28,1641.86669921875,0,300.85693359375,R_A3,2018-01-01,0.0,29,300.85693359375
41,21,STANDARD,0.7787380218505859,29,1645.4105224609375,0,301.0945739746094,R_A3,2018-01-01,0.0,29,301.0945739746094
41,22,STANDARD,0.060177527368068695,30,1648.9544677734375,0,301.33221435546875,R_A3,2018-01-01,0.0,29,301.33221435546875
52,1,STANDARD,0.048787038773298264,1,1632.141845703125,0,300.2048645019531,R_A4,2018-01-01,0.0,30,300.2048645019531
52,2,STANDARD,0.07478507608175278,1,1626.802490234375,0,299.846923828125,R_A4,2018-01-01,0.0,31,299.846923828125
52,3,STANDARD,0.049080412834882736,2,1628.8358154296875,0,299.9832458496094,R_A4,2018-01-01,0.0,31,299.9832458496094
52,4,STANDARD,0.049691490828990936,3,1630.869140625,0,300.11956787109375,R_A4,2018-01-01,0.0,31,300.11956787109375
52,5,STANDARD,0.05305665731430054,4,1632.902587890625,0,300.2558898925781,R_A4,2018-01-01,0.0,31,300.2558898925781
52,6,STANDARD,0.05224953964352608,4,1632.4395751953125,0,300.2248229980469,R_A4,2018-01-01,0.0,32,300.2248229980469
52,7,STANDARD,0.26667726039886475,5,1634.27197265625,0,300.3476867675781,R_A4,2018-01-01,0.0,32,300.3476867675781
51,8,STANDARD,0.19624817371368408,5,1636.875732421875,0,300.52227783203125,R_A4,2018-01-01,0.0,32,300.52227783203125
51,9,STANDARD,0.05387416481971741,4,1635.070556640625,0,300.4012451171875,R_A4,2018-01-01,0.0,32,300.4012451171875
51,10,STANDARD,0.05645030364394188,4,1637.278564453125,0,300.5492858886719,R_A4,2018-01-01,0.0,33,300.5492858886719
50,11,STANDARD,0.06020774319767952,4,1641.1068115234375,0,300.80596923828125,R_A4,2018-01-01,0.0,33,300.80596923828125
50,12,STANDARD,0.05880386382341385,4,1640.0269775390625,0,300.73358154296875,R_A4,2018-01-01,0.0,34,300.73358154296875
50,13,STANDARD,0.06114993989467621,4,1640.8695068359375,0,300.7900695800781,R_A4,2018-01-01,0.0,35,300.7900695800781
50,14,STANDARD,0.22108760476112366,3,1639.1014404296875,0,300.6715087890625,R_A4,2018-01-01,0.0,35,300.6715087890625
49,15,STANDARD,0.2285899519920349,3,1643.700439453125,0,300.9798889160156,R_A4,2018-01-01,0.0,35,300.9798889160156
49,16,STANDARD,0.23256874084472656,2,1641.9742431640625,0,300.8641357421875,R_A4,2018-01-01,0.0,35,300.8641357421875
49,17,STANDARD,0.08179955929517746,29,1644.6436767578125,0,301.04315185546875,R_A4,2018-01-01,0.0,36,301.04315185546875
48,18,STANDARD,0.05522030591964722,29,1644.9024658203125,0,301.06048583984375,R_A4,2018-01-01,0.0,36,301.06048583984375
48,19,STANDARD,0.13788975775241852,29,1650.23681640625,0,301.4182434082031,R_A4,2018-01-01,0.0,37,301.4182434082031
48,20,STANDARD,0.22927528619766235,29,1653.6878662109375,0,301.6496887207031,R_A4,2018-01-01,0.0,38,301.6496887207031
47,21,STANDARD,0.6626894474029541,29,1660.8282470703125,0,302.12860107421875,R_A4,2018-01-01,0.0,38,302.12860107421875
20,1,STANDARD,1.0,1,1685.8826904296875,0,303.9252014160156,R_A5,2018-01-01,0.0,31,303.9252014160156
20,2,STANDARD,1.0,2,1688.0634765625,0,304.1318664550781,R_A5,2018-01-01,0.0,31,304.1318664550781
20,3,STANDARD,1.0,3,1690.244384765625,0,304.3385314941406,R_A5,2018-01-01,0.0,31,304.3385314941406
20,4,STANDARD,1.0,4,1692.42529296875,0,304.54522705078125,R_A5,2018-01-01,0.0,31,304.54522705078125
20,5,STANDARD,1.0,5,1694.606201171875,0,304.75189208984375,R_A5,2018-01-01,0.0,31,304.75189208984375
20,6,STANDARD,1.0,6,1696.7869873046875,0,304.95855712890625,R_A5,2018-01-01,0.0,31,304.95855712890625
20,7,STANDARD,1.0,7,1698.9678955078125,0,305.4710388183594,R_A5,2018-01-01,0.0,31,305.4710388183594
20,8,STANDARD,1.0,8,1701.148681640625,0,305.6777038574219,R_A5,2018-01-01,0.0,31,305.6777038574219
20,9,STANDARD,1.0,10,1705.510498046875,0,305.7920227050781,R_A5,2018-01-01,0.0,31,305.7920227050781
21,10,STANDARD,1.0,11,1700.06494140625,0,305.2693176269531,R_A5,2018-01-01,0.0,31,305.2693176269531
21,11,STANDARD,1.0,12,1702.0614013671875,0,305.4585266113281,R_A5,2018-01-01,0.0,31,305.4585266113281
21,12,STANDARD,1.0,13,1704.0577392578125,0,305.6596984863281,R_A5,2018-01-01,0.0,31,305.6596984863281
21,13,STANDARD,1.0,14,1706.05419921875,0,305.848876953125,R_A5,2018-01-01,0.0,31,305.848876953125
21,14,STANDARD,1.0,15,1708.0506591796875,0,306.0380859375,R_A5,2018-01-01,0.0,31,306.0380859375
21,15,STANDARD,1.0,16,1710.047119140625,0,306.372314453125,R_A5,2018-01-01,0.0,31,306.372314453125
21,16,STANDARD,1.0,17,1712.0435791015625,0,306.5615234375,R_A5,2018-01-01,0.0,31,306.5615234375
21,17,STANDARD,1.0,18,1713.571533203125,0,306.7063293457031,R_A5,2018-01-01,0.0,31,306.7063293457031
21,18,STANDARD,1.0,19,1714.2537841796875,0,306.77099609375,R_A5,2018-01-01,0.0,31,306.77099609375
21,19,STANDARD,1.0,26,1715.5491943359375,0,306.7366638183594,R_A5,2018-01-01,0.0,31,306.7366638183594
21,20,STANDARD,1.0,27,1717.8348388671875,0,306.9532775878906,R_A5,2018-01-01,0.0,31,306.9532775878906
21,21,STANDARD,1.0,28,1720.120361328125,0,307.4756774902344,R_A5,2018-01-01,0.0,31,307.4756774902344
21,22,STANDARD,1.0,29,1722.406005859375,0,307.69232177734375,R_A5,2018-01-01,0.0,31,307.69232177734375
21,23,STANDARD,1.0,30,1724.691650390625,0,307.908935546875,R_A5,2018-01-01,0.0,31,307.908935546875
42,1,STANDARD,1.0,1,1694.246337890625,0,305.0235900878906,R_A6,2018-01-01,0.0,17,305.0235900878906
42,2,STANDARD,1.0,2,1695.778564453125,0,305.1687927246094,R_A6,2018-01-01,0.0,17,305.1687927246094
42,3,STANDARD,1.0,3,1697.3109130859375,0,305.3139953613281,R_A6,2018-01-01,0.0,17,305.3139953613281
42,4,STANDARD,1.0,4,1698.84326171875,0,305.4591979980469,R_A6,2018-01-01,0.0,17,305.4591979980469
42,5,STANDARD,1.0,5,1700.37548828125,0,305.60443115234375,R_A6,2018-01-01,0.0,17,305.60443115234375
42,6,STANDARD,1.0,6,1701.9078369140625,0,305.7496337890625,R_A6,2018-01-01,0.0,17,305.7496337890625
42,7,STANDARD,1.0,7,1703.440185546875,0,305.5957946777344,R_A6,2018-01-01,0.0,17,305.5957946777344
42,8,STANDARD,1.0,8,1704.972412109375,0,305.74102783203125,R_A6,2018-01-01,0.0,17,305.74102783203125
42,9,STANDARD,1.0,9,1706.5047607421875,0,306.185302734375,R_A6,2018-01-01,0.0,17,306.185302734375
42,10,STANDARD,1.0,10,1708.037109375,0,306.02471923828125,R_A6,2018-01-01,0.0,17,306.02471923828125
42,11,STANDARD,1.0,11,1709.9427490234375,0,306.2054443359375,R_A6,2018-01-01,0.0,17,306.2054443359375
42,12,STANDARD,1.0,12,1712.2218017578125,0,306.42144775390625,R_A6,2018-01-01,0.0,17,306.42144775390625
42,13,STANDARD,1.0,13,1714.5008544921875,0,306.6493835449219,R_A6,2018-01-01,0.0,17,306.6493835449219
42,14,STANDARD,1.0,14,1716.7799072265625,0,306.8653869628906,R_A6,2018-01-01,0.0,17,306.8653869628906
42,15,STANDARD,1.0,15,1719.058837890625,0,307.0813903808594,R_A6,2018-01-01,0.0,17,307.0813903808594
42,16,STANDARD,1.0,16,1721.337890625,0,307.4423828125,R_A6,2018-01-01,0.0,17,307.4423828125
42,17,STANDARD,1.0,17,1723.616943359375,0,307.65838623046875,R_A6,2018-01-01,0.0,17,307.65838623046875
42,18,STANDARD,1.0,18,1725.1748046875,0,307.8060302734375,R_A6,2018-01-01,0.0,17,307.8060302734375
42,19,STANDARD,1.0,26,1726.4464111328125,0,307.76947021484375,R_A6,2018-01-01,0.0,17,307.76947021484375
42,20,STANDARD,1.0,27,1728.1534423828125,0,308.2370300292969,R_A6,2018-01-01,0.0,17,308.2370300292969
42,21,STANDARD,1.0,28,1729.8603515625,0,308.3988342285156,R_A6,2018-01-01,0.0,17,308.3988342285156
42,22,STANDARD,1.0,29,1731.5673828125,0,308.56060791015625,R_A6,2018-01-01,0.0,17,308.56060791015625
42,23,STANDARD,1.0,30,1733.2742919921875,0,308.4165954589844,R_A6,2018-01-01,0.0,17,308.4165954589844
30,1,STANDARD,0.05216324329376221,1,1639.9501953125,0,297.8748779296875,R_A2,2018-03-01,0.0,22,297.8748779296875
30,2,STANDARD,0.0545574426651001,2,1641.708740234375,0,297.9927978515625,R_A2,2018-03-01,0.0,22,297.9927978515625
30,3,STANDARD,0.057394061237573624,3,1643.4671630859375,0,298.11083984375,R_A2,2018-03-01,0.0,22,298.11083984375
30,4,STANDARD,0.06171758100390434,4,1645.2257080078125,0,298.2288818359375,R_A2,2018-03-01,0.0,22,298.2288818359375
30,5,STANDARD,0.06619483232498169,5,1646.9842529296875,0,298.34686279296875,R_A2,2018-03-01,0.0,22,298.34686279296875
30,6,STANDARD,0.30380815267562866,6,1648.7427978515625,0,298.5873107910156,R_A2,2018-03-01,0.0,22,298.5873107910156
30,7,STANDARD,0.8535411357879639,7,1650.5013427734375,0,299.0785827636719,R_A2,2018-03-01,0.0,22,299.0785827636719
30,8,STANDARD,0.6483014822006226,8,1652.259765625,0,299.3633117675781,R_A2,2018-03-01,0.0,22,299.3633117675781
30,9,STANDARD,0.6483926773071289,9,1654.0181884765625,0,299.5433349609375,R_A2,2018-03-01,0.0,22,299.5433349609375
30,10,STANDARD,0.6484196782112122,10,1655.77685546875,0,299.68524169921875,R_A2,2018-03-01,0.0,22,299.68524169921875
30,11,STANDARD,0.06761656701564789,11,1657.67138671875,0,299.74615478515625,R_A2,2018-03-01,0.0,22,299.74615478515625
30,12,STANDARD,0.06423451006412506,12,1659.7021484375,0,299.87322998046875,R_A2,2018-03-01,0.0,22,299.87322998046875
30,13,STANDARD,0.4238216280937195,13,1661.73291015625,0,300.03363037109375,R_A2,2018-03-01,0.0,22,300.03363037109375
30,14,STANDARD,0.4656214416027069,14,1663.763671875,0,300.1708984375,R_A2,2018-03-01,0.0,22,300.1708984375
30,15,STANDARD,0.8925251364707947,15,1665.79443359375,0,300.3111267089844,R_A2,2018-03-01,0.0,22,300.3111267089844
30,16,STANDARD,0.9050058722496033,16,1667.8250732421875,0,300.4520568847656,R_A2,2018-03-01,0.0,22,300.4520568847656
29,17,STANDARD,0.9510992765426636,16,1672.2633056640625,0,300.7580261230469,R_A2,2018-03-01,0.0,22,300.7580261230469
29,18,STANDARD,0.9246261119842529,17,1674.38720703125,0,300.90032958984375,R_A2,2018-03-01,0.0,22,300.90032958984375
29,19,STANDARD,0.9676930904388428,18,1676.244873046875,0,301.0248718261719,R_A2,2018-03-01,0.0,22,301.0248718261719
29,20,STANDARD,0.7309773564338684,26,1677.9246826171875,0,303.19549560546875,R_A2,2018-03-01,0.0,22,303.19549560546875
29,21,STANDARD,0.6485244035720825,27,1679.665283203125,0,302.0139465332031,R_A2,2018-03-01,0.0,22,302.0139465332031
29,22,STANDARD,1.0,28,1681.40576171875,0,302.69970703125,R_A2,2018-03-01,-8.217043582017802e-13,22,302.69970703125
29,23,STANDARD,1.0,29,1683.146240234375,0,303.62921142578125,R_A2,2018-03-01,-5.86726884719947e-17,22,303.62921142578125
29,24,STANDARD,1.0,30,1684.8868408203125,0,303.9629211425781,R_A2,2018-03-01,4.072522002689488e-18,22,303.9629211425781
20,1,STANDARD,1.0,1,1685.8826904296875,0,282.233154296875,R_A5,2018-04-28,-1.3575088830819482e-09,31,282.233154296875
20,2,STANDARD,1.0,2,1688.0634765625,0,282.43951416015625,R_A5,2018-04-28,-1.473916988459223e-09,31,282.43951416015625
20,3,STANDARD,0.9999999403953552,3,1690.244384765625,0,282.64581298828125,R_A5,2018-04-28,-1.5607704018094637e-09,31,282.64581298828125
20,4,STANDARD,1.0,4,1692.42529296875,0,282.85205078125,R_A5,2018-04-28,-1.2657775938507143e-09,31,282.85205078125
20,5,STANDARD,1.0,5,1694.606201171875,0,283.0583190917969,R_A5,2018-04-28,-1.2046175168478612e-09,31,283.0583190917969
20,6,STANDARD,1.0,6,1696.7869873046875,0,283.2646179199219,R_A5,2018-04-28,-9.60481805201141e-10,31,283.2646179199219
20,7,STANDARD,1.0,7,1698.9678955078125,0,283.7864685058594,R_A5,2018-04-28,-9.440800571858254e-12,31,283.7864685058594
20,8,STANDARD,1.0,8,1701.148681640625,0,284.1395263671875,R_A5,2018-04-28,-4.6901278000222035e-11,31,284.1395263671875
20,9,STANDARD,1.0,10,1705.510498046875,0,281.96954345703125,R_A5,2018-04-28,-7.200925619677001e-12,31,281.96954345703125
21,10,STANDARD,1.0,11,1700.06494140625,0,278.0703125,R_A5,2018-04-28,-4.682459975313691e-10,31,278.0703125
21,11,STANDARD,1.0,12,1702.0614013671875,0,278.28118896484375,R_A5,2018-04-28,-3.298999684542281e-10,31,278.28118896484375
21,12,STANDARD,1.0,13,1704.0577392578125,0,278.48284912109375,R_A5,2018-04-28,-7.979963911886045e-11,31,278.48284912109375
21,13,STANDARD,1.0,14,1706.05419921875,0,278.6749267578125,R_A5,2018-04-28,-5.868382862983523e-11,31,278.6749267578125
21,14,STANDARD,1.0,15,1708.0506591796875,0,278.8663024902344,R_A5,2018-04-28,-2.3004325874764753e-11,31,278.8663024902344
21,15,STANDARD,1.0,16,1710.047119140625,0,279.2105712890625,R_A5,2018-04-28,-3.2773232912231e-12,31,279.2105712890625
21,16,STANDARD,1.0,17,1712.0435791015625,0,279.41485595703125,R_A5,2018-04-28,-3.649865566029975e-12,31,279.41485595703125
21,17,STANDARD,1.0,18,1713.571533203125,0,279.5671691894531,R_A5,2018-04-28,-6.154440238687053e-12,31,279.5671691894531
21,18,STANDARD,1.0,19,1714.2537841796875,0,279.6325988769531,R_A5,2018-04-28,0.0,31,279.6325988769531
21,19,STANDARD,1.0,26,1715.5491943359375,0,287.8489685058594,R_A5,2018-04-28,-2.922938041778622e-13,31,287.8489685058594
21,20,STANDARD,1.0,27,1717.8348388671875,0,288.08746337890625,R_A5,2018-04-28,-3.4865651490044447e-13,31,288.08746337890625
21,21,STANDARD,1.0,28,1720.120361328125,0,298.3442687988281,R_A5,2018-04-28,-1.77020706210054e-20,31,298.3442687988281
21,22,STANDARD,1.0,29,1722.406005859375,0,304.8439636230469,R_A5,2018-04-28,-2.3739705936779347e-21,31,304.8439636230469
21,23,STANDARD,1.0,30,1724.691650390625,0,307.07708740234375,R_A5,2018-04-28,-3.490003443538368e-21,31,307.07708740234375
41,1,STANDARD,0.6493842005729675,1,1607.5140380859375,0,279.14044189453125,R_A3,2018-07-03,0.0,28,279.14044189453125
41,2,STANDARD,0.19141511619091034,2,1609.5267333984375,0,279.2688293457031,R_A3,2018-07-03,0.0,28,279.2688293457031
41,3,STANDARD,0.12304629385471344,3,1611.539306640625,0,279.4029235839844,R_A3,2018-07-03,0.0,28,279.4029235839844
41,4,STANDARD,0.10135675966739655,4,1613.552001953125,0,279.5371398925781,R_A3,2018-07-03,0.0,28,279.5371398925781
41,5,STANDARD,0.6511883735656738,4,1606.594482421875,0,279.0445861816406,R_A3,2018-07-03,0.0,29,279.0445861816406
41,6,STANDARD,0.8076042532920837,5,1608.647216796875,0,279.2930603027344,R_A3,2018-07-03,0.0,29,279.2930603027344
41,7,STANDARD,0.6495879888534546,6,1610.699951171875,0,279.36370849609375,R_A3,2018-07-03,0.0,29,279.36370849609375
41,8,STANDARD,0.19552096724510193,7,1612.752685546875,0,279.5193176269531,R_A3,2018-07-03,0.0,29,279.5193176269531
41,9,STANDARD,0.19576090574264526,8,1614.805419921875,0,279.6564025878906,R_A3,2018-07-03,0.0,29,279.6564025878906
41,10,STANDARD,0.7933383584022522,9,1616.8582763671875,0,279.9176940917969,R_A3,2018-07-03,0.0,29,279.9176940917969
41,11,STANDARD,0.7916182279586792,10,1618.9110107421875,0,283.9919128417969,R_A3,2018-07-03,0.0,29,283.9919128417969
41,12,STANDARD,0.045377492904663086,11,1621.0999755859375,0,296.4737243652344,R_A3,2018-07-03,0.0,29,296.4737243652344
41,13,STANDARD,0.05288490653038025,12,1623.425048828125,0,296.62945556640625,R_A3,2018-07-03,0.0,29,296.62945556640625
41,14,STANDARD,0.3764698803424835,13,1625.750244140625,0,296.7855529785156,R_A3,2018-07-03,0.0,29,296.7855529785156
41,15,STANDARD,0.3352847695350647,14,1628.075439453125,0,297.34332275390625,R_A3,2018-07-03,0.0,29,297.34332275390625
41,16,STANDARD,0.4888855516910553,15,1630.4005126953125,0,297.2950439453125,R_A3,2018-07-03,0.0,29,297.2950439453125
41,17,STANDARD,0.8047536015510559,16,1632.284912109375,0,297.4229431152344,R_A3,2018-07-03,0.0,29,297.4229431152344
41,18,STANDARD,0.35878610610961914,26,1634.77880859375,0,285.3297424316406,R_A3,2018-07-03,0.0,29,285.3297424316406
41,19,STANDARD,0.043314993381500244,27,1638.32275390625,0,285.5205078125,R_A3,2018-07-03,0.0,29,285.5205078125
41,20,STANDARD,0.04917217418551445,28,1641.86669921875,0,285.7573547363281,R_A3,2018-07-03,0.0,29,285.7573547363281
41,21,STANDARD,0.7782662510871887,29,1645.4105224609375,0,292.16998291015625,R_A3,2018-07-03,0.0,29,292.16998291015625
41,22,STANDARD,0.06129055842757225,30,1648.9544677734375,0,286.1413879394531,R_A3,2018-07-03,0.0,29,286.1413879394531
52,1,STANDARD,0.04889630526304245,1,1632.141845703125,0,280.1263427734375,R_A4,2018-09-12,0.0,30,280.1263427734375
52,2,STANDARD,0.07497747987508774,1,1626.802490234375,0,279.841064453125,R_A4,2018-09-12,0.0,31,279.841064453125
52,3,STANDARD,0.04926731437444687,2,1628.8358154296875,0,279.9766845703125,R_A4,2018-09-12,0.0,31,279.9766845703125
52,4,STANDARD,0.04989001527428627,3,1630.869140625,0,280.1122741699219,R_A4,2018-09-12,0.0,31,280.1122741699219
52,5,STANDARD,0.05324629321694374,4,1632.902587890625,0,280.2478942871094,R_A4,2018-09-12,0.0,31,280.2478942871094
52,6,STANDARD,0.05246633663773537,4,1632.4395751953125,0,280.2737121582031,R_A4,2018-09-12,0.0,32,280.2737121582031
52,7,STANDARD,0.26743870973587036,5,1634.27197265625,0,280.4054260253906,R_A4,2018-09-12,0.0,32,280.4054260253906
51,8,STANDARD,0.19671586155891418,5,1636.875732421875,0,280.5120544433594,R_A4,2018-09-12,0.0,32,280.5120544433594
51,9,STANDARD,0.053975947201251984,4,1635.070556640625,0,280.3919677734375,R_A4,2018-09-12,0.0,32,280.3919677734375
51,10,STANDARD,0.05653372406959534,4,1637.278564453125,0,280.5923156738281,R_A4,2018-09-12,0.0,33,280.5923156738281
50,11,STANDARD,0.06029720604419708,4,1641.1068115234375,0,280.8187255859375,R_A4,2018-09-12,0.0,33,280.8187255859375
50,12,STANDARD,0.05891139432787895,4,1640.0269775390625,0,280.77142333984375,R_A4,2018-09-12,0.0,34,280.77142333984375
50,13,STANDARD,0.061293892562389374,4,1640.8695068359375,0,280.8191223144531,R_A4,2018-09-12,0.0,35,280.8191223144531
50,14,STANDARD,0.2213210016489029,3,1639.1014404296875,0,280.70147705078125,R_A4,2018-09-12,0.0,35,280.70147705078125
49,15,STANDARD,0.22868460416793823,3,1643.700439453125,0,280.96435546875,R_A4,2018-09-12,0.0,35,280.96435546875
49,16,STANDARD,0.2326836884021759,2,1641.9742431640625,0,280.8484802246094,R_A4,2018-09-12,0.0,35,280.8484802246094
49,17,STANDARD,0.08020137995481491,29,1644.6436767578125,0,278.8562927246094,R_A4,2018-09-12,0.0,36,278.8562927246094
48,18,STANDARD,0.057339854538440704,29,1644.9024658203125,0,278.5022277832031,R_A4,2018-09-12,0.0,36,278.5022277832031
48,19,STANDARD,0.13753052055835724,29,1650.23681640625,0,279.1681823730469,R_A4,2018-09-12,0.0,37,279.1681823730469
48,20,STANDARD,0.22300003468990326,29,1653.6878662109375,0,279.72943115234375,R_A4,2018-09-12,0.0,38,279.72943115234375
47,21,STANDARD,0.6694732308387756,29,1660.8282470703125,0,279.9037170410156,R_A4,2018-09-12,0.0,38,279.9037170410156
42,1,STANDARD,1.0,1,1694.246337890625,0,278.6204833984375,R_A6,2018-11-07,1.5578771996385687e-12,17,278.6204833984375
42,2,STANDARD,1.0,2,1695.778564453125,0,278.7618713378906,R_A6,2018-11-07,8.301956127762522e-13,17,278.7618713378906
42,3,STANDARD,1.0,3,1697.3109130859375,0,278.8992614746094,R_A6,2018-11-07,6.204927522311665e-13,17,278.8992614746094
42,4,STANDARD,1.0,4,1698.84326171875,0,279.03179931640625,R_A6,2018-11-07,5.098198339187343e-13,17,279.03179931640625
42,5,STANDARD,1.0,5,1700.37548828125,0,279.163330078125,R_A6,2018-11-07,7.936879777535599e-13,17,279.163330078125
42,6,STANDARD,1.0,6,1701.9078369140625,0,279.3003845214844,R_A6,2018-11-07,3.6969028532896075e-11,17,279.3003845214844
42,7,STANDARD,1.0,7,1703.440185546875,0,279.14471435546875,R_A6,2018-11-07,7.091005560511121e-11,17,279.14471435546875
42,8,STANDARD,1.0,8,1704.972412109375,0,279.2911071777344,R_A6,2018-11-07,4.4358898498852994e-11,17,279.2911071777344
42,9,STANDARD,1.0,9,1706.5047607421875,0,279.7424011230469,R_A6,2018-11-07,2.7696902930862688e-12,17,279.7424011230469
42,10,STANDARD,1.0,10,1708.037109375,0,279.59893798828125,R_A6,2018-11-07,2.4613489024716273e-10,17,279.59893798828125
42,11,STANDARD,1.0,11,1709.9427490234375,0,282.0066223144531,R_A6,2018-11-07,-1.7788773926108448e-12,17,282.0066223144531
