ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,5436433,747437,420381,293153,41275939
Valysar,CentralSouth,56075499,10053058,7190110,5014024,705974567
Valysar,CentralNorth,38490892,6073362,4163005,2903072,408752514
Valysar,NorthHorst,4548806,498573,197436,121275,23757775
Valysar,CentralRamp,14411556,2070618,1311188,914357,128741501
Valysar,CentralHorst,86128784,13643897,9926097,6921965,974612640
Valysar,EastLowland,3248853,539736,316099,220432,31036788
Therys,WestLowland,2573871,443870,206658,144113,20291067
Therys,CentralSouth,9319334,2185987,1325032,924011,130100729
Therys,CentralNorth,22333743,4363727,2531409,1765278,248551191
Therys,NorthHorst,11124680,1548733,593050,364282,71362766
Therys,CentralRamp,6879400,1676628,1258547,877648,123572849
Therys,CentralHorst,31814316,7733000,6050209,4219114,594051267
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,367629,58831,31657,22076,3108275
Volon,CentralSouth,23660039,4391161,3276458,2284838,321705250
Volon,CentralNorth,7127912,1057413,606507,422948,59551023
Volon,NorthHorst,6535780,1230819,937642,575947,112827988
Volon,CentralRamp,10744244,1742699,1238482,863655,121602662
Volon,CentralHorst,80742879,14272443,11571777,8069580,1136196854
Volon,EastLowland,0,0,0,0,0
