Project name			: /private/asny/Desktop/reek/resmod/ff/2019a/r001/rms/model/reek.rms11.0.1
Date				: 2020.02.19 16:23:27
Grid model name			: Simgrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       247166739.08         44744627.99         35268341.63         22181346.59
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  247166739.08         44744627.99         35268341.63         22181346.59
MidReek    1                       188859573.78         37455612.13         29892414.66         18800260.49
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  188859573.78         37455612.13         29892414.66         18800260.49
LowerReek  1                       141813103.95         27563687.84         21734025.42         13669198.13
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                  141813103.95         27563687.84         21734025.42         13669198.13
Totals     1                       577839416.82        109763927.96         86894781.70         54650805.20
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  577839416.82        109763927.96         86894781.70         54650805.20
