DEPTH,CONJPOS,SGAS,WELL,CONBPRES,SWAT,DRAWDOWN,DATE,CONIDX,CONIPOS,WELLMODEL,CONKPOS,PRESSURE
1673.4130859375,29,0.0,R_A2,302.9639892578125,0.9084723591804504,0,2018-01-01,18,22,STANDARD,17,302.9639892578125
1675.29541015625,29,0.0,R_A2,303.09027099609375,0.9809287786483765,0,2018-01-01,19,22,STANDARD,18,303.09027099609375
1677.013671875,29,0.0,R_A2,303.20556640625,0.7288076877593994,0,2018-01-01,20,22,STANDARD,26,303.20556640625
1678.7794189453125,29,0.0,R_A2,303.32403564453125,0.6589748859405518,0,2018-01-01,21,22,STANDARD,27,303.32403564453125
1680.545166015625,29,0.0,R_A2,303.4425048828125,0.4872357249259949,0,2018-01-01,22,22,STANDARD,28,303.4425048828125
1682.3109130859375,29,0.0,R_A2,303.89251708984375,1.0,0,2018-01-01,23,22,STANDARD,29,303.89251708984375
1684.07666015625,29,0.0,R_A2,304.0598449707031,1.0,0,2018-01-01,24,22,STANDARD,30,304.0598449707031
1608.801025390625,41,0.0,R_A3,298.6314697265625,0.6481541991233826,0,2018-01-01,1,28,STANDARD,1,298.6314697265625
1610.7935791015625,41,0.0,R_A3,298.7650146484375,0.19176897406578064,0,2018-01-01,2,28,STANDARD,2,298.7650146484375
1612.7861328125,41,0.0,R_A3,298.8985595703125,0.11823459714651108,0,2018-01-01,3,28,STANDARD,3,298.8985595703125
1605.4542236328125,41,0.0,R_A3,298.40716552734375,0.15958018600940704,0,2018-01-01,4,29,STANDARD,3,298.40716552734375
1607.4595947265625,41,0.0,R_A3,298.54156494140625,0.1356676071882248,0,2018-01-01,5,29,STANDARD,4,298.54156494140625
1609.4649658203125,41,0.0,R_A3,298.67596435546875,0.8070758581161499,0,2018-01-01,6,29,STANDARD,5,298.67596435546875
1611.47021484375,41,0.0,R_A3,298.81036376953125,0.6481541991233826,0,2018-01-01,7,29,STANDARD,6,298.81036376953125
1613.4755859375,41,0.0,R_A3,298.94476318359375,0.19442257285118103,0,2018-01-01,8,29,STANDARD,7,298.94476318359375
1615.48095703125,41,0.0,R_A3,299.07916259765625,0.1953740268945694,0,2018-01-01,9,29,STANDARD,8,299.07916259765625
1617.486328125,41,0.0,R_A3,299.2135925292969,0.7997049689292908,0,2018-01-01,10,29,STANDARD,9,299.2135925292969
1619.49169921875,41,0.0,R_A3,299.3479919433594,0.801327109336853,0,2018-01-01,11,29,STANDARD,10,299.3479919433594
1621.6204833984375,41,0.0,R_A3,299.4906921386719,0.05019216611981392,0,2018-01-01,12,29,STANDARD,11,299.4906921386719
1623.8726806640625,41,0.0,R_A3,299.64166259765625,0.054454319179058075,0,2018-01-01,13,29,STANDARD,12,299.64166259765625
1626.124755859375,41,0.0,R_A3,299.7926330566406,0.3654174506664276,0,2018-01-01,14,29,STANDARD,13,299.7926330566406
1630.629150390625,41,0.0,R_A3,300.0946044921875,0.4789384603500366,0,2018-01-01,15,29,STANDARD,15,300.0946044921875
1632.4287109375,41,0.0,R_A3,300.21527099609375,0.8061406016349792,0,2018-01-01,16,29,STANDARD,16,300.21527099609375
1634.840576171875,41,0.0,R_A3,300.3769836425781,1.0,0,2018-01-01,17,29,STANDARD,26,300.3769836425781
1638.3175048828125,41,0.0,R_A3,300.610107421875,0.04243144765496254,0,2018-01-01,18,29,STANDARD,27,300.610107421875
1641.79443359375,41,0.0,R_A3,300.8432312011719,0.04905365779995918,0,2018-01-01,19,29,STANDARD,28,300.8432312011719
1645.2713623046875,41,0.0,R_A3,301.0763854980469,0.7915087938308716,0,2018-01-01,20,29,STANDARD,29,301.0763854980469
1648.748291015625,41,0.0,R_A3,301.3095397949219,0.09699037671089172,0,2018-01-01,21,29,STANDARD,30,301.3095397949219
1630.3427734375,52,0.0,R_A4,300.0754089355469,0.048491042107343674,0,2018-01-01,1,30,STANDARD,1,300.0754089355469
1625.857421875,52,0.0,R_A4,299.77471923828125,0.04752989858388901,0,2018-01-01,2,31,STANDARD,1,299.77471923828125
1627.9185791015625,52,0.0,R_A4,299.91290283203125,0.04832526668906212,0,2018-01-01,3,31,STANDARD,2,299.91290283203125
1629.9798583984375,52,0.0,R_A4,300.05108642578125,0.048929184675216675,0,2018-01-01,4,31,STANDARD,3,300.05108642578125
1632.041015625,52,0.0,R_A4,300.18927001953125,0.05124988034367561,0,2018-01-01,5,31,STANDARD,4,300.18927001953125
1634.1021728515625,52,0.0,R_A4,300.32745361328125,0.053399454802274704,0,2018-01-01,6,31,STANDARD,5,300.32745361328125
1633.509033203125,52,0.0,R_A4,300.2876892089844,0.0551711805164814,0,2018-01-01,7,32,STANDARD,5,300.2876892089844
1636.4998779296875,51,0.0,R_A4,300.48822021484375,0.05621293559670448,0,2018-01-01,8,32,STANDARD,5,300.48822021484375
1634.6807861328125,51,0.0,R_A4,300.36627197265625,0.05484417825937271,0,2018-01-01,9,32,STANDARD,4,300.36627197265625
1635.9442138671875,51,0.0,R_A4,300.4509582519531,0.05662640556693077,0,2018-01-01,10,33,STANDARD,4,300.4509582519531
1637.798583984375,51,0.0,R_A4,300.5752868652344,0.057340845465660095,0,2018-01-01,11,33,STANDARD,5,300.5752868652344
1643.405517578125,50,0.0,R_A4,300.9512634277344,0.0611979104578495,0,2018-01-01,12,33,STANDARD,5,300.9512634277344
1641.40185546875,50,0.0,R_A4,300.8169250488281,0.060351841151714325,0,2018-01-01,13,34,STANDARD,5,300.8169250488281
1639.54052734375,50,0.0,R_A4,300.6921081542969,0.061750952154397964,0,2018-01-01,14,34,STANDARD,4,300.6921081542969
1640.9295654296875,50,0.0,R_A4,300.7852478027344,0.05986509099602699,0,2018-01-01,15,35,STANDARD,4,300.7852478027344
1639.1412353515625,50,0.0,R_A4,300.66534423828125,0.220539852976799,0,2018-01-01,16,35,STANDARD,3,300.66534423828125
1644.1500244140625,49,0.0,R_A4,301.0011901855469,0.2324867844581604,0,2018-01-01,17,35,STANDARD,3,301.0011901855469
1642.3619384765625,49,0.0,R_A4,300.88128662109375,0.22588896751403809,0,2018-01-01,18,35,STANDARD,2,300.88128662109375
1642.38623046875,49,0.0,R_A4,300.8829040527344,0.17844198644161224,0,2018-01-01,19,36,STANDARD,29,300.8829040527344
1641.991943359375,48,0.0,R_A4,300.8564758300781,0.09458054602146149,0,2018-01-01,20,36,STANDARD,29,300.8564758300781
1647.143798828125,48,0.0,R_A4,301.20196533203125,0.6481541991233826,0,2018-01-01,21,37,STANDARD,29,301.20196533203125
1653.0823974609375,48,0.0,R_A4,301.6002197265625,0.25296729803085327,0,2018-01-01,22,38,STANDARD,29,301.6002197265625
1660.42724609375,47,0.0,R_A4,302.0928649902344,1.0,0,2018-01-01,23,38,STANDARD,29,302.0928649902344
1686.2305908203125,20,0.0,R_A5,303.95819091796875,1.0,0,2018-01-01,1,31,STANDARD,1,303.95819091796875
1688.396728515625,20,0.0,R_A5,304.1634521484375,1.0,0,2018-01-01,2,31,STANDARD,2,304.1634521484375
1690.5628662109375,20,0.0,R_A5,304.36871337890625,1.0,0,2018-01-01,3,31,STANDARD,3,304.36871337890625
1692.7288818359375,20,0.0,R_A5,304.5740051269531,1.0,0,2018-01-01,4,31,STANDARD,4,304.5740051269531
1694.89501953125,20,0.0,R_A5,304.7792663574219,1.0,0,2018-01-01,5,31,STANDARD,5,304.7792663574219
1697.0611572265625,20,0.0,R_A5,304.9845275878906,1.0,0,2018-01-01,6,31,STANDARD,6,304.9845275878906
1699.227294921875,20,0.0,R_A5,305.49560546875,1.0,0,2018-01-01,7,31,STANDARD,7,305.49560546875
1701.393310546875,20,0.0,R_A5,305.7008972167969,1.0,0,2018-01-01,8,31,STANDARD,8,305.7008972167969
1699.451904296875,21,0.0,R_A5,305.21124267578125,1.0,0,2018-01-01,9,31,STANDARD,11,305.21124267578125
1701.5054931640625,21,0.0,R_A5,305.4058532714844,1.0,0,2018-01-01,10,31,STANDARD,12,305.4058532714844
1703.55908203125,21,0.0,R_A5,305.6124267578125,1.0,0,2018-01-01,11,31,STANDARD,13,305.6124267578125
1705.612548828125,21,0.0,R_A5,305.8070373535156,1.0,0,2018-01-01,12,31,STANDARD,14,305.8070373535156
1707.6661376953125,21,0.0,R_A5,306.00164794921875,1.0,0,2018-01-01,13,31,STANDARD,15,306.00164794921875
1709.7196044921875,21,0.0,R_A5,306.3412780761719,1.0,0,2018-01-01,14,31,STANDARD,16,306.3412780761719
1711.773193359375,21,0.0,R_A5,306.535888671875,1.0,0,2018-01-01,15,31,STANDARD,17,306.535888671875
1713.259033203125,21,0.0,R_A5,306.6767272949219,1.0,0,2018-01-01,16,31,STANDARD,18,306.6767272949219
1713.95166015625,21,0.0,R_A5,306.74237060546875,1.0,0,2018-01-01,17,31,STANDARD,19,306.74237060546875
1715.3421630859375,21,0.0,R_A5,306.717041015625,1.0,0,2018-01-01,18,31,STANDARD,26,306.717041015625
1717.6561279296875,21,0.0,R_A5,306.93634033203125,1.0,0,2018-01-01,19,31,STANDARD,27,306.93634033203125
1719.9700927734375,21,0.0,R_A5,307.4614562988281,1.0,0,2018-01-01,20,31,STANDARD,28,307.4614562988281
1722.2840576171875,21,0.0,R_A5,307.6807556152344,1.0,0,2018-01-01,21,31,STANDARD,29,307.6807556152344
1724.5980224609375,21,0.0,R_A5,307.9000549316406,1.0,0,2018-01-01,22,31,STANDARD,30,307.9000549316406
1694.63525390625,42,0.0,R_A6,305.0604248046875,1.0,0,2018-01-01,1,17,STANDARD,1,305.0604248046875
1696.1815185546875,42,0.0,R_A6,305.20697021484375,1.0,0,2018-01-01,2,17,STANDARD,2,305.20697021484375
1697.7279052734375,42,0.0,R_A6,305.353515625,1.0,0,2018-01-01,3,17,STANDARD,3,305.353515625
1699.2742919921875,42,0.0,R_A6,305.50006103515625,1.0,0,2018-01-01,4,17,STANDARD,4,305.50006103515625
1700.820556640625,42,0.0,R_A6,305.6466064453125,1.0,0,2018-01-01,5,17,STANDARD,5,305.6466064453125
1702.3668212890625,42,0.0,R_A6,305.79315185546875,1.0,0,2018-01-01,6,17,STANDARD,6,305.79315185546875
1703.9132080078125,42,0.0,R_A6,305.640625,1.0,0,2018-01-01,7,17,STANDARD,7,305.640625
1705.4595947265625,42,0.0,R_A6,305.7872009277344,1.0,0,2018-01-01,8,17,STANDARD,8,305.7872009277344
1707.005859375,42,0.0,R_A6,306.2327880859375,1.0,0,2018-01-01,9,17,STANDARD,9,306.2327880859375
1708.55224609375,42,0.0,R_A6,306.37933349609375,1.0,0,2018-01-01,10,17,STANDARD,10,306.37933349609375
1710.477294921875,42,0.0,R_A6,306.256103515625,1.0,0,2018-01-01,11,17,STANDARD,11,306.256103515625
1712.7808837890625,42,0.0,R_A6,306.47442626953125,1.0,0,2018-01-01,12,17,STANDARD,12,306.47442626953125
1715.08447265625,42,0.0,R_A6,306.7047119140625,1.0,0,2018-01-01,13,17,STANDARD,13,306.7047119140625
1717.387939453125,42,0.0,R_A6,306.92303466796875,1.0,0,2018-01-01,14,17,STANDARD,14,306.92303466796875
1719.691650390625,42,0.0,R_A6,307.141357421875,1.0,0,2018-01-01,15,17,STANDARD,15,307.141357421875
1721.9952392578125,42,0.0,R_A6,307.50469970703125,1.0,0,2018-01-01,16,17,STANDARD,16,307.50469970703125
1724.298828125,42,0.0,R_A6,307.7230224609375,1.0,0,2018-01-01,17,17,STANDARD,17,307.7230224609375
1725.856689453125,42,0.0,R_A6,307.87066650390625,1.0,0,2018-01-01,18,17,STANDARD,18,307.87066650390625
1727.125,42,0.0,R_A6,307.8337707519531,1.0,0,2018-01-01,19,17,STANDARD,26,307.8337707519531
1728.849365234375,42,0.0,R_A6,308.3030090332031,1.0,0,2018-01-01,20,17,STANDARD,27,308.3030090332031
1730.5736083984375,42,0.0,R_A6,308.4664306640625,1.0,0,2018-01-01,21,17,STANDARD,28,308.4664306640625
1732.2978515625,42,0.0,R_A6,308.6298522949219,1.0,0,2018-01-01,22,17,STANDARD,29,308.6298522949219
1734.0220947265625,42,0.0,R_A6,308.48748779296875,1.0,0,2018-01-01,23,17,STANDARD,30,308.48748779296875
1640.703125,30,0.0,R_A2,298.3736877441406,0.05297986790537834,0,2018-03-01,1,22,STANDARD,1,298.3736877441406
1642.4501953125,30,0.0,R_A2,298.4908142089844,0.054384857416152954,0,2018-03-01,2,22,STANDARD,2,298.4908142089844
1644.1973876953125,30,0.0,R_A2,298.6079406738281,0.057632628828287125,0,2018-03-01,3,22,STANDARD,3,298.6079406738281
1645.944580078125,30,0.0,R_A2,298.72509765625,0.06380689144134521,0,2018-03-01,4,22,STANDARD,4,298.72509765625
1647.6917724609375,30,0.0,R_A2,298.84222412109375,0.06675619632005692,0,2018-03-01,5,22,STANDARD,5,298.84222412109375
1649.43896484375,30,0.0,R_A2,299.0377197265625,0.317976176738739,0,2018-03-01,6,22,STANDARD,6,299.0377197265625
1651.1861572265625,30,0.0,R_A2,299.3990478515625,0.8630449771881104,0,2018-03-01,7,22,STANDARD,7,299.3990478515625
1652.933349609375,30,0.0,R_A2,299.62347412109375,0.6483188271522522,0,2018-03-01,8,22,STANDARD,8,299.62347412109375
1654.680419921875,30,0.0,R_A2,299.7876892089844,0.12012656033039093,0,2018-03-01,9,22,STANDARD,9,299.7876892089844
1656.4276123046875,30,0.0,R_A2,299.90478515625,0.13749289512634277,0,2018-03-01,10,22,STANDARD,10,299.90478515625
1658.316650390625,30,0.0,R_A2,300.0238952636719,0.06716163456439972,0,2018-03-01,11,22,STANDARD,11,300.0238952636719
1660.347412109375,30,0.0,R_A2,300.1600341796875,0.07155392318964005,0,2018-03-01,12,22,STANDARD,12,300.1600341796875
1662.378173828125,30,0.0,R_A2,300.296630859375,0.42665767669677734,0,2018-03-01,13,22,STANDARD,13,300.296630859375
1664.408935546875,30,0.0,R_A2,300.4338073730469,0.4685305953025818,0,2018-03-01,14,22,STANDARD,14,300.4338073730469
1666.439697265625,30,0.0,R_A2,300.5757141113281,0.900262176990509,0,2018-03-01,15,22,STANDARD,15,300.5757141113281
1668.4705810546875,30,0.0,R_A2,300.7175598144531,0.9172577261924744,0,2018-03-01,16,22,STANDARD,16,300.7175598144531
1670.5013427734375,30,0.0,R_A2,300.8577575683594,0.8776285648345947,0,2018-03-01,17,22,STANDARD,17,300.8577575683594
1673.4130859375,29,0.0,R_A2,301.0928649902344,0.9084200263023376,0,2018-03-01,18,22,STANDARD,17,301.0928649902344
1675.29541015625,29,0.0,R_A2,301.2190856933594,0.9809178709983826,0,2018-03-01,19,22,STANDARD,18,301.2190856933594
1677.013671875,29,0.0,R_A2,303.1460876464844,0.7288100123405457,0,2018-03-01,20,22,STANDARD,26,303.1460876464844
1678.7794189453125,29,0.0,R_A2,302.12115478515625,0.6593093872070312,0,2018-03-01,21,22,STANDARD,27,302.12115478515625
1680.545166015625,29,0.0,R_A2,302.2474365234375,0.4858105778694153,0,2018-03-01,22,22,STANDARD,28,302.2474365234375
1682.3109130859375,29,0.0,R_A2,302.6629638671875,0.9999963641166687,0,2018-03-01,23,22,STANDARD,29,302.6629638671875
1684.07666015625,29,-2.2332078408737743e-09,R_A2,302.91302490234375,1.0,0,2018-03-01,24,22,STANDARD,30,302.91302490234375
1686.2305908203125,20,-8.569537301994501e-10,R_A5,283.86285400390625,1.0,0,2018-04-28,1,31,STANDARD,1,283.86285400390625
1688.396728515625,20,-9.074682116860799e-10,R_A5,284.06787109375,1.0,0,2018-04-28,2,31,STANDARD,2,284.06787109375
1690.5628662109375,20,-1.0123722971044913e-09,R_A5,284.2728271484375,1.0,0,2018-04-28,3,31,STANDARD,3,284.2728271484375
1692.7288818359375,20,-1.0949848805452689e-09,R_A5,284.4776916503906,1.0,0,2018-04-28,4,31,STANDARD,4,284.4776916503906
1694.89501953125,20,-8.940824192116281e-10,R_A5,284.6823425292969,1.0,0,2018-04-28,5,31,STANDARD,5,284.6823425292969
1697.0611572265625,20,-5.82708381546837e-10,R_A5,284.886962890625,1.0,0,2018-04-28,6,31,STANDARD,6,284.886962890625
1699.227294921875,20,-3.793338473195851e-12,R_A5,285.39013671875,1.0,0,2018-04-28,7,31,STANDARD,7,285.39013671875
1701.393310546875,20,-4.34970852739025e-12,R_A5,285.5908203125,1.0,0,2018-04-28,8,31,STANDARD,8,285.5908203125
1699.451904296875,21,-2.2951083741840073e-11,R_A5,277.81646728515625,1.0,0,2018-04-28,9,31,STANDARD,11,277.81646728515625
1701.5054931640625,21,-2.3068550542015842e-11,R_A5,278.010986328125,1.0,0,2018-04-28,10,31,STANDARD,12,278.010986328125
1703.55908203125,21,-1.0222589918659764e-12,R_A5,278.21832275390625,1.0,0,2018-04-28,11,31,STANDARD,13,278.21832275390625
1705.612548828125,21,-1.6037288684545015e-12,R_A5,278.4145812988281,1.0,0,2018-04-28,12,31,STANDARD,14,278.4145812988281
1707.6661376953125,21,-3.317677892394205e-13,R_A5,278.61065673828125,1.0,0,2018-04-28,13,31,STANDARD,15,278.61065673828125
1709.7196044921875,21,-6.508808520367532e-14,R_A5,278.9569396972656,1.0,0,2018-04-28,14,31,STANDARD,16,278.9569396972656
1711.773193359375,21,-7.941137168416407e-14,R_A5,279.15924072265625,1.0,0,2018-04-28,15,31,STANDARD,17,279.15924072265625
1713.259033203125,21,-7.06496289964477e-14,R_A5,279.3021545410156,1.0,0,2018-04-28,16,31,STANDARD,18,279.3021545410156
1713.95166015625,21,0.0,R_A5,279.3681640625,1.0,0,2018-04-28,17,31,STANDARD,19,279.3681640625
1715.3421630859375,21,-4.242565432538252e-14,R_A5,283.81634521484375,1.0,0,2018-04-28,18,31,STANDARD,26,283.81634521484375
1717.6561279296875,21,-2.333760422868099e-14,R_A5,284.0059814453125,1.0,0,2018-04-28,19,31,STANDARD,27,284.0059814453125
1719.9700927734375,21,-1.4906954326845106e-22,R_A5,306.88641357421875,1.0,0,2018-04-28,20,31,STANDARD,28,306.88641357421875
1722.2840576171875,21,-6.56034793696523e-24,R_A5,307.59722900390625,1.0,0,2018-04-28,21,31,STANDARD,29,307.59722900390625
1724.5980224609375,21,-3.2936084176099485e-25,R_A5,307.867919921875,1.0,0,2018-04-28,22,31,STANDARD,30,307.867919921875
1608.801025390625,41,0.0,R_A3,274.85418701171875,0.6500416994094849,0,2018-07-03,1,28,STANDARD,1,274.85418701171875
1610.7935791015625,41,0.0,R_A3,274.98675537109375,0.19221745431423187,0,2018-07-03,2,28,STANDARD,2,274.98675537109375
1612.7861328125,41,0.0,R_A3,275.1194763183594,0.11867252737283707,0,2018-07-03,3,28,STANDARD,3,275.1194763183594
1605.4542236328125,41,0.0,R_A3,274.596435546875,0.16072262823581696,0,2018-07-03,4,29,STANDARD,3,274.596435546875
1607.4595947265625,41,0.0,R_A3,274.73004150390625,0.13676728308200836,0,2018-07-03,5,29,STANDARD,4,274.73004150390625
1609.4649658203125,41,0.0,R_A3,274.9842834472656,0.8043484687805176,0,2018-07-03,6,29,STANDARD,5,274.9842834472656
1611.47021484375,41,0.0,R_A3,275.1090393066406,0.6497046947479248,0,2018-07-03,7,29,STANDARD,6,275.1090393066406
1613.4755859375,41,0.0,R_A3,275.2554016113281,0.1961062252521515,0,2018-07-03,8,29,STANDARD,7,275.2554016113281
1615.48095703125,41,0.0,R_A3,275.3891296386719,0.1973974108695984,0,2018-07-03,9,29,STANDARD,8,275.3891296386719
1617.486328125,41,0.0,R_A3,275.6520080566406,0.7984074950218201,0,2018-07-03,10,29,STANDARD,9,275.6520080566406
1619.49169921875,41,0.0,R_A3,278.1328125,0.7994817495346069,0,2018-07-03,11,29,STANDARD,10,278.1328125
1621.6204833984375,41,0.0,R_A3,291.68780517578125,0.05024329200387001,0,2018-07-03,12,29,STANDARD,11,291.68780517578125
1623.8726806640625,41,0.0,R_A3,291.8385009765625,0.05450762063264847,0,2018-07-03,13,29,STANDARD,12,291.8385009765625
1626.124755859375,41,0.0,R_A3,291.9896240234375,0.3656686544418335,0,2018-07-03,14,29,STANDARD,13,291.9896240234375
1630.629150390625,41,0.0,R_A3,293.2370910644531,0.47902247309684753,0,2018-07-03,15,29,STANDARD,15,293.2370910644531
1632.4287109375,41,0.0,R_A3,293.36444091796875,0.8057445883750916,0,2018-07-03,16,29,STANDARD,16,293.36444091796875
1634.840576171875,41,0.0,R_A3,286.9979553222656,0.9999403357505798,0,2018-07-03,17,29,STANDARD,26,286.9979553222656
1638.3175048828125,41,0.0,R_A3,285.9761047363281,0.042633410543203354,0,2018-07-03,18,29,STANDARD,27,285.9761047363281
1641.79443359375,41,0.0,R_A3,286.2084045410156,0.04921218380331993,0,2018-07-03,19,29,STANDARD,28,286.2084045410156
1645.2713623046875,41,0.0,R_A3,290.3686828613281,0.7908767461776733,0,2018-07-03,20,29,STANDARD,29,290.3686828613281
1648.748291015625,41,0.0,R_A3,286.5381774902344,0.097702257335186,0,2018-07-03,21,29,STANDARD,30,286.5381774902344
1630.3427734375,52,0.0,R_A4,279.2556457519531,0.04858609661459923,0,2018-09-12,1,30,STANDARD,1,279.2556457519531
1625.857421875,52,0.0,R_A4,278.99359130859375,0.04765217378735542,0,2018-09-12,2,31,STANDARD,1,278.99359130859375
1627.9185791015625,52,0.0,R_A4,279.1310119628906,0.04845638945698738,0,2018-09-12,3,31,STANDARD,2,279.1310119628906
1629.9798583984375,52,0.0,R_A4,279.2684326171875,0.04907091334462166,0,2018-09-12,4,31,STANDARD,3,279.2684326171875
1632.041015625,52,0.0,R_A4,279.40582275390625,0.05139912664890289,0,2018-09-12,5,31,STANDARD,4,279.40582275390625
1634.1021728515625,52,0.0,R_A4,279.5432434082031,0.05355946719646454,0,2018-09-12,6,31,STANDARD,5,279.5432434082031
1633.509033203125,52,0.0,R_A4,279.53363037109375,0.05526682361960411,0,2018-09-12,7,32,STANDARD,5,279.53363037109375
1636.4998779296875,51,0.0,R_A4,279.69140625,0.05641920119524002,0,2018-09-12,8,32,STANDARD,5,279.69140625
1634.6807861328125,51,0.0,R_A4,279.57012939453125,0.055036891251802444,0,2018-09-12,9,32,STANDARD,4,279.57012939453125
1635.9442138671875,51,0.0,R_A4,279.682373046875,0.05678751692175865,0,2018-09-12,10,33,STANDARD,4,279.682373046875
1637.798583984375,51,0.0,R_A4,279.8060302734375,0.05750235915184021,0,2018-09-12,11,33,STANDARD,5,279.8060302734375
1643.405517578125,50,0.0,R_A4,280.15673828125,0.061425819993019104,0,2018-09-12,12,33,STANDARD,5,280.15673828125
1641.40185546875,50,0.0,R_A4,280.02215576171875,0.0604461133480072,0,2018-09-12,13,34,STANDARD,5,280.02215576171875
1639.54052734375,50,0.0,R_A4,279.89801025390625,0.061988797038793564,0,2018-09-12,14,34,STANDARD,4,279.89801025390625
1640.9295654296875,50,0.0,R_A4,279.9591979980469,0.0599561408162117,0,2018-09-12,15,35,STANDARD,4,279.9591979980469
1639.1412353515625,50,0.0,R_A4,279.840087890625,0.22096006572246552,0,2018-09-12,16,35,STANDARD,3,279.840087890625
1644.1500244140625,49,0.0,R_A4,280.15179443359375,0.23262983560562134,0,2018-09-12,17,35,STANDARD,3,280.15179443359375
1642.3619384765625,49,0.0,R_A4,280.029541015625,0.226173534989357,0,2018-09-12,18,35,STANDARD,2,280.029541015625
1642.38623046875,49,0.0,R_A4,273.8055114746094,0.1998828500509262,0,2018-09-12,19,36,STANDARD,29,273.8055114746094
1641.991943359375,48,0.0,R_A4,273.29815673828125,0.10016795247793198,0,2018-09-12,20,36,STANDARD,29,273.29815673828125
1647.143798828125,48,0.0,R_A4,274.1689758300781,0.6864972114562988,0,2018-09-12,21,37,STANDARD,29,274.1689758300781
1653.0823974609375,48,0.0,R_A4,275.4379577636719,0.248421773314476,0,2018-09-12,22,38,STANDARD,29,275.4379577636719
1660.42724609375,47,-7.683246400214117e-12,R_A4,279.38446044921875,1.0,0,2018-09-12,23,38,STANDARD,29,279.38446044921875
1694.63525390625,42,-2.9989081964248987e-12,R_A6,276.2055358886719,1.0,0,2018-11-07,1,17,STANDARD,1,276.2055358886719
1696.1815185546875,42,-1.6606603245317153e-12,R_A6,276.3509216308594,1.0,0,2018-11-07,2,17,STANDARD,2,276.3509216308594
1697.7279052734375,42,-1.5012301297911979e-12,R_A6,276.4942626953125,1.0,0,2018-11-07,3,17,STANDARD,3,276.4942626953125
1699.2742919921875,42,-1.1862866374987013e-12,R_A6,276.6343994140625,1.0,0,2018-11-07,4,17,STANDARD,4,276.6343994140625
1700.820556640625,42,-1.9367656350216533e-12,R_A6,276.77264404296875,1.0,0,2018-11-07,5,17,STANDARD,5,276.77264404296875
1702.3668212890625,42,-9.748398616116205e-11,R_A6,276.91357421875,1.0,0,2018-11-07,6,17,STANDARD,6,276.91357421875
1703.9132080078125,42,-1.9606402612559748e-10,R_A6,276.7595520019531,1.0,0,2018-11-07,7,17,STANDARD,7,276.7595520019531
1705.4595947265625,42,-1.4305685802629142e-10,R_A6,276.90576171875,1.0,0,2018-11-07,8,17,STANDARD,8,276.90576171875
1707.005859375,42,-7.221662937789697e-12,R_A6,277.3523864746094,1.0,0,2018-11-07,9,17,STANDARD,9,277.3523864746094
1708.55224609375,42,-2.6754505728920908e-12,R_A6,277.708984375,1.0,0,2018-11-07,10,17,STANDARD,10,277.708984375
1710.477294921875,42,-7.2010431471924985e-12,R_A6,281.21282958984375,1.0,0,2018-11-07,11,17,STANDARD,11,281.21282958984375
