order,utm_x,utm_y,measured_depth,true_vertical_depth,zone,pressure,swat,sgas,soil,valid_zone,is_active,i,j,k,well,time
0,460994.9,5933813.29,1697.9,1648.9,Valysar,298.8681945800781,0.06063871085643768,0.0,0.9393612891435623,True,True,21,29,2,R_A2,2018-03-01
0,462753.44,5932869.64,1673.4,1624.4,Therys,281.944091796875,0.054432086646556854,0.0,0.9455679133534431,True,True,28,40,11,R_A3,2018-07-03
1,462753.44,5932869.64,1690.7,1641.7,Volon,283.1398010253906,0.12010208517313004,0.0,0.87989791482687,True,True,28,40,28,R_A3,2018-07-03
0,464008.822,5931878.919,2578.7,1634.538,Valysar,276.3447570800781,0.11261550337076187,0.0,0.8873844966292381,True,True,31,50,3,R_A4,2018-09-12
1,464291.761,5932429.155,3197.5,1643.655,Volon,280.11871337890625,0.23923850059509277,0.0,0.7607614994049072,True,True,35,48,29,R_A4,2018-09-12
0,461519.21,5935692.65,1737.8,1688.8,Valysar,274.2099914550781,1.0,-1.5579703326051852e-13,1.5579703326051852e-13,True,True,30,19,2,R_A5,2018-04-28
1,461519.21,5935692.65,1769.1,1720.1,Volon,276.55206298828125,1.0,-2.132538286583885e-12,2.132538286583885e-12,True,True,30,20,27,R_A5,2018-04-28
0,461292.74,5931883.26,1759.9,1710.9,Therys,274.6415100097656,1.0,-2.3498793010356706e-16,2.3498793010356706e-16,True,True,16,41,10,R_A6,2018-11-07
1,461292.74,5931883.26,1777.4,1728.4,Volon,276.54388427734375,1.0,-2.588279388192045e-22,2.588279388192045e-22,True,True,16,41,27,R_A6,2018-11-07
