ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,4616571,709960,367614,256356,36094897
Valysar,CentralSouth,70829338,12562379,9277220,6469470,910901417
Valysar,CentralNorth,40507864,7081621,5217859,3638675,512325392
Valysar,NorthHorst,3556474,433216,154188,94710,18553664
Valysar,CentralRamp,13556941,1923039,1327671,925851,130359853
Valysar,CentralHorst,86288754,13731190,10142496,7072871,995860208
Valysar,EastLowland,144385,17252,1000,697,98169
Therys,WestLowland,1488407,251487,110628,77146,10862180
Therys,CentralSouth,21188111,4763537,3063390,2136255,300784759
Therys,CentralNorth,18809384,3787766,2255636,1572968,221473941
Therys,NorthHorst,6429379,844593,294420,180848,35428063
Therys,CentralRamp,6499331,1457695,1165379,812677,114424914
Therys,CentralHorst,29213744,7147117,5588293,3896996,548697107
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,69461,8216,1009,704,99106
Volon,CentralSouth,39445910,7532570,5562180,3878787,546133214
Volon,CentralNorth,6222416,946514,593460,413849,58269988
Volon,NorthHorst,4380263,829960,608796,373953,73257400
Volon,CentralRamp,12561163,2339462,1827743,1274577,179460429
Volon,CentralHorst,81492339,15050149,12002393,8369870,1178477654
Volon,EastLowland,0,0,0,0,0
