ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,14097402,2688981,1798397,1254112,176578979
Valysar,CentralSouth,68345320,11943108,8758649,6107845,859984584
Valysar,CentralNorth,36977873,6360585,4706674,3282200,462133724
Valysar,NorthHorst,4057167,569075,332701,204362,40034520
Valysar,CentralRamp,14174707,2310527,1611437,1123736,158222003
Valysar,CentralHorst,87113605,14504741,11146826,7773240,1094472197
Valysar,EastLowland,0,0,0,0,0
Therys,WestLowland,3961336,742352,414915,289341,40739240
Therys,CentralSouth,12667293,3190997,1942679,1354728,190745659
Therys,CentralNorth,20519314,3983439,2294866,1600325,225325789
Therys,NorthHorst,5210326,753364,331218,203451,39855976
Therys,CentralRamp,6910718,1641145,1182904,824898,116145695
Therys,CentralHorst,31805629,7517808,5783228,4032934,567837178
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,415737,68783,44837,31267,4402435
Volon,CentralSouth,32442515,5942353,4494159,3134002,441267530
Volon,CentralNorth,3923705,541022,267235,186357,26239012
Volon,NorthHorst,3041632,573104,437034,268448,52589029
Volon,CentralRamp,11623398,1984381,1391612,970440,136638019
Volon,CentralHorst,81572568,14581898,11865513,8274416,1165037833
Volon,EastLowland,0,0,0,0,0
