ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,14072053,2673533,1679108,1170926,164866428
Valysar,CentralSouth,68388395,11940434,8662159,6040557,850510496
Valysar,CentralNorth,36985644,6357607,4650069,3242726,456575853
Valysar,NorthHorst,4048768,570240,310751,190879,37393173
Valysar,CentralRamp,14175961,2310788,1611648,1123883,158242711
Valysar,CentralHorst,87111757,14501908,11084483,7729765,1088350996
Valysar,EastLowland,0,0,0,0,0
Therys,WestLowland,3946132,744875,365018,254545,35840001
Therys,CentralSouth,12653067,3179280,1868513,1303008,183463488
Therys,CentralNorth,20507496,3982245,2248603,1568063,220783300
Therys,NorthHorst,5227135,758443,314642,193269,37861430
Therys,CentralRamp,6911720,1640454,1182843,824856,116139692
Therys,CentralHorst,31814222,7514171,5765600,4020642,566106347
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,409838,69777,41147,28694,4040120
Volon,CentralSouth,32426770,5989774,4307309,3003703,422921327
Volon,CentralNorth,3927829,547674,242052,168795,23766289
Volon,NorthHorst,3031738,567047,408425,250875,49146467
Volon,CentralRamp,11633514,1989917,1360498,948743,133583031
Volon,CentralHorst,81586264,14597013,11785709,8218765,1157202133
Volon,EastLowland,0,0,0,0,0
