SGAS,WELLMODEL,CONIPOS,PRESSURE,CONKPOS,WELL,CONIDX,CONBPRES,DATE,SWAT,CONJPOS,DEPTH,DRAWDOWN
0.0,STANDARD,29,298.8203430175781,9,R_A3,10,298.8203430175781,2018-01-01,0.8063632845878601,41,1615.516357421875,0
0.0,STANDARD,29,298.9577331542969,10,R_A3,11,298.9577331542969,2018-01-01,0.8125893473625183,41,1617.5662841796875,0
0.0,STANDARD,29,299.1041564941406,11,R_A3,12,299.1041564941406,2018-01-01,0.051743119955062866,41,1619.750732421875,0
0.0,STANDARD,29,299.25958251953125,12,R_A3,13,299.25958251953125,2018-01-01,0.05603330582380295,41,1622.0697021484375,0
0.0,STANDARD,29,299.4150390625,13,R_A3,14,299.4150390625,2018-01-01,0.38526156544685364,41,1624.388671875,0
0.0,STANDARD,29,299.7259216308594,15,R_A3,15,299.7259216308594,2018-01-01,0.5110617280006409,41,1629.026611328125,0
0.0,STANDARD,29,299.85467529296875,16,R_A3,16,299.85467529296875,2018-01-01,0.8270924687385559,41,1630.9468994140625,0
0.0,STANDARD,29,300.027587890625,27,R_A3,17,300.027587890625,2018-01-01,0.7532315850257874,41,1633.5262451171875,0
0.0,STANDARD,29,300.27142333984375,28,R_A3,18,300.27142333984375,2018-01-01,0.04921748861670494,41,1637.1630859375,0
0.0,STANDARD,29,300.5152587890625,29,R_A3,19,300.5152587890625,2018-01-01,0.0559706948697567,41,1640.8001708984375,0
0.0,STANDARD,29,300.7591247558594,30,R_A3,20,300.7591247558594,2018-01-01,0.8070493936538696,41,1644.4371337890625,0
0.0,STANDARD,29,301.0030212402344,31,R_A3,21,301.0030212402344,2018-01-01,0.1454295814037323,41,1648.0740966796875,0
0.0,STANDARD,30,299.87078857421875,1,R_A4,1,299.87078857421875,2018-01-01,0.054301269352436066,52,1631.1873779296875,0
0.0,STANDARD,31,299.6188659667969,1,R_A4,2,299.6188659667969,2018-01-01,0.05104778707027435,52,1627.4293212890625,0
0.0,STANDARD,31,299.7569580078125,2,R_A4,3,299.7569580078125,2018-01-01,0.05477764829993248,52,1629.4896240234375,0
0.0,STANDARD,31,299.89508056640625,3,R_A4,4,299.89508056640625,2018-01-01,0.05613930895924568,52,1631.5498046875,0
0.0,STANDARD,31,300.033203125,4,R_A4,5,300.033203125,2018-01-01,0.055970679968595505,52,1633.610107421875,0
0.0,STANDARD,32,299.9518737792969,4,R_A4,6,299.9518737792969,2018-01-01,0.05941692367196083,52,1632.3968505859375,0
0.0,STANDARD,32,300.1854248046875,4,R_A4,7,300.1854248046875,2018-01-01,0.06078029423952103,51,1635.880615234375,0
0.0,STANDARD,33,300.2820129394531,4,R_A4,8,300.2820129394531,2018-01-01,0.06217832490801811,51,1637.321044921875,0
0.0,STANDARD,33,300.158203125,3,R_A4,9,300.158203125,2018-01-01,0.05988984555006027,51,1635.474609375,0
0.0,STANDARD,33,300.6056823730469,4,R_A4,10,300.6056823730469,2018-01-01,0.06720301508903503,50,1642.1485595703125,0
0.0,STANDARD,34,300.5375061035156,4,R_A4,11,300.5375061035156,2018-01-01,0.06697340309619904,50,1641.132080078125,0
0.0,STANDARD,34,300.408447265625,3,R_A4,12,300.408447265625,2018-01-01,0.1037803441286087,50,1639.20703125,0
0.0,STANDARD,35,300.5223693847656,3,R_A4,13,300.5223693847656,2018-01-01,0.10102058202028275,50,1640.9061279296875,0
0.0,STANDARD,35,300.3974304199219,2,R_A4,14,300.3974304199219,2018-01-01,0.16826964914798737,50,1639.0426025390625,0
0.0,STANDARD,35,300.5911560058594,2,R_A4,15,300.5911560058594,2018-01-01,0.2487899363040924,49,1641.93212890625,0
0.0,STANDARD,36,300.61968994140625,30,R_A4,16,300.61968994140625,2018-01-01,0.24549371004104614,49,1642.357421875,0
0.0,STANDARD,36,300.43524169921875,30,R_A4,17,300.43524169921875,2018-01-01,0.19889776408672333,48,1639.6068115234375,0
0.0,STANDARD,37,300.914306640625,30,R_A4,18,300.914306640625,2018-01-01,0.3022749125957489,48,1646.7513427734375,0
0.0,STANDARD,38,301.36431884765625,30,R_A4,19,301.36431884765625,2018-01-01,0.6481541991233826,48,1653.461669921875,0
0.0,STANDARD,38,301.656494140625,30,R_A4,20,301.656494140625,2018-01-01,0.6481541991233826,47,1657.8184814453125,0
0.0,STANDARD,31,303.8440856933594,1,R_A5,1,303.8440856933594,2018-01-01,1.0,20,1685.026611328125,0
0.0,STANDARD,31,304.0601806640625,2,R_A5,2,304.0601806640625,2018-01-01,1.0,20,1687.3070068359375,0
0.0,STANDARD,31,304.27630615234375,3,R_A5,3,304.27630615234375,2018-01-01,1.0,20,1689.5875244140625,0
0.0,STANDARD,31,304.4924011230469,4,R_A5,4,304.4924011230469,2018-01-01,1.0,20,1691.8680419921875,0
0.0,STANDARD,31,304.7085266113281,5,R_A5,5,304.7085266113281,2018-01-01,1.0,20,1694.1485595703125,0
0.0,STANDARD,31,304.9246520996094,6,R_A5,6,304.9246520996094,2018-01-01,1.0,20,1696.4290771484375,0
0.0,STANDARD,31,305.446533203125,7,R_A5,7,305.446533203125,2018-01-01,1.0,20,1698.70947265625,0
0.0,STANDARD,31,305.988037109375,11,R_A5,8,305.988037109375,2018-01-01,1.0,20,1707.6488037109375,0
0.0,STANDARD,31,306.1695251464844,12,R_A5,9,306.1695251464844,2018-01-01,1.0,20,1709.5638427734375,0
0.0,STANDARD,31,305.4322814941406,12,R_A5,10,305.4322814941406,2018-01-01,1.0,21,1701.7845458984375,0
0.0,STANDARD,31,305.6291198730469,13,R_A5,11,305.6291198730469,2018-01-01,1.0,21,1703.735107421875,0
0.0,STANDARD,31,305.81396484375,14,R_A5,12,305.81396484375,2018-01-01,1.0,21,1705.6856689453125,0
0.0,STANDARD,31,305.9988098144531,15,R_A5,13,305.9988098144531,2018-01-01,1.0,21,1707.63623046875,0
0.0,STANDARD,31,306.3287048339844,16,R_A5,14,306.3287048339844,2018-01-01,1.0,21,1709.5867919921875,0
0.0,STANDARD,31,306.5135498046875,17,R_A5,15,306.5135498046875,2018-01-01,1.0,21,1711.537353515625,0
0.0,STANDARD,31,306.6856994628906,18,R_A5,16,306.6856994628906,2018-01-01,1.0,21,1713.35400390625,0
0.0,STANDARD,31,306.7843933105469,19,R_A5,17,306.7843933105469,2018-01-01,1.0,21,1714.3951416015625,0
0.0,STANDARD,31,306.75689697265625,27,R_A5,18,306.75689697265625,2018-01-01,1.0,21,1715.7628173828125,0
0.0,STANDARD,31,306.978271484375,28,R_A5,19,306.978271484375,2018-01-01,1.0,21,1718.098388671875,0
0.0,STANDARD,31,307.5054016113281,29,R_A5,20,307.5054016113281,2018-01-01,1.0,21,1720.43408203125,0
0.0,STANDARD,31,307.7267761230469,30,R_A5,21,307.7267761230469,2018-01-01,1.0,21,1722.7696533203125,0
0.0,STANDARD,31,307.9481506347656,31,R_A5,22,307.9481506347656,2018-01-01,1.0,21,1725.105224609375,0
0.0,STANDARD,17,305.11419677734375,1,R_A6,1,305.11419677734375,2018-01-01,1.0,42,1695.20263671875,0
0.0,STANDARD,17,305.2609558105469,2,R_A6,2,305.2609558105469,2018-01-01,1.0,42,1696.7510986328125,0
0.0,STANDARD,17,305.4076843261719,3,R_A6,3,305.4076843261719,2018-01-01,1.0,42,1698.299560546875,0
0.0,STANDARD,17,305.554443359375,4,R_A6,4,305.554443359375,2018-01-01,1.0,42,1699.84814453125,0
0.0,STANDARD,17,305.7012023925781,5,R_A6,5,305.7012023925781,2018-01-01,1.0,42,1701.3966064453125,0
0.0,STANDARD,17,305.84796142578125,6,R_A6,6,305.84796142578125,2018-01-01,1.0,42,1702.9451904296875,0
0.0,STANDARD,17,305.6956481933594,7,R_A6,7,305.6956481933594,2018-01-01,1.0,42,1704.49365234375,0
0.0,STANDARD,17,305.8424072265625,8,R_A6,8,305.8424072265625,2018-01-01,1.0,42,1706.042236328125,0
0.0,STANDARD,17,306.2882080078125,9,R_A6,9,306.2882080078125,2018-01-01,1.0,42,1707.5906982421875,0
0.0,STANDARD,17,306.1291809082031,10,R_A6,10,306.1291809082031,2018-01-01,1.0,42,1709.1392822265625,0
0.0,STANDARD,17,306.3109130859375,11,R_A6,11,306.3109130859375,2018-01-01,1.0,42,1711.055419921875,0
0.0,STANDARD,17,306.52734375,12,R_A6,12,306.52734375,2018-01-01,1.0,42,1713.3392333984375,0
0.0,STANDARD,17,306.7557678222656,13,R_A6,13,306.7557678222656,2018-01-01,1.0,42,1715.623046875,0
0.0,STANDARD,17,306.9721984863281,14,R_A6,14,306.9721984863281,2018-01-01,1.0,42,1717.9068603515625,0
0.0,STANDARD,17,307.18865966796875,15,R_A6,15,307.18865966796875,2018-01-01,1.0,42,1720.190673828125,0
0.0,STANDARD,17,307.55010986328125,16,R_A6,16,307.55010986328125,2018-01-01,1.0,42,1722.474365234375,0
0.0,STANDARD,17,307.7665710449219,17,R_A6,17,307.7665710449219,2018-01-01,1.0,42,1724.7581787109375,0
0.0,STANDARD,17,307.921630859375,18,R_A6,18,307.921630859375,2018-01-01,1.0,42,1726.394287109375,0
0.0,STANDARD,17,307.8930969238281,27,R_A6,19,307.8930969238281,2018-01-01,1.0,42,1727.7508544921875,0
0.0,STANDARD,17,308.3623352050781,28,R_A6,20,308.3623352050781,2018-01-01,1.0,42,1729.4755859375,0
0.0,STANDARD,17,308.52581787109375,29,R_A6,21,308.52581787109375,2018-01-01,1.0,42,1731.2001953125,0
0.0,STANDARD,17,308.68927001953125,30,R_A6,22,308.68927001953125,2018-01-01,1.0,42,1732.9249267578125,0
0.0,STANDARD,17,308.5469665527344,31,R_A6,23,308.5469665527344,2018-01-01,1.0,42,1734.649658203125,0
0.0,STANDARD,22,297.6922302246094,1,R_A2,1,297.6922302246094,2018-03-01,0.059879109263420105,30,1641.094970703125,0
0.0,STANDARD,22,297.81243896484375,2,R_A2,2,297.81243896484375,2018-03-01,0.06238766014575958,30,1642.8890380859375,0
0.0,STANDARD,22,297.93267822265625,3,R_A2,3,297.93267822265625,2018-03-01,0.0655350536108017,30,1644.68310546875,0
0.0,STANDARD,22,298.0529479980469,4,R_A2,4,298.0529479980469,2018-03-01,0.0736757144331932,30,1646.4771728515625,0
0.0,STANDARD,22,298.17327880859375,5,R_A2,5,298.17327880859375,2018-03-01,0.07813210040330887,30,1648.2713623046875,0
0.0,STANDARD,22,298.2937316894531,6,R_A2,6,298.2937316894531,2018-03-01,0.15269924700260162,30,1650.0654296875,0
0.0,STANDARD,22,298.41436767578125,7,R_A2,7,298.41436767578125,2018-03-01,0.2727702260017395,30,1651.859619140625,0
0.0,STANDARD,22,298.55059814453125,8,R_A2,8,298.55059814453125,2018-03-01,0.6483753323554993,30,1653.6536865234375,0
0.0,STANDARD,22,298.68280029296875,9,R_A2,9,298.68280029296875,2018-03-01,0.6486501693725586,30,1655.44775390625,0
0.0,STANDARD,22,299.50335693359375,10,R_A2,10,299.50335693359375,2018-03-01,0.9482132792472839,30,1657.2418212890625,0
0.0,STANDARD,22,300.3251037597656,11,R_A2,11,300.3251037597656,2018-03-01,0.09210667014122009,30,1659.1368408203125,0
0.0,STANDARD,22,300.76080322265625,12,R_A2,12,300.76080322265625,2018-03-01,0.10688456147909164,30,1661.132568359375,0
0.0,STANDARD,22,300.83892822265625,13,R_A2,13,300.83892822265625,2018-03-01,0.5107499957084656,30,1663.12841796875,0
0.0,STANDARD,22,300.927978515625,14,R_A2,14,300.927978515625,2018-03-01,0.6168452501296997,30,1665.1241455078125,0
0.0,STANDARD,22,301.06072998046875,15,R_A2,15,301.06072998046875,2018-03-01,0.7803919911384583,30,1667.1199951171875,0
0.0,STANDARD,22,301.1930236816406,16,R_A2,16,301.1930236816406,2018-03-01,0.9985827803611755,30,1669.11572265625,0
0.0,STANDARD,22,301.3262939453125,17,R_A2,17,301.3262939453125,2018-03-01,0.9990203976631165,30,1671.111572265625,0
-1.09002062931296e-09,STANDARD,22,301.638427734375,18,R_A2,18,301.638427734375,2018-03-01,1.0,30,1672.9881591796875,0
-2.4144426458150292e-09,STANDARD,22,301.4800720214844,18,R_A2,19,301.4800720214844,2018-03-01,1.0,29,1674.229736328125,0
2.511016949924283e-10,STANDARD,22,301.3310241699219,27,R_A2,20,301.3310241699219,2018-03-01,1.0,29,1676.1676025390625,0
-1.2564009077911664e-12,STANDARD,22,301.835693359375,28,R_A2,21,301.835693359375,2018-03-01,1.0,29,1677.9368896484375,0
-3.0892348683482507e-13,STANDARD,22,302.1319274902344,29,R_A2,22,302.1319274902344,2018-03-01,1.0,29,1679.7061767578125,0
-6.989669558628183e-17,STANDARD,22,303.0999450683594,30,R_A2,23,303.0999450683594,2018-03-01,1.0,29,1681.4754638671875,0
-2.900373160296733e-18,STANDARD,22,303.6132507324219,31,R_A2,24,303.6132507324219,2018-03-01,1.0,29,1683.2447509765625,0
-1.5973058219697509e-18,STANDARD,31,270.3787536621094,1,R_A5,1,270.3787536621094,2018-04-28,1.0,20,1685.026611328125,0
-8.728614699753665e-16,STANDARD,31,270.595458984375,2,R_A5,2,270.595458984375,2018-04-28,1.0,20,1687.3070068359375,0
-1.1786345935222158e-15,STANDARD,31,270.8117980957031,3,R_A5,3,270.8117980957031,2018-04-28,1.0,20,1689.5875244140625,0
-1.2512606807274572e-15,STANDARD,31,271.0279846191406,4,R_A5,4,271.0279846191406,2018-04-28,1.0,20,1691.8680419921875,0
-1.2540065497842188e-15,STANDARD,31,271.2440185546875,5,R_A5,5,271.2440185546875,2018-04-28,1.0,20,1694.1485595703125,0
-1.0367068116714693e-15,STANDARD,31,271.4599304199219,6,R_A5,6,271.4599304199219,2018-04-28,1.0,20,1696.4290771484375,0
-3.742269382121528e-16,STANDARD,31,272.0017395019531,7,R_A5,7,272.0017395019531,2018-04-28,1.0,20,1698.70947265625,0
-8.526478270176954e-14,STANDARD,31,273.89898681640625,11,R_A5,8,273.89898681640625,2018-04-28,1.0,20,1707.6488037109375,0
-5.6447864638835624e-14,STANDARD,31,274.0802917480469,12,R_A5,9,274.0802917480469,2018-04-28,1.0,20,1709.5638427734375,0
-7.142785668490248e-11,STANDARD,31,272.5734558105469,12,R_A5,10,272.5734558105469,2018-04-28,1.0,21,1701.7845458984375,0
-4.272006793454297e-12,STANDARD,31,272.77044677734375,13,R_A5,11,272.77044677734375,2018-04-28,1.0,21,1703.735107421875,0
-6.91123720752973e-12,STANDARD,31,272.9554748535156,14,R_A5,12,272.9554748535156,2018-04-28,1.0,21,1705.6856689453125,0
-9.353599492167852e-12,STANDARD,31,273.2491149902344,15,R_A5,13,273.2491149902344,2018-04-28,1.0,21,1707.63623046875,0
-1.0605518199757746e-11,STANDARD,31,273.9042663574219,16,R_A5,14,273.9042663574219,2018-04-28,1.0,21,1709.5867919921875,0
-1.2606857831970464e-12,STANDARD,31,274.1093444824219,17,R_A5,15,274.1093444824219,2018-04-28,1.0,21,1711.537353515625,0
-1.994771318611366e-12,STANDARD,31,274.3045349121094,18,R_A5,16,274.3045349121094,2018-04-28,1.0,21,1713.35400390625,0
0.0,STANDARD,31,274.4130859375,19,R_A5,17,274.4130859375,2018-04-28,1.0,21,1714.3951416015625,0
-9.017408347800071e-12,STANDARD,31,274.39288330078125,27,R_A5,18,274.39288330078125,2018-04-28,1.0,21,1715.7628173828125,0
-1.142445426455252e-11,STANDARD,31,274.6015930175781,28,R_A5,19,274.6015930175781,2018-04-28,1.0,21,1718.098388671875,0
6.80404340493123e-19,STANDARD,31,290.81787109375,29,R_A5,20,290.81787109375,2018-04-28,1.0,21,1720.43408203125,0
6.231708867299665e-19,STANDARD,31,302.3102722167969,30,R_A5,21,302.3102722167969,2018-04-28,1.0,21,1722.7696533203125,0
4.8684997727992755e-20,STANDARD,31,306.39495849609375,31,R_A5,22,306.39495849609375,2018-04-28,1.0,21,1725.105224609375,0
0.0,STANDARD,28,280.3336486816406,1,R_A3,1,280.3336486816406,2018-07-03,0.31375381350517273,41,1609.243408203125,0
0.0,STANDARD,28,280.4716796875,2,R_A3,2,280.4716796875,2018-07-03,0.2053433209657669,41,1611.3077392578125,0
0.0,STANDARD,28,280.60955810546875,3,R_A3,3,280.60955810546875,2018-07-03,0.20603413879871368,41,1613.3720703125,0
0.0,STANDARD,28,280.7716369628906,4,R_A3,4,280.7716369628906,2018-07-03,0.38064146041870117,41,1615.4365234375,0
0.0,STANDARD,28,281.12127685546875,5,R_A3,5,281.12127685546875,2018-07-03,0.8269064426422119,41,1617.5008544921875,0
0.0,STANDARD,28,281.26953125,6,R_A3,6,281.26953125,2018-07-03,0.2726730704307556,41,1619.565185546875,0
0.0,STANDARD,29,280.61688232421875,6,R_A3,7,280.61688232421875,2018-07-03,0.6493193507194519,41,1609.3663330078125,0
0.0,STANDARD,29,280.7524719238281,7,R_A3,8,280.7524719238281,2018-07-03,0.19960516691207886,41,1611.4163818359375,0
0.0,STANDARD,29,280.8891906738281,8,R_A3,9,280.8891906738281,2018-07-03,0.20413076877593994,41,1613.46630859375,0
0.0,STANDARD,29,281.129150390625,9,R_A3,10,281.129150390625,2018-07-03,0.805364727973938,41,1615.516357421875,0
0.0,STANDARD,29,284.8746337890625,10,R_A3,11,284.8746337890625,2018-07-03,0.8086963295936584,41,1617.5662841796875,0
0.0,STANDARD,29,285.9164123535156,11,R_A3,12,285.9164123535156,2018-07-03,0.05182629078626633,41,1619.750732421875,0
0.0,STANDARD,29,286.07135009765625,12,R_A3,13,286.07135009765625,2018-07-03,0.05612120032310486,41,1622.0697021484375,0
0.0,STANDARD,29,286.22698974609375,13,R_A3,14,286.22698974609375,2018-07-03,0.3857190012931824,41,1624.388671875,0
0.0,STANDARD,29,287.5579833984375,15,R_A3,15,287.5579833984375,2018-07-03,0.5109935402870178,41,1629.026611328125,0
0.0,STANDARD,29,287.69573974609375,16,R_A3,16,287.69573974609375,2018-07-03,0.8264491558074951,41,1630.9468994140625,0
0.0,STANDARD,29,286.2262878417969,27,R_A3,17,286.2262878417969,2018-07-03,0.7535787224769592,41,1633.5262451171875,0
0.0,STANDARD,29,286.3750915527344,28,R_A3,18,286.3750915527344,2018-07-03,0.0493655689060688,41,1637.1630859375,0
0.0,STANDARD,29,286.6181640625,29,R_A3,19,286.6181640625,2018-07-03,0.05618174001574516,41,1640.8001708984375,0
0.0,STANDARD,29,295.59637451171875,30,R_A3,20,295.59637451171875,2018-07-03,0.8067489266395569,41,1644.4371337890625,0
0.0,STANDARD,29,287.0660095214844,31,R_A3,21,287.0660095214844,2018-07-03,0.14593470096588135,41,1648.0740966796875,0
0.0,STANDARD,30,279.0358581542969,1,R_A4,1,279.0358581542969,2018-09-12,0.05439576879143715,52,1631.1873779296875,0
0.0,STANDARD,31,278.8070983886719,1,R_A4,2,278.8070983886719,2018-09-12,0.05114838480949402,52,1627.4293212890625,0
0.0,STANDARD,31,278.9444885253906,2,R_A4,3,278.9444885253906,2018-09-12,0.054873161017894745,52,1629.4896240234375,0
0.0,STANDARD,31,279.08184814453125,3,R_A4,4,279.08184814453125,2018-09-12,0.05623457953333855,52,1631.5498046875,0
0.0,STANDARD,31,279.2192077636719,4,R_A4,5,279.2192077636719,2018-09-12,0.05606919527053833,52,1633.610107421875,0
0.0,STANDARD,32,279.1766357421875,4,R_A4,6,279.1766357421875,2018-09-12,0.05949988588690758,52,1632.3968505859375,0
0.0,STANDARD,32,279.38275146484375,4,R_A4,7,279.38275146484375,2018-09-12,0.061014268547296524,51,1635.880615234375,0
0.0,STANDARD,33,279.52838134765625,4,R_A4,8,279.52838134765625,2018-09-12,0.06261689215898514,51,1637.321044921875,0
0.0,STANDARD,33,279.4051818847656,3,R_A4,9,279.4051818847656,2018-09-12,0.0600314736366272,51,1635.474609375,0
0.0,STANDARD,33,279.7943420410156,4,R_A4,10,279.7943420410156,2018-09-12,0.06789104640483856,50,1642.1485595703125,0
0.0,STANDARD,34,279.79034423828125,4,R_A4,11,279.79034423828125,2018-09-12,0.06753372400999069,50,1641.132080078125,0
0.0,STANDARD,34,279.6620178222656,3,R_A4,12,279.6620178222656,2018-09-12,0.10415738821029663,50,1639.20703125,0
0.0,STANDARD,35,279.8419494628906,3,R_A4,13,279.8419494628906,2018-09-12,0.10121617466211319,50,1640.9061279296875,0
0.0,STANDARD,35,279.7176818847656,2,R_A4,14,279.7176818847656,2018-09-12,0.1684660166501999,50,1639.0426025390625,0
0.0,STANDARD,35,279.83642578125,2,R_A4,15,279.83642578125,2018-09-12,0.24890702962875366,49,1641.93212890625,0
0.0,STANDARD,36,279.1912536621094,30,R_A4,16,279.1912536621094,2018-09-12,0.24429632723331451,49,1642.357421875,0
0.0,STANDARD,36,278.909423828125,30,R_A4,17,278.909423828125,2018-09-12,0.2160279005765915,48,1639.6068115234375,0
0.0,STANDARD,37,279.5107727050781,30,R_A4,18,279.5107727050781,2018-09-12,0.3309209942817688,48,1646.7513427734375,0
0.0,STANDARD,38,280.2352600097656,30,R_A4,19,280.2352600097656,2018-09-12,0.768191933631897,48,1653.461669921875,0
0.0,STANDARD,38,280.3587951660156,30,R_A4,20,280.3587951660156,2018-09-12,0.7371829152107239,47,1657.8184814453125,0
9.721886297164644e-16,STANDARD,17,275.0351257324219,1,R_A6,1,275.0351257324219,2018-11-07,1.0,42,1695.20263671875,0
9.581616847005944e-17,STANDARD,17,275.18292236328125,2,R_A6,2,275.18292236328125,2018-11-07,1.0,42,1696.7510986328125,0
2.350152204463364e-16,STANDARD,17,275.32977294921875,3,R_A6,3,275.32977294921875,2018-11-07,1.0,42,1698.299560546875,0
2.343897130845687e-16,STANDARD,17,275.4748840332031,4,R_A6,4,275.4748840332031,2018-11-07,1.0,42,1699.84814453125,0
3.06898247998599e-16,STANDARD,17,275.618408203125,5,R_A6,5,275.618408203125,2018-11-07,1.0,42,1701.3966064453125,0
1.9078668359777742e-14,STANDARD,17,275.7623596191406,6,R_A6,6,275.7623596191406,2018-11-07,1.0,42,1702.9451904296875,0
2.7022502481098207e-14,STANDARD,17,275.6198425292969,7,R_A6,7,275.6198425292969,2018-11-07,1.0,42,1704.49365234375,0
1.8833543801105926e-14,STANDARD,17,275.7671203613281,8,R_A6,8,275.7671203613281,2018-11-07,1.0,42,1706.042236328125,0
1.218204690565266e-15,STANDARD,17,276.2590026855469,9,R_A6,9,276.2590026855469,2018-11-07,1.0,42,1707.5906982421875,0
0.0,STANDARD,17,276.2826843261719,10,R_A6,10,276.2826843261719,2018-11-07,1.0,42,1709.1392822265625,0
2.6081067711872415e-14,STANDARD,17,276.55810546875,11,R_A6,11,276.55810546875,2018-11-07,1.0,42,1711.055419921875,0
0.0,STANDARD,17,276.7878112792969,12,R_A6,12,276.7878112792969,2018-11-07,1.0,42,1713.3392333984375,0
8.655411465473988e-16,STANDARD,17,277.0728759765625,13,R_A6,13,277.0728759765625,2018-11-07,1.0,42,1715.623046875,0
6.053711122104186e-16,STANDARD,17,277.28924560546875,14,R_A6,14,277.28924560546875,2018-11-07,1.0,42,1717.9068603515625,0
3.9308411507952006e-16,STANDARD,17,277.5067443847656,15,R_A6,15,277.5067443847656,2018-11-07,1.0,42,1720.190673828125,0
1.379081472948818e-16,STANDARD,17,277.87127685546875,16,R_A6,16,277.87127685546875,2018-11-07,1.0,42,1722.474365234375,0
2.432780003770225e-16,STANDARD,17,278.0907287597656,17,R_A6,17,278.0907287597656,2018-11-07,1.0,42,1724.7581787109375,0
