DEPTH,WELL,CONIDX,SWAT,CONBPRES,CONJPOS,WELLMODEL,CONIPOS,DRAWDOWN,PRESSURE,SGAS,DATE,CONKPOS
1643.434326171875,R_A2,1,0.05477507412433624,300.9150390625,30,STANDARD,22,0,300.9150390625,0.0,2018-01-01,1
1645.33544921875,R_A2,2,0.05744557082653046,301.04254150390625,30,STANDARD,22,0,301.04254150390625,0.0,2018-01-01,2
1647.236572265625,R_A2,3,0.06106352433562279,301.1700134277344,30,STANDARD,22,0,301.1700134277344,0.0,2018-01-01,3
1649.1376953125,R_A2,4,0.20308510959148407,301.2975158691406,30,STANDARD,22,0,301.2975158691406,0.0,2018-01-01,4
1651.038818359375,R_A2,5,0.15317538380622864,301.4250183105469,30,STANDARD,22,0,301.4250183105469,0.0,2018-01-01,5
1652.9398193359375,R_A2,6,0.31439706683158875,301.552490234375,30,STANDARD,22,0,301.552490234375,0.0,2018-01-01,6
1654.8408203125,R_A2,7,0.8931644558906555,301.67999267578125,30,STANDARD,22,0,301.67999267578125,0.0,2018-01-01,7
1656.741943359375,R_A2,8,0.8717302083969116,301.8074951171875,30,STANDARD,22,0,301.8074951171875,0.0,2018-01-01,8
1658.64306640625,R_A2,9,0.6481541991233826,301.9350280761719,30,STANDARD,22,0,301.9350280761719,0.0,2018-01-01,9
1660.5440673828125,R_A2,10,0.6481541991233826,302.0625305175781,30,STANDARD,22,0,302.0625305175781,0.0,2018-01-01,10
1662.478271484375,R_A2,11,0.07605314254760742,302.1922607421875,30,STANDARD,22,0,302.1922607421875,0.0,2018-01-01,11
1664.4454345703125,R_A2,12,0.07748973369598389,302.32421875,30,STANDARD,22,0,302.32421875,0.0,2018-01-01,12
1666.41259765625,R_A2,13,0.45891252160072327,302.4561767578125,30,STANDARD,22,0,302.4561767578125,0.0,2018-01-01,13
1668.3797607421875,R_A2,14,0.5074909329414368,302.5881652832031,30,STANDARD,22,0,302.5881652832031,0.0,2018-01-01,14
1670.346923828125,R_A2,15,0.6938272714614868,302.7201232910156,30,STANDARD,22,0,302.7201232910156,0.0,2018-01-01,15
1672.314208984375,R_A2,16,0.973624587059021,302.8520812988281,30,STANDARD,22,0,302.8520812988281,0.0,2018-01-01,16
1674.2813720703125,R_A2,17,0.9765995144844055,302.98406982421875,30,STANDARD,22,0,302.98406982421875,0.0,2018-01-01,17
1676.245849609375,R_A2,18,0.9870511293411255,303.1158752441406,30,STANDARD,22,0,303.1158752441406,0.0,2018-01-01,18
1677.6729736328125,R_A2,19,1.0,303.2116394042969,30,STANDARD,22,0,303.2116394042969,0.0,2018-01-01,19
1672.155029296875,R_A2,20,0.982361912727356,302.8414306640625,29,STANDARD,22,0,302.8414306640625,0.0,2018-01-01,19
1673.4873046875,R_A2,21,0.7817202210426331,302.9307861328125,29,STANDARD,22,0,302.9307861328125,0.0,2018-01-01,25
1675.351318359375,R_A2,22,1.0,303.05584716796875,29,STANDARD,22,0,303.05584716796875,0.0,2018-01-01,26
1677.2152099609375,R_A2,23,1.0,303.180908203125,29,STANDARD,22,0,303.180908203125,0.0,2018-01-01,27
