SWAT,DEPTH,WELL,CONKPOS,DRAWDOWN,CONIDX,PRESSURE,WELLMODEL,CONIPOS,CONBPRES,DATE,CONJPOS,SGAS
0.055748213082551956,1641.094970703125,R_A2,1,0,1,300.6733093261719,STANDARD,22,300.6733093261719,2018-01-01,30,0.0
0.05881066620349884,1642.8890380859375,R_A2,2,0,2,300.7936096191406,STANDARD,22,300.7936096191406,2018-01-01,30,0.0
0.06129923462867737,1644.68310546875,R_A2,3,0,3,300.9139099121094,STANDARD,22,300.9139099121094,2018-01-01,30,0.0
0.06717785447835922,1646.4771728515625,R_A2,4,0,4,301.0342102050781,STANDARD,22,301.0342102050781,2018-01-01,30,0.0
0.13372820615768433,1648.2713623046875,R_A2,5,0,5,301.1545104980469,STANDARD,22,301.1545104980469,2018-01-01,30,0.0
0.30576056241989136,1650.0654296875,R_A2,6,0,6,301.27484130859375,STANDARD,22,301.27484130859375,2018-01-01,30,0.0
0.893852174282074,1651.859619140625,R_A2,7,0,7,301.3951721191406,STANDARD,22,301.3951721191406,2018-01-01,30,0.0
0.6481541991233826,1653.6536865234375,R_A2,8,0,8,301.5154724121094,STANDARD,22,301.5154724121094,2018-01-01,30,0.0
0.18723928928375244,1655.44775390625,R_A2,9,0,9,301.63580322265625,STANDARD,22,301.63580322265625,2018-01-01,30,0.0
0.9045571684837341,1657.2418212890625,R_A2,10,0,10,301.7561340332031,STANDARD,22,301.7561340332031,2018-01-01,30,0.0
0.07894028723239899,1659.1368408203125,R_A2,11,0,11,301.88323974609375,STANDARD,22,301.88323974609375,2018-01-01,30,0.0
0.079011470079422,1661.132568359375,R_A2,12,0,12,302.01708984375,STANDARD,22,302.01708984375,2018-01-01,30,0.0
0.45304223895072937,1663.12841796875,R_A2,13,0,13,302.1509704589844,STANDARD,22,302.1509704589844,2018-01-01,30,0.0
0.5042955279350281,1665.1241455078125,R_A2,14,0,14,302.28485107421875,STANDARD,22,302.28485107421875,2018-01-01,30,0.0
0.6907110214233398,1667.1199951171875,R_A2,15,0,15,302.4187316894531,STANDARD,22,302.4187316894531,2018-01-01,30,0.0
0.964935839176178,1669.11572265625,R_A2,16,0,16,302.5526123046875,STANDARD,22,302.5526123046875,2018-01-01,30,0.0
0.9508187174797058,1671.111572265625,R_A2,17,0,17,302.6864929199219,STANDARD,22,302.6864929199219,2018-01-01,30,0.0
0.983161985874176,1672.9881591796875,R_A2,18,0,18,302.8123779296875,STANDARD,22,302.8123779296875,2018-01-01,30,0.0
0.9968782663345337,1674.229736328125,R_A2,18,0,19,302.89569091796875,STANDARD,22,302.89569091796875,2018-01-01,29,0.0
1.0,1676.1676025390625,R_A2,27,0,20,303.02569580078125,STANDARD,22,303.02569580078125,2018-01-01,29,0.0
1.0,1677.9368896484375,R_A2,28,0,21,303.47802734375,STANDARD,22,303.47802734375,2018-01-01,29,0.0
1.0,1679.7061767578125,R_A2,29,0,22,303.64569091796875,STANDARD,22,303.64569091796875,2018-01-01,29,0.0
1.0,1681.4754638671875,R_A2,30,0,23,303.8133544921875,STANDARD,22,303.8133544921875,2018-01-01,29,0.0
1.0,1683.2447509765625,R_A2,31,0,24,303.98101806640625,STANDARD,22,303.98101806640625,2018-01-01,29,0.0
0.6481541991233826,1609.243408203125,R_A3,1,0,1,298.53814697265625,STANDARD,28,298.53814697265625,2018-01-01,41,0.0
0.19721345603466034,1611.3077392578125,R_A3,2,0,2,298.676513671875,STANDARD,28,298.676513671875,2018-01-01,41,0.0
0.15777362883090973,1613.3720703125,R_A3,3,0,3,298.8148498535156,STANDARD,28,298.8148498535156,2018-01-01,41,0.0
0.1718059778213501,1615.4365234375,R_A3,4,0,4,298.9532165527344,STANDARD,28,298.9532165527344,2018-01-01,41,0.0
0.6481541991233826,1617.5008544921875,R_A3,5,0,5,299.0915832519531,STANDARD,28,299.0915832519531,2018-01-01,41,0.0
0.3384052515029907,1619.565185546875,R_A3,6,0,6,299.2299499511719,STANDARD,28,299.2299499511719,2018-01-01,41,0.0
0.6481541991233826,1609.3663330078125,R_A3,6,0,7,298.54638671875,STANDARD,29,298.54638671875,2018-01-01,41,0.0
0.19685770571231842,1611.4163818359375,R_A3,7,0,8,298.68377685546875,STANDARD,29,298.68377685546875,2018-01-01,41,0.0
0.3490063548088074,1613.46630859375,R_A3,8,0,9,298.8211669921875,STANDARD,29,298.8211669921875,2018-01-01,41,0.0
0.8026683926582336,1615.516357421875,R_A3,9,0,10,298.95855712890625,STANDARD,29,298.95855712890625,2018-01-01,41,0.0
0.7972224354743958,1617.5662841796875,R_A3,10,0,11,299.095947265625,STANDARD,29,299.095947265625,2018-01-01,41,0.0
0.04908576235175133,1619.750732421875,R_A3,11,0,12,299.24237060546875,STANDARD,29,299.24237060546875,2018-01-01,41,0.0
0.054848283529281616,1622.0697021484375,R_A3,12,0,13,299.3978271484375,STANDARD,29,299.3978271484375,2018-01-01,41,0.0
0.37202560901641846,1624.388671875,R_A3,13,0,14,299.5532531738281,STANDARD,29,299.5532531738281,2018-01-01,41,0.0
0.4873570203781128,1629.026611328125,R_A3,15,0,15,299.8641662597656,STANDARD,29,299.8641662597656,2018-01-01,41,0.0
0.8076774477958679,1630.9468994140625,R_A3,16,0,16,299.992919921875,STANDARD,29,299.992919921875,2018-01-01,41,0.0
1.0,1633.5262451171875,R_A3,27,0,17,300.16583251953125,STANDARD,29,300.16583251953125,2018-01-01,41,0.0
0.04337825998663902,1637.1630859375,R_A3,28,0,18,300.40966796875,STANDARD,29,300.40966796875,2018-01-01,41,0.0
0.05151337385177612,1640.8001708984375,R_A3,29,0,19,300.6535339355469,STANDARD,29,300.6535339355469,2018-01-01,41,0.0
1.0,1644.4371337890625,R_A3,30,0,20,300.89739990234375,STANDARD,29,300.89739990234375,2018-01-01,41,0.0
0.06231296807527542,1648.0740966796875,R_A3,31,0,21,301.14129638671875,STANDARD,29,301.14129638671875,2018-01-01,41,0.0
0.053005583584308624,1631.1873779296875,R_A4,1,0,1,300.009033203125,STANDARD,30,300.009033203125,2018-01-01,52,0.0
0.04966719448566437,1627.4293212890625,R_A4,1,0,2,299.7571105957031,STANDARD,31,299.7571105957031,2018-01-01,52,0.0
0.050943583250045776,1629.4896240234375,R_A4,2,0,3,299.89520263671875,STANDARD,31,299.89520263671875,2018-01-01,52,0.0
0.05345940962433815,1631.5498046875,R_A4,3,0,4,300.0333251953125,STANDARD,31,300.0333251953125,2018-01-01,52,0.0
0.058497145771980286,1633.610107421875,R_A4,4,0,5,300.17144775390625,STANDARD,31,300.17144775390625,2018-01-01,52,0.0
0.05785714462399483,1632.3968505859375,R_A4,4,0,6,300.0901184082031,STANDARD,32,300.0901184082031,2018-01-01,52,0.0
0.058354947715997696,1635.880615234375,R_A4,4,0,7,300.3236999511719,STANDARD,32,300.3236999511719,2018-01-01,51,0.0
0.0618814118206501,1637.321044921875,R_A4,4,0,8,300.4202575683594,STANDARD,33,300.4202575683594,2018-01-01,51,0.0
0.05655122175812721,1635.474609375,R_A4,3,0,9,300.29644775390625,STANDARD,33,300.29644775390625,2018-01-01,51,0.0
0.14695020020008087,1642.1485595703125,R_A4,4,0,10,300.74395751953125,STANDARD,33,300.74395751953125,2018-01-01,50,0.0
0.08094248175621033,1641.132080078125,R_A4,4,0,11,300.67578125,STANDARD,34,300.67578125,2018-01-01,50,0.0
0.12245088070631027,1639.20703125,R_A4,3,0,12,300.5467224121094,STANDARD,34,300.5467224121094,2018-01-01,50,0.0
0.12450994551181793,1640.9061279296875,R_A4,3,0,13,300.66064453125,STANDARD,35,300.66064453125,2018-01-01,50,0.0
0.22938384115695953,1639.0426025390625,R_A4,2,0,14,300.53570556640625,STANDARD,35,300.53570556640625,2018-01-01,50,0.0
0.23677265644073486,1641.93212890625,R_A4,2,0,15,300.72943115234375,STANDARD,35,300.72943115234375,2018-01-01,49,0.0
0.12670636177062988,1642.357421875,R_A4,30,0,16,300.7579650878906,STANDARD,36,300.7579650878906,2018-01-01,49,0.0
0.04889002442359924,1639.6068115234375,R_A4,30,0,17,300.5735168457031,STANDARD,36,300.5735168457031,2018-01-01,48,0.0
0.2428145408630371,1646.7513427734375,R_A4,30,0,18,301.0526123046875,STANDARD,37,301.0526123046875,2018-01-01,48,0.0
0.3171052634716034,1653.461669921875,R_A4,30,0,19,301.5025939941406,STANDARD,38,301.5025939941406,2018-01-01,48,0.0
0.6481541991233826,1657.8184814453125,R_A4,30,0,20,301.7947998046875,STANDARD,38,301.7947998046875,2018-01-01,47,0.0
1.0,1685.026611328125,R_A5,1,0,1,304.1498718261719,STANDARD,31,304.1498718261719,2018-01-01,20,0.0
