Project name			: /private/asny/Desktop/reek/resmod/ff/2019a/r001/rms/model/reek.rms11.0.1
Date				: 2020.02.19 17:21:44
Grid model name			: Simgrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       281972200.99         47946963.25         37761906.85         23749626.55
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  281972200.99         47946963.25         37761906.85         23749626.55
MidReek    1                       196182454.04         37605588.69         30875804.25         19418744.47
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  196182454.04         37605588.69         30875804.25         19418744.47
LowerReek  1                       124130964.86         25549963.37         21039571.83         13232434.88
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                  124130964.86         25549963.37         21039571.83         13232434.88
Totals     1                       602285619.88        111102515.31         89677282.93         56400805.90
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  602285619.88        111102515.31         89677282.93         56400805.90
