CONIPOS,DEPTH,CONKPOS,SWAT,SGAS,WELLMODEL,CONIDX,DATE,WELL,CONBPRES,DRAWDOWN,PRESSURE,CONJPOS
17,1701.10546875,6,1.0,0.0,STANDARD,6,2018-01-01,R_A6,305.673583984375,0,305.673583984375,42
17,1702.63037109375,7,1.0,0.0,STANDARD,7,2018-01-01,R_A6,305.5190734863281,0,305.5190734863281,42
17,1704.1553955078125,8,1.0,0.0,STANDARD,8,2018-01-01,R_A6,305.6636047363281,0,305.6636047363281,42
17,1705.680419921875,9,1.0,0.0,STANDARD,9,2018-01-01,R_A6,306.107177734375,0,306.107177734375,42
17,1707.2054443359375,10,1.0,0.0,STANDARD,10,2018-01-01,R_A6,305.9459228515625,0,305.9459228515625,42
17,1709.047607421875,11,1.0,0.0,STANDARD,11,2018-01-01,R_A6,306.12060546875,0,306.12060546875,42
17,1711.2069091796875,12,1.0,0.0,STANDARD,12,2018-01-01,R_A6,306.32525634765625,0,306.32525634765625,42
17,1713.3662109375,13,1.0,0.0,STANDARD,13,2018-01-01,R_A6,306.5418701171875,0,306.5418701171875,42
17,1715.5255126953125,14,1.0,0.0,STANDARD,14,2018-01-01,R_A6,306.74652099609375,0,306.74652099609375,42
17,1717.684814453125,15,1.0,0.0,STANDARD,15,2018-01-01,R_A6,306.9511413574219,0,306.9511413574219,42
17,1719.8441162109375,16,1.0,0.0,STANDARD,16,2018-01-01,R_A6,307.3008117675781,0,307.3008117675781,42
17,1722.00341796875,17,1.0,0.0,STANDARD,17,2018-01-01,R_A6,307.5054626464844,0,307.5054626464844,42
17,1723.888427734375,18,1.0,0.0,STANDARD,18,2018-01-01,R_A6,307.6841125488281,0,307.6841125488281,42
17,1725.545166015625,25,1.0,0.0,STANDARD,19,2018-01-01,R_A6,307.6840515136719,0,307.6840515136719,42
17,1727.247802734375,26,1.0,0.0,STANDARD,20,2018-01-01,R_A6,308.1512145996094,0,308.1512145996094,42
17,1728.950439453125,27,1.0,0.0,STANDARD,21,2018-01-01,R_A6,308.3125915527344,0,308.3125915527344,42
17,1730.653076171875,28,1.0,0.0,STANDARD,22,2018-01-01,R_A6,308.4739685058594,0,308.4739685058594,42
17,1732.355712890625,29,1.0,0.0,STANDARD,23,2018-01-01,R_A6,308.32952880859375,0,308.32952880859375,42
22,1640.2845458984375,1,0.13388392329216003,0.0,STANDARD,1,2018-03-01,R_A2,297.9462585449219,0,297.9462585449219,30
22,1642.0087890625,2,0.11328133195638657,0.0,STANDARD,2,2018-03-01,R_A2,298.0621337890625,0,298.0621337890625,30
22,1643.733154296875,3,0.05861898884177208,0.0,STANDARD,3,2018-03-01,R_A2,298.1778564453125,0,298.1778564453125,30
22,1645.4573974609375,4,0.06370306760072708,0.0,STANDARD,4,2018-03-01,R_A2,298.29351806640625,0,298.29351806640625,30
22,1647.181640625,5,0.06528504937887192,0.0,STANDARD,5,2018-03-01,R_A2,298.4091796875,0,298.4091796875,30
22,1648.906005859375,6,0.29048651456832886,0.0,STANDARD,6,2018-03-01,R_A2,298.6242370605469,0,298.6242370605469,30
22,1650.63037109375,7,0.8706966042518616,0.0,STANDARD,7,2018-03-01,R_A2,298.7406005859375,0,298.7406005859375,30
22,1652.3546142578125,8,0.8631259799003601,0.0,STANDARD,8,2018-03-01,R_A2,298.8749084472656,0,298.8749084472656,30
22,1654.0789794921875,9,0.8699311017990112,0.0,STANDARD,9,2018-03-01,R_A2,299.58111572265625,0,299.58111572265625,30
22,1655.80322265625,10,0.8748863935470581,0.0,STANDARD,10,2018-03-01,R_A2,300.0955505371094,0,300.0955505371094,30
22,1657.6473388671875,11,0.0668611228466034,0.0,STANDARD,11,2018-03-01,R_A2,299.9805908203125,0,299.9805908203125,30
22,1659.6112060546875,12,0.069086454808712,0.0,STANDARD,12,2018-03-01,R_A2,300.1058654785156,0,300.1058654785156,30
22,1661.5750732421875,13,0.41268759965896606,0.0,STANDARD,13,2018-03-01,R_A2,300.30810546875,0,300.30810546875,30
22,1663.5389404296875,14,0.45642393827438354,0.0,STANDARD,14,2018-03-01,R_A2,300.44061279296875,0,300.44061279296875,30
22,1665.5028076171875,15,0.6221672296524048,0.0,STANDARD,15,2018-03-01,R_A2,300.57537841796875,0,300.57537841796875,30
22,1667.466796875,16,0.9080442786216736,0.0,STANDARD,16,2018-03-01,R_A2,300.70758056640625,0,300.70758056640625,30
22,1669.4306640625,17,0.8580687642097473,0.0,STANDARD,17,2018-03-01,R_A2,300.84014892578125,0,300.84014892578125,30
22,1673.7579345703125,17,0.924441933631897,0.0,STANDARD,18,2018-03-01,R_A2,301.0631408691406,0,301.0631408691406,29
22,1675.6611328125,18,0.9704974293708801,0.0,STANDARD,19,2018-03-01,R_A2,301.19097900390625,0,301.19097900390625,29
22,1676.7137451171875,19,0.9586653113365173,0.0,STANDARD,20,2018-03-01,R_A2,301.2616271972656,0,301.2616271972656,29
22,1677.714599609375,25,1.0,1.5867458274747458e-17,STANDARD,21,2018-03-01,R_A2,303.0504455566406,0,303.0504455566406,29
22,1679.4356689453125,26,1.0,-5.44944966275934e-17,STANDARD,22,2018-03-01,R_A2,303.1367492675781,0,303.1367492675781,29
22,1681.1568603515625,27,1.0,-3.648026484706765e-15,STANDARD,23,2018-03-01,R_A2,303.0246887207031,0,303.0246887207031,29
22,1682.8779296875,28,1.0,-6.523335474226122e-14,STANDARD,24,2018-03-01,R_A2,302.8892517089844,0,302.8892517089844,29
22,1684.59912109375,29,0.9999983310699463,0.0,STANDARD,25,2018-03-01,R_A2,302.39801025390625,0,302.39801025390625,29
31,1685.7882080078125,1,1.0,-2.3236538561344222e-12,STANDARD,1,2018-04-28,R_A5,275.51751708984375,0,275.51751708984375,20
31,1687.962646484375,2,1.0,-1.8424207472167442e-12,STANDARD,2,2018-04-28,R_A5,275.7226257324219,0,275.7226257324219,20
31,1690.136962890625,3,1.0,-1.1361050988867305e-11,STANDARD,3,2018-04-28,R_A5,275.92864990234375,0,275.92864990234375,20
31,1692.3114013671875,4,1.0,-1.4119804284118409e-11,STANDARD,4,2018-04-28,R_A5,276.1356201171875,0,276.1356201171875,20
31,1694.4857177734375,5,1.0,-2.7294807039557334e-11,STANDARD,5,2018-04-28,R_A5,276.3430480957031,0,276.3430480957031,20
31,1696.66015625,6,1.0,-8.363293391155935e-11,STANDARD,6,2018-04-28,R_A5,276.55078125,0,276.55078125,20
31,1698.8345947265625,7,1.0,-2.0113093048695907e-12,STANDARD,7,2018-04-28,R_A5,277.0681457519531,0,277.0681457519531,20
31,1701.0089111328125,8,1.0,0.0,STANDARD,8,2018-04-28,R_A5,277.3082275390625,0,277.3082275390625,20
31,1698.542236328125,10,1.0,-2.2984060401437523e-12,STANDARD,9,2018-04-28,R_A5,276.8871765136719,0,276.8871765136719,21
31,1700.59228515625,11,1.0,-9.52824763533755e-11,STANDARD,10,2018-04-28,R_A5,276.0584411621094,0,276.0584411621094,21
31,1702.4560546875,12,1.0,-6.254290835228105e-11,STANDARD,11,2018-04-28,R_A5,276.2000427246094,0,276.2000427246094,21
31,1704.3199462890625,13,1.0,-2.0260032800728522e-12,STANDARD,12,2018-04-28,R_A5,276.390625,0,276.390625,21
31,1706.1837158203125,14,1.0,-8.895482007248434e-13,STANDARD,13,2018-04-28,R_A5,276.5725402832031,0,276.5725402832031,21
31,1708.0474853515625,15,1.0,-7.952776458208799e-12,STANDARD,14,2018-04-28,R_A5,276.7628173828125,0,276.7628173828125,21
31,1709.9112548828125,16,1.0,-7.080633388639734e-12,STANDARD,15,2018-04-28,R_A5,277.11212158203125,0,277.11212158203125,21
31,1711.775146484375,17,1.0,-1.3322837841625579e-12,STANDARD,16,2018-04-28,R_A5,277.3090515136719,0,277.3090515136719,21
31,1713.48193359375,18,1.0,-2.3122584576207306e-12,STANDARD,17,2018-04-28,R_A5,277.4854736328125,0,277.4854736328125,21
31,1714.5657958984375,19,1.0,-1.1294446506529698e-17,STANDARD,18,2018-04-28,R_A5,277.5892028808594,0,277.5892028808594,21
31,1716.0081787109375,25,1.0,-2.151596331385463e-14,STANDARD,19,2018-04-28,R_A5,285.9585876464844,0,285.9585876464844,21
31,1718.275146484375,26,1.0,-4.392670089296965e-15,STANDARD,20,2018-04-28,R_A5,285.83831787109375,0,285.83831787109375,21
31,1720.5421142578125,27,1.0,-1.1596629613278508e-15,STANDARD,21,2018-04-28,R_A5,286.3890380859375,0,286.3890380859375,21
31,1722.80908203125,28,1.0,-1.508311201569075e-23,STANDARD,22,2018-04-28,R_A5,295.6889953613281,0,295.6889953613281,21
31,1725.075927734375,29,1.0,2.7709758898608038e-24,STANDARD,23,2018-04-28,R_A5,301.7420349121094,0,301.7420349121094,21
28,1610.2100830078125,1,0.6489701867103577,0.0,STANDARD,1,2018-07-03,R_A3,288.471923828125,0,288.471923828125,41
28,1612.23974609375,2,0.19562898576259613,0.0,STANDARD,2,2018-07-03,R_A3,288.6080322265625,0,288.6080322265625,41
28,1614.26953125,3,0.15515035390853882,0.0,STANDARD,3,2018-07-03,R_A3,288.7435607910156,0,288.7435607910156,41
29,1605.2208251953125,3,0.18885959684848785,0.0,STANDARD,4,2018-07-03,R_A3,288.10638427734375,0,288.10638427734375,41
29,1607.21923828125,4,0.1544933021068573,0.0,STANDARD,5,2018-07-03,R_A3,288.24005126953125,0,288.24005126953125,41
29,1609.2177734375,5,0.6488508582115173,0.0,STANDARD,6,2018-07-03,R_A3,288.3787841796875,0,288.3787841796875,41
29,1611.21630859375,6,0.18081636726856232,0.0,STANDARD,7,2018-07-03,R_A3,288.51837158203125,0,288.51837158203125,41
29,1613.21484375,7,0.168598473072052,0.0,STANDARD,8,2018-07-03,R_A3,288.6520690917969,0,288.6520690917969,41
29,1615.2132568359375,8,0.19567151367664337,0.0,STANDARD,9,2018-07-03,R_A3,288.7859802246094,0,288.7859802246094,41
29,1617.2117919921875,9,0.7932376861572266,0.0,STANDARD,10,2018-07-03,R_A3,288.96966552734375,0,288.96966552734375,41
29,1619.2103271484375,10,0.7963788509368896,0.0,STANDARD,11,2018-07-03,R_A3,290.2197570800781,0,290.2197570800781,41
29,1621.2755126953125,11,0.04932105913758278,0.0,STANDARD,12,2018-07-03,R_A3,291.8865051269531,0,291.8865051269531,41
29,1623.407470703125,12,0.052095796912908554,0.0,STANDARD,13,2018-07-03,R_A3,292.0292053222656,0,292.0292053222656,41
29,1625.5394287109375,13,0.3658725321292877,0.0,STANDARD,14,2018-07-03,R_A3,292.1723327636719,0,292.1723327636719,41
29,1627.6712646484375,14,0.05086495354771614,0.0,STANDARD,15,2018-07-03,R_A3,292.8316955566406,0,292.8316955566406,41
29,1629.80322265625,15,0.6029655337333679,0.0,STANDARD,16,2018-07-03,R_A3,292.6821594238281,0,292.6821594238281,41
29,1631.78564453125,16,0.8015651702880859,0.0,STANDARD,17,2018-07-03,R_A3,292.8521728515625,0,292.8521728515625,41
29,1634.6190185546875,25,0.6490229964256287,0.0,STANDARD,18,2018-07-03,R_A3,286.9554748535156,0,286.9554748535156,41
29,1638.147216796875,26,0.04172151908278465,0.0,STANDARD,19,2018-07-03,R_A3,286.6300048828125,0,286.6300048828125,41
29,1641.6754150390625,27,0.04641781747341156,0.0,STANDARD,20,2018-07-03,R_A3,286.8643493652344,0,286.8643493652344,41
29,1645.20361328125,28,0.6493123769760132,0.0,STANDARD,21,2018-07-03,R_A3,287.0467224121094,0,287.0467224121094,41
29,1648.7318115234375,29,0.06161404773592949,0.0,STANDARD,22,2018-07-03,R_A3,287.2358093261719,0,287.2358093261719,41
30,1629.627685546875,1,0.04878036305308342,0.0,STANDARD,1,2018-09-12,R_A4,280.0220947265625,0,280.0220947265625,52
31,1625.80419921875,1,0.047063469886779785,0.0,STANDARD,2,2018-09-12,R_A4,279.845947265625,0,279.845947265625,52
31,1627.7974853515625,2,0.04892691969871521,0.0,STANDARD,3,2018-09-12,R_A4,279.9788513183594,0,279.9788513183594,52
31,1629.790771484375,3,0.04992325231432915,0.0,STANDARD,4,2018-09-12,R_A4,280.1116943359375,0,280.1116943359375,52
31,1631.783935546875,4,0.05173889547586441,0.0,STANDARD,5,2018-09-12,R_A4,280.24456787109375,0,280.24456787109375,52
31,1633.7772216796875,5,0.050991639494895935,0.0,STANDARD,6,2018-09-12,R_A4,280.37750244140625,0,280.37750244140625,52
32,1633.8763427734375,5,0.05360272526741028,0.0,STANDARD,7,2018-09-12,R_A4,280.44854736328125,0,280.44854736328125,52
32,1633.976806640625,5,0.054170988500118256,0.0,STANDARD,8,2018-09-12,R_A4,280.3149719238281,0,280.3149719238281,51
33,1637.2252197265625,5,0.05858519300818443,0.0,STANDARD,9,2018-09-12,R_A4,280.604248046875,0,280.604248046875,51
33,1640.9327392578125,5,0.05960109084844589,0.0,STANDARD,10,2018-09-12,R_A4,280.7444152832031,0,280.7444152832031,50
34,1641.778564453125,5,0.06038781628012657,0.0,STANDARD,11,2018-09-12,R_A4,280.9224853515625,0,280.9224853515625,50
34,1639.975341796875,4,0.06045103818178177,0.0,STANDARD,12,2018-09-12,R_A4,280.8023681640625,0,280.8023681640625,50
34,1638.1722412109375,3,0.13522018492221832,0.0,STANDARD,13,2018-09-12,R_A4,280.6824951171875,0,280.6824951171875,50
35,1640.265380859375,3,0.13329556584358215,0.0,STANDARD,14,2018-09-12,R_A4,280.9192199707031,0,280.9192199707031,50
35,1644.29541015625,3,0.23058128356933594,0.0,STANDARD,15,2018-09-12,R_A4,281.119384765625,0,281.119384765625,49
35,1642.515380859375,2,0.23161400854587555,0.0,STANDARD,16,2018-09-12,R_A4,280.99896240234375,0,280.99896240234375,49
36,1646.35986328125,28,0.08872900158166885,0.0,STANDARD,17,2018-09-12,R_A4,279.9830322265625,0,279.9830322265625,49
36,1640.4066162109375,27,0.056809455156326294,0.0,STANDARD,18,2018-09-12,R_A4,279.5833435058594,0,279.5833435058594,49
36,1641.189453125,27,0.10117698460817337,0.0,STANDARD,19,2018-09-12,R_A4,279.3798522949219,0,279.3798522949219,48
37,1648.88720703125,27,0.7044513821601868,0.0,STANDARD,20,2018-09-12,R_A4,280.2938232421875,0,280.2938232421875,48
38,1655.062255859375,27,0.6898722052574158,0.0,STANDARD,21,2018-09-12,R_A4,280.96075439453125,0,280.96075439453125,48
38,1649.2579345703125,26,0.06062410771846771,0.0,STANDARD,22,2018-09-12,R_A4,280.49432373046875,0,280.49432373046875,48
38,1656.162841796875,26,0.06805232912302017,0.0,STANDARD,23,2018-09-12,R_A4,280.678466796875,0,280.678466796875,47
17,1693.48046875,1,1.0,-6.754612060649867e-13,STANDARD,1,2018-11-07,R_A6,276.92950439453125,0,276.92950439453125,42
17,1695.0054931640625,2,1.0,-4.303426105051189e-13,STANDARD,2,2018-11-07,R_A6,277.0731201171875,0,277.0731201171875,42
17,1696.530517578125,3,1.0,-3.2162112057788905e-13,STANDARD,3,2018-11-07,R_A6,277.2151184082031,0,277.2151184082031,42
17,1698.055419921875,4,1.0,-2.362504994152942e-13,STANDARD,4,2018-11-07,R_A6,277.3546447753906,0,277.3546447753906,42
17,1699.5804443359375,5,1.0,-3.460230420335858e-13,STANDARD,5,2018-11-07,R_A6,277.4926452636719,0,277.4926452636719,42
17,1701.10546875,6,1.0,-1.72028623984799e-11,STANDARD,6,2018-11-07,R_A6,277.6326599121094,0,277.6326599121094,42
