CONJPOS,DRAWDOWN,WELLMODEL,DEPTH,SGAS,CONIPOS,SWAT,CONIDX,PRESSURE,CONBPRES,DATE,WELL,CONKPOS
41,0,STANDARD,1610.759765625,0.0,28,0.14647987484931946,2,298.76190185546875,298.76190185546875,2018-01-01,R_A3,2
41,0,STANDARD,1601.7239990234375,0.0,29,0.1427278220653534,3,298.1563720703125,298.1563720703125,2018-01-01,R_A3,2
41,0,STANDARD,1603.804443359375,0.0,29,0.11823459714651108,4,298.2957763671875,298.2957763671875,2018-01-01,R_A3,3
41,0,STANDARD,1605.8848876953125,0.0,29,0.15601734817028046,5,298.4352111816406,298.4352111816406,2018-01-01,R_A3,4
41,0,STANDARD,1607.96533203125,0.0,29,0.6481541991233826,6,298.5746154785156,298.5746154785156,2018-01-01,R_A3,5
41,0,STANDARD,1610.045654296875,0.0,29,0.361271470785141,7,298.71405029296875,298.71405029296875,2018-01-01,R_A3,6
41,0,STANDARD,1612.1260986328125,0.0,29,0.19584715366363525,8,298.8534851074219,298.8534851074219,2018-01-01,R_A3,7
41,0,STANDARD,1614.20654296875,0.0,29,0.1953289955854416,9,298.992919921875,298.992919921875,2018-01-01,R_A3,8
41,0,STANDARD,1616.2869873046875,0.0,29,0.7962448596954346,10,299.1323547363281,299.1323547363281,2018-01-01,R_A3,9
41,0,STANDARD,1618.367431640625,0.0,29,0.7995041608810425,11,299.2718200683594,299.2718200683594,2018-01-01,R_A3,10
41,0,STANDARD,1620.575927734375,0.0,29,0.04680166766047478,12,299.41986083984375,299.41986083984375,2018-01-01,R_A3,11
41,0,STANDARD,1622.912841796875,0.0,29,0.053852733224630356,13,299.5765075683594,299.5765075683594,2018-01-01,R_A3,12
41,0,STANDARD,1625.2496337890625,0.0,29,0.365723192691803,14,299.733154296875,299.733154296875,2018-01-01,R_A3,13
41,0,STANDARD,1629.92333984375,0.0,29,0.4996741712093353,15,300.0464782714844,300.0464782714844,2018-01-01,R_A3,15
41,0,STANDARD,1631.74853515625,0.0,29,0.7995206117630005,16,300.1688232421875,300.1688232421875,2018-01-01,R_A3,16
41,0,STANDARD,1634.1868896484375,0.0,29,0.7526751756668091,17,300.3323059082031,300.3323059082031,2018-01-01,R_A3,25
41,0,STANDARD,1637.7501220703125,0.0,29,0.04204303398728371,18,300.57122802734375,300.57122802734375,2018-01-01,R_A3,26
41,0,STANDARD,1641.313232421875,0.0,29,0.04888836666941643,19,300.8101501464844,300.8101501464844,2018-01-01,R_A3,27
41,0,STANDARD,1644.87646484375,0.0,29,0.8116152286529541,20,301.049072265625,301.049072265625,2018-01-01,R_A3,28
41,0,STANDARD,1648.439697265625,0.0,29,0.13280929625034332,21,301.28802490234375,301.28802490234375,2018-01-01,R_A3,29
52,0,STANDARD,1632.800537109375,0.0,30,0.04974052682518959,1,300.2393493652344,300.2393493652344,2018-01-01,R_A4,1
52,0,STANDARD,1627.3990478515625,0.0,31,0.04794774204492569,2,299.8772277832031,299.8772277832031,2018-01-01,R_A4,1
52,0,STANDARD,1629.4249267578125,0.0,31,0.04920206591486931,3,300.0130615234375,300.0130615234375,2018-01-01,R_A4,2
52,0,STANDARD,1631.450927734375,0.0,31,0.050896529108285904,4,300.14886474609375,300.14886474609375,2018-01-01,R_A4,3
52,0,STANDARD,1633.476806640625,0.0,31,0.05488811433315277,5,300.2846984863281,300.2846984863281,2018-01-01,R_A4,4
52,0,STANDARD,1631.57421875,0.0,32,0.052961379289627075,6,300.1571350097656,300.1571350097656,2018-01-01,R_A4,4
52,0,STANDARD,1633.4244384765625,0.0,32,0.05471254140138626,7,300.28118896484375,300.28118896484375,2018-01-01,R_A4,5
51,0,STANDARD,1637.3419189453125,0.0,32,0.07415582984685898,8,300.5438537597656,300.5438537597656,2018-01-01,R_A4,5
51,0,STANDARD,1637.86474609375,0.0,33,0.057773981243371964,9,300.57891845703125,300.57891845703125,2018-01-01,R_A4,5
51,0,STANDARD,1636.0467529296875,0.0,33,0.05772967264056206,10,300.4570007324219,300.4570007324219,2018-01-01,R_A4,4
50,0,STANDARD,1642.2386474609375,0.0,33,0.060880742967128754,11,300.8721923828125,300.8721923828125,2018-01-01,R_A4,4
50,0,STANDARD,1640.4935302734375,0.0,34,0.05837048962712288,12,300.75518798828125,300.75518798828125,2018-01-01,R_A4,4
50,0,STANDARD,1642.2015380859375,0.0,35,0.0599665492773056,13,300.86968994140625,300.86968994140625,2018-01-01,R_A4,4
50,0,STANDARD,1640.446533203125,0.0,35,0.13863179087638855,14,300.75201416015625,300.75201416015625,2018-01-01,R_A4,3
50,0,STANDARD,1638.691650390625,0.0,35,0.1434377282857895,15,300.63433837890625,300.63433837890625,2018-01-01,R_A4,2
49,0,STANDARD,1642.697265625,0.0,35,0.22576746344566345,16,300.9029541015625,300.9029541015625,2018-01-01,R_A4,2
49,0,STANDARD,1640.9432373046875,0.0,35,0.18494994938373566,17,300.78533935546875,300.78533935546875,2018-01-01,R_A4,1
49,0,STANDARD,1645.378662109375,0.0,36,0.22850152850151062,18,301.082763671875,301.082763671875,2018-01-01,R_A4,28
48,0,STANDARD,1643.133544921875,0.0,36,0.053207602351903915,19,300.93218994140625,300.93218994140625,2018-01-01,R_A4,28
48,0,STANDARD,1649.8140869140625,0.0,37,0.1259361058473587,20,301.38018798828125,301.38018798828125,2018-01-01,R_A4,28
48,0,STANDARD,1644.0567626953125,0.0,37,1.0,21,300.9941101074219,300.9941101074219,2018-01-01,R_A4,27
48,0,STANDARD,1649.47119140625,0.0,38,0.6481541991233826,22,301.3572082519531,301.3572082519531,2018-01-01,R_A4,27
48,0,STANDARD,1655.265869140625,0.0,38,0.18294481933116913,23,301.745849609375,301.745849609375,2018-01-01,R_A4,28
47,0,STANDARD,1660.0927734375,0.0,38,0.24268175661563873,24,302.069580078125,302.069580078125,2018-01-01,R_A4,28
20,0,STANDARD,1685.3175048828125,0.0,31,1.0,1,303.87164306640625,303.87164306640625,2018-01-01,R_A5,1
20,0,STANDARD,1687.5010986328125,0.0,31,1.0,2,304.0785827636719,304.0785827636719,2018-01-01,R_A5,2
20,0,STANDARD,1689.6846923828125,0.0,31,1.0,3,304.2854919433594,304.2854919433594,2018-01-01,R_A5,3
20,0,STANDARD,1691.8681640625,0.0,31,1.0,4,304.492431640625,304.492431640625,2018-01-01,R_A5,4
20,0,STANDARD,1694.0517578125,0.0,31,1.0,5,304.6993408203125,304.6993408203125,2018-01-01,R_A5,5
20,0,STANDARD,1696.2353515625,0.0,31,1.0,6,304.9062805175781,304.9062805175781,2018-01-01,R_A5,6
20,0,STANDARD,1698.4189453125,0.0,31,1.0,7,305.41900634765625,305.41900634765625,2018-01-01,R_A5,7
20,0,STANDARD,1700.6024169921875,0.0,31,1.0,8,305.62591552734375,305.62591552734375,2018-01-01,R_A5,8
20,0,STANDARD,1702.785888671875,0.0,31,1.0,9,305.8328552246094,305.8328552246094,2018-01-01,R_A5,9
21,0,STANDARD,1701.5498046875,0.0,31,1.0,10,305.4100646972656,305.4100646972656,2018-01-01,R_A5,11
21,0,STANDARD,1703.466552734375,0.0,31,1.0,11,305.5917053222656,305.5917053222656,2018-01-01,R_A5,12
21,0,STANDARD,1705.38330078125,0.0,31,1.0,12,305.7853088378906,305.7853088378906,2018-01-01,R_A5,13
21,0,STANDARD,1707.300048828125,0.0,31,1.0,13,305.9669494628906,305.9669494628906,2018-01-01,R_A5,14
21,0,STANDARD,1709.216796875,0.0,31,1.0,14,306.14862060546875,306.14862060546875,2018-01-01,R_A5,15
21,0,STANDARD,1711.133544921875,0.0,31,1.0,15,306.47528076171875,306.47528076171875,2018-01-01,R_A5,16
21,0,STANDARD,1713.0421142578125,0.0,31,1.0,16,306.6561584472656,306.6561584472656,2018-01-01,R_A5,17
21,0,STANDARD,1714.4925537109375,0.0,31,1.0,17,306.79364013671875,306.79364013671875,2018-01-01,R_A5,18
21,0,STANDARD,1716.2965087890625,0.0,31,1.0,18,306.8074951171875,306.8074951171875,2018-01-01,R_A5,25
21,0,STANDARD,1718.5032958984375,0.0,31,1.0,19,307.0166320800781,307.0166320800781,2018-01-01,R_A5,26
21,0,STANDARD,1720.7100830078125,0.0,31,1.0,20,307.5315856933594,307.5315856933594,2018-01-01,R_A5,27
21,0,STANDARD,1722.916748046875,0.0,31,1.0,21,307.74072265625,307.74072265625,2018-01-01,R_A5,28
21,0,STANDARD,1725.12353515625,0.0,31,1.0,22,307.9498596191406,307.9498596191406,2018-01-01,R_A5,29
42,0,STANDARD,1694.9388427734375,0.0,17,1.0,1,305.0892028808594,305.0892028808594,2018-01-01,R_A6,1
42,0,STANDARD,1696.4796142578125,0.0,17,1.0,2,305.2352294921875,305.2352294921875,2018-01-01,R_A6,2
42,0,STANDARD,1698.0203857421875,0.0,17,1.0,3,305.3812255859375,305.3812255859375,2018-01-01,R_A6,3
42,0,STANDARD,1699.561279296875,0.0,17,1.0,4,305.5272521972656,305.5272521972656,2018-01-01,R_A6,4
42,0,STANDARD,1701.1019287109375,0.0,17,1.0,5,305.67327880859375,305.67327880859375,2018-01-01,R_A6,5
42,0,STANDARD,1702.6427001953125,0.0,17,1.0,6,305.81927490234375,305.81927490234375,2018-01-01,R_A6,6
42,0,STANDARD,1704.1834716796875,0.0,17,1.0,7,305.666259765625,305.666259765625,2018-01-01,R_A6,7
42,0,STANDARD,1705.7242431640625,0.0,17,1.0,8,305.812255859375,305.812255859375,2018-01-01,R_A6,8
42,0,STANDARD,1707.2650146484375,0.0,17,1.0,9,306.2573547363281,306.2573547363281,2018-01-01,R_A6,9
42,0,STANDARD,1708.8057861328125,0.0,17,1.0,10,306.0975646972656,306.0975646972656,2018-01-01,R_A6,10
42,0,STANDARD,1710.7191162109375,0.0,17,1.0,11,306.2790222167969,306.2790222167969,2018-01-01,R_A6,11
42,0,STANDARD,1713.005126953125,0.0,17,1.0,12,306.49566650390625,306.49566650390625,2018-01-01,R_A6,12
42,0,STANDARD,1715.2911376953125,0.0,17,1.0,13,306.72430419921875,306.72430419921875,2018-01-01,R_A6,13
42,0,STANDARD,1717.5771484375,0.0,17,1.0,14,306.9409484863281,306.9409484863281,2018-01-01,R_A6,14
42,0,STANDARD,1719.8631591796875,0.0,17,1.0,15,307.1576232910156,307.1576232910156,2018-01-01,R_A6,15
42,0,STANDARD,1722.149169921875,0.0,17,1.0,16,307.519287109375,307.519287109375,2018-01-01,R_A6,16
42,0,STANDARD,1724.4351806640625,0.0,17,1.0,17,307.7359313964844,307.7359313964844,2018-01-01,R_A6,17
42,0,STANDARD,1726.0191650390625,0.0,17,1.0,18,307.8860778808594,307.8860778808594,2018-01-01,R_A6,18
42,0,STANDARD,1727.3177490234375,0.0,17,1.0,19,307.85205078125,307.85205078125,2018-01-01,R_A6,25
42,0,STANDARD,1729.0330810546875,0.0,17,1.0,20,308.3204040527344,308.3204040527344,2018-01-01,R_A6,26
42,0,STANDARD,1730.748291015625,0.0,17,1.0,21,308.48297119140625,308.48297119140625,2018-01-01,R_A6,27
42,0,STANDARD,1732.463623046875,0.0,17,1.0,22,308.64556884765625,308.64556884765625,2018-01-01,R_A6,28
42,0,STANDARD,1734.178955078125,0.0,17,1.0,23,308.5023498535156,308.5023498535156,2018-01-01,R_A6,29
30,0,STANDARD,1639.8753662109375,0.0,22,0.053153738379478455,1,297.53271484375,297.53271484375,2018-03-01,R_A2,1
30,0,STANDARD,1641.6080322265625,0.0,22,0.053758420050144196,2,297.6488342285156,297.6488342285156,2018-03-01,R_A2,2
30,0,STANDARD,1643.3406982421875,0.0,22,0.05787091702222824,3,297.7649841308594,297.7649841308594,2018-03-01,R_A2,3
30,0,STANDARD,1645.0733642578125,0.0,22,0.09835986793041229,4,297.88128662109375,297.88128662109375,2018-03-01,R_A2,4
30,0,STANDARD,1646.8060302734375,0.0,22,0.11785449087619781,5,297.9975891113281,297.9975891113281,2018-03-01,R_A2,5
30,0,STANDARD,1648.5386962890625,0.0,22,0.30190804600715637,6,298.18096923828125,298.18096923828125,2018-03-01,R_A2,6
30,0,STANDARD,1650.2713623046875,0.0,22,0.8712416887283325,7,298.3059387207031,298.3059387207031,2018-03-01,R_A2,7
30,0,STANDARD,1652.0040283203125,0.0,22,0.8478625416755676,8,298.43096923828125,298.43096923828125,2018-03-01,R_A2,8
30,0,STANDARD,1653.7366943359375,0.0,22,0.8883703351020813,9,298.84796142578125,298.84796142578125,2018-03-01,R_A2,9
30,0,STANDARD,1655.4693603515625,0.0,22,0.8810213804244995,10,299.35711669921875,299.35711669921875,2018-03-01,R_A2,10
30,0,STANDARD,1657.357177734375,0.0,22,0.06558790057897568,11,299.126220703125,299.126220703125,2018-03-01,R_A2,11
30,0,STANDARD,1659.4002685546875,0.0,22,0.06619112938642502,12,299.54718017578125,299.54718017578125,2018-03-01,R_A2,12
30,0,STANDARD,1661.443359375,0.0,22,0.42570170760154724,13,299.6580810546875,299.6580810546875,2018-03-01,R_A2,13
30,0,STANDARD,1663.4864501953125,0.0,22,0.4588836133480072,14,299.79541015625,299.79541015625,2018-03-01,R_A2,14
30,0,STANDARD,1665.529541015625,0.0,22,0.9095046520233154,15,299.937255859375,299.937255859375,2018-03-01,R_A2,15
30,0,STANDARD,1667.5726318359375,0.0,22,0.9032114148139954,16,300.08087158203125,300.08087158203125,2018-03-01,R_A2,16
30,0,STANDARD,1669.61572265625,0.0,22,0.8697996139526367,17,300.2220153808594,300.2220153808594,2018-03-01,R_A2,17
29,0,STANDARD,1676.4783935546875,0.0,22,0.9742076396942139,18,300.6523742675781,300.6523742675781,2018-03-01,R_A2,17
29,0,STANDARD,1678.0362548828125,0.0,22,0.9933260679244995,19,300.75689697265625,300.75689697265625,2018-03-01,R_A2,18
29,0,STANDARD,1679.385498046875,0.0,22,0.9999968409538269,20,301.92529296875,301.92529296875,2018-03-01,R_A2,25
29,0,STANDARD,1681.0762939453125,-6.329006359082491e-16,22,1.0,21,302.7083740234375,302.7083740234375,2018-03-01,R_A2,26
29,0,STANDARD,1682.76708984375,7.871295596146145e-16,22,1.0,22,303.2998962402344,303.2998962402344,2018-03-01,R_A2,27
29,0,STANDARD,1684.4578857421875,-1.6206983358371565e-15,22,1.0,23,303.0587158203125,303.0587158203125,2018-03-01,R_A2,28
29,0,STANDARD,1686.148681640625,-1.6239464217804311e-09,22,1.0,24,302.64453125,302.64453125,2018-03-01,R_A2,29
20,0,STANDARD,1685.3175048828125,-2.919540997847747e-11,31,1.0,1,278.447021484375,278.447021484375,2018-04-28,R_A5,1
20,0,STANDARD,1687.5010986328125,-3.668595635608618e-11,31,1.0,2,278.6541748046875,278.6541748046875,2018-04-28,R_A5,2
20,0,STANDARD,1689.6846923828125,-1.5390473617760136e-10,31,1.0,3,278.8616943359375,278.8616943359375,2018-04-28,R_A5,3
20,0,STANDARD,1691.8681640625,-1.5943948938890173e-10,31,1.0,4,279.0689697265625,279.0689697265625,2018-04-28,R_A5,4
20,0,STANDARD,1694.0517578125,-1.526978682386826e-10,31,1.0,5,279.27593994140625,279.27593994140625,2018-04-28,R_A5,5
20,0,STANDARD,1696.2353515625,-8.625712644150241e-11,31,1.0,6,279.482421875,279.482421875,2018-04-28,R_A5,6
20,0,STANDARD,1698.4189453125,-2.570060483875203e-12,31,1.0,7,280.029052734375,280.029052734375,2018-04-28,R_A5,7
20,0,STANDARD,1700.6024169921875,-1.5044540049510835e-12,31,1.0,8,280.2896423339844,280.2896423339844,2018-04-28,R_A5,8
20,0,STANDARD,1702.785888671875,-1.0674515741812551e-12,31,1.0,9,280.916748046875,280.916748046875,2018-04-28,R_A5,9
21,0,STANDARD,1701.5498046875,-4.853247803637828e-10,31,1.0,10,278.61688232421875,278.61688232421875,2018-04-28,R_A5,11
21,0,STANDARD,1703.466552734375,-2.3221972955678183e-10,31,1.0,11,278.8289794921875,278.8289794921875,2018-04-28,R_A5,12
21,0,STANDARD,1705.38330078125,-7.098983206832443e-11,31,1.0,12,279.02923583984375,279.02923583984375,2018-04-28,R_A5,13
21,0,STANDARD,1707.300048828125,-1.44004794200292e-10,31,1.0,13,279.2256164550781,279.2256164550781,2018-04-28,R_A5,14
21,0,STANDARD,1709.216796875,-3.830559133777278e-11,31,1.0,14,279.4225158691406,279.4225158691406,2018-04-28,R_A5,15
21,0,STANDARD,1711.133544921875,-8.131179757286944e-12,31,1.0,15,279.7707824707031,279.7707824707031,2018-04-28,R_A5,16
21,0,STANDARD,1713.0421142578125,-9.615487225889119e-12,31,1.0,16,279.9735412597656,279.9735412597656,2018-04-28,R_A5,17
21,0,STANDARD,1714.4925537109375,-1.7830688314735e-11,31,1.0,17,280.11737060546875,280.11737060546875,2018-04-28,R_A5,18
21,0,STANDARD,1716.2965087890625,-3.5001796599987145e-11,31,1.0,18,285.6797180175781,285.6797180175781,2018-04-28,R_A5,25
21,0,STANDARD,1718.5032958984375,-1.217863223462734e-11,31,1.0,19,285.9139404296875,285.9139404296875,2018-04-28,R_A5,26
21,0,STANDARD,1720.7100830078125,-3.6388928324835705e-18,31,1.0,20,293.499755859375,293.499755859375,2018-04-28,R_A5,27
21,0,STANDARD,1722.916748046875,-6.706216269402187e-18,31,1.0,21,289.2037353515625,289.2037353515625,2018-04-28,R_A5,28
21,0,STANDARD,1725.12353515625,-8.386625095342459e-21,31,1.0,22,301.57342529296875,301.57342529296875,2018-04-28,R_A5,29
41,0,STANDARD,1608.7855224609375,0.0,28,0.2515453100204468,1,276.5330810546875,276.5330810546875,2018-07-03,R_A3,1
41,0,STANDARD,1610.759765625,0.0,28,0.14693140983581543,2,276.6361389160156,276.6361389160156,2018-07-03,R_A3,2
41,0,STANDARD,1601.7239990234375,0.0,29,0.14315910637378693,3,275.9949035644531,275.9949035644531,2018-07-03,R_A3,2
41,0,STANDARD,1603.804443359375,0.0,29,0.11883563548326492,4,276.1334533691406,276.1334533691406,2018-07-03,R_A3,3
41,0,STANDARD,1605.8848876953125,0.0,29,0.15660040080547333,5,276.2720642089844,276.2720642089844,2018-07-03,R_A3,4
41,0,STANDARD,1607.96533203125,0.0,29,0.6517241597175598,6,276.4109191894531,276.4109191894531,2018-07-03,R_A3,5
41,0,STANDARD,1610.045654296875,0.0,29,0.35877084732055664,7,276.758056640625,276.758056640625,2018-07-03,R_A3,6
41,0,STANDARD,1612.1260986328125,0.0,29,0.19807355105876923,8,276.9141540527344,276.9141540527344,2018-07-03,R_A3,7
41,0,STANDARD,1614.20654296875,0.0,29,0.19807840883731842,9,277.05279541015625,277.05279541015625,2018-07-03,R_A3,8
41,0,STANDARD,1616.2869873046875,0.0,29,0.7947654128074646,10,277.4132385253906,277.4132385253906,2018-07-03,R_A3,9
41,0,STANDARD,1618.367431640625,0.0,29,0.7677348256111145,11,280.80657958984375,280.80657958984375,2018-07-03,R_A3,10
41,0,STANDARD,1620.575927734375,0.0,29,0.04682310298085213,12,296.5741271972656,296.5741271972656,2018-07-03,R_A3,11
41,0,STANDARD,1622.912841796875,0.0,29,0.05387227237224579,13,296.7306823730469,296.7306823730469,2018-07-03,R_A3,12
41,0,STANDARD,1625.2496337890625,0.0,29,0.3658086955547333,14,296.887451171875,296.887451171875,2018-07-03,R_A3,13
41,0,STANDARD,1629.92333984375,0.0,29,0.49955442547798157,15,297.41632080078125,297.41632080078125,2018-07-03,R_A3,15
41,0,STANDARD,1631.74853515625,0.0,29,0.7993530631065369,16,297.53857421875,297.53857421875,2018-07-03,R_A3,16
41,0,STANDARD,1634.1868896484375,0.0,29,0.7525321245193481,17,284.58062744140625,284.58062744140625,2018-07-03,R_A3,25
41,0,STANDARD,1637.7501220703125,0.0,29,0.04308671876788139,18,284.8705139160156,284.8705139160156,2018-07-03,R_A3,26
41,0,STANDARD,1641.313232421875,0.0,29,0.049483366310596466,19,285.1086120605469,285.1086120605469,2018-07-03,R_A3,27
41,0,STANDARD,1644.87646484375,0.0,29,0.8109419941902161,20,289.1383972167969,289.1383972167969,2018-07-03,R_A3,28
41,0,STANDARD,1648.439697265625,0.0,29,0.13308867812156677,21,285.6114196777344,285.6114196777344,2018-07-03,R_A3,29
52,0,STANDARD,1632.800537109375,0.0,30,0.04984647408127785,1,279.51556396484375,279.51556396484375,2018-09-12,R_A4,1
52,0,STANDARD,1627.3990478515625,0.0,31,0.048072509467601776,2,279.1996154785156,279.1996154785156,2018-09-12,R_A4,1
52,0,STANDARD,1629.4249267578125,0.0,31,0.049333978444337845,3,279.334716796875,279.334716796875,2018-09-12,R_A4,2
52,0,STANDARD,1631.450927734375,0.0,31,0.0510331429541111,4,279.4698486328125,279.4698486328125,2018-09-12,R_A4,3
52,0,STANDARD,1633.476806640625,0.0,31,0.05501454696059227,5,279.6049499511719,279.6049499511719,2018-09-12,R_A4,4
52,0,STANDARD,1631.57421875,0.0,32,0.053076211363077164,6,279.5107727050781,279.5107727050781,2018-09-12,R_A4,4
52,0,STANDARD,1633.4244384765625,0.0,32,0.0548299103975296,7,279.6341552734375,279.6341552734375,2018-09-12,R_A4,5
51,0,STANDARD,1637.3419189453125,0.0,32,0.07492740452289581,8,279.87994384765625,279.87994384765625,2018-09-12,R_A4,5
51,0,STANDARD,1637.86474609375,0.0,33,0.05836660414934158,9,279.91845703125,279.91845703125,2018-09-12,R_A4,5
51,0,STANDARD,1636.0467529296875,0.0,33,0.05822943523526192,10,279.7972106933594,279.7972106933594,2018-09-12,R_A4,4
50,0,STANDARD,1642.2386474609375,0.0,33,0.0616542212665081,11,280.18609619140625,280.18609619140625,2018-09-12,R_A4,4
50,0,STANDARD,1640.4935302734375,0.0,34,0.05837346613407135,12,280.0318908691406,280.0318908691406,2018-09-12,R_A4,4
50,0,STANDARD,1642.2015380859375,0.0,35,0.059984929859638214,13,280.06280517578125,280.06280517578125,2018-09-12,R_A4,4
50,0,STANDARD,1640.446533203125,0.0,35,0.13881945610046387,14,279.94586181640625,279.94586181640625,2018-09-12,R_A4,3
50,0,STANDARD,1638.691650390625,0.0,35,0.14334522187709808,15,279.8291931152344,279.8291931152344,2018-09-12,R_A4,2
49,0,STANDARD,1642.697265625,0.0,35,0.2257734090089798,16,279.9476318359375,279.9476318359375,2018-09-12,R_A4,2
49,0,STANDARD,1640.9432373046875,0.0,35,0.18498840928077698,17,279.8304443359375,279.8304443359375,2018-09-12,R_A4,1
49,0,STANDARD,1645.378662109375,0.0,36,0.21806758642196655,18,276.79144287109375,276.79144287109375,2018-09-12,R_A4,28
48,0,STANDARD,1643.133544921875,0.0,36,0.05473744869232178,19,276.27874755859375,276.27874755859375,2018-09-12,R_A4,28
48,0,STANDARD,1649.8140869140625,0.0,37,0.12875135242938995,20,277.039794921875,277.039794921875,2018-09-12,R_A4,28
48,0,STANDARD,1644.0567626953125,-2.7214142397924412e-12,37,1.0,21,280.8879699707031,280.8879699707031,2018-09-12,R_A4,27
48,0,STANDARD,1649.47119140625,0.0,38,0.6581906080245972,22,277.42657470703125,277.42657470703125,2018-09-12,R_A4,27
48,0,STANDARD,1655.265869140625,0.0,38,0.20848844945430756,23,277.6304016113281,277.6304016113281,2018-09-12,R_A4,28
47,0,STANDARD,1660.0927734375,0.0,38,0.24100489914417267,24,277.8424072265625,277.8424072265625,2018-09-12,R_A4,28
42,0,STANDARD,1694.9388427734375,1.0458691882377427e-13,17,1.0,1,277.309326171875,277.309326171875,2018-11-07,R_A6,1
42,0,STANDARD,1696.4796142578125,6.39006940894235e-14,17,1.0,2,277.4502868652344,277.4502868652344,2018-11-07,R_A6,2
42,0,STANDARD,1698.0203857421875,2.88841148807055e-14,17,1.0,3,277.5833435058594,277.5833435058594,2018-11-07,R_A6,3
42,0,STANDARD,1699.561279296875,4.282055463791963e-14,17,1.0,4,277.7057189941406,277.7057189941406,2018-11-07,R_A6,4
42,0,STANDARD,1701.1019287109375,5.794492083420824e-14,17,1.0,5,277.8232116699219,277.8232116699219,2018-11-07,R_A6,5
42,0,STANDARD,1702.6427001953125,1.096184232794728e-12,17,1.0,6,277.95098876953125,277.95098876953125,2018-11-07,R_A6,6
42,0,STANDARD,1704.1834716796875,7.226155871592477e-12,17,1.0,7,277.79571533203125,277.79571533203125,2018-11-07,R_A6,7
42,0,STANDARD,1705.7242431640625,7.344042041168564e-12,17,1.0,8,277.94171142578125,277.94171142578125,2018-11-07,R_A6,8
42,0,STANDARD,1707.2650146484375,3.979250522839761e-12,17,1.0,9,278.3872985839844,278.3872985839844,2018-11-07,R_A6,9
