PRESSURE,DRAWDOWN,DATE,CONIDX,CONBPRES,CONIPOS,DEPTH,SWAT,CONKPOS,WELLMODEL,WELL,CONJPOS,SGAS
303.47802734375,0,2018-01-01,21,303.47802734375,22,1677.9368896484375,1.0,28,STANDARD,R_A2,29,0.0
303.64569091796875,0,2018-01-01,22,303.64569091796875,22,1679.7061767578125,1.0,29,STANDARD,R_A2,29,0.0
303.8133544921875,0,2018-01-01,23,303.8133544921875,22,1681.4754638671875,1.0,30,STANDARD,R_A2,29,0.0
303.98101806640625,0,2018-01-01,24,303.98101806640625,22,1683.2447509765625,1.0,31,STANDARD,R_A2,29,0.0
298.53814697265625,0,2018-01-01,1,298.53814697265625,28,1609.243408203125,0.6481541991233826,1,STANDARD,R_A3,41,0.0
298.676513671875,0,2018-01-01,2,298.676513671875,28,1611.3077392578125,0.1989089697599411,2,STANDARD,R_A3,41,0.0
298.8148498535156,0,2018-01-01,3,298.8148498535156,28,1613.3720703125,0.19339895248413086,3,STANDARD,R_A3,41,0.0
298.9532165527344,0,2018-01-01,4,298.9532165527344,28,1615.4365234375,0.3768196403980255,4,STANDARD,R_A3,41,0.0
299.0915832519531,0,2018-01-01,5,299.0915832519531,28,1617.5008544921875,0.6481541991233826,5,STANDARD,R_A3,41,0.0
299.2299499511719,0,2018-01-01,6,299.2299499511719,28,1619.565185546875,0.11064504086971283,6,STANDARD,R_A3,41,0.0
298.54638671875,0,2018-01-01,7,298.54638671875,29,1609.3663330078125,0.2853010296821594,6,STANDARD,R_A3,41,0.0
298.68377685546875,0,2018-01-01,8,298.68377685546875,29,1611.4163818359375,0.1971457451581955,7,STANDARD,R_A3,41,0.0
298.8211669921875,0,2018-01-01,9,298.8211669921875,29,1613.46630859375,0.19843679666519165,8,STANDARD,R_A3,41,0.0
298.95855712890625,0,2018-01-01,10,298.95855712890625,29,1615.516357421875,0.6858067512512207,9,STANDARD,R_A3,41,0.0
299.095947265625,0,2018-01-01,11,299.095947265625,29,1617.5662841796875,0.6481541991233826,10,STANDARD,R_A3,41,0.0
299.24237060546875,0,2018-01-01,12,299.24237060546875,29,1619.750732421875,0.0510573647916317,11,STANDARD,R_A3,41,0.0
299.3978271484375,0,2018-01-01,13,299.3978271484375,29,1622.0697021484375,0.054299186915159225,12,STANDARD,R_A3,41,0.0
299.5532531738281,0,2018-01-01,14,299.5532531738281,29,1624.388671875,0.37318161129951477,13,STANDARD,R_A3,41,0.0
299.7087097167969,0,2018-01-01,15,299.7087097167969,29,1626.707763671875,0.35039278864860535,14,STANDARD,R_A3,41,0.0
299.8641662597656,0,2018-01-01,16,299.8641662597656,29,1629.026611328125,0.4955688714981079,15,STANDARD,R_A3,41,0.0
299.992919921875,0,2018-01-01,17,299.992919921875,29,1630.9468994140625,0.8111844658851624,16,STANDARD,R_A3,41,0.0
300.16583251953125,0,2018-01-01,18,300.16583251953125,29,1633.5262451171875,0.7162989377975464,27,STANDARD,R_A3,41,0.0
300.40966796875,0,2018-01-01,19,300.40966796875,29,1637.1630859375,0.043079812079668045,28,STANDARD,R_A3,41,0.0
300.6535339355469,0,2018-01-01,20,300.6535339355469,29,1640.8001708984375,0.11963227391242981,29,STANDARD,R_A3,41,0.0
300.89739990234375,0,2018-01-01,21,300.89739990234375,29,1644.4371337890625,0.6481541991233826,30,STANDARD,R_A3,41,0.0
301.14129638671875,0,2018-01-01,22,301.14129638671875,29,1648.0740966796875,0.06493213027715683,31,STANDARD,R_A3,41,0.0
300.009033203125,0,2018-01-01,1,300.009033203125,30,1631.1873779296875,0.05092088505625725,1,STANDARD,R_A4,52,0.0
299.7571105957031,0,2018-01-01,2,299.7571105957031,31,1627.4293212890625,0.04962099716067314,1,STANDARD,R_A4,52,0.0
299.89520263671875,0,2018-01-01,3,299.89520263671875,31,1629.4896240234375,0.051607757806777954,2,STANDARD,R_A4,52,0.0
300.0333251953125,0,2018-01-01,4,300.0333251953125,31,1631.5498046875,0.054534994065761566,3,STANDARD,R_A4,52,0.0
300.17144775390625,0,2018-01-01,5,300.17144775390625,31,1633.610107421875,0.056367576122283936,4,STANDARD,R_A4,52,0.0
300.0901184082031,0,2018-01-01,6,300.0901184082031,32,1632.3968505859375,0.05706184357404709,4,STANDARD,R_A4,52,0.0
300.3236999511719,0,2018-01-01,7,300.3236999511719,32,1635.880615234375,0.11242767423391342,4,STANDARD,R_A4,51,0.0
300.4202575683594,0,2018-01-01,8,300.4202575683594,33,1637.321044921875,0.1584090143442154,4,STANDARD,R_A4,51,0.0
300.29644775390625,0,2018-01-01,9,300.29644775390625,33,1635.474609375,0.19343797862529755,3,STANDARD,R_A4,51,0.0
300.74395751953125,0,2018-01-01,10,300.74395751953125,33,1642.1485595703125,0.06403730064630508,4,STANDARD,R_A4,50,0.0
300.67578125,0,2018-01-01,11,300.67578125,34,1641.132080078125,0.062113311141729355,4,STANDARD,R_A4,50,0.0
300.5467224121094,0,2018-01-01,12,300.5467224121094,34,1639.20703125,0.6481541991233826,3,STANDARD,R_A4,50,0.0
300.66064453125,0,2018-01-01,13,300.66064453125,35,1640.9061279296875,0.2713562548160553,3,STANDARD,R_A4,50,0.0
300.53570556640625,0,2018-01-01,14,300.53570556640625,35,1639.0426025390625,0.23927634954452515,2,STANDARD,R_A4,50,0.0
300.72943115234375,0,2018-01-01,15,300.72943115234375,35,1641.93212890625,0.24014364182949066,2,STANDARD,R_A4,49,0.0
300.7579650878906,0,2018-01-01,16,300.7579650878906,36,1642.357421875,0.24251782894134521,30,STANDARD,R_A4,49,0.0
300.5735168457031,0,2018-01-01,17,300.5735168457031,36,1639.6068115234375,0.21051277220249176,30,STANDARD,R_A4,48,0.0
301.0526123046875,0,2018-01-01,18,301.0526123046875,37,1646.7513427734375,0.6481541991233826,30,STANDARD,R_A4,48,0.0
301.5025939941406,0,2018-01-01,19,301.5025939941406,38,1653.461669921875,0.6481541991233826,30,STANDARD,R_A4,48,0.0
301.7947998046875,0,2018-01-01,20,301.7947998046875,38,1657.8184814453125,0.6481541991233826,30,STANDARD,R_A4,47,0.0
303.8440856933594,0,2018-01-01,1,303.8440856933594,31,1685.026611328125,1.0,1,STANDARD,R_A5,20,0.0
304.0601806640625,0,2018-01-01,2,304.0601806640625,31,1687.3070068359375,1.0,2,STANDARD,R_A5,20,0.0
304.27630615234375,0,2018-01-01,3,304.27630615234375,31,1689.5875244140625,1.0,3,STANDARD,R_A5,20,0.0
304.4924011230469,0,2018-01-01,4,304.4924011230469,31,1691.8680419921875,1.0,4,STANDARD,R_A5,20,0.0
304.7085266113281,0,2018-01-01,5,304.7085266113281,31,1694.1485595703125,1.0,5,STANDARD,R_A5,20,0.0
304.9246520996094,0,2018-01-01,6,304.9246520996094,31,1696.4290771484375,1.0,6,STANDARD,R_A5,20,0.0
305.446533203125,0,2018-01-01,7,305.446533203125,31,1698.70947265625,1.0,7,STANDARD,R_A5,20,0.0
305.988037109375,0,2018-01-01,8,305.988037109375,31,1707.6488037109375,1.0,11,STANDARD,R_A5,20,0.0
306.1695251464844,0,2018-01-01,9,306.1695251464844,31,1709.5638427734375,1.0,12,STANDARD,R_A5,20,0.0
305.4322814941406,0,2018-01-01,10,305.4322814941406,31,1701.7845458984375,1.0,12,STANDARD,R_A5,21,0.0
305.6291198730469,0,2018-01-01,11,305.6291198730469,31,1703.735107421875,1.0,13,STANDARD,R_A5,21,0.0
305.81396484375,0,2018-01-01,12,305.81396484375,31,1705.6856689453125,1.0,14,STANDARD,R_A5,21,0.0
305.9988098144531,0,2018-01-01,13,305.9988098144531,31,1707.63623046875,1.0,15,STANDARD,R_A5,21,0.0
306.3287048339844,0,2018-01-01,14,306.3287048339844,31,1709.5867919921875,1.0,16,STANDARD,R_A5,21,0.0
306.5135498046875,0,2018-01-01,15,306.5135498046875,31,1711.537353515625,1.0,17,STANDARD,R_A5,21,0.0
306.6856994628906,0,2018-01-01,16,306.6856994628906,31,1713.35400390625,1.0,18,STANDARD,R_A5,21,0.0
306.7843933105469,0,2018-01-01,17,306.7843933105469,31,1714.3951416015625,1.0,19,STANDARD,R_A5,21,0.0
306.75689697265625,0,2018-01-01,18,306.75689697265625,31,1715.7628173828125,1.0,27,STANDARD,R_A5,21,0.0
306.978271484375,0,2018-01-01,19,306.978271484375,31,1718.098388671875,1.0,28,STANDARD,R_A5,21,0.0
307.5054016113281,0,2018-01-01,20,307.5054016113281,31,1720.43408203125,1.0,29,STANDARD,R_A5,21,0.0
307.7267761230469,0,2018-01-01,21,307.7267761230469,31,1722.7696533203125,1.0,30,STANDARD,R_A5,21,0.0
307.9481506347656,0,2018-01-01,22,307.9481506347656,31,1725.105224609375,1.0,31,STANDARD,R_A5,21,0.0
305.11419677734375,0,2018-01-01,1,305.11419677734375,17,1695.20263671875,1.0,1,STANDARD,R_A6,42,0.0
305.2609558105469,0,2018-01-01,2,305.2609558105469,17,1696.7510986328125,1.0,2,STANDARD,R_A6,42,0.0
305.4076843261719,0,2018-01-01,3,305.4076843261719,17,1698.299560546875,1.0,3,STANDARD,R_A6,42,0.0
305.554443359375,0,2018-01-01,4,305.554443359375,17,1699.84814453125,1.0,4,STANDARD,R_A6,42,0.0
305.7012023925781,0,2018-01-01,5,305.7012023925781,17,1701.3966064453125,1.0,5,STANDARD,R_A6,42,0.0
305.84796142578125,0,2018-01-01,6,305.84796142578125,17,1702.9451904296875,1.0,6,STANDARD,R_A6,42,0.0
305.6956481933594,0,2018-01-01,7,305.6956481933594,17,1704.49365234375,1.0,7,STANDARD,R_A6,42,0.0
305.8424072265625,0,2018-01-01,8,305.8424072265625,17,1706.042236328125,1.0,8,STANDARD,R_A6,42,0.0
306.2882080078125,0,2018-01-01,9,306.2882080078125,17,1707.5906982421875,1.0,9,STANDARD,R_A6,42,0.0
306.1291809082031,0,2018-01-01,10,306.1291809082031,17,1709.1392822265625,1.0,10,STANDARD,R_A6,42,0.0
306.3109130859375,0,2018-01-01,11,306.3109130859375,17,1711.055419921875,1.0,11,STANDARD,R_A6,42,0.0
306.52734375,0,2018-01-01,12,306.52734375,17,1713.3392333984375,1.0,12,STANDARD,R_A6,42,0.0
306.7557678222656,0,2018-01-01,13,306.7557678222656,17,1715.623046875,1.0,13,STANDARD,R_A6,42,0.0
306.9721984863281,0,2018-01-01,14,306.9721984863281,17,1717.9068603515625,1.0,14,STANDARD,R_A6,42,0.0
307.18865966796875,0,2018-01-01,15,307.18865966796875,17,1720.190673828125,1.0,15,STANDARD,R_A6,42,0.0
307.55010986328125,0,2018-01-01,16,307.55010986328125,17,1722.474365234375,1.0,16,STANDARD,R_A6,42,0.0
307.7665710449219,0,2018-01-01,17,307.7665710449219,17,1724.7581787109375,1.0,17,STANDARD,R_A6,42,0.0
307.921630859375,0,2018-01-01,18,307.921630859375,17,1726.394287109375,1.0,18,STANDARD,R_A6,42,0.0
307.8930969238281,0,2018-01-01,19,307.8930969238281,17,1727.7508544921875,1.0,27,STANDARD,R_A6,42,0.0
308.3623352050781,0,2018-01-01,20,308.3623352050781,17,1729.4755859375,1.0,28,STANDARD,R_A6,42,0.0
308.52581787109375,0,2018-01-01,21,308.52581787109375,17,1731.2001953125,1.0,29,STANDARD,R_A6,42,0.0
308.68927001953125,0,2018-01-01,22,308.68927001953125,17,1732.9249267578125,1.0,30,STANDARD,R_A6,42,0.0
308.5469665527344,0,2018-01-01,23,308.5469665527344,17,1734.649658203125,1.0,31,STANDARD,R_A6,42,0.0
298.62835693359375,0,2018-03-01,1,298.62835693359375,22,1641.094970703125,0.05660947412252426,1,STANDARD,R_A2,30,0.0
298.74859619140625,0,2018-03-01,2,298.74859619140625,22,1642.8890380859375,0.05790816619992256,2,STANDARD,R_A2,30,0.0
298.86883544921875,0,2018-03-01,3,298.86883544921875,22,1644.68310546875,0.06064006686210632,3,STANDARD,R_A2,30,0.0
298.98907470703125,0,2018-03-01,4,298.98907470703125,22,1646.4771728515625,0.06535978615283966,4,STANDARD,R_A2,30,0.0
299.1093444824219,0,2018-03-01,5,299.1093444824219,22,1648.2713623046875,0.06927501410245895,5,STANDARD,R_A2,30,0.0
299.2474060058594,0,2018-03-01,6,299.2474060058594,22,1650.0654296875,0.30847111344337463,6,STANDARD,R_A2,30,0.0
299.38067626953125,0,2018-03-01,7,299.38067626953125,22,1651.859619140625,0.8966169953346252,7,STANDARD,R_A2,30,0.0
299.5132141113281,0,2018-03-01,8,299.5132141113281,22,1653.6536865234375,0.8800272941589355,8,STANDARD,R_A2,30,0.0
299.6432189941406,0,2018-03-01,9,299.6432189941406,22,1655.44775390625,0.9073262810707092,9,STANDARD,R_A2,30,0.0
299.9422607421875,0,2018-03-01,10,299.9422607421875,22,1657.2418212890625,0.9076175093650818,10,STANDARD,R_A2,30,0.0
300.6729431152344,0,2018-03-01,11,300.6729431152344,22,1659.1368408203125,0.07630085945129395,11,STANDARD,R_A2,30,0.0
300.8068542480469,0,2018-03-01,12,300.8068542480469,22,1661.132568359375,0.08204108476638794,12,STANDARD,R_A2,30,0.0
301.14776611328125,0,2018-03-01,13,301.14776611328125,22,1663.12841796875,0.47501930594444275,13,STANDARD,R_A2,30,0.0
301.3315734863281,0,2018-03-01,14,301.3315734863281,22,1665.1241455078125,0.5129563212394714,14,STANDARD,R_A2,30,0.0
301.4648132324219,0,2018-03-01,15,301.4648132324219,22,1667.1199951171875,0.6796217560768127,15,STANDARD,R_A2,30,0.0
301.59686279296875,0,2018-03-01,16,301.59686279296875,22,1669.11572265625,0.9705067276954651,16,STANDARD,R_A2,30,0.0
301.7303466796875,0,2018-03-01,17,301.7303466796875,22,1671.111572265625,0.9568994641304016,17,STANDARD,R_A2,30,0.0
301.8560485839844,0,2018-03-01,18,301.8560485839844,22,1672.9881591796875,0.9819108247756958,18,STANDARD,R_A2,30,0.0
301.9205017089844,0,2018-03-01,19,301.9205017089844,22,1674.229736328125,0.9946470856666565,18,STANDARD,R_A2,29,0.0
303.0046081542969,0,2018-03-01,20,303.0046081542969,22,1676.1676025390625,1.0,27,STANDARD,R_A2,29,-3.5524441866656536e-18
303.4554443359375,0,2018-03-01,21,303.4554443359375,22,1677.9368896484375,1.0,28,STANDARD,R_A2,29,-8.404742289461931e-21
303.62261962890625,0,2018-03-01,22,303.62261962890625,22,1679.7061767578125,1.0,29,STANDARD,R_A2,29,-9.34905700819001e-21
303.78985595703125,0,2018-03-01,23,303.78985595703125,22,1681.4754638671875,1.0,30,STANDARD,R_A2,29,-5.477925541462116e-19
303.4165954589844,0,2018-03-01,24,303.4165954589844,22,1683.2447509765625,1.0,31,STANDARD,R_A2,29,2.653897372315809e-15
277.21124267578125,0,2018-04-28,1,277.21124267578125,31,1685.026611328125,1.0,1,STANDARD,R_A5,20,9.560528638295068e-16
277.42706298828125,0,2018-04-28,2,277.42706298828125,31,1687.3070068359375,1.0,2,STANDARD,R_A5,20,4.9530421162720786e-18
277.6429443359375,0,2018-04-28,3,277.6429443359375,31,1689.5875244140625,1.0,3,STANDARD,R_A5,20,2.4303272610527726e-14
277.8588562011719,0,2018-04-28,4,277.8588562011719,31,1691.8680419921875,1.0,4,STANDARD,R_A5,20,3.060488602997513e-14
278.07476806640625,0,2018-04-28,5,278.07476806640625,31,1694.1485595703125,1.0,5,STANDARD,R_A5,20,2.9616151246908765e-14
278.2906494140625,0,2018-04-28,6,278.2906494140625,31,1696.4290771484375,1.0,6,STANDARD,R_A5,20,2.256291297731989e-14
278.8290100097656,0,2018-04-28,7,278.8290100097656,31,1698.70947265625,1.0,7,STANDARD,R_A5,20,5.022386569537808e-15
276.57354736328125,0,2018-04-28,8,276.57354736328125,31,1707.6488037109375,1.0,11,STANDARD,R_A5,20,-1.327151583074837e-11
276.7834167480469,0,2018-04-28,9,276.7834167480469,31,1709.5638427734375,1.0,12,STANDARD,R_A5,20,-1.144921657481035e-11
275.47613525390625,0,2018-04-28,10,275.47613525390625,31,1701.7845458984375,1.0,12,STANDARD,R_A5,21,-2.6728475335802138e-11
275.6766357421875,0,2018-04-28,11,275.6766357421875,31,1703.735107421875,1.0,13,STANDARD,R_A5,21,-2.8138726158172256e-12
275.86553955078125,0,2018-04-28,12,275.86553955078125,31,1705.6856689453125,1.0,14,STANDARD,R_A5,21,-4.366997648913573e-12
276.0743408203125,0,2018-04-28,13,276.0743408203125,31,1707.63623046875,1.0,15,STANDARD,R_A5,21,-1.0048317213018354e-11
276.4521179199219,0,2018-04-28,14,276.4521179199219,31,1709.5867919921875,1.0,16,STANDARD,R_A5,21,-8.710624235797049e-12
276.7095031738281,0,2018-04-28,15,276.7095031738281,31,1711.537353515625,1.0,17,STANDARD,R_A5,21,-2.2383464439584833e-12
276.9537658691406,0,2018-04-28,16,276.9537658691406,31,1713.35400390625,1.0,18,STANDARD,R_A5,21,-4.847485694098319e-12
277.0785217285156,0,2018-04-28,17,277.0785217285156,31,1714.3951416015625,1.0,19,STANDARD,R_A5,21,0.0
277.8643798828125,0,2018-04-28,18,277.8643798828125,31,1715.7628173828125,1.0,27,STANDARD,R_A5,21,-5.806691065479708e-12
278.1152648925781,0,2018-04-28,19,278.1152648925781,31,1718.098388671875,1.0,28,STANDARD,R_A5,21,-5.032097134816116e-12
292.1511535644531,0,2018-04-28,20,292.1511535644531,31,1720.43408203125,1.0,29,STANDARD,R_A5,21,-1.6962540974215331e-18
302.3587646484375,0,2018-04-28,21,302.3587646484375,31,1722.7696533203125,1.0,30,STANDARD,R_A5,21,-1.2936801857741748e-20
305.8688659667969,0,2018-04-28,22,305.8688659667969,31,1725.105224609375,1.0,31,STANDARD,R_A5,21,-1.4029252537566828e-22
281.3788757324219,0,2018-07-03,1,281.3788757324219,28,1609.243408203125,0.6492504477500916,1,STANDARD,R_A3,41,0.0
281.5203552246094,0,2018-07-03,2,281.5203552246094,28,1611.3077392578125,0.1992773860692978,2,STANDARD,R_A3,41,0.0
281.6580505371094,0,2018-07-03,3,281.6580505371094,28,1613.3720703125,0.19370576739311218,3,STANDARD,R_A3,41,0.0
281.78900146484375,0,2018-07-03,4,281.78900146484375,28,1615.4365234375,0.37675604224205017,4,STANDARD,R_A3,41,0.0
281.8379211425781,0,2018-07-03,5,281.8379211425781,28,1617.5008544921875,0.6507722735404968,5,STANDARD,R_A3,41,0.0
281.97198486328125,0,2018-07-03,6,281.97198486328125,28,1619.565185546875,0.11116942763328552,6,STANDARD,R_A3,41,0.0
281.3412170410156,0,2018-07-03,7,281.3412170410156,29,1609.3663330078125,0.2867015302181244,6,STANDARD,R_A3,41,0.0
281.4785461425781,0,2018-07-03,8,281.4785461425781,29,1611.4163818359375,0.19783152639865875,7,STANDARD,R_A3,41,0.0
281.6153564453125,0,2018-07-03,9,281.6153564453125,29,1613.46630859375,0.19916865229606628,8,STANDARD,R_A3,41,0.0
281.7460632324219,0,2018-07-03,10,281.7460632324219,29,1615.516357421875,0.6873687505722046,9,STANDARD,R_A3,41,0.0
281.8342590332031,0,2018-07-03,11,281.8342590332031,29,1617.5662841796875,0.6497980952262878,10,STANDARD,R_A3,41,0.0
283.956787109375,0,2018-07-03,12,283.956787109375,29,1619.750732421875,0.05115196108818054,11,STANDARD,R_A3,41,0.0
284.1116027832031,0,2018-07-03,13,284.1116027832031,29,1622.0697021484375,0.0544152595102787,12,STANDARD,R_A3,41,0.0
284.2670593261719,0,2018-07-03,14,284.2670593261719,29,1624.388671875,0.3736843466758728,13,STANDARD,R_A3,41,0.0
285.4156799316406,0,2018-07-03,15,285.4156799316406,29,1626.707763671875,0.35085365176200867,14,STANDARD,R_A3,41,0.0
284.7471923828125,0,2018-07-03,16,284.7471923828125,29,1629.026611328125,0.49563688039779663,15,STANDARD,R_A3,41,0.0
284.8880310058594,0,2018-07-03,17,284.8880310058594,29,1630.9468994140625,0.8103194236755371,16,STANDARD,R_A3,41,0.0
286.6300048828125,0,2018-07-03,18,286.6300048828125,29,1633.5262451171875,0.7171036005020142,27,STANDARD,R_A3,41,0.0
282.31591796875,0,2018-07-03,19,282.31591796875,29,1637.1630859375,0.043723490089178085,28,STANDARD,R_A3,41,0.0
282.5589294433594,0,2018-07-03,20,282.5589294433594,29,1640.8001708984375,0.12071900814771652,29,STANDARD,R_A3,41,0.0
282.82916259765625,0,2018-07-03,21,282.82916259765625,29,1644.4371337890625,0.6501555442810059,30,STANDARD,R_A3,41,0.0
283.090087890625,0,2018-07-03,22,283.090087890625,29,1648.0740966796875,0.0650894045829773,31,STANDARD,R_A3,41,0.0
276.4565124511719,0,2018-09-12,1,276.4565124511719,30,1631.1873779296875,0.05104019120335579,1,STANDARD,R_A4,52,0.0
276.5548095703125,0,2018-09-12,2,276.5548095703125,31,1627.4293212890625,0.049736443907022476,1,STANDARD,R_A4,52,0.0
276.6921691894531,0,2018-09-12,3,276.6921691894531,31,1629.4896240234375,0.051729366183280945,2,STANDARD,R_A4,52,0.0
276.8295593261719,0,2018-09-12,4,276.8295593261719,31,1631.5498046875,0.054656870663166046,3,STANDARD,R_A4,52,0.0
276.96697998046875,0,2018-09-12,5,276.96697998046875,31,1633.610107421875,0.056493908166885376,4,STANDARD,R_A4,52,0.0
277.1935119628906,0,2018-09-12,6,277.1935119628906,32,1632.3968505859375,0.05719894543290138,4,STANDARD,R_A4,52,0.0
276.95050048828125,0,2018-09-12,7,276.95050048828125,32,1635.880615234375,0.11257485300302505,4,STANDARD,R_A4,51,0.0
277.20208740234375,0,2018-09-12,8,277.20208740234375,33,1637.321044921875,0.15826316177845,4,STANDARD,R_A4,51,0.0
277.0872802734375,0,2018-09-12,9,277.0872802734375,33,1635.474609375,0.19303929805755615,3,STANDARD,R_A4,51,0.0
276.46533203125,0,2018-09-12,10,276.46533203125,33,1642.1485595703125,0.06554353982210159,4,STANDARD,R_A4,50,0.0
276.693115234375,0,2018-09-12,11,276.693115234375,34,1641.132080078125,0.06261343508958817,4,STANDARD,R_A4,50,0.0
276.5863037109375,0,2018-09-12,12,276.5863037109375,34,1639.20703125,0.6516045331954956,3,STANDARD,R_A4,50,0.0
277.1345520019531,0,2018-09-12,13,277.1345520019531,35,1640.9061279296875,0.2716715633869171,3,STANDARD,R_A4,50,0.0
277.1642761230469,0,2018-09-12,14,277.1642761230469,35,1639.0426025390625,0.24015848338603973,2,STANDARD,R_A4,50,0.0
276.7010192871094,0,2018-09-12,15,276.7010192871094,35,1641.93212890625,0.240824356675148,2,STANDARD,R_A4,49,0.0
284.56341552734375,0,2018-09-12,16,284.56341552734375,36,1642.357421875,0.24025818705558777,30,STANDARD,R_A4,49,0.0
284.48468017578125,0,2018-09-12,17,284.48468017578125,36,1639.6068115234375,0.21022824943065643,30,STANDARD,R_A4,48,0.0
284.9691467285156,0,2018-09-12,18,284.9691467285156,37,1646.7513427734375,0.6588107347488403,30,STANDARD,R_A4,48,0.0
285.44110107421875,0,2018-09-12,19,285.44110107421875,38,1653.461669921875,0.6499892473220825,30,STANDARD,R_A4,48,0.0
285.7539978027344,0,2018-09-12,20,285.7539978027344,38,1657.8184814453125,0.6499789953231812,30,STANDARD,R_A4,47,0.0
268.6712341308594,0,2018-11-07,1,268.6712341308594,17,1695.20263671875,1.0,1,STANDARD,R_A6,42,-4.1287482813388e-17
268.81939697265625,0,2018-11-07,2,268.81939697265625,17,1696.7510986328125,1.0,2,STANDARD,R_A6,42,-1.2222115501437505e-17
268.96856689453125,0,2018-11-07,3,268.96856689453125,17,1698.299560546875,1.0,3,STANDARD,R_A6,42,-1.2441522677375358e-17
269.1185302734375,0,2018-11-07,4,269.1185302734375,17,1699.84814453125,1.0,4,STANDARD,R_A6,42,-1.0747795099737291e-17
269.2674255371094,0,2018-11-07,5,269.2674255371094,17,1701.3966064453125,1.0,5,STANDARD,R_A6,42,-1.3687624775252804e-17
269.41546630859375,0,2018-11-07,6,269.41546630859375,17,1702.9451904296875,1.0,6,STANDARD,R_A6,42,-5.309681087005153e-16
269.2669677734375,0,2018-11-07,7,269.2669677734375,17,1704.49365234375,1.0,7,STANDARD,R_A6,42,-1.0407355121268475e-15
269.397705078125,0,2018-11-07,8,269.397705078125,17,1706.042236328125,1.0,8,STANDARD,R_A6,42,-6.011121246725056e-16
269.843017578125,0,2018-11-07,9,269.843017578125,17,1707.5906982421875,1.0,9,STANDARD,R_A6,42,-3.1225439466611254e-17
269.9594421386719,0,2018-11-07,10,269.9594421386719,17,1709.1392822265625,1.0,10,STANDARD,R_A6,42,0.0
283.3740539550781,0,2018-11-07,11,283.3740539550781,17,1711.055419921875,1.0,11,STANDARD,R_A6,42,0.0
283.5941467285156,0,2018-11-07,12,283.5941467285156,17,1713.3392333984375,1.0,12,STANDARD,R_A6,42,0.0
283.8355407714844,0,2018-11-07,13,283.8355407714844,17,1715.623046875,1.0,13,STANDARD,R_A6,42,0.0
284.0518798828125,0,2018-11-07,14,284.0518798828125,17,1717.9068603515625,1.0,14,STANDARD,R_A6,42,0.0
284.2685852050781,0,2018-11-07,15,284.2685852050781,17,1720.190673828125,1.0,15,STANDARD,R_A6,42,0.0
