ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,5371175,863736,522572,364416,51309743
Valysar,CentralSouth,68958001,12833488,9715376,6775018,953922585
Valysar,CentralNorth,38141660,6541413,4899344,3416558,481051357
Valysar,NorthHorst,4207249,673137,387855,238240,46671241
Valysar,CentralRamp,13591211,2090734,1461417,1019119,143491953
Valysar,CentralHorst,86928385,13638739,10409535,7259090,1022079941
Valysar,EastLowland,1254297,158870,88534,61739,8692915
Therys,WestLowland,2476313,464166,228438,159302,22429660
Therys,CentralSouth,14774454,3712236,2493626,1738930,244841384
Therys,CentralNorth,21886792,3919224,2293596,1599439,225201074
Therys,NorthHorst,6799152,833105,345221,212052,41541029
Therys,CentralRamp,6694346,1594221,1280551,892993,125733360
Therys,CentralHorst,30263591,7358596,5750228,4009922,564597031
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,307039,50005,28946,20186,2842127
Volon,CentralSouth,31828763,6158668,4815101,3357811,472779797
Volon,CentralNorth,7142756,954104,500883,349291,49180126
Volon,NorthHorst,5056806,901050,640862,393650,77116046
Volon,CentralRamp,12467696,2274930,1795162,1251857,176261409
Volon,CentralHorst,83755586,14800343,11950520,8333696,1173384430
Volon,EastLowland,0,0,0,0,0
