CONJPOS,DEPTH,DRAWDOWN,CONKPOS,CONIDX,CONIPOS,CONBPRES,PRESSURE,SGAS,SWAT,WELLMODEL,WELL,DATE
42,1695.82763671875,0,2,2,17,274.924072265625,274.924072265625,-2.2381903188456453e-12,1.0,STANDARD,R_A6,2018-11-07
42,1697.3592529296875,0,3,3,17,275.0609130859375,275.0609130859375,-1.835470577610243e-12,1.0,STANDARD,R_A6,2018-11-07
42,1698.8907470703125,0,4,4,17,275.193115234375,275.193115234375,-1.39566862841084e-12,1.0,STANDARD,R_A6,2018-11-07
42,1700.4222412109375,0,5,5,17,275.3227844238281,275.3227844238281,-2.189327278495634e-12,1.0,STANDARD,R_A6,2018-11-07
42,1701.9537353515625,0,6,6,17,275.1614990234375,275.1614990234375,-1.0076282863646924e-10,1.0,STANDARD,R_A6,2018-11-07
42,1703.4852294921875,0,7,7,17,275.3063659667969,275.3063659667969,-1.9395846040382025e-10,1.0,STANDARD,R_A6,2018-11-07
42,1705.016845703125,0,8,8,17,275.4456787109375,275.4456787109375,-1.433507479386975e-10,1.0,STANDARD,R_A6,2018-11-07
42,1706.54833984375,0,9,9,17,275.8700256347656,275.8700256347656,-7.60939661975657e-12,1.0,STANDARD,R_A6,2018-11-07
42,1708.079833984375,0,10,10,17,275.6595458984375,275.6595458984375,-1.148906303427566e-09,0.9999999403953552,STANDARD,R_A6,2018-11-07
42,1709.9617919921875,0,11,11,17,279.5964050292969,279.5964050292969,-6.078221814753704e-10,1.0,STANDARD,R_A6,2018-11-07
42,1712.1942138671875,0,12,12,17,279.79132080078125,279.79132080078125,-2.4840560164385295e-10,1.0,STANDARD,R_A6,2018-11-07
42,1714.426513671875,0,13,13,17,280.02410888671875,280.02410888671875,-1.7928034057312914e-11,1.0,STANDARD,R_A6,2018-11-07
42,1716.658935546875,0,14,14,17,280.2355041503906,280.2355041503906,-1.4333206496686124e-11,1.0,STANDARD,R_A6,2018-11-07
42,1718.891357421875,0,15,15,17,280.4471740722656,280.4471740722656,-7.823228176384589e-12,1.0,STANDARD,R_A6,2018-11-07
42,1721.123779296875,0,16,16,17,280.8039855957031,280.8039855957031,-2.6089594894196377e-12,1.0,STANDARD,R_A6,2018-11-07
42,1723.3560791015625,0,17,17,17,281.0156555175781,281.0156555175781,-4.60683054204214e-12,1.0,STANDARD,R_A6,2018-11-07
42,1725.04443359375,0,18,18,17,281.175537109375,281.175537109375,-4.268583750355326e-12,1.0,STANDARD,R_A6,2018-11-07
42,1726.4693603515625,0,26,19,17,280.4812927246094,280.4812927246094,5.721099050233491e-13,1.0,STANDARD,R_A6,2018-11-07
42,1728.174560546875,0,27,20,17,280.9529113769531,280.9529113769531,2.888728210630187e-13,1.0,STANDARD,R_A6,2018-11-07
42,1729.8798828125,0,28,21,17,281.85223388671875,281.85223388671875,5.254199552148547e-19,1.0,STANDARD,R_A6,2018-11-07
42,1731.5850830078125,0,29,22,17,282.28369140625,282.28369140625,-5.195302030712784e-20,1.0,STANDARD,R_A6,2018-11-07
42,1733.290283203125,0,30,23,17,281.32696533203125,281.32696533203125,-3.782360912646908e-14,1.0,STANDARD,R_A6,2018-11-07
