FIPNUM,STOIIP_OIL,ASSOCIATEDOIL_GAS,STOIIP_TOTAL,WIIP_TOTAL,GIIP_GAS,ASSOCIATEDGAS_OIL,GIIP_TOTAL,PORV_TOTAL,HCPV_OIL,WATPV_TOTAL,HCPV_GAS,HCPV_TOTAL,REGION,ZONE
1,868557.0,0.0,868557.0,83964498.0,-0.0,122310171.0,122310171.0,88070402.0,1245678.0,86824724.0,0.0,1245678.0,WestLowland,Valysar
2,4226386.0,0.0,4226386.0,15468036.0,0.0,595159711.0,595159711.0,22056281.0,6059770.0,15996511.0,0.0,6059770.0,CentralSouth,Valysar
3,2690100.0,0.0,2690100.0,12261004.0,-0.0,378819857.0,378819857.0,16536301.0,3857091.0,12679210.0,0.0,3857091.0,CentralNorth,Valysar
4,177298.0,65451.0,242749.0,3956126.0,428273676.0,34736902.0,463010578.0,6225398.0,288707.0,4091739.0,1844952.0,2133659.0,NorthHorst,Valysar
5,862409.0,0.0,862409.0,686092.0,0.0,121444431.0,121444431.0,1946822.0,1237085.0,709737.0,0.0,1237085.0,CentralRamp,Valysar
6,5513626.0,0.0,5513626.0,8069199.0,0.0,776428800.0,776428800.0,16256871.0,7910814.0,8346057.0,0.0,7910814.0,CentralHorst,Valysar
7,34029.0,0.0,34029.0,38428708.0,0.0,4791988.0,4791988.0,39773429.0,48792.0,39724637.0,0.0,48792.0,EastLowland,Valysar
8,162888.0,0.0,162888.0,111799271.0,0.0,22937955.0,22937955.0,115838368.0,233624.0,115604743.0,0.0,233624.0,WestLowland,Therys
9,1079973.0,0.0,1079973.0,5633396.0,0.0,152081761.0,152081761.0,7373887.0,1547983.0,5825904.0,0.0,1547983.0,CentralSouth,Therys
10,1539809.0,0.0,1539809.0,12275652.0,0.0,216835926.0,216835926.0,14901192.0,2207433.0,12693759.0,0.0,2207433.0,CentralNorth,Therys
11,192136.0,66367.0,258503.0,4368769.0,432007428.0,37644229.0,469651657.0,6690673.0,312874.0,4518387.0,1859411.0,2172286.0,NorthHorst,Therys
12,812881.0,0.0,812881.0,324770.0,0.0,114469862.0,114469862.0,1501691.0,1165750.0,335941.0,0.0,1165750.0,CentralRamp,Therys
13,3632309.0,0.0,3632309.0,5118964.0,0.0,511501704.0,511501704.0,10504634.0,5210623.0,5294011.0,0.0,5210623.0,CentralHorst,Therys
14,0.0,0.0,0.0,16977823.0,0.0,0.0,0.0,17546456.0,0.0,17546456.0,0.0,0.0,EastLowland,Therys
15,39518.0,0.0,39518.0,80464718.0,0.0,5564941.0,5564941.0,83250549.0,56672.0,83193877.0,0.0,56672.0,WestLowland,Volon
16,3200257.0,0.0,3200257.0,34280103.0,0.0,450660165.0,450660165.0,40035083.0,4587493.0,35447590.0,0.0,4587493.0,CentralSouth,Volon
17,333827.0,0.0,333827.0,5957104.0,0.0,47009548.0,47009548.0,6638315.0,478476.0,6159839.0,0.0,478476.0,CentralNorth,Volon
18,187856.0,23947.0,211803.0,1767172.0,155157442.0,36805790.0,191963232.0,2800744.0,305910.0,1827576.0,667258.0,973168.0,NorthHorst,Volon
19,1204149.0,0.0,1204149.0,753324.0,0.0,169568306.0,169568306.0,2505511.0,1726337.0,779173.0,0.0,1726337.0,CentralRamp,Volon
20,7082467.0,0.0,7082467.0,8887659.0,0.0,997353003.0,997353003.0,19349725.0,10157948.0,9191777.0,0.0,10157948.0,CentralHorst,Volon
21,0.0,0.0,0.0,32736106.0,0.0,0.0,0.0,33841347.0,0.0,33841347.0,0.0,0.0,EastLowland,Volon
