SWAT,CONIDX,CONBPRES,CONKPOS,DRAWDOWN,DEPTH,CONJPOS,WELL,PRESSURE,WELLMODEL,SGAS,DATE,CONIPOS
0.05273282900452614,1,300.6678771972656,1,0,1639.265625,30,R_A2,300.6678771972656,STANDARD,0.0,2018-01-01,22
0.055976495146751404,2,300.7833557128906,2,0,1640.9879150390625,30,R_A2,300.7833557128906,STANDARD,0.0,2018-01-01,22
0.058501359075307846,3,300.8988342285156,3,0,1642.710205078125,30,R_A2,300.8988342285156,STANDARD,0.0,2018-01-01,22
0.062439195811748505,4,301.0143127441406,4,0,1644.4324951171875,30,R_A2,301.0143127441406,STANDARD,0.0,2018-01-01,22
0.06387223303318024,5,301.12982177734375,5,0,1646.1546630859375,30,R_A2,301.12982177734375,STANDARD,0.0,2018-01-01,22
0.30230680108070374,6,301.24530029296875,6,0,1647.876953125,30,R_A2,301.24530029296875,STANDARD,0.0,2018-01-01,22
0.8652215600013733,7,301.3608093261719,7,0,1649.5992431640625,30,R_A2,301.3608093261719,STANDARD,0.0,2018-01-01,22
0.8493503332138062,8,301.476318359375,8,0,1651.321533203125,30,R_A2,301.476318359375,STANDARD,0.0,2018-01-01,22
0.8698586225509644,9,301.5918273925781,9,0,1653.0438232421875,30,R_A2,301.5918273925781,STANDARD,0.0,2018-01-01,22
0.8690224885940552,10,301.70733642578125,10,0,1654.76611328125,30,R_A2,301.70733642578125,STANDARD,0.0,2018-01-01,22
0.06654788553714752,11,301.83514404296875,11,0,1656.6717529296875,30,R_A2,301.83514404296875,STANDARD,0.0,2018-01-01,22
0.06609420478343964,12,301.97528076171875,12,0,1658.7608642578125,30,R_A2,301.97528076171875,STANDARD,0.0,2018-01-01,22
0.420047789812088,13,302.1153869628906,13,0,1660.8499755859375,30,R_A2,302.1153869628906,STANDARD,0.0,2018-01-01,22
0.45853158831596375,14,302.2555236816406,14,0,1662.9390869140625,30,R_A2,302.2555236816406,STANDARD,0.0,2018-01-01,22
0.8878033757209778,15,302.3956604003906,15,0,1665.0281982421875,30,R_A2,302.3956604003906,STANDARD,0.0,2018-01-01,22
0.8992632031440735,16,302.53582763671875,16,0,1667.1173095703125,30,R_A2,302.53582763671875,STANDARD,0.0,2018-01-01,22
0.8718598484992981,17,302.67596435546875,17,0,1669.2064208984375,30,R_A2,302.67596435546875,STANDARD,0.0,2018-01-01,22
0.97475266456604,18,303.1764831542969,17,0,1676.666748046875,29,R_A2,303.1764831542969,STANDARD,0.0,2018-01-01,22
0.9991061687469482,19,303.2772216796875,18,0,1678.16845703125,29,R_A2,303.2772216796875,STANDARD,0.0,2018-01-01,22
0.7824300527572632,20,303.3658142089844,25,0,1679.488525390625,29,R_A2,303.3658142089844,STANDARD,0.0,2018-01-01,22
1.0,21,303.4785461425781,26,0,1681.1688232421875,29,R_A2,303.4785461425781,STANDARD,0.0,2018-01-01,22
1.0,22,303.94354248046875,27,0,1682.84912109375,29,R_A2,303.94354248046875,STANDARD,0.0,2018-01-01,22
1.0,23,304.102783203125,28,0,1684.529541015625,29,R_A2,304.102783203125,STANDARD,0.0,2018-01-01,22
1.0,24,304.26202392578125,29,0,1686.2099609375,29,R_A2,304.26202392578125,STANDARD,0.0,2018-01-01,22
0.6481541991233826,1,298.7170715332031,1,0,1610.164794921875,41,R_A3,298.7170715332031,STANDARD,0.0,2018-01-01,28
0.15207631886005402,2,298.853515625,2,0,1612.2008056640625,41,R_A3,298.853515625,STANDARD,0.0,2018-01-01,28
