FIPNUM,STOIIP_OIL,ASSOCIATEDOIL_GAS,STOIIP_TOTAL,WIIP_TOTAL,GIIP_GAS,ASSOCIATEDGAS_OIL,GIIP_TOTAL,PORV_TOTAL,HCPV_OIL,WATPV_TOTAL,HCPV_GAS,HCPV_TOTAL,REGION,ZONE
1,236362.0,0.0,236362.0,82014499.0,0.0,33284446.0,33284446.0,85148119.0,339035.0,84809084.0,0.0,339035.0,WestLowland,Valysar
2,5864667.0,0.0,5864667.0,12702205.0,0.0,825862359.0,825862359.0,21543989.0,8408024.0,13135965.0,0.0,8408024.0,CentralSouth,Valysar
3,3339291.0,0.0,3339291.0,11562420.0,0.0,470238971.0,470238971.0,16743803.0,4787546.0,11956257.0,0.0,4787546.0,CentralNorth,Valysar
4,243650.0,77877.0,321527.0,3358765.0,507823802.0,47738350.0,555562152.0,6055820.0,396717.0,3473932.0,2185171.0,2581888.0,NorthHorst,Valysar
5,938160.0,0.0,938160.0,738683.0,0.0,132111640.0,132111640.0,2109824.0,1345696.0,764128.0,0.0,1345696.0,CentralRamp,Valysar
6,7833611.0,0.0,7833611.0,6541687.0,0.0,1103129066.0,1103129066.0,18003725.0,11237535.0,6766190.0,0.0,11237535.0,CentralHorst,Valysar
7,25018.0,0.0,25018.0,38626209.0,0.0,3523026.0,3523026.0,39964302.0,35871.0,39928431.0,0.0,35871.0,EastLowland,Valysar
8,146323.0,0.0,146323.0,110983584.0,0.0,20605171.0,20605171.0,114973567.0,209842.0,114763725.0,0.0,209842.0,WestLowland,Therys
9,1178966.0,0.0,1178966.0,5089326.0,0.0,166021955.0,166021955.0,6953232.0,1689819.0,5263413.0,0.0,1689819.0,CentralSouth,Therys
10,1523234.0,0.0,1523234.0,12038817.0,0.0,214501767.0,214501767.0,14631866.0,2183502.0,12448364.0,0.0,2183502.0,CentralNorth,Therys
11,300569.0,65047.0,365617.0,4016211.0,422156972.0,58890557.0,481047530.0,6458226.0,489400.0,4153709.0,1815117.0,2304517.0,NorthHorst,Therys
12,798126.0,0.0,798126.0,310222.0,0.0,112392138.0,112392138.0,1465406.0,1144514.0,320892.0,0.0,1144514.0,CentralRamp,Therys
13,3963924.0,0.0,3963924.0,4722711.0,0.0,558199811.0,558199811.0,10569773.0,5685496.0,4884277.0,0.0,5685496.0,CentralHorst,Therys
14,0.0,0.0,0.0,18380035.0,0.0,0.0,0.0,18995324.0,0.0,18995324.0,0.0,0.0,EastLowland,Therys
15,12813.0,0.0,12813.0,77753314.0,0.0,1804332.0,1804332.0,80409632.0,18372.0,80391260.0,0.0,18372.0,WestLowland,Volon
16,3086139.0,0.0,3086139.0,34123154.0,0.0,434590073.0,434590073.0,39708093.0,4423437.0,35284656.0,0.0,4423437.0,CentralSouth,Volon
17,403509.0,0.0,403509.0,5585594.0,0.0,56822115.0,56822115.0,6353847.0,578328.0,5775519.0,0.0,578328.0,CentralNorth,Volon
18,471273.0,13315.0,484588.0,1513001.0,86085908.0,92336472.0,178422379.0,2701975.0,767365.0,1564697.0,369913.0,1137278.0,NorthHorst,Volon
19,1230213.0,0.0,1230213.0,799087.0,0.0,173238650.0,173238650.0,2590077.0,1763576.0,826501.0,0.0,1763576.0,CentralRamp,Volon
20,6908849.0,0.0,6908849.0,9002958.0,0.0,972904065.0,972904065.0,19218781.0,9907490.0,9311291.0,0.0,9907490.0,CentralHorst,Volon
21,0.0,0.0,0.0,34993498.0,0.0,0.0,0.0,36174237.0,0.0,36174237.0,0.0,0.0,EastLowland,Volon
