ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,4926419,646774,384280,267978,37731271,0,0,0,0,0
Valysar,CentralSouth,67824469,11948754,8530819,5948967,837614637,0,0,0,0,0
Valysar,CentralNorth,36376771,6670554,4905763,3421035,481681670,0,0,0,0,0
Valysar,NorthHorst,4782341,692720,397242,244006,47800787,24618365,3501588,2366107,550257408,84189
Valysar,CentralRamp,13746446,2107364,1402469,978012,137704027,0,0,0,0,0
Valysar,CentralHorst,86371295,14826854,11465610,7995544,1125772639,0,0,0,0,0
Valysar,EastLowland,291997,74763,44600,31102,4379144,0,0,0,0,0
Therys,WestLowland,2204974,408714,216411,150915,21248766,0,0,0,0,0
Therys,CentralSouth,12476404,2790475,1731938,1207767,170053577,0,0,0,0,0
Therys,CentralNorth,20648668,3708736,2206720,1538856,216670946,0,0,0,0,0
Therys,NorthHorst,8151091,1183203,513634,315500,61806407,17244197,2866181,1855533,431519277,66022
Therys,CentralRamp,6770890,1465289,1143844,797660,112310503,0,0,0,0,0
Therys,CentralHorst,29243345,7361309,5694685,3971189,559143480,0,0,0,0,0
Therys,EastLowland,0,0,0,0,0,0,0,0,0,0
Volon,WestLowland,254401,40236,22636,15785,2222574,0,0,0,0,0
Volon,CentralSouth,35017667,6297368,4591620,3201967,450836947,0,0,0,0,0
Volon,CentralNorth,6832817,1009478,613853,428070,60272295,0,0,0,0,0
Volon,NorthHorst,5572991,1000003,778880,478428,93723967,2936745,487034,397429,92425268,14141
Volon,CentralRamp,12639541,2437340,1820403,1269458,178739673,0,0,0,0,0
Volon,CentralHorst,80611071,14127453,10400597,7252857,1021202300,0,0,0,0,0
Volon,EastLowland,0,0,0,0,0,0,0,0,0,0
