DATE,SGAS,SWAT,DRAWDOWN,WELL,PRESSURE,WELLMODEL,DEPTH,CONJPOS,CONBPRES,CONIDX,CONKPOS,CONIPOS
2018-01-01,0.0,1.0,0,R_A5,306.7255554199219,STANDARD,1713.774169921875,21,306.7255554199219,16,18,31
2018-01-01,0.0,1.0,0,R_A5,306.7762145996094,STANDARD,1714.3089599609375,21,306.7762145996094,17,19,31
2018-01-01,0.0,1.0,0,R_A5,306.7375183105469,STANDARD,1715.558349609375,21,306.7375183105469,18,26,31
2018-01-01,0.0,1.0,0,R_A5,306.95062255859375,STANDARD,1717.8067626953125,21,306.95062255859375,19,27,31
2018-01-01,0.0,1.0,0,R_A5,307.4695129394531,STANDARD,1720.0552978515625,21,307.4695129394531,20,28,31
2018-01-01,0.0,1.0,0,R_A5,307.6826171875,STANDARD,1722.3037109375,21,307.6826171875,21,29,31
2018-01-01,0.0,1.0,0,R_A5,307.8957214355469,STANDARD,1724.55224609375,21,307.8957214355469,22,30,31
2018-01-01,0.0,1.0,0,R_A6,305.03985595703125,STANDARD,1694.418212890625,42,305.03985595703125,1,1,17
2018-01-01,0.0,1.0,0,R_A6,305.18505859375,STANDARD,1695.9501953125,42,305.18505859375,2,2,17
2018-01-01,0.0,1.0,0,R_A6,305.3302307128906,STANDARD,1697.4822998046875,42,305.3302307128906,3,3,17
2018-01-01,0.0,1.0,0,R_A6,305.4754333496094,STANDARD,1699.014404296875,42,305.4754333496094,4,4,17
2018-01-01,0.0,1.0,0,R_A6,305.6206359863281,STANDARD,1700.5465087890625,42,305.6206359863281,5,5,17
2018-01-01,0.0,1.0,0,R_A6,305.7658386230469,STANDARD,1702.07861328125,42,305.7658386230469,6,6,17
2018-01-01,0.0,1.0,0,R_A6,305.6119689941406,STANDARD,1703.6107177734375,42,305.6119689941406,7,7,17
2018-01-01,0.0,1.0,0,R_A6,305.7571716308594,STANDARD,1705.142822265625,42,305.7571716308594,8,8,17
2018-01-01,0.0,1.0,0,R_A6,306.201416015625,STANDARD,1706.675048828125,42,306.201416015625,9,9,17
2018-01-01,0.0,1.0,0,R_A6,306.04083251953125,STANDARD,1708.20703125,42,306.04083251953125,10,10,17
2018-01-01,0.0,1.0,0,R_A6,306.2206115722656,STANDARD,1710.1026611328125,42,306.2206115722656,11,11,17
2018-01-01,0.0,1.0,0,R_A6,306.4346923828125,STANDARD,1712.3616943359375,42,306.4346923828125,12,12,17
2018-01-01,0.0,1.0,0,R_A6,306.6607666015625,STANDARD,1714.6207275390625,42,306.6607666015625,13,13,17
2018-01-01,0.0,1.0,0,R_A6,306.8748474121094,STANDARD,1716.8797607421875,42,306.8748474121094,14,14,17
2018-01-01,0.0,1.0,0,R_A6,307.0889587402344,STANDARD,1719.1387939453125,42,307.0889587402344,15,15,17
2018-01-01,0.0,1.0,0,R_A6,307.4480895996094,STANDARD,1721.39794921875,42,307.4480895996094,16,16,17
2018-01-01,0.0,1.0,0,R_A6,307.66217041015625,STANDARD,1723.6568603515625,42,307.66217041015625,17,17,17
2018-01-01,0.0,1.0,0,R_A6,307.81494140625,STANDARD,1725.2685546875,42,307.81494140625,18,18,17
2018-01-01,0.0,1.0,0,R_A6,307.7843017578125,STANDARD,1726.60302734375,42,307.7843017578125,19,26,17
2018-01-01,0.0,1.0,0,R_A6,308.25164794921875,STANDARD,1728.307373046875,42,308.25164794921875,20,27,17
2018-01-01,0.0,1.0,0,R_A6,308.4131774902344,STANDARD,1730.0118408203125,42,308.4131774902344,21,28,17
2018-01-01,0.0,1.0,0,R_A6,308.57470703125,STANDARD,1731.7161865234375,42,308.57470703125,22,29,17
2018-01-01,0.0,1.0,0,R_A6,308.43048095703125,STANDARD,1733.420654296875,42,308.43048095703125,23,30,17
2018-03-01,0.0,0.05292614549398422,0,R_A2,298.45037841796875,STANDARD,1640.427734375,30,298.45037841796875,1,1,22
2018-03-01,0.0,0.05560888350009918,0,R_A2,298.5674743652344,STANDARD,1642.1751708984375,30,298.5674743652344,2,2,22
2018-03-01,0.0,0.05794539302587509,0,R_A2,298.6845703125,STANDARD,1643.922607421875,30,298.6845703125,3,3,22
2018-03-01,0.0,0.063937246799469,0,R_A2,298.8016662597656,STANDARD,1645.6700439453125,30,298.8016662597656,4,4,22
2018-03-01,0.0,0.06677363812923431,0,R_A2,298.91876220703125,STANDARD,1647.41748046875,30,298.91876220703125,5,5,22
2018-03-01,0.0,0.6489129662513733,0,R_A2,299.0091247558594,STANDARD,1649.1649169921875,30,299.0091247558594,6,6,22
2018-03-01,0.0,0.8699995875358582,0,R_A2,299.14678955078125,STANDARD,1650.912353515625,30,299.14678955078125,7,7,22
2018-03-01,0.0,0.8640294075012207,0,R_A2,299.27105712890625,STANDARD,1652.6597900390625,30,299.27105712890625,8,8,22
2018-03-01,0.0,0.8790010809898376,0,R_A2,299.5669860839844,STANDARD,1654.4072265625,30,299.5669860839844,9,9,22
2018-03-01,0.0,0.6484595537185669,0,R_A2,299.7076721191406,STANDARD,1656.1546630859375,30,299.7076721191406,10,10,22
2018-03-01,0.0,0.06917033344507217,0,R_A2,299.6960754394531,STANDARD,1658.046875,30,299.6960754394531,11,11,22
2018-03-01,0.0,0.12193825095891953,0,R_A2,299.8326110839844,STANDARD,1660.0838623046875,30,299.8326110839844,12,12,22
2018-03-01,0.0,0.4327774941921234,0,R_A2,299.96966552734375,STANDARD,1662.1207275390625,30,299.96966552734375,13,13,22
2018-03-01,0.0,0.47103986144065857,0,R_A2,300.1073913574219,STANDARD,1664.15771484375,30,300.1073913574219,14,14,22
2018-03-01,0.0,0.9009196758270264,0,R_A2,300.2507019042969,STANDARD,1666.194580078125,30,300.2507019042969,15,15,22
2018-03-01,0.0,0.9162035584449768,0,R_A2,300.3916015625,STANDARD,1668.2314453125,30,300.3916015625,16,16,22
2018-03-01,0.0,0.9368737936019897,0,R_A2,300.6890869140625,STANDARD,1671.8804931640625,29,300.6890869140625,17,16,22
2018-03-01,0.0,0.9227129220962524,0,R_A2,300.8299255371094,STANDARD,1673.9803466796875,29,300.8299255371094,18,17,22
2018-03-01,0.0,0.982766330242157,0,R_A2,300.955078125,STANDARD,1675.8465576171875,29,300.955078125,19,18,22
2018-03-01,0.0,0.6481993198394775,0,R_A2,302.82525634765625,STANDARD,1677.5821533203125,29,302.82525634765625,20,26,22
2018-03-01,2.4002227456147606e-18,1.0,0,R_A2,303.14910888671875,STANDARD,1679.341796875,29,303.14910888671875,21,27,22
2018-03-01,3.433369469537114e-18,1.0,0,R_A2,303.5696716308594,STANDARD,1681.1014404296875,29,303.5696716308594,22,28,22
2018-03-01,-1.8275958740829128e-16,1.0,0,R_A2,303.4629211425781,STANDARD,1682.861083984375,29,303.4629211425781,23,29,22
2018-03-01,-8.02819356132689e-12,1.0,0,R_A2,302.9154357910156,STANDARD,1684.6207275390625,29,302.9154357910156,24,30,22
2018-04-28,-7.575839400253415e-10,1.0,0,R_A5,282.6239929199219,STANDARD,1685.804931640625,20,282.6239929199219,1,1,31
2018-04-28,-6.673001595736139e-10,1.0,0,R_A5,282.82440185546875,STANDARD,1687.9224853515625,20,282.82440185546875,2,2,31
2018-04-28,-6.282542819313619e-10,1.0,0,R_A5,283.0249328613281,STANDARD,1690.0400390625,20,283.0249328613281,3,3,31
2018-04-28,-7.393717860182392e-10,1.0,0,R_A5,283.2256774902344,STANDARD,1692.1575927734375,20,283.2256774902344,4,4,31
2018-04-28,-7.943330437854002e-10,1.0,0,R_A5,283.4264221191406,STANDARD,1694.275146484375,20,283.4264221191406,5,5,31
2018-04-28,-6.569086385965761e-10,1.0,0,R_A5,283.6269836425781,STANDARD,1696.392822265625,20,283.6269836425781,6,6,31
2018-04-28,-3.462854785904468e-12,1.0,0,R_A5,284.1457824707031,STANDARD,1698.5103759765625,20,284.1457824707031,7,7,31
2018-04-28,-4.659578712457035e-12,1.0,0,R_A5,284.4246826171875,STANDARD,1700.6279296875,20,284.4246826171875,8,8,31
2018-04-28,-2.484850866735222e-11,1.0,0,R_A5,279.0802001953125,STANDARD,1700.2984619140625,21,279.0802001953125,9,11,31
2018-04-28,-2.8103287058600657e-11,1.0,0,R_A5,279.30291748046875,STANDARD,1702.30859375,21,279.30291748046875,10,12,31
2018-04-28,-8.888472098102229e-13,1.0,0,R_A5,279.50494384765625,STANDARD,1704.31884765625,21,279.50494384765625,11,13,31
2018-04-28,0.0,1.0,0,R_A5,279.6946716308594,STANDARD,1706.3289794921875,21,279.6946716308594,12,14,31
2018-04-28,-5.928727018870983e-13,1.0,0,R_A5,279.8865661621094,STANDARD,1708.339111328125,21,279.8865661621094,13,15,31
2018-04-28,-6.583055362765697e-14,1.0,0,R_A5,280.22900390625,STANDARD,1710.349365234375,21,280.22900390625,14,16,31
2018-04-28,-7.905378147888761e-14,1.0,0,R_A5,280.4290466308594,STANDARD,1712.3594970703125,21,280.4290466308594,15,17,31
2018-04-28,-1.0789116724595899e-13,1.0,0,R_A5,280.5665588378906,STANDARD,1713.774169921875,21,280.5665588378906,16,18,31
2018-04-28,0.0,1.0,0,R_A5,280.6180419921875,STANDARD,1714.3089599609375,21,280.6180419921875,17,19,31
2018-04-28,-2.6189803364190523e-12,1.0,0,R_A5,285.19134521484375,STANDARD,1715.558349609375,21,285.19134521484375,18,26,31
2018-04-28,-3.524818024264187e-12,1.0,0,R_A5,285.4112854003906,STANDARD,1717.8067626953125,21,285.4112854003906,19,27,31
2018-04-28,-2.2266272721829013e-15,1.0,0,R_A5,288.7680969238281,STANDARD,1720.0552978515625,21,288.7680969238281,20,28,31
2018-04-28,-6.802593609349018e-21,1.0,0,R_A5,300.7728271484375,STANDARD,1722.3037109375,21,300.7728271484375,21,29,31
2018-04-28,-1.1046104973625188e-22,1.0,0,R_A5,305.63934326171875,STANDARD,1724.55224609375,21,305.63934326171875,22,30,31
2018-07-03,0.0,0.6496215462684631,0,R_A3,281.1750183105469,STANDARD,1609.35546875,41,281.1750183105469,1,1,28
2018-07-03,0.0,0.1496320366859436,0,R_A3,281.3046875,STANDARD,1611.358642578125,41,281.3046875,2,2,28
2018-07-03,0.0,0.11849081516265869,0,R_A3,281.4383850097656,STANDARD,1613.3616943359375,41,281.4383850097656,3,3,28
2018-07-03,0.0,0.08142510801553726,0,R_A3,281.5721130371094,STANDARD,1615.3648681640625,41,281.5721130371094,4,4,28
2018-07-03,0.0,0.13388752937316895,0,R_A3,280.92950439453125,STANDARD,1606.2222900390625,41,280.92950439453125,5,4,29
2018-07-03,0.0,0.8032991290092468,0,R_A3,281.21478271484375,STANDARD,1608.3121337890625,41,281.21478271484375,6,5,29
2018-07-03,0.0,0.2733387351036072,0,R_A3,281.3572998046875,STANDARD,1610.40185546875,41,281.3572998046875,7,6,29
2018-07-03,0.0,0.19422926008701324,0,R_A3,281.49749755859375,STANDARD,1612.49169921875,41,281.49749755859375,8,7,29
2018-07-03,0.0,0.2818564176559448,0,R_A3,281.6382141113281,STANDARD,1614.58154296875,41,281.6382141113281,9,8,29
2018-07-03,0.0,0.7932752370834351,0,R_A3,281.8648986816406,STANDARD,1616.67138671875,41,281.8648986816406,10,9,29
2018-07-03,0.0,0.7899215817451477,0,R_A3,285.2685852050781,STANDARD,1618.76123046875,41,285.2685852050781,11,10,29
2018-07-03,0.0,0.04593824967741966,0,R_A3,297.3328552246094,STANDARD,1620.9276123046875,41,297.3328552246094,12,11,29
2018-07-03,0.0,0.0533645898103714,0,R_A3,297.4831237792969,STANDARD,1623.1707763671875,41,297.4831237792969,13,12,29
2018-07-03,0.0,0.3664836585521698,0,R_A3,297.63360595703125,STANDARD,1625.4139404296875,41,297.63360595703125,14,13,29
2018-07-03,0.0,0.1874358057975769,0,R_A3,297.8218994140625,STANDARD,1627.6571044921875,41,297.8218994140625,15,14,29
2018-07-03,0.0,0.4931526184082031,0,R_A3,298.10992431640625,STANDARD,1629.9002685546875,41,298.10992431640625,16,15,29
2018-07-03,0.0,0.8008733987808228,0,R_A3,298.2395324707031,STANDARD,1631.798828125,41,298.2395324707031,17,16,29
2018-07-03,0.0,0.3492431938648224,0,R_A3,286.82269287109375,STANDARD,1634.32861328125,41,286.82269287109375,18,26,29
2018-07-03,0.0,0.041387807577848434,0,R_A3,287.0252990722656,STANDARD,1637.833984375,41,287.0252990722656,19,27,29
2018-07-03,0.0,0.04889032617211342,0,R_A3,287.259521484375,STANDARD,1641.33935546875,41,287.259521484375,20,28,29
2018-07-03,0.0,0.6729661822319031,0,R_A3,287.4678039550781,STANDARD,1644.8447265625,41,287.4678039550781,21,29,29
2018-07-03,0.0,0.10651243478059769,0,R_A3,287.6650695800781,STANDARD,1648.3499755859375,41,287.6650695800781,22,30,29
2018-09-12,0.0,0.05043352395296097,0,R_A4,279.8597717285156,STANDARD,1632.284912109375,52,279.8597717285156,1,1,30
2018-09-12,0.0,0.047514867037534714,0,R_A4,279.5585632324219,STANDARD,1626.478515625,52,279.5585632324219,2,1,31
2018-09-12,0.0,0.048412155359983444,0,R_A4,279.69842529296875,STANDARD,1628.575927734375,52,279.69842529296875,3,2,31
2018-09-12,0.0,0.051028598099946976,0,R_A4,279.8382263183594,STANDARD,1630.67333984375,52,279.8382263183594,4,3,31
2018-09-12,0.0,0.05342568829655647,0,R_A4,279.9780578613281,STANDARD,1632.7706298828125,52,279.9780578613281,5,4,31
2018-09-12,0.0,0.33320581912994385,0,R_A4,280.1182861328125,STANDARD,1634.8680419921875,52,280.1182861328125,6,5,31
2018-09-12,0.0,0.32269591093063354,0,R_A4,280.03485107421875,STANDARD,1632.7841796875,52,280.03485107421875,7,5,32
2018-09-12,0.0,0.2471209168434143,0,R_A4,280.18927001953125,STANDARD,1636.1617431640625,51,280.18927001953125,8,5,32
2018-09-12,0.0,0.05246959999203682,0,R_A4,280.0652770996094,STANDARD,1634.2996826171875,51,280.0652770996094,9,4,32
2018-09-12,0.0,0.05518241971731186,0,R_A4,280.2005615234375,STANDARD,1635.4844970703125,51,280.2005615234375,10,4,33
2018-09-12,0.0,0.056627415120601654,0,R_A4,280.325439453125,STANDARD,1637.357666015625,51,280.325439453125,11,5,33
2018-09-12,0.0,0.06007735803723335,0,R_A4,280.6108093261719,STANDARD,1642.223388671875,50,280.6108093261719,12,5,33
2018-09-12,0.0,0.06023458018898964,0,R_A4,280.5860595703125,STANDARD,1641.1671142578125,50,280.5860595703125,13,5,34
2018-09-12,0.0,0.061072640120983124,0,R_A4,280.4603576660156,STANDARD,1639.282470703125,50,280.4603576660156,14,4,34
2018-09-12,0.0,0.061818189918994904,0,R_A4,280.5587463378906,STANDARD,1640.451171875,50,280.5587463378906,15,4,35
2018-09-12,0.0,0.20298804342746735,0,R_A4,280.4405822753906,STANDARD,1638.669677734375,50,280.4405822753906,16,3,35
2018-09-12,0.0,0.22930367290973663,0,R_A4,280.7396545410156,STANDARD,1644.05859375,49,280.7396545410156,17,3,35
2018-09-12,0.0,0.23054538667201996,0,R_A4,280.6205749511719,STANDARD,1642.302001953125,49,280.6205749511719,18,2,35
2018-09-12,0.0,0.17764270305633545,0,R_A4,278.0701599121094,STANDARD,1645.5450439453125,49,278.0701599121094,19,29,36
2018-09-12,0.0,0.06171809881925583,0,R_A4,277.45257568359375,STANDARD,1645.713623046875,48,277.45257568359375,20,29,36
2018-09-12,0.0,0.6668746471405029,0,R_A4,278.4436340332031,STANDARD,1651.595947265625,48,278.4436340332031,21,29,37
2018-09-12,0.0,0.6780609488487244,0,R_A4,278.052001953125,STANDARD,1646.0067138671875,48,278.052001953125,22,28,37
2018-09-12,0.0,0.6642256379127502,0,R_A4,278.928466796875,STANDARD,1649.772216796875,48,278.928466796875,23,28,38
2018-09-12,0.0,0.6500104665756226,0,R_A4,278.890380859375,STANDARD,1656.2261962890625,47,278.890380859375,24,28,38
2018-11-07,-6.411368831671371e-13,1.0,0,R_A6,277.26470947265625,STANDARD,1694.418212890625,42,277.26470947265625,1,1,17
2018-11-07,-2.4211706316050463e-13,1.0,0,R_A6,277.4102478027344,STANDARD,1695.9501953125,42,277.4102478027344,2,2,17
2018-11-07,-1.5116769327191276e-13,1.0,0,R_A6,277.55615234375,STANDARD,1697.4822998046875,42,277.55615234375,3,3,17
2018-11-07,-9.693258023503459e-14,1.0,0,R_A6,277.70172119140625,STANDARD,1699.014404296875,42,277.70172119140625,4,4,17
2018-11-07,-1.4365039106151167e-13,1.0,0,R_A6,277.8460998535156,STANDARD,1700.5465087890625,42,277.8460998535156,5,5,17
2018-11-07,-7.2296829981000066e-12,1.0,0,R_A6,277.9900207519531,STANDARD,1702.07861328125,42,277.9900207519531,6,6,17
2018-11-07,-1.150998307081208e-11,1.0,0,R_A6,277.84014892578125,STANDARD,1703.6107177734375,42,277.84014892578125,7,7,17
