DATE,SGAS,SWAT,DRAWDOWN,WELL,PRESSURE,WELLMODEL,DEPTH,CONJPOS,CONBPRES,CONIDX,CONKPOS,CONIPOS
2018-01-01,0.0,0.052914634346961975,0,R_A2,300.7413635253906,STANDARD,1640.427734375,30,300.7413635253906,1,1,22
2018-01-01,0.0,0.05559772625565529,0,R_A2,300.8585510253906,STANDARD,1642.1751708984375,30,300.8585510253906,2,2,22
2018-01-01,0.0,0.05793514847755432,0,R_A2,300.9757080078125,STANDARD,1643.922607421875,30,300.9757080078125,3,3,22
2018-01-01,0.0,0.06391457468271255,0,R_A2,301.0928955078125,STANDARD,1645.6700439453125,30,301.0928955078125,4,4,22
2018-01-01,0.0,0.06674696505069733,0,R_A2,301.2100830078125,STANDARD,1647.41748046875,30,301.2100830078125,5,5,22
2018-01-01,0.0,0.6481541991233826,0,R_A2,301.3272705078125,STANDARD,1649.1649169921875,30,301.3272705078125,6,6,22
2018-01-01,0.0,0.8700907826423645,0,R_A2,301.4444580078125,STANDARD,1650.912353515625,30,301.4444580078125,7,7,22
2018-01-01,0.0,0.8641244769096375,0,R_A2,301.5616455078125,STANDARD,1652.6597900390625,30,301.5616455078125,8,8,22
2018-01-01,0.0,0.8791049718856812,0,R_A2,301.6788330078125,STANDARD,1654.4072265625,30,301.6788330078125,9,9,22
2018-01-01,0.0,0.6481541991233826,0,R_A2,301.7960510253906,STANDARD,1656.1546630859375,30,301.7960510253906,10,10,22
2018-01-01,0.0,0.06908772140741348,0,R_A2,301.9229736328125,STANDARD,1658.046875,30,301.9229736328125,11,11,22
2018-01-01,0.0,0.12174496799707413,0,R_A2,302.0596008300781,STANDARD,1660.0838623046875,30,302.0596008300781,12,12,22
2018-01-01,0.0,0.4324955940246582,0,R_A2,302.19622802734375,STANDARD,1662.1207275390625,30,302.19622802734375,13,13,22
2018-01-01,0.0,0.47054916620254517,0,R_A2,302.3328552246094,STANDARD,1664.15771484375,30,302.3328552246094,14,14,22
2018-01-01,0.0,0.9009867906570435,0,R_A2,302.469482421875,STANDARD,1666.194580078125,30,302.469482421875,15,15,22
2018-01-01,0.0,0.9162601828575134,0,R_A2,302.60614013671875,STANDARD,1668.2314453125,30,302.60614013671875,16,16,22
2018-01-01,0.0,0.9369154572486877,0,R_A2,302.8509216308594,STANDARD,1671.8804931640625,29,302.8509216308594,17,16,22
2018-01-01,0.0,0.9227638840675354,0,R_A2,302.9918212890625,STANDARD,1673.9803466796875,29,302.9918212890625,18,17,22
2018-01-01,0.0,0.9827777147293091,0,R_A2,303.1170349121094,STANDARD,1675.8465576171875,29,303.1170349121094,19,18,22
2018-01-01,0.0,0.6481541991233826,0,R_A2,303.23345947265625,STANDARD,1677.5821533203125,29,303.23345947265625,20,26,22
2018-01-01,0.0,1.0,0,R_A2,303.3515319824219,STANDARD,1679.341796875,29,303.3515319824219,21,27,22
2018-01-01,0.0,1.0,0,R_A2,303.7779235839844,STANDARD,1681.1014404296875,29,303.7779235839844,22,28,22
2018-01-01,0.0,1.0,0,R_A2,303.9446716308594,STANDARD,1682.861083984375,29,303.9446716308594,23,29,22
2018-01-01,0.0,1.0,0,R_A2,304.1114196777344,STANDARD,1684.6207275390625,29,304.1114196777344,24,30,22
2018-01-01,0.0,0.6481541991233826,0,R_A3,298.65838623046875,STANDARD,1609.35546875,41,298.65838623046875,1,1,28
2018-01-01,0.0,0.14936019480228424,0,R_A3,298.79266357421875,STANDARD,1611.358642578125,41,298.79266357421875,2,2,28
2018-01-01,0.0,0.11823459714651108,0,R_A3,298.9269104003906,STANDARD,1613.3616943359375,41,298.9269104003906,3,3,28
2018-01-01,0.0,0.08121684938669205,0,R_A3,299.0611572265625,STANDARD,1615.3648681640625,41,299.0611572265625,4,4,28
2018-01-01,0.0,0.13279137015342712,0,R_A3,298.44842529296875,STANDARD,1606.2222900390625,41,298.44842529296875,5,4,29
2018-01-01,0.0,0.8067606687545776,0,R_A3,298.5884704589844,STANDARD,1608.3121337890625,41,298.5884704589844,6,5,29
2018-01-01,0.0,0.27298277616500854,0,R_A3,298.7285461425781,STANDARD,1610.40185546875,41,298.7285461425781,7,6,29
2018-01-01,0.0,0.19347360730171204,0,R_A3,298.86859130859375,STANDARD,1612.49169921875,41,298.86859130859375,8,7,29
2018-01-01,0.0,0.280266672372818,0,R_A3,299.0086669921875,STANDARD,1614.58154296875,41,299.0086669921875,9,8,29
2018-01-01,0.0,0.7942312359809875,0,R_A3,299.14874267578125,STANDARD,1616.67138671875,41,299.14874267578125,10,9,29
2018-01-01,0.0,0.7918545007705688,0,R_A3,299.288818359375,STANDARD,1618.76123046875,41,299.288818359375,11,10,29
2018-01-01,0.0,0.04592307657003403,0,R_A3,299.43402099609375,STANDARD,1620.9276123046875,41,299.43402099609375,12,11,29
2018-01-01,0.0,0.05334983766078949,0,R_A3,299.5843811035156,STANDARD,1623.1707763671875,41,299.5843811035156,13,12,29
2018-01-01,0.0,0.3664182126522064,0,R_A3,299.7347717285156,STANDARD,1625.4139404296875,41,299.7347717285156,14,13,29
2018-01-01,0.0,0.1872984617948532,0,R_A3,299.8851318359375,STANDARD,1627.6571044921875,41,299.8851318359375,15,14,29
2018-01-01,0.0,0.49313950538635254,0,R_A3,300.0355224609375,STANDARD,1629.9002685546875,41,300.0355224609375,16,15,29
2018-01-01,0.0,0.8009860515594482,0,R_A3,300.1628112792969,STANDARD,1631.798828125,41,300.1628112792969,17,16,29
2018-01-01,0.0,0.3517717123031616,0,R_A3,300.3324279785156,STANDARD,1634.32861328125,41,300.3324279785156,18,26,29
2018-01-01,0.0,0.04131168872117996,0,R_A3,300.56744384765625,STANDARD,1637.833984375,41,300.56744384765625,19,27,29
2018-01-01,0.0,0.04880699887871742,0,R_A3,300.802490234375,STANDARD,1641.33935546875,41,300.802490234375,20,28,29
2018-01-01,0.0,0.67160564661026,0,R_A3,301.03753662109375,STANDARD,1644.8447265625,41,301.03753662109375,21,29,29
2018-01-01,0.0,0.10641863197088242,0,R_A3,301.2726135253906,STANDARD,1648.3499755859375,41,301.2726135253906,22,30,29
2018-01-01,0.0,0.05032726004719734,0,R_A4,300.1954040527344,STANDARD,1632.284912109375,52,300.1954040527344,1,1,30
2018-01-01,0.0,0.047372814267873764,0,R_A4,299.8061218261719,STANDARD,1626.478515625,52,299.8061218261719,2,1,31
2018-01-01,0.0,0.048258595168590546,0,R_A4,299.9467468261719,STANDARD,1628.575927734375,52,299.9467468261719,3,2,31
2018-01-01,0.0,0.05087282136082649,0,R_A4,300.08734130859375,STANDARD,1630.67333984375,52,300.08734130859375,4,3,31
2018-01-01,0.0,0.05326642841100693,0,R_A4,300.22796630859375,STANDARD,1632.7706298828125,52,300.22796630859375,5,4,31
2018-01-01,0.0,0.33351823687553406,0,R_A4,300.36859130859375,STANDARD,1634.8680419921875,52,300.36859130859375,6,5,31
2018-01-01,0.0,0.3229043483734131,0,R_A4,300.2288818359375,STANDARD,1632.7841796875,52,300.2288818359375,7,5,32
2018-01-01,0.0,0.24649427831172943,0,R_A4,300.455322265625,STANDARD,1636.1617431640625,51,300.455322265625,8,5,32
2018-01-01,0.0,0.05236264690756798,0,R_A4,300.3304748535156,STANDARD,1634.2996826171875,51,300.3304748535156,9,4,32
2018-01-01,0.0,0.05498955026268959,0,R_A4,300.409912109375,STANDARD,1635.4844970703125,51,300.409912109375,10,4,33
2018-01-01,0.0,0.05641685798764229,0,R_A4,300.5355224609375,STANDARD,1637.357666015625,51,300.5355224609375,11,5,33
2018-01-01,0.0,0.05997136980295181,0,R_A4,300.8617858886719,STANDARD,1642.223388671875,50,300.8617858886719,12,5,33
2018-01-01,0.0,0.06014832481741905,0,R_A4,300.79095458984375,STANDARD,1641.1671142578125,50,300.79095458984375,13,5,34
2018-01-01,0.0,0.06085409224033356,0,R_A4,300.6645812988281,STANDARD,1639.282470703125,50,300.6645812988281,14,4,34
2018-01-01,0.0,0.06162676960229874,0,R_A4,300.742919921875,STANDARD,1640.451171875,50,300.742919921875,15,4,35
2018-01-01,0.0,0.20268253982067108,0,R_A4,300.62347412109375,STANDARD,1638.669677734375,50,300.62347412109375,16,3,35
2018-01-01,0.0,0.22937624156475067,0,R_A4,300.9848327636719,STANDARD,1644.05859375,49,300.9848327636719,17,3,35
2018-01-01,0.0,0.2304821014404297,0,R_A4,300.8670349121094,STANDARD,1642.302001953125,49,300.8670349121094,18,2,35
2018-01-01,0.0,0.17167134582996368,0,R_A4,301.0845031738281,STANDARD,1645.5450439453125,49,301.0845031738281,19,29,36
2018-01-01,0.0,0.057330694049596786,0,R_A4,301.0958251953125,STANDARD,1645.713623046875,48,301.0958251953125,20,29,36
2018-01-01,0.0,0.6481541991233826,0,R_A4,301.49029541015625,STANDARD,1651.595947265625,48,301.49029541015625,21,29,37
2018-01-01,0.0,0.6776874661445618,0,R_A4,301.115478515625,STANDARD,1646.0067138671875,48,301.115478515625,22,28,37
2018-01-01,0.0,0.6481541991233826,0,R_A4,301.3680114746094,STANDARD,1649.772216796875,48,301.3680114746094,23,28,38
2018-01-01,0.0,0.6481541991233826,0,R_A4,301.80084228515625,STANDARD,1656.2261962890625,47,301.80084228515625,24,28,38
2018-01-01,0.0,1.0,0,R_A5,303.9178466796875,STANDARD,1685.804931640625,20,303.9178466796875,1,1,31
2018-01-01,0.0,1.0,0,R_A5,304.1184997558594,STANDARD,1687.9224853515625,20,304.1184997558594,2,2,31
2018-01-01,0.0,1.0,0,R_A5,304.3191833496094,STANDARD,1690.0400390625,20,304.3191833496094,3,3,31
2018-01-01,0.0,1.0,0,R_A5,304.5198669433594,STANDARD,1692.1575927734375,20,304.5198669433594,4,4,31
2018-01-01,0.0,1.0,0,R_A5,304.72052001953125,STANDARD,1694.275146484375,20,304.72052001953125,5,5,31
2018-01-01,0.0,1.0,0,R_A5,304.92120361328125,STANDARD,1696.392822265625,20,304.92120361328125,6,6,31
2018-01-01,0.0,1.0,0,R_A5,305.42767333984375,STANDARD,1698.5103759765625,20,305.42767333984375,7,7,31
2018-01-01,0.0,1.0,0,R_A5,305.62835693359375,STANDARD,1700.6279296875,20,305.62835693359375,8,8,31
2018-01-01,0.0,1.0,0,R_A5,305.2914733886719,STANDARD,1700.2984619140625,21,305.2914733886719,9,11,31
2018-01-01,0.0,1.0,0,R_A5,305.4819641113281,STANDARD,1702.30859375,21,305.4819641113281,10,12,31
2018-01-01,0.0,1.0,0,R_A5,305.6844177246094,STANDARD,1704.31884765625,21,305.6844177246094,11,13,31
2018-01-01,0.0,1.0,0,R_A5,305.87493896484375,STANDARD,1706.3289794921875,21,305.87493896484375,12,14,31
2018-01-01,0.0,1.0,0,R_A5,306.0654296875,STANDARD,1708.339111328125,21,306.0654296875,13,15,31
2018-01-01,0.0,1.0,0,R_A5,306.4009704589844,STANDARD,1710.349365234375,21,306.4009704589844,14,16,31
2018-01-01,0.0,1.0,0,R_A5,306.5914611816406,STANDARD,1712.3594970703125,21,306.5914611816406,15,17,31
