SWAT,DATE,WELL,WELLMODEL,CONJPOS,DRAWDOWN,CONIPOS,PRESSURE,CONBPRES,CONKPOS,DEPTH,SGAS,CONIDX
0.05351424217224121,2018-01-01,R_A2,STANDARD,30,0,22,300.7747497558594,300.7747497558594,1,1640.95849609375,0.0,1
0.056493815034627914,2018-01-01,R_A2,STANDARD,30,0,22,300.8917541503906,300.8917541503906,2,1642.7034912109375,0.0,2
0.058911245316267014,2018-01-01,R_A2,STANDARD,30,0,22,301.0087890625,301.0087890625,3,1644.4486083984375,0.0,3
0.0648396909236908,2018-01-01,R_A2,STANDARD,30,0,22,301.12579345703125,301.12579345703125,4,1646.1937255859375,0.0,4
0.06641656160354614,2018-01-01,R_A2,STANDARD,30,0,22,301.2428283691406,301.2428283691406,5,1647.9388427734375,0.0,5
0.3040514886379242,2018-01-01,R_A2,STANDARD,30,0,22,301.35986328125,301.35986328125,6,1649.683837890625,0.0,6
0.8787222504615784,2018-01-01,R_A2,STANDARD,30,0,22,301.4768981933594,301.4768981933594,7,1651.428955078125,0.0,7
0.6481541991233826,2018-01-01,R_A2,STANDARD,30,0,22,301.59393310546875,301.59393310546875,8,1653.174072265625,0.0,8
0.887251615524292,2018-01-01,R_A2,STANDARD,30,0,22,301.7109680175781,301.7109680175781,9,1654.919189453125,0.0,9
0.8890049457550049,2018-01-01,R_A2,STANDARD,30,0,22,301.8280029296875,301.8280029296875,10,1656.664306640625,0.0,10
0.06840919703245163,2018-01-01,R_A2,STANDARD,30,0,22,301.9535827636719,301.9535827636719,11,1658.5362548828125,0.0,11
0.06991937756538391,2018-01-01,R_A2,STANDARD,30,0,22,302.087646484375,302.087646484375,12,1660.534912109375,0.0,12
0.4358067810535431,2018-01-01,R_A2,STANDARD,30,0,22,302.2217102050781,302.2217102050781,13,1662.53369140625,0.0,13
0.4662505090236664,2018-01-01,R_A2,STANDARD,30,0,22,302.35577392578125,302.35577392578125,14,1664.532470703125,0.0,14
0.9082996845245361,2018-01-01,R_A2,STANDARD,30,0,22,302.4898681640625,302.4898681640625,15,1666.5311279296875,0.0,15
0.9363237619400024,2018-01-01,R_A2,STANDARD,30,0,22,302.6239318847656,302.6239318847656,16,1668.5299072265625,0.0,16
0.9126869440078735,2018-01-01,R_A2,STANDARD,29,0,22,302.7763671875,302.7763671875,16,1670.802001953125,0.0,17
0.9017770886421204,2018-01-01,R_A2,STANDARD,29,0,22,302.9151306152344,302.9151306152344,17,1672.8702392578125,0.0,18
0.9663873910903931,2018-01-01,R_A2,STANDARD,29,0,22,303.0433349609375,303.0433349609375,18,1674.7811279296875,0.0,19
1.0,2018-01-01,R_A2,STANDARD,29,0,22,303.16998291015625,303.16998291015625,26,1676.668701171875,0.0,20
1.0,2018-01-01,R_A2,STANDARD,29,0,22,303.28900146484375,303.28900146484375,27,1678.44287109375,0.0,21
0.8610236048698425,2018-01-01,R_A2,STANDARD,29,0,22,303.4080505371094,303.4080505371094,28,1680.217041015625,0.0,22
1.0,2018-01-01,R_A2,STANDARD,29,0,22,303.86224365234375,303.86224365234375,29,1681.9912109375,0.0,23
1.0,2018-01-01,R_A2,STANDARD,29,0,22,304.0303649902344,304.0303649902344,30,1683.765380859375,0.0,24
0.25880134105682373,2018-01-01,R_A3,STANDARD,41,0,28,298.6059265136719,298.6059265136719,1,1608.60546875,0.0,1
0.11823459714651108,2018-01-01,R_A3,STANDARD,41,0,28,298.7397155761719,298.7397155761719,2,1610.6015625,0.0,2
0.11823459714651108,2018-01-01,R_A3,STANDARD,41,0,29,298.14166259765625,298.14166259765625,2,1601.677490234375,0.0,3
0.11823459714651108,2018-01-01,R_A3,STANDARD,41,0,29,298.2862243652344,298.2862243652344,3,1603.834716796875,0.0,4
0.11189178377389908,2018-01-01,R_A3,STANDARD,41,0,29,298.4307861328125,298.4307861328125,4,1605.9920654296875,0.0,5
0.6481541991233826,2018-01-01,R_A3,STANDARD,41,0,29,298.5753479003906,298.5753479003906,5,1608.1492919921875,0.0,6
0.28245046734809875,2018-01-01,R_A3,STANDARD,41,0,29,298.7199401855469,298.7199401855469,6,1610.306640625,0.0,7
0.19460797309875488,2018-01-01,R_A3,STANDARD,41,0,29,298.8645324707031,298.8645324707031,7,1612.4638671875,0.0,8
0.28561344742774963,2018-01-01,R_A3,STANDARD,41,0,29,299.0091247558594,299.0091247558594,8,1614.6212158203125,0.0,9
0.7966859936714172,2018-01-01,R_A3,STANDARD,41,0,29,299.1537170410156,299.1537170410156,9,1616.778564453125,0.0,10
0.7922016978263855,2018-01-01,R_A3,STANDARD,41,0,29,299.2983093261719,299.2983093261719,10,1618.935791015625,0.0,11
0.048324938863515854,2018-01-01,R_A3,STANDARD,41,0,29,299.4454345703125,299.4454345703125,11,1621.130615234375,0.0,12
0.053239017724990845,2018-01-01,R_A3,STANDARD,41,0,29,299.5950622558594,299.5950622558594,12,1623.363037109375,0.0,13
0.36400240659713745,2018-01-01,R_A3,STANDARD,41,0,29,299.7447204589844,299.7447204589844,13,1625.5953369140625,0.0,14
0.17929203808307648,2018-01-01,R_A3,STANDARD,41,0,29,299.8943786621094,299.8943786621094,14,1627.8277587890625,0.0,15
0.601466715335846,2018-01-01,R_A3,STANDARD,41,0,29,300.0440368652344,300.0440368652344,15,1630.06005859375,0.0,16
0.796967089176178,2018-01-01,R_A3,STANDARD,41,0,29,300.1813049316406,300.1813049316406,16,1632.1077880859375,0.0,17
0.3797476887702942,2018-01-01,R_A3,STANDARD,41,0,29,300.3710632324219,300.3710632324219,26,1634.93798828125,0.0,18
0.04305718466639519,2018-01-01,R_A3,STANDARD,41,0,29,300.6116638183594,300.6116638183594,27,1638.5264892578125,0.0,19
0.052310336381196976,2018-01-01,R_A3,STANDARD,41,0,29,300.852294921875,300.852294921875,28,1642.114990234375,0.0,20
0.6481541991233826,2018-01-01,R_A3,STANDARD,41,0,29,301.0929260253906,301.0929260253906,29,1645.70361328125,0.0,21
0.13525676727294922,2018-01-01,R_A3,STANDARD,41,0,29,301.3335876464844,301.3335876464844,30,1649.2921142578125,0.0,22
0.07761292159557343,2018-01-01,R_A4,STANDARD,52,0,30,300.1754150390625,300.1754150390625,1,1632.019775390625,0.0,1
0.1101858913898468,2018-01-01,R_A4,STANDARD,52,0,31,299.8443603515625,299.8443603515625,1,1627.0816650390625,0.0,2
0.04898500069975853,2018-01-01,R_A4,STANDARD,52,0,31,299.97998046875,299.97998046875,2,1629.10498046875,0.0,3
0.050868164747953415,2018-01-01,R_A4,STANDARD,52,0,31,300.1156311035156,300.1156311035156,3,1631.1282958984375,0.0,4
