FIPNUM,STOIIP_OIL,ASSOCIATEDOIL_GAS,STOIIP_TOTAL,WIIP_TOTAL,GIIP_GAS,ASSOCIATEDGAS_OIL,GIIP_TOTAL,PORV_TOTAL,HCPV_OIL,WATPV_TOTAL,HCPV_GAS,HCPV_TOTAL,REGION,ZONE
1,5992769.0,0.0,5992769.0,75223629.0,0.0,843901744.0,843901744.0,86385267.0,8594743.0,77790524.0,0.0,8594743.0,WestLowland,Valysar
2,5052050.0,0.0,5052050.0,14807609.0,0.0,711429663.0,711429663.0,22556841.0,7243227.0,15313614.0,0.0,7243227.0,CentralSouth,Valysar
3,2545532.0,0.0,2545532.0,12239253.0,0.0,358461862.0,358461862.0,16306063.0,3649652.0,12656411.0,0.0,3649652.0,CentralNorth,Valysar
4,100487.0,66893.0,167380.0,2689507.0,435764528.0,19688331.0,455452859.0,4820882.0,163633.0,2781830.0,1875419.0,2039052.0,NorthHorst,Valysar
5,1007073.0,0.0,1007073.0,649064.0,0.0,141816068.0,141816068.0,2116092.0,1444657.0,671435.0,0.0,1444657.0,CentralRamp,Valysar
6,7467105.0,0.0,7467105.0,6472138.0,0.0,1051517777.0,1051517777.0,17407697.0,10713256.0,6694441.0,0.0,10713256.0,CentralHorst,Valysar
7,0.0,0.0,0.0,37568424.0,0.0,0.0,0.0,38835903.0,0.0,38835903.0,0.0,0.0,EastLowland,Valysar
8,6397748.0,0.0,6397748.0,98986798.0,-0.0,900930866.0,900930866.0,111540828.0,9175200.0,102365628.0,0.0,9175200.0,WestLowland,Therys
9,447990.0,0.0,447990.0,6525217.0,0.0,63086004.0,63086004.0,7390465.0,642175.0,6748289.0,0.0,642175.0,CentralSouth,Therys
10,1112801.0,0.0,1112801.0,12982464.0,0.0,156704690.0,156704690.0,15019661.0,1595207.0,13424453.0,0.0,1595207.0,CentralNorth,Therys
11,245568.0,60568.0,306135.0,4080994.0,393167384.0,48114045.0,441281429.0,6311744.0,399871.0,4220782.0,1691090.0,2090962.0,NorthHorst,Therys
12,788089.0,0.0,788089.0,334141.0,0.0,110978667.0,110978667.0,1475857.0,1130224.0,345634.0,0.0,1130224.0,CentralRamp,Therys
13,3264446.0,0.0,3264446.0,5141808.0,0.0,459699319.0,459699319.0,10000801.0,4683000.0,5317801.0,0.0,4683000.0,CentralHorst,Therys
14,0.0,0.0,0.0,19198412.0,0.0,0.0,0.0,19842048.0,0.0,19842048.0,0.0,0.0,EastLowland,Therys
15,435839.0,0.0,435839.0,78885720.0,0.0,61374831.0,61374831.0,82191996.0,625001.0,81566995.0,0.0,625001.0,WestLowland,Volon
16,1929297.0,0.0,1929297.0,34556400.0,0.0,271683583.0,271683583.0,38499328.0,2765516.0,35733813.0,0.0,2765516.0,CentralSouth,Volon
17,59787.0,0.0,59787.0,6599393.0,0.0,8419140.0,8419140.0,6909547.0,85695.0,6823851.0,0.0,85695.0,CentralNorth,Volon
18,463300.0,18117.0,481417.0,1519120.0,117163180.0,90774285.0,207937465.0,2829111.0,754423.0,1571059.0,503629.0,1258052.0,NorthHorst,Volon
19,1179864.0,0.0,1179864.0,688556.0,0.0,166148413.0,166148413.0,2403803.0,1691616.0,712187.0,0.0,1691616.0,CentralRamp,Volon
20,6895345.0,0.0,6895345.0,9282451.0,0.0,971002453.0,971002453.0,19490719.0,9890340.0,9600379.0,0.0,9890340.0,CentralHorst,Volon
21,0.0,0.0,0.0,34698861.0,0.0,0.0,0.0,35871247.0,0.0,35871247.0,0.0,0.0,EastLowland,Volon
