SW,KRW,KROW,PCOW,SATNUM,KEYWORD,SG,KRG,KROG,PCOG
0.0205601,0.0,1.0,9.95715,1,SWOF,,,,
0.0305601,0.0,0.9965228,4.1634181,1,SWOF,,,,
0.0405601,2e-07,0.9905508,2.2334317,1,SWOF,,,,
0.0605601,6e-06,0.9736573,0.9246556,1,SWOF,,,,
0.0805601,2.99e-05,0.9511158,0.4935447,1,SWOF,,,,
0.1005601,8.67e-05,0.9233887,0.3030079,1,SWOF,,,,
0.1205601,0.0001934,0.8907645,0.2033024,1,SWOF,,,,
0.1405601,0.0003688,0.8535417,0.1450421,1,SWOF,,,,
0.1605601,0.0006343,0.812096,0.10824,1,SWOF,,,,
0.1805601,0.0010134,0.7669101,0.0836031,1,SWOF,,,,
0.2005601,0.0015325,0.7185814,0.0663518,1,SWOF,,,,
0.2205601,0.0022211,0.6678129,0.0538308,1,SWOF,,,,
0.2405601,0.0031119,0.6153922,0.0444732,1,SWOF,,,,
0.2605601,0.0042416,0.5621585,0.0373072,1,SWOF,,,,
0.2805601,0.0056512,0.5089641,0.0317054,1,SWOF,,,,
0.3005601,0.0073867,0.4566334,0.0272484,1,SWOF,,,,
0.3205601,0.0094994,0.4059246,0.0236477,1,SWOF,,,,
0.3405601,0.0120472,0.3574979,0.0206997,1,SWOF,,,,
0.3605601,0.0150951,0.3118929,0.0182574,1,SWOF,,,,
0.3805601,0.0187167,0.269517,0.0162129,1,SWOF,,,,
0.4005601,0.022995,0.2306433,0.0144851,1,SWOF,,,,
0.4205601,0.0280244,0.1954177,0.0130127,1,SWOF,,,,
0.4405601,0.033912,0.1638724,0.0117484,1,SWOF,,,,
0.4605601,0.0407808,0.1359438,0.0106552,1,SWOF,,,,
0.4805601,0.0487715,0.1114917,0.0097039,1,SWOF,,,,
0.5005601,0.0580468,0.0903189,0.0088713,1,SWOF,,,,
0.5205601,0.0687958,0.0721891,0.0081387,1,SWOF,,,,
0.5405601,0.0812397,0.0568421,0.0074909,1,SWOF,,,,
0.5605601,0.0956399,0.0440074,0.0069155,1,SWOF,,,,
0.5805601,0.1123083,0.0334134,0.0064022,1,SWOF,,,,
0.6005601,0.1316226,0.0247959,0.0059425,1,SWOF,,,,
0.6205601,0.154047,0.0179026,0.0055293,1,SWOF,,,,
0.6405601,0.1801639,0.0124966,0.0051565,1,SWOF,,,,
0.6605601,0.2107229,0.0083587,0.0048193,1,SWOF,,,,
0.6805601,0.2467195,0.0052873,0.0045132,1,SWOF,,,,
0.7005601,0.2895326,0.0030984,0.0042346,1,SWOF,,,,
0.7205601,0.3411828,0.001625,0.0039803,1,SWOF,,,,
0.7405601,0.4048741,0.0007145,0.0037476,1,SWOF,,,,
0.7605601,0.4863477,0.0002273,0.0035343,1,SWOF,,,,
0.7805601,0.5984624,3.24e-05,0.0033381,1,SWOF,,,,
