DATE,CONJPOS,CONIDX,CONBPRES,WELL,DEPTH,SGAS,DRAWDOWN,PRESSURE,CONIPOS,WELLMODEL,CONKPOS,SWAT
2018-01-01,30,1,300.6733093261719,R_A2,1641.094970703125,0.0,0,300.6733093261719,22,STANDARD,1,0.11639835685491562
2018-01-01,30,2,300.7936096191406,R_A2,1642.8890380859375,0.0,0,300.7936096191406,22,STANDARD,2,0.05913596972823143
2018-01-01,30,3,300.9139099121094,R_A2,1644.68310546875,0.0,0,300.9139099121094,22,STANDARD,3,0.1264522522687912
2018-01-01,30,4,301.0342102050781,R_A2,1646.4771728515625,0.0,0,301.0342102050781,22,STANDARD,4,0.10851117223501205
2018-01-01,30,5,301.1545104980469,R_A2,1648.2713623046875,0.0,0,301.1545104980469,22,STANDARD,5,0.11078716069459915
2018-01-01,30,6,301.27484130859375,R_A2,1650.0654296875,0.0,0,301.27484130859375,22,STANDARD,6,0.31581538915634155
2018-01-01,30,7,301.3951721191406,R_A2,1651.859619140625,0.0,0,301.3951721191406,22,STANDARD,7,0.8967062830924988
2018-01-01,30,8,301.5154724121094,R_A2,1653.6536865234375,0.0,0,301.5154724121094,22,STANDARD,8,0.8729602694511414
2018-01-01,30,9,301.63580322265625,R_A2,1655.44775390625,0.0,0,301.63580322265625,22,STANDARD,9,0.9158713817596436
2018-01-01,30,10,301.7561340332031,R_A2,1657.2418212890625,0.0,0,301.7561340332031,22,STANDARD,10,0.9034853577613831
2018-01-01,30,11,301.88323974609375,R_A2,1659.1368408203125,0.0,0,301.88323974609375,22,STANDARD,11,0.07596161216497421
2018-01-01,30,12,302.01708984375,R_A2,1661.132568359375,0.0,0,302.01708984375,22,STANDARD,12,0.08016353845596313
2018-01-01,30,13,302.1509704589844,R_A2,1663.12841796875,0.0,0,302.1509704589844,22,STANDARD,13,0.45490843057632446
2018-01-01,30,14,302.28485107421875,R_A2,1665.1241455078125,0.0,0,302.28485107421875,22,STANDARD,14,0.5153446793556213
2018-01-01,30,15,302.4187316894531,R_A2,1667.1199951171875,0.0,0,302.4187316894531,22,STANDARD,15,0.712632954120636
2018-01-01,30,16,302.5526123046875,R_A2,1669.11572265625,0.0,0,302.5526123046875,22,STANDARD,16,0.9810691475868225
2018-01-01,30,17,302.6864929199219,R_A2,1671.111572265625,0.0,0,302.6864929199219,22,STANDARD,17,0.945175051689148
2018-01-01,30,18,302.8123779296875,R_A2,1672.9881591796875,0.0,0,302.8123779296875,22,STANDARD,18,0.9814856648445129
2018-01-01,29,19,302.89569091796875,R_A2,1674.229736328125,0.0,0,302.89569091796875,22,STANDARD,18,0.9939976930618286
2018-01-01,29,20,303.02569580078125,R_A2,1676.1676025390625,0.0,0,303.02569580078125,22,STANDARD,27,1.0
2018-01-01,29,21,303.47802734375,R_A2,1677.9368896484375,0.0,0,303.47802734375,22,STANDARD,28,1.0
2018-01-01,29,22,303.64569091796875,R_A2,1679.7061767578125,0.0,0,303.64569091796875,22,STANDARD,29,1.0
2018-01-01,29,23,303.8133544921875,R_A2,1681.4754638671875,0.0,0,303.8133544921875,22,STANDARD,30,1.0
2018-01-01,29,24,303.98101806640625,R_A2,1683.2447509765625,0.0,0,303.98101806640625,22,STANDARD,31,1.0
2018-01-01,41,1,298.53814697265625,R_A3,1609.243408203125,0.0,0,298.53814697265625,28,STANDARD,1,0.6481541991233826
2018-01-01,41,2,298.676513671875,R_A3,1611.3077392578125,0.0,0,298.676513671875,28,STANDARD,2,0.11823459714651108
2018-01-01,41,3,298.8148498535156,R_A3,1613.3720703125,0.0,0,298.8148498535156,28,STANDARD,3,0.17559900879859924
2018-01-01,41,4,298.9532165527344,R_A3,1615.4365234375,0.0,0,298.9532165527344,28,STANDARD,4,0.18915219604969025
2018-01-01,41,5,299.0915832519531,R_A3,1617.5008544921875,0.0,0,299.0915832519531,28,STANDARD,5,0.6481541991233826
2018-01-01,41,6,299.2299499511719,R_A3,1619.565185546875,0.0,0,299.2299499511719,28,STANDARD,6,0.2591858208179474
2018-01-01,41,7,298.54638671875,R_A3,1609.3663330078125,0.0,0,298.54638671875,29,STANDARD,6,0.23034392297267914
2018-01-01,41,8,298.68377685546875,R_A3,1611.4163818359375,0.0,0,298.68377685546875,29,STANDARD,7,0.19715377688407898
2018-01-01,41,9,298.8211669921875,R_A3,1613.46630859375,0.0,0,298.8211669921875,29,STANDARD,8,0.24272115528583527
2018-01-01,41,10,298.95855712890625,R_A3,1615.516357421875,0.0,0,298.95855712890625,29,STANDARD,9,0.7983514070510864
2018-01-01,41,11,299.095947265625,R_A3,1617.5662841796875,0.0,0,299.095947265625,29,STANDARD,10,0.7988103032112122
2018-01-01,41,12,299.24237060546875,R_A3,1619.750732421875,0.0,0,299.24237060546875,29,STANDARD,11,0.048717088997364044
2018-01-01,41,13,299.3978271484375,R_A3,1622.0697021484375,0.0,0,299.3978271484375,29,STANDARD,12,0.05399089306592941
2018-01-01,41,14,299.5532531738281,R_A3,1624.388671875,0.0,0,299.5532531738281,29,STANDARD,13,0.3697081506252289
2018-01-01,41,15,299.7087097167969,R_A3,1626.707763671875,0.0,0,299.7087097167969,29,STANDARD,14,0.38560113310813904
2018-01-01,41,16,299.8641662597656,R_A3,1629.026611328125,0.0,0,299.8641662597656,29,STANDARD,15,0.5033208727836609
2018-01-01,41,17,299.992919921875,R_A3,1630.9468994140625,0.0,0,299.992919921875,29,STANDARD,16,0.8153588175773621
2018-01-01,41,18,300.16583251953125,R_A3,1633.5262451171875,0.0,0,300.16583251953125,29,STANDARD,27,1.0
2018-01-01,41,19,300.40966796875,R_A3,1637.1630859375,0.0,0,300.40966796875,29,STANDARD,28,0.05029548332095146
2018-01-01,41,20,300.6535339355469,R_A3,1640.8001708984375,0.0,0,300.6535339355469,29,STANDARD,29,0.08577360957860947
2018-01-01,41,21,300.89739990234375,R_A3,1644.4371337890625,0.0,0,300.89739990234375,29,STANDARD,30,0.6888055205345154
2018-01-01,41,22,301.14129638671875,R_A3,1648.0740966796875,0.0,0,301.14129638671875,29,STANDARD,31,0.09458150714635849
2018-01-01,52,1,300.009033203125,R_A4,1631.1873779296875,0.0,0,300.009033203125,30,STANDARD,1,0.04987418279051781
2018-01-01,52,2,299.7571105957031,R_A4,1627.4293212890625,0.0,0,299.7571105957031,31,STANDARD,1,0.062354348599910736
2018-01-01,52,3,299.89520263671875,R_A4,1629.4896240234375,0.0,0,299.89520263671875,31,STANDARD,2,0.06649763137102127
2018-01-01,52,4,300.0333251953125,R_A4,1631.5498046875,0.0,0,300.0333251953125,31,STANDARD,3,0.05385250598192215
2018-01-01,52,5,300.17144775390625,R_A4,1633.610107421875,0.0,0,300.17144775390625,31,STANDARD,4,0.057518646121025085
2018-01-01,52,6,300.0901184082031,R_A4,1632.3968505859375,0.0,0,300.0901184082031,32,STANDARD,4,0.05650549381971359
2018-01-01,51,7,300.3236999511719,R_A4,1635.880615234375,0.0,0,300.3236999511719,32,STANDARD,4,0.05973724648356438
2018-01-01,51,8,300.4202575683594,R_A4,1637.321044921875,0.0,0,300.4202575683594,33,STANDARD,4,0.060658808797597885
2018-01-01,51,9,300.29644775390625,R_A4,1635.474609375,0.0,0,300.29644775390625,33,STANDARD,3,0.058803532272577286
2018-01-01,50,10,300.74395751953125,R_A4,1642.1485595703125,0.0,0,300.74395751953125,33,STANDARD,4,0.06411956250667572
2018-01-01,50,11,300.67578125,R_A4,1641.132080078125,0.0,0,300.67578125,34,STANDARD,4,0.06115506589412689
2018-01-01,50,12,300.5467224121094,R_A4,1639.20703125,0.0,0,300.5467224121094,34,STANDARD,3,0.10109613835811615
2018-01-01,50,13,300.66064453125,R_A4,1640.9061279296875,0.0,0,300.66064453125,35,STANDARD,3,0.09800664335489273
2018-01-01,50,14,300.53570556640625,R_A4,1639.0426025390625,0.0,0,300.53570556640625,35,STANDARD,2,0.20057255029678345
2018-01-01,49,15,300.72943115234375,R_A4,1641.93212890625,0.0,0,300.72943115234375,35,STANDARD,2,0.23823222517967224
2018-01-01,49,16,300.7579650878906,R_A4,1642.357421875,0.0,0,300.7579650878906,36,STANDARD,30,0.05358772352337837
2018-01-01,48,17,300.5735168457031,R_A4,1639.6068115234375,0.0,0,300.5735168457031,36,STANDARD,30,0.08878301084041595
2018-01-01,48,18,301.0526123046875,R_A4,1646.7513427734375,0.0,0,301.0526123046875,37,STANDARD,30,0.18201863765716553
2018-01-01,48,19,301.5025939941406,R_A4,1653.461669921875,0.0,0,301.5025939941406,38,STANDARD,30,0.32039687037467957
2018-01-01,47,20,301.7947998046875,R_A4,1657.8184814453125,0.0,0,301.7947998046875,38,STANDARD,30,0.15317369997501373
2018-01-01,20,1,303.8440856933594,R_A5,1685.026611328125,0.0,0,303.8440856933594,31,STANDARD,1,1.0
2018-01-01,20,2,304.0601806640625,R_A5,1687.3070068359375,0.0,0,304.0601806640625,31,STANDARD,2,1.0
2018-01-01,20,3,304.27630615234375,R_A5,1689.5875244140625,0.0,0,304.27630615234375,31,STANDARD,3,1.0
2018-01-01,20,4,304.4924011230469,R_A5,1691.8680419921875,0.0,0,304.4924011230469,31,STANDARD,4,1.0
2018-01-01,20,5,304.7085266113281,R_A5,1694.1485595703125,0.0,0,304.7085266113281,31,STANDARD,5,1.0
2018-01-01,20,6,304.9246520996094,R_A5,1696.4290771484375,0.0,0,304.9246520996094,31,STANDARD,6,1.0
2018-01-01,20,7,305.446533203125,R_A5,1698.70947265625,0.0,0,305.446533203125,31,STANDARD,7,1.0
2018-01-01,20,8,305.988037109375,R_A5,1707.6488037109375,0.0,0,305.988037109375,31,STANDARD,11,1.0
2018-01-01,20,9,306.1695251464844,R_A5,1709.5638427734375,0.0,0,306.1695251464844,31,STANDARD,12,1.0
2018-01-01,21,10,305.4322814941406,R_A5,1701.7845458984375,0.0,0,305.4322814941406,31,STANDARD,12,1.0
2018-01-01,21,11,305.6291198730469,R_A5,1703.735107421875,0.0,0,305.6291198730469,31,STANDARD,13,1.0
2018-01-01,21,12,305.81396484375,R_A5,1705.6856689453125,0.0,0,305.81396484375,31,STANDARD,14,1.0
2018-01-01,21,13,305.9988098144531,R_A5,1707.63623046875,0.0,0,305.9988098144531,31,STANDARD,15,1.0
2018-01-01,21,14,306.3287048339844,R_A5,1709.5867919921875,0.0,0,306.3287048339844,31,STANDARD,16,1.0
2018-01-01,21,15,306.5135498046875,R_A5,1711.537353515625,0.0,0,306.5135498046875,31,STANDARD,17,1.0
2018-01-01,21,16,306.6856994628906,R_A5,1713.35400390625,0.0,0,306.6856994628906,31,STANDARD,18,1.0
2018-01-01,21,17,306.7843933105469,R_A5,1714.3951416015625,0.0,0,306.7843933105469,31,STANDARD,19,1.0
2018-01-01,21,18,306.75689697265625,R_A5,1715.7628173828125,0.0,0,306.75689697265625,31,STANDARD,27,1.0
2018-01-01,21,19,306.978271484375,R_A5,1718.098388671875,0.0,0,306.978271484375,31,STANDARD,28,1.0
2018-01-01,21,20,307.5054016113281,R_A5,1720.43408203125,0.0,0,307.5054016113281,31,STANDARD,29,1.0
2018-01-01,21,21,307.7267761230469,R_A5,1722.7696533203125,0.0,0,307.7267761230469,31,STANDARD,30,1.0
2018-01-01,21,22,307.9481506347656,R_A5,1725.105224609375,0.0,0,307.9481506347656,31,STANDARD,31,1.0
2018-01-01,42,1,305.11419677734375,R_A6,1695.20263671875,0.0,0,305.11419677734375,17,STANDARD,1,1.0
2018-01-01,42,2,305.2609558105469,R_A6,1696.7510986328125,0.0,0,305.2609558105469,17,STANDARD,2,1.0
2018-01-01,42,3,305.4076843261719,R_A6,1698.299560546875,0.0,0,305.4076843261719,17,STANDARD,3,1.0
2018-01-01,42,4,305.554443359375,R_A6,1699.84814453125,0.0,0,305.554443359375,17,STANDARD,4,1.0
2018-01-01,42,5,305.7012023925781,R_A6,1701.3966064453125,0.0,0,305.7012023925781,17,STANDARD,5,1.0
2018-01-01,42,6,305.54888916015625,R_A6,1702.9451904296875,0.0,0,305.54888916015625,17,STANDARD,6,1.0
2018-01-01,42,7,305.6956481933594,R_A6,1704.49365234375,0.0,0,305.6956481933594,17,STANDARD,7,1.0
2018-01-01,42,8,305.8424072265625,R_A6,1706.042236328125,0.0,0,305.8424072265625,17,STANDARD,8,1.0
2018-01-01,42,9,306.2882080078125,R_A6,1707.5906982421875,0.0,0,306.2882080078125,17,STANDARD,9,1.0
2018-01-01,42,10,306.1291809082031,R_A6,1709.1392822265625,0.0,0,306.1291809082031,17,STANDARD,10,1.0
2018-01-01,42,11,306.3109130859375,R_A6,1711.055419921875,0.0,0,306.3109130859375,17,STANDARD,11,1.0
2018-01-01,42,12,306.52734375,R_A6,1713.3392333984375,0.0,0,306.52734375,17,STANDARD,12,1.0
2018-01-01,42,13,306.7557678222656,R_A6,1715.623046875,0.0,0,306.7557678222656,17,STANDARD,13,1.0
2018-01-01,42,14,306.9721984863281,R_A6,1717.9068603515625,0.0,0,306.9721984863281,17,STANDARD,14,1.0
2018-01-01,42,15,307.18865966796875,R_A6,1720.190673828125,0.0,0,307.18865966796875,17,STANDARD,15,1.0
2018-01-01,42,16,307.55010986328125,R_A6,1722.474365234375,0.0,0,307.55010986328125,17,STANDARD,16,1.0
2018-01-01,42,17,307.7665710449219,R_A6,1724.7581787109375,0.0,0,307.7665710449219,17,STANDARD,17,1.0
2018-01-01,42,18,307.921630859375,R_A6,1726.394287109375,0.0,0,307.921630859375,17,STANDARD,18,1.0
2018-01-01,42,19,307.8930969238281,R_A6,1727.7508544921875,0.0,0,307.8930969238281,17,STANDARD,27,1.0
2018-01-01,42,20,308.3623352050781,R_A6,1729.4755859375,0.0,0,308.3623352050781,17,STANDARD,28,1.0
2018-01-01,42,21,308.52581787109375,R_A6,1731.2001953125,0.0,0,308.52581787109375,17,STANDARD,29,1.0
2018-01-01,42,22,308.68927001953125,R_A6,1732.9249267578125,0.0,0,308.68927001953125,17,STANDARD,30,1.0
2018-01-01,42,23,308.5469665527344,R_A6,1734.649658203125,0.0,0,308.5469665527344,17,STANDARD,31,1.0
2018-03-01,30,1,297.8797302246094,R_A2,1641.094970703125,0.0,0,297.8797302246094,22,STANDARD,1,0.1164226084947586
2018-03-01,30,2,298.0000305175781,R_A2,1642.8890380859375,0.0,0,298.0000305175781,22,STANDARD,2,0.0591617189347744
2018-03-01,30,3,298.12060546875,R_A2,1644.68310546875,0.0,0,298.12060546875,22,STANDARD,3,0.1265479028224945
2018-03-01,30,4,298.240966796875,R_A2,1646.4771728515625,0.0,0,298.240966796875,22,STANDARD,4,0.10864374041557312
2018-03-01,30,5,298.36114501953125,R_A2,1648.2713623046875,0.0,0,298.36114501953125,22,STANDARD,5,0.11101674288511276
2018-03-01,30,6,298.5448303222656,R_A2,1650.0654296875,0.0,0,298.5448303222656,22,STANDARD,6,0.3144415020942688
2018-03-01,30,7,298.66455078125,R_A2,1651.859619140625,0.0,0,298.66455078125,22,STANDARD,7,0.8964840173721313
2018-03-01,30,8,298.787841796875,R_A2,1653.6536865234375,0.0,0,298.787841796875,22,STANDARD,8,0.8728544116020203
2018-03-01,30,9,299.1026306152344,R_A2,1655.44775390625,0.0,0,299.1026306152344,22,STANDARD,9,0.9158062934875488
2018-03-01,30,10,299.7237854003906,R_A2,1657.2418212890625,0.0,0,299.7237854003906,22,STANDARD,10,0.9034245014190674
