FIPNUM,STOIIP_OIL,ASSOCIATEDOIL_GAS,STOIIP_TOTAL,WATER_TOTAL,GIIP_GAS,ASSOCIATEDGAS_OIL,GIIP_TOTAL,PORV_TOTAL,HCPV_OIL,WATER_PORV,HCPV_GAS,HCPV_TOTAL
1,22855005.0,0,22855005.0,40280115.0,0.0,4205320966.0,4205320966.0,77969673.0,36456887.0,41512786.0,0.0,36456887.0
2,0.0,0,0.0,81318354.0,0.0,0.0,0.0,83817801.0,0.0,83817801.0,0.0,0.0
3,17050478.0,0,17050478.0,47934357.0,0.0,3137287885.0,3137287885.0,76593992.0,27194580.0,49399412.0,0.0,27194580.0
4,0.0,0,0.0,78269389.0,0.0,0.0,0.0,80668678.0,0.0,80668678.0,0.0,0.0
5,11512153.0,0,11512153.0,32947712.0,0.0,2118236102.0,2118236102.0,52312726.0,18358508.0,33954219.0,0.0,18358508.0
6,0.0,0,0.0,53849651.0,0.0,0.0,0.0,55498287.0,0.0,55498287.0,0.0,0.0
