ZONE,REGION,BULK_OIL,PORE_OIL,HCPV_OIL,STOIIP_OIL
UpperReek,Region_1,298484642.31,48494977.37,36355857.08,22865318.54
UpperReek,Region_2,0.0,0.0,0.0,0.0
MidReek,Region_1,228590822.64,37585854.67,27090539.13,17038074.66
MidReek,Region_2,0.0,0.0,0.0,0.0
LowerReek,Region_1,136423880.56,24012805.01,18292903.03,11504970.27
LowerReek,Region_2,0.0,0.0,0.0,0.0
