ZONE,REGION,BULK_OIL,PORE_OIL,HCPV_OIL,STOIIP_OIL
UpperReek,Region_1,298474336.62,48513498.12,36453526.07,22926745.57
UpperReek,Region_2,0.0,0.0,0.0,0.0
MidReek,Region_1,228563029.44,37595133.72,27257061.49,17142805.68
MidReek,Region_2,0.0,0.0,0.0,0.0
LowerReek,Region_1,136393914.74,23996916.15,18373006.25,11555349.66
LowerReek,Region_2,0.0,0.0,0.0,0.0
