WELLMODEL,PRESSURE,DATE,CONKPOS,DRAWDOWN,CONIPOS,DEPTH,WELL,SGAS,CONJPOS,CONIDX,SWAT,CONBPRES
STANDARD,305.5455322265625,2018-01-01,7,0,31,1699.754150390625,R_A5,0.0,20,7,1.0,305.5455322265625
STANDARD,305.1047668457031,2018-01-01,11,0,31,1698.328369140625,R_A5,0.0,21,8,1.0,305.1047668457031
STANDARD,305.2951965332031,2018-01-01,12,0,31,1700.337890625,R_A5,0.0,21,9,1.0,305.2951965332031
STANDARD,305.4975891113281,2018-01-01,13,0,31,1702.3472900390625,R_A5,0.0,21,10,1.0,305.4975891113281
STANDARD,305.6880187988281,2018-01-01,14,0,31,1704.356689453125,R_A5,0.0,21,11,1.0,305.6880187988281
STANDARD,305.8784484863281,2018-01-01,15,0,31,1706.3660888671875,R_A5,0.0,21,12,1.0,305.8784484863281
STANDARD,306.0688781738281,2018-01-01,16,0,31,1708.3756103515625,R_A5,0.0,21,13,1.0,306.0688781738281
STANDARD,306.4043273925781,2018-01-01,17,0,31,1710.385009765625,R_A5,0.0,21,14,1.0,306.4043273925781
STANDARD,306.58087158203125,2018-01-01,18,0,31,1712.247802734375,R_A5,0.0,21,15,1.0,306.58087158203125
STANDARD,306.68658447265625,2018-01-01,19,0,31,1713.3631591796875,R_A5,0.0,21,16,1.0,306.68658447265625
STANDARD,306.6717224121094,2018-01-01,26,0,31,1714.864013671875,R_A5,0.0,21,17,1.0,306.6717224121094
STANDARD,306.907470703125,2018-01-01,27,0,31,1717.3515625,R_A5,0.0,21,18,1.0,306.907470703125
STANDARD,307.4490051269531,2018-01-01,28,0,31,1719.8389892578125,R_A5,0.0,21,19,1.0,307.4490051269531
STANDARD,307.68475341796875,2018-01-01,29,0,31,1722.326416015625,R_A5,0.0,21,20,1.0,307.68475341796875
STANDARD,307.9205322265625,2018-01-01,30,0,31,1724.8138427734375,R_A5,0.0,21,21,1.0,307.9205322265625
STANDARD,305.1079406738281,2018-01-01,1,0,17,1695.136474609375,R_A6,0.0,42,1,1.0,305.1079406738281
STANDARD,305.25445556640625,2018-01-01,2,0,17,1696.6827392578125,R_A6,0.0,42,2,1.0,305.25445556640625
STANDARD,305.4010009765625,2018-01-01,3,0,17,1698.22900390625,R_A6,0.0,42,3,1.0,305.4010009765625
STANDARD,305.5475158691406,2018-01-01,4,0,17,1699.775146484375,R_A6,0.0,42,4,1.0,305.5475158691406
STANDARD,305.6940612792969,2018-01-01,5,0,17,1701.3214111328125,R_A6,0.0,42,5,1.0,305.6940612792969
STANDARD,305.8406066894531,2018-01-01,6,0,17,1702.86767578125,R_A6,0.0,42,6,1.0,305.8406066894531
STANDARD,305.6880798339844,2018-01-01,7,0,17,1704.413818359375,R_A6,0.0,42,7,1.0,305.6880798339844
STANDARD,305.8346252441406,2018-01-01,8,0,17,1705.9600830078125,R_A6,0.0,42,8,1.0,305.8346252441406
STANDARD,306.28021240234375,2018-01-01,9,0,17,1707.50634765625,R_A6,0.0,42,9,1.0,306.28021240234375
STANDARD,306.1209716796875,2018-01-01,10,0,17,1709.052490234375,R_A6,0.0,42,10,1.0,306.1209716796875
STANDARD,306.3045654296875,2018-01-01,11,0,17,1710.988525390625,R_A6,0.0,42,11,1.0,306.3045654296875
STANDARD,306.5249938964844,2018-01-01,12,0,17,1713.314453125,R_A6,0.0,42,12,1.0,306.5249938964844
STANDARD,306.75738525390625,2018-01-01,13,0,17,1715.6402587890625,R_A6,0.0,42,13,1.0,306.75738525390625
STANDARD,306.9778137207031,2018-01-01,14,0,17,1717.966064453125,R_A6,0.0,42,14,1.0,306.9778137207031
STANDARD,307.1982421875,2018-01-01,15,0,17,1720.2919921875,R_A6,0.0,42,15,1.0,307.1982421875
STANDARD,307.5636901855469,2018-01-01,16,0,17,1722.6177978515625,R_A6,0.0,42,16,1.0,307.5636901855469
STANDARD,307.78411865234375,2018-01-01,17,0,17,1724.943603515625,R_A6,0.0,42,17,1.0,307.78411865234375
STANDARD,307.92547607421875,2018-01-01,18,0,17,1726.43505859375,R_A6,0.0,42,18,1.0,307.92547607421875
STANDARD,307.8811340332031,2018-01-01,26,0,17,1727.62451171875,R_A6,0.0,42,19,1.0,307.8811340332031
STANDARD,308.35009765625,2018-01-01,27,0,17,1729.3463134765625,R_A6,0.0,42,20,1.0,308.35009765625
STANDARD,308.5133056640625,2018-01-01,28,0,17,1731.0682373046875,R_A6,0.0,42,21,1.0,308.5133056640625
STANDARD,308.676513671875,2018-01-01,29,0,17,1732.7901611328125,R_A6,0.0,42,22,1.0,308.676513671875
STANDARD,308.533935546875,2018-01-01,30,0,17,1734.511962890625,R_A6,0.0,42,23,1.0,308.533935546875
STANDARD,297.9988098144531,2018-03-01,1,0,22,1639.6075439453125,R_A2,0.0,30,1,0.053520526736974716,297.9988098144531
STANDARD,298.11639404296875,2018-03-01,2,0,22,1641.3621826171875,R_A2,0.0,30,2,0.05429131165146828,298.11639404296875
STANDARD,298.2339782714844,2018-03-01,3,0,22,1643.11669921875,R_A2,0.0,30,3,0.0576203353703022,298.2339782714844
STANDARD,298.35162353515625,2018-03-01,4,0,22,1644.871337890625,R_A2,0.0,30,4,0.06392943114042282,298.35162353515625
STANDARD,298.46923828125,2018-03-01,5,0,22,1646.6258544921875,R_A2,0.0,30,5,0.06372056156396866,298.46923828125
STANDARD,298.61700439453125,2018-03-01,6,0,22,1648.38037109375,R_A2,0.0,30,6,0.30312204360961914,298.61700439453125
STANDARD,298.73895263671875,2018-03-01,7,0,22,1650.135009765625,R_A2,0.0,30,7,0.865858256816864,298.73895263671875
STANDARD,298.8613586425781,2018-03-01,8,0,22,1651.8895263671875,R_A2,0.0,30,8,0.8367006182670593,298.8613586425781
STANDARD,299.1151428222656,2018-03-01,9,0,22,1653.64404296875,R_A2,0.0,30,9,0.892250657081604,299.1151428222656
STANDARD,299.52978515625,2018-03-01,10,0,22,1655.398681640625,R_A2,0.0,30,10,0.9017310738563538,299.52978515625
STANDARD,299.56512451171875,2018-03-01,11,0,22,1657.328857421875,R_A2,0.0,30,11,0.0673195943236351,299.56512451171875
STANDARD,300.0521545410156,2018-03-01,13,0,22,1661.5401611328125,R_A2,0.0,30,12,0.42708736658096313,300.0521545410156
STANDARD,300.1936340332031,2018-03-01,14,0,22,1663.6458740234375,R_A2,0.0,30,13,0.46542948484420776,300.1936340332031
STANDARD,300.3358154296875,2018-03-01,15,0,22,1665.7515869140625,R_A2,0.0,30,14,0.8933316469192505,300.3358154296875
STANDARD,300.4775085449219,2018-03-01,16,0,22,1667.8572998046875,R_A2,0.0,30,15,0.9067238569259644,300.4775085449219
STANDARD,300.61956787109375,2018-03-01,17,0,22,1669.9630126953125,R_A2,0.0,30,16,0.8768243193626404,300.61956787109375
STANDARD,300.7315368652344,2018-03-01,18,0,22,1671.596435546875,R_A2,0.0,30,17,0.9370140433311462,300.7315368652344
STANDARD,301.6903076171875,2018-03-01,26,0,22,1673.0311279296875,R_A2,0.0,30,18,0.1572689563035965,301.6903076171875
STANDARD,303.1378479003906,2018-03-01,26,0,22,1676.9752197265625,R_A2,-1.2644163729477373e-16,29,19,1.0,303.1378479003906
STANDARD,303.2660217285156,2018-03-01,27,0,22,1678.819091796875,R_A2,-4.599255562076107e-17,29,20,1.0,303.2660217285156
STANDARD,302.1908874511719,2018-03-01,28,0,22,1680.662841796875,R_A2,0.0,29,21,0.7193732857704163,302.1908874511719
STANDARD,302.4560852050781,2018-03-01,29,0,22,1682.5067138671875,R_A2,6.422551934726073e-10,29,22,1.0,302.4560852050781
STANDARD,302.3234558105469,2018-03-01,30,0,22,1684.3504638671875,R_A2,-4.626255645234778e-08,29,23,1.000006079673767,302.3234558105469
STANDARD,275.27264404296875,2018-04-28,1,0,31,1686.0684814453125,R_A5,-1.1816070344394802e-10,20,1,1.0,275.27264404296875
STANDARD,275.48822021484375,2018-04-28,2,0,31,1688.349365234375,R_A5,-1.1750048156677906e-10,20,2,1.0,275.48822021484375
STANDARD,275.7037048339844,2018-04-28,3,0,31,1690.63037109375,R_A5,-1.18949169958249e-10,20,3,1.0,275.7037048339844
STANDARD,275.9189453125,2018-04-28,4,0,31,1692.9112548828125,R_A5,-1.1020843959652638e-10,20,4,1.0,275.9189453125
STANDARD,276.1344299316406,2018-04-28,5,0,31,1695.1922607421875,R_A5,-1.1191906429397491e-10,20,5,1.0,276.1344299316406
STANDARD,276.3501892089844,2018-04-28,6,0,31,1697.47314453125,R_A5,-9.489176111543429e-11,20,6,1.0,276.3501892089844
STANDARD,276.8847351074219,2018-04-28,7,0,31,1699.754150390625,R_A5,-1.3050627202179643e-12,20,7,1.0,276.8847351074219
STANDARD,276.87982177734375,2018-04-28,11,0,31,1698.328369140625,R_A5,-1.6091331045409163e-10,21,8,1.0,276.87982177734375
STANDARD,277.09515380859375,2018-04-28,12,0,31,1700.337890625,R_A5,-1.5741698222715428e-10,21,9,1.0,277.09515380859375
STANDARD,277.3510437011719,2018-04-28,13,0,31,1702.3472900390625,R_A5,-6.172721622038635e-12,21,10,1.0,277.3510437011719
STANDARD,277.5444030761719,2018-04-28,14,0,31,1704.356689453125,R_A5,-2.5784655660610056e-11,21,11,1.0,277.5444030761719
STANDARD,277.7389831542969,2018-04-28,15,0,31,1706.3660888671875,R_A5,-1.9266711490106836e-11,21,12,1.0,277.7389831542969
STANDARD,277.9481506347656,2018-04-28,16,0,31,1708.3756103515625,R_A5,-1.5338716408130892e-11,21,13,1.0,277.9481506347656
STANDARD,278.3150329589844,2018-04-28,17,0,31,1710.385009765625,R_A5,-2.3932301453089e-12,21,14,1.0,278.3150329589844
STANDARD,278.5193176269531,2018-04-28,18,0,31,1712.247802734375,R_A5,-5.463862869092839e-12,21,15,1.0,278.5193176269531
STANDARD,278.63409423828125,2018-04-28,19,0,31,1713.3631591796875,R_A5,-5.442647634662512e-12,21,16,1.0,278.63409423828125
STANDARD,285.0154113769531,2018-04-28,26,0,31,1714.864013671875,R_A5,-1.416477612287137e-12,21,17,1.0,285.0154113769531
STANDARD,285.2668151855469,2018-04-28,27,0,31,1717.3515625,R_A5,-1.3423010532948032e-12,21,18,1.0,285.2668151855469
STANDARD,285.5513916015625,2018-04-28,28,0,31,1719.8389892578125,R_A5,-9.917379590603722e-19,21,19,1.0,285.5513916015625
STANDARD,296.4065246582031,2018-04-28,29,0,31,1722.326416015625,R_A5,-3.850632380185181e-20,21,20,1.0,296.4065246582031
STANDARD,303.66522216796875,2018-04-28,30,0,31,1724.8138427734375,R_A5,-2.5273029393298084e-21,21,21,1.0,303.66522216796875
STANDARD,284.87542724609375,2018-07-03,1,0,28,1610.90283203125,R_A3,0.0,41,1,0.24675872921943665,284.87542724609375
STANDARD,284.9924011230469,2018-07-03,2,0,28,1612.9591064453125,R_A3,0.0,41,2,0.12783509492874146,284.9924011230469
STANDARD,285.1297607421875,2018-07-03,3,0,28,1615.0155029296875,R_A3,0.0,41,3,0.12222041189670563,285.1297607421875
STANDARD,285.26708984375,2018-07-03,4,0,28,1617.0718994140625,R_A3,0.0,41,4,0.09812086820602417,285.26708984375
STANDARD,284.42218017578125,2018-07-03,4,0,29,1604.7705078125,R_A3,0.0,41,5,0.154568150639534,284.42218017578125
STANDARD,285.3883056640625,2018-07-03,5,0,29,1606.9476318359375,R_A3,0.0,41,6,0.7867150902748108,285.3883056640625
STANDARD,285.5887451171875,2018-07-03,6,0,29,1609.124755859375,R_A3,0.0,41,7,0.6494671702384949,285.5887451171875
STANDARD,285.7762145996094,2018-07-03,7,0,29,1611.3018798828125,R_A3,0.0,41,8,0.19223950803279877,285.7762145996094
STANDARD,285.92205810546875,2018-07-03,8,0,29,1613.47900390625,R_A3,0.0,41,9,0.19573698937892914,285.92205810546875
STANDARD,286.1735534667969,2018-07-03,9,0,29,1615.656005859375,R_A3,0.0,41,10,0.7960858941078186,286.1735534667969
STANDARD,288.71063232421875,2018-07-03,10,0,29,1617.8331298828125,R_A3,0.0,41,11,0.796248733997345,288.71063232421875
STANDARD,289.87445068359375,2018-07-03,11,0,29,1620.0718994140625,R_A3,0.0,41,12,0.046057965606451035,289.87445068359375
STANDARD,290.0282897949219,2018-07-03,12,0,29,1622.372314453125,R_A3,0.0,41,13,0.052630506455898285,290.0282897949219
STANDARD,290.18499755859375,2018-07-03,13,0,29,1624.6727294921875,R_A3,0.0,41,14,0.36654528975486755,290.18499755859375
STANDARD,290.3403015136719,2018-07-03,14,0,29,1626.97314453125,R_A3,0.0,41,15,0.13873642683029175,290.3403015136719
STANDARD,290.5081787109375,2018-07-03,15,0,29,1629.2735595703125,R_A3,0.0,41,16,0.5089255571365356,290.5081787109375
STANDARD,290.6628723144531,2018-07-03,16,0,29,1631.30029296875,R_A3,0.0,41,17,0.7991695404052734,290.6628723144531
STANDARD,289.7845153808594,2018-07-03,26,0,29,1634.02978515625,R_A3,1.2189020409322793e-12,41,18,1.0,289.7845153808594
STANDARD,286.87176513671875,2018-07-03,27,0,29,1637.646484375,R_A3,0.0,41,19,0.04381653293967247,286.87176513671875
STANDARD,287.1134948730469,2018-07-03,28,0,29,1641.2633056640625,R_A3,0.0,41,20,0.050770968198776245,287.1134948730469
STANDARD,290.9720153808594,2018-07-03,29,0,29,1644.8800048828125,R_A3,0.0,41,21,0.8173849582672119,290.9720153808594
STANDARD,287.5650329589844,2018-07-03,30,0,29,1648.496826171875,R_A3,0.0,41,22,0.24468964338302612,287.5650329589844
STANDARD,279.6379089355469,2018-09-12,1,0,30,1631.8267822265625,R_A4,0.0,52,1,0.05054287239909172,279.6379089355469
STANDARD,279.2685546875,2018-09-12,1,0,31,1625.815673828125,R_A4,0.0,52,2,0.048383332788944244,279.2685546875
STANDARD,279.4071960449219,2018-09-12,2,0,31,1627.8944091796875,R_A4,0.0,52,3,0.049020323902368546,279.4071960449219
STANDARD,279.5457763671875,2018-09-12,3,0,31,1629.9732666015625,R_A4,0.0,52,4,0.050142016261816025,279.5457763671875
STANDARD,279.68438720703125,2018-09-12,4,0,31,1632.0521240234375,R_A4,0.0,52,5,0.05341889709234238,279.68438720703125
STANDARD,279.8229675292969,2018-09-12,5,0,31,1634.1309814453125,R_A4,0.0,52,6,0.05302834510803223,279.8229675292969
STANDARD,279.69281005859375,2018-09-12,5,0,32,1631.7567138671875,R_A4,0.0,52,7,0.05285419523715973,279.69281005859375
STANDARD,279.8558044433594,2018-09-12,5,0,32,1634.966064453125,R_A4,0.0,51,8,0.05578494817018509,279.8558044433594
STANDARD,280.05615234375,2018-09-12,5,0,33,1637.6893310546875,R_A4,0.0,51,9,0.05741310492157936,280.05615234375
STANDARD,279.932861328125,2018-09-12,4,0,33,1635.84033203125,R_A4,0.0,51,10,0.05417052283883095,279.932861328125
STANDARD,280.2767639160156,2018-09-12,5,0,33,1642.0435791015625,R_A4,0.0,50,11,0.0629172995686531,280.2767639160156
STANDARD,280.15478515625,2018-09-12,4,0,33,1640.215087890625,R_A4,0.0,50,12,0.06006523594260216,280.15478515625
STANDARD,280.17626953125,2018-09-12,4,0,34,1640.198486328125,R_A4,0.0,50,13,0.0613592192530632,280.17626953125
STANDARD,280.0514221191406,2018-09-12,3,0,34,1638.3265380859375,R_A4,0.0,50,14,0.13816514611244202,280.0514221191406
STANDARD,280.2342834472656,2018-09-12,3,0,35,1640.934814453125,R_A4,0.0,50,15,0.1450985223054886,280.2342834472656
STANDARD,280.11651611328125,2018-09-12,2,0,35,1639.166748046875,R_A4,0.0,50,16,0.22247527539730072,280.11651611328125
STANDARD,280.43499755859375,2018-09-12,2,0,35,1644.8404541015625,R_A4,0.0,49,17,0.2393108457326889,280.43499755859375
STANDARD,280.3223876953125,2018-09-12,1,0,35,1643.157958984375,R_A4,0.0,49,18,0.2350817620754242,280.3223876953125
STANDARD,279.1779479980469,2018-09-12,29,0,36,1644.597900390625,R_A4,0.0,49,19,0.16718433797359467,279.1779479980469
STANDARD,278.88543701171875,2018-09-12,29,0,36,1643.293212890625,R_A4,0.0,48,20,0.1251545399427414,278.88543701171875
STANDARD,279.59735107421875,2018-09-12,29,0,37,1650.84619140625,R_A4,0.0,48,21,0.6536512970924377,279.59735107421875
STANDARD,279.1381530761719,2018-09-12,28,0,37,1645.181640625,R_A4,0.0,48,22,0.6653503179550171,279.1381530761719
STANDARD,279.8585205078125,2018-09-12,28,0,38,1652.644775390625,R_A4,0.0,48,23,0.29615676403045654,279.8585205078125
STANDARD,280.2538757324219,2018-09-12,28,0,38,1660.914306640625,R_A4,0.0,47,24,0.1553696244955063,280.2538757324219
STANDARD,277.39141845703125,2018-11-07,1,0,17,1695.136474609375,R_A6,-3.4689074529525854e-12,42,1,1.0,277.39141845703125
STANDARD,277.53778076171875,2018-11-07,2,0,17,1696.6827392578125,R_A6,-1.753931960606081e-12,42,2,1.0,277.53778076171875
STANDARD,277.6827392578125,2018-11-07,3,0,17,1698.22900390625,R_A6,-2.7546823329338554e-12,42,3,1.0,277.6827392578125
STANDARD,277.8253173828125,2018-11-07,4,0,17,1699.775146484375,R_A6,-1.1416387583548793e-12,42,4,1.0,277.8253173828125
STANDARD,277.9662170410156,2018-11-07,5,0,17,1701.3214111328125,R_A6,-1.7547107430265774e-12,42,5,1.0,277.9662170410156
STANDARD,278.10882568359375,2018-11-07,6,0,17,1702.86767578125,R_A6,-8.590301386890431e-11,42,6,1.0,278.10882568359375
STANDARD,277.95867919921875,2018-11-07,7,0,17,1704.413818359375,R_A6,-1.4972281747738236e-10,42,7,1.0,277.95867919921875
STANDARD,278.1112976074219,2018-11-07,8,0,17,1705.9600830078125,R_A6,-9.179798587943822e-11,42,8,1.0,278.1112976074219
STANDARD,278.58203125,2018-11-07,9,0,17,1707.50634765625,R_A6,-5.64659256852007e-12,42,9,1.0,278.58203125
STANDARD,278.4786071777344,2018-11-07,10,0,17,1709.052490234375,R_A6,-1.30506078166448e-10,42,10,1.0,278.4786071777344
STANDARD,278.80902099609375,2018-11-07,11,0,17,1710.988525390625,R_A6,-2.2019963977215617e-11,42,11,1.0,278.80902099609375
