Project name			: /private/asny/Desktop/reek/resmod/ff/2019a/r001/rms/model/reek.rms11.0.1
Date				: 2020.02.19 16:52:53
Grid model name			: Simgrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       278794656.72         45848451.63         34501586.57         21699110.69
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  278794656.72         45848451.63         34501586.57         21699110.69
MidReek    1                       202712403.60         38634302.55         30941241.50         19459899.99
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  202712403.60         38634302.55         30941241.50         19459899.99
LowerReek  1                       125560224.90         26759757.58         22102780.93         13901119.84
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                  125560224.90         26759757.58         22102780.93         13901119.84
Totals     1                       607067285.23        111242511.77         87545609.00         55060130.52
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  607067285.23        111242511.77         87545609.00         55060130.52
