SGAS,PRESSURE,WELL,DEPTH,CONIPOS,CONIDX,DRAWDOWN,CONKPOS,SWAT,WELLMODEL,DATE,CONJPOS,CONBPRES
0.0,305.4629211425781,R_A5,1702.107666015625,31,9,0,11,1.0,STANDARD,2018-01-01,21,305.4629211425781
0.0,305.64141845703125,R_A5,1703.991455078125,31,10,0,12,1.0,STANDARD,2018-01-01,21,305.64141845703125
0.0,305.8319091796875,R_A5,1705.8751220703125,31,11,0,13,1.0,STANDARD,2018-01-01,21,305.8319091796875
0.0,306.01043701171875,R_A5,1707.7587890625,31,12,0,14,1.0,STANDARD,2018-01-01,21,306.01043701171875
0.0,306.18896484375,R_A5,1709.642578125,31,13,0,15,1.0,STANDARD,2018-01-01,21,306.18896484375
0.0,306.51251220703125,R_A5,1711.5262451171875,31,14,0,16,1.0,STANDARD,2018-01-01,21,306.51251220703125
0.0,306.6910095214844,R_A5,1713.409912109375,31,15,0,17,1.0,STANDARD,2018-01-01,21,306.6910095214844
0.0,306.8396911621094,R_A5,1714.9786376953125,31,16,0,18,1.0,STANDARD,2018-01-01,21,306.8396911621094
0.0,306.921630859375,R_A5,1715.8431396484375,31,17,0,19,1.0,STANDARD,2018-01-01,21,306.921630859375
0.0,306.9535217285156,R_A5,1716.1798095703125,31,18,0,20,1.0,STANDARD,2018-01-01,21,306.9535217285156
0.0,306.90789794921875,R_A5,1717.35595703125,31,19,0,26,1.0,STANDARD,2018-01-01,21,306.90789794921875
0.0,307.112060546875,R_A5,1719.5101318359375,31,20,0,27,1.0,STANDARD,2018-01-01,21,307.112060546875
0.0,307.62200927734375,R_A5,1721.664306640625,31,21,0,28,1.0,STANDARD,2018-01-01,21,307.62200927734375
0.0,307.826171875,R_A5,1723.818359375,31,22,0,29,1.0,STANDARD,2018-01-01,21,307.826171875
0.0,308.0303649902344,R_A5,1725.97265625,31,23,0,30,1.0,STANDARD,2018-01-01,21,308.0303649902344
0.0,305.1026916503906,R_A6,1695.0810546875,17,1,0,1,1.0,STANDARD,2018-01-01,42,305.1026916503906
0.0,305.24920654296875,R_A6,1696.627197265625,17,2,0,2,1.0,STANDARD,2018-01-01,42,305.24920654296875
0.0,305.3957214355469,R_A6,1698.1734619140625,17,3,0,3,1.0,STANDARD,2018-01-01,42,305.3957214355469
0.0,305.5422668457031,R_A6,1699.7196044921875,17,4,0,4,1.0,STANDARD,2018-01-01,42,305.5422668457031
0.0,305.68878173828125,R_A6,1701.2657470703125,17,5,0,5,1.0,STANDARD,2018-01-01,42,305.68878173828125
0.0,305.8353271484375,R_A6,1702.8118896484375,17,6,0,6,1.0,STANDARD,2018-01-01,42,305.8353271484375
0.0,305.68280029296875,R_A6,1704.3580322265625,17,7,0,7,1.0,STANDARD,2018-01-01,42,305.68280029296875
0.0,305.8293151855469,R_A6,1705.9041748046875,17,8,0,8,1.0,STANDARD,2018-01-01,42,305.8293151855469
0.0,306.27490234375,R_A6,1707.4503173828125,17,9,0,9,1.0,STANDARD,2018-01-01,42,306.27490234375
0.0,306.1156311035156,R_A6,1708.9964599609375,17,10,0,10,1.0,STANDARD,2018-01-01,42,306.1156311035156
0.0,306.2940673828125,R_A6,1710.877685546875,17,11,0,11,1.0,STANDARD,2018-01-01,42,306.2940673828125
0.0,306.5041198730469,R_A6,1713.09423828125,17,12,0,12,1.0,STANDARD,2018-01-01,42,306.5041198730469
0.0,306.7261657714844,R_A6,1715.3109130859375,17,13,0,13,1.0,STANDARD,2018-01-01,42,306.7261657714844
0.0,306.9362487792969,R_A6,1717.5274658203125,17,14,0,14,1.0,STANDARD,2018-01-01,42,306.9362487792969
0.0,307.1463317871094,R_A6,1719.7440185546875,17,15,0,15,1.0,STANDARD,2018-01-01,42,307.1463317871094
0.0,307.50140380859375,R_A6,1721.9605712890625,17,16,0,16,1.0,STANDARD,2018-01-01,42,307.50140380859375
0.0,307.71148681640625,R_A6,1724.17724609375,17,17,0,17,1.0,STANDARD,2018-01-01,42,307.71148681640625
0.0,307.8845520019531,R_A6,1726.0030517578125,17,18,0,18,1.0,STANDARD,2018-01-01,42,307.8845520019531
0.0,307.8771057128906,R_A6,1727.58203125,17,19,0,26,1.0,STANDARD,2018-01-01,42,307.8771057128906
0.0,308.34619140625,R_A6,1729.304931640625,17,20,0,27,1.0,STANDARD,2018-01-01,42,308.34619140625
0.0,308.5094909667969,R_A6,1731.02783203125,17,21,0,28,1.0,STANDARD,2018-01-01,42,308.5094909667969
0.0,308.67279052734375,R_A6,1732.7508544921875,17,22,0,29,1.0,STANDARD,2018-01-01,42,308.67279052734375
0.0,308.5303039550781,R_A6,1734.4737548828125,17,23,0,30,1.0,STANDARD,2018-01-01,42,308.5303039550781
0.0,298.5896301269531,R_A2,1641.1112060546875,22,1,0,1,0.05679827183485031,STANDARD,2018-03-01,30,298.5896301269531
0.0,298.7066650390625,R_A2,1642.8575439453125,22,2,0,2,0.05705441161990166,STANDARD,2018-03-01,30,298.7066650390625
0.0,298.8236999511719,R_A2,1644.603759765625,22,3,0,3,0.060166455805301666,STANDARD,2018-03-01,30,298.8236999511719
0.0,298.9407653808594,R_A2,1646.35009765625,22,4,0,4,0.06587853282690048,STANDARD,2018-03-01,30,298.9407653808594
0.0,299.05780029296875,R_A2,1648.096435546875,22,5,0,5,0.0683097243309021,STANDARD,2018-03-01,30,299.05780029296875
0.0,299.1911315917969,R_A2,1649.8427734375,22,6,0,6,0.3148042857646942,STANDARD,2018-03-01,30,299.1911315917969
0.0,299.3158264160156,R_A2,1651.589111328125,22,7,0,7,0.8901022672653198,STANDARD,2018-03-01,30,299.3158264160156
0.0,299.4374084472656,R_A2,1653.3353271484375,22,8,0,8,0.8828749060630798,STANDARD,2018-03-01,30,299.4374084472656
0.0,299.6512145996094,R_A2,1655.0816650390625,22,9,0,9,0.8920577764511108,STANDARD,2018-03-01,30,299.6512145996094
0.0,299.8294677734375,R_A2,1656.827880859375,22,10,0,10,0.8979695439338684,STANDARD,2018-03-01,30,299.8294677734375
0.0,299.51556396484375,R_A2,1658.6585693359375,22,11,0,11,0.0706099197268486,STANDARD,2018-03-01,30,299.51556396484375
0.0,299.6439208984375,R_A2,1660.573486328125,22,12,0,12,0.07399540394544601,STANDARD,2018-03-01,30,299.6439208984375
0.0,299.7730712890625,R_A2,1662.4884033203125,22,13,0,13,0.4360283613204956,STANDARD,2018-03-01,30,299.7730712890625
0.0,299.90301513671875,R_A2,1664.4033203125,22,14,0,14,0.4879904091358185,STANDARD,2018-03-01,30,299.90301513671875
0.0,300.0355224609375,R_A2,1666.3182373046875,22,15,0,15,0.6561090350151062,STANDARD,2018-03-01,30,300.0355224609375
0.0,300.1641845703125,R_A2,1668.233154296875,22,16,0,16,0.9438072443008423,STANDARD,2018-03-01,30,300.1641845703125
0.0,300.2771301269531,R_A2,1671.9923095703125,22,17,0,16,0.9836471080780029,STANDARD,2018-03-01,29,300.2771301269531
0.0,300.4144287109375,R_A2,1674.03271484375,22,18,0,17,0.9732741117477417,STANDARD,2018-03-01,29,300.4144287109375
-4.7237311839865015e-09,300.5467224121094,R_A2,1676.001708984375,22,19,0,18,0.9999999403953552,STANDARD,2018-03-01,29,300.5467224121094
-2.8298392518166793e-09,300.6244812011719,R_A2,1677.1602783203125,22,20,0,19,0.9999999403953552,STANDARD,2018-03-01,29,300.6244812011719
-3.3831282065790926e-16,303.1552429199219,R_A2,1678.2308349609375,22,21,0,26,1.0,STANDARD,2018-03-01,29,303.1552429199219
-1.6563509253514904e-17,303.63134765625,R_A2,1679.9522705078125,22,22,0,27,1.0,STANDARD,2018-03-01,29,303.63134765625
-1.3478288730067937e-18,303.81103515625,R_A2,1681.6737060546875,22,23,0,28,1.0,STANDARD,2018-03-01,29,303.81103515625
-6.1751881330318e-19,303.97772216796875,R_A2,1683.3951416015625,22,24,0,29,1.0,STANDARD,2018-03-01,29,303.97772216796875
-3.8455094180070926e-19,304.1365966796875,R_A2,1685.116455078125,22,25,0,30,1.0,STANDARD,2018-03-01,29,304.1365966796875
-1.5303593114968095e-10,277.4490661621094,R_A5,1684.361572265625,31,1,0,1,1.0,STANDARD,2018-04-28,20,277.4490661621094
-1.0708955944238596e-10,277.654052734375,R_A5,1686.528564453125,31,2,0,2,1.0,STANDARD,2018-04-28,20,277.654052734375
-9.499732944728834e-11,277.85906982421875,R_A5,1688.6956787109375,31,3,0,3,1.0,STANDARD,2018-04-28,20,277.85906982421875
-7.051873668340036e-11,278.06414794921875,R_A5,1690.8626708984375,31,4,0,4,1.0,STANDARD,2018-04-28,20,278.06414794921875
-5.190639237873107e-11,278.269287109375,R_A5,1693.02978515625,31,5,0,5,1.0,STANDARD,2018-04-28,20,278.269287109375
-1.2065204391120687e-10,278.48162841796875,R_A5,1695.19677734375,31,6,0,6,1.0,STANDARD,2018-04-28,20,278.48162841796875
-5.186568188819685e-12,279.12335205078125,R_A5,1697.3638916015625,31,7,0,7,1.0,STANDARD,2018-04-28,20,279.12335205078125
-2.038089315370417e-11,278.4772644042969,R_A5,1692.8447265625,31,8,0,7,1.0,STANDARD,2018-04-28,21,278.4772644042969
-8.530823825125822e-10,283.06048583984375,R_A5,1702.107666015625,31,9,0,11,1.0,STANDARD,2018-04-28,21,283.06048583984375
-7.09091174666554e-10,283.2391662597656,R_A5,1703.991455078125,31,10,0,12,1.0,STANDARD,2018-04-28,21,283.2391662597656
-2.6231506550233874e-11,283.433349609375,R_A5,1705.8751220703125,31,11,0,13,1.0,STANDARD,2018-04-28,21,283.433349609375
-5.551293105754418e-11,283.6166076660156,R_A5,1707.7587890625,31,12,0,14,1.0,STANDARD,2018-04-28,21,283.6166076660156
-1.3763459989768467e-11,283.80474853515625,R_A5,1709.642578125,31,13,0,15,1.0,STANDARD,2018-04-28,21,283.80474853515625
-1.4768698416989245e-11,284.1734619140625,R_A5,1711.5262451171875,31,14,0,16,1.0,STANDARD,2018-04-28,21,284.1734619140625
-2.5905813952342704e-12,284.7895202636719,R_A5,1713.409912109375,31,15,0,17,1.0,STANDARD,2018-04-28,21,284.7895202636719
0.0,285.5025939941406,R_A5,1714.9786376953125,31,16,0,18,1.0,STANDARD,2018-04-28,21,285.5025939941406
0.0,285.7635192871094,R_A5,1715.8431396484375,31,17,0,19,1.0,STANDARD,2018-04-28,21,285.7635192871094
0.0,285.8167724609375,R_A5,1716.1798095703125,31,18,0,20,1.0,STANDARD,2018-04-28,21,285.8167724609375
-2.5827170957448686e-10,290.2516784667969,R_A5,1717.35595703125,31,19,0,26,1.0,STANDARD,2018-04-28,21,290.2516784667969
-2.0872656381065724e-10,290.4808044433594,R_A5,1719.5101318359375,31,20,0,27,1.0,STANDARD,2018-04-28,21,290.4808044433594
-2.4067535929768566e-16,299.25396728515625,R_A5,1721.664306640625,31,21,0,28,1.0,STANDARD,2018-04-28,21,299.25396728515625
-3.1438670084915174e-18,305.10888671875,R_A5,1723.818359375,31,22,0,29,1.0,STANDARD,2018-04-28,21,305.10888671875
-1.3695818425735145e-20,307.1955261230469,R_A5,1725.97265625,31,23,0,30,1.0,STANDARD,2018-04-28,21,307.1955261230469
0.0,277.0531921386719,R_A3,1607.6177978515625,28,1,0,1,0.6495283842086792,STANDARD,2018-07-03,41,277.0531921386719
0.0,277.1790466308594,R_A3,1609.488525390625,28,2,0,2,0.1978049874305725,STANDARD,2018-07-03,41,277.1790466308594
0.0,277.30364990234375,R_A3,1611.3592529296875,28,3,0,3,0.19355551898479462,STANDARD,2018-07-03,41,277.30364990234375
0.0,277.4282531738281,R_A3,1613.22998046875,28,4,0,4,0.3235880136489868,STANDARD,2018-07-03,41,277.4282531738281
0.0,277.0645751953125,R_A3,1608.6590576171875,29,5,0,4,0.37312790751457214,STANDARD,2018-07-03,41,277.0645751953125
0.0,277.9578552246094,R_A3,1610.5950927734375,29,6,0,5,0.7981085777282715,STANDARD,2018-07-03,41,277.9578552246094
0.0,278.18182373046875,R_A3,1612.531005859375,29,7,0,6,0.6771496534347534,STANDARD,2018-07-03,41,278.18182373046875
0.0,278.3705139160156,R_A3,1614.467041015625,29,8,0,7,0.2903449833393097,STANDARD,2018-07-03,41,278.3705139160156
0.0,278.4986267089844,R_A3,1616.4031982421875,29,9,0,8,0.20177356898784637,STANDARD,2018-07-03,41,278.4986267089844
0.0,278.7454833984375,R_A3,1618.3392333984375,29,10,0,9,0.8044667840003967,STANDARD,2018-07-03,41,278.7454833984375
0.0,281.6466979980469,R_A3,1620.275146484375,29,11,0,10,0.8001360297203064,STANDARD,2018-07-03,41,281.6466979980469
0.0,288.8345031738281,R_A3,1622.376220703125,29,12,0,11,0.04905494675040245,STANDARD,2018-07-03,41,288.8345031738281
0.0,288.98602294921875,R_A3,1624.64208984375,29,13,0,12,0.056730519980192184,STANDARD,2018-07-03,41,288.98602294921875
0.0,289.13800048828125,R_A3,1626.907958984375,29,14,0,13,0.37928539514541626,STANDARD,2018-07-03,41,289.13800048828125
0.0,289.119140625,R_A3,1629.173828125,29,15,0,14,0.358919233083725,STANDARD,2018-07-03,41,289.119140625
0.0,288.4247741699219,R_A3,1631.4007568359375,29,16,0,15,0.784135639667511,STANDARD,2018-07-03,41,288.4247741699219
0.0,288.31390380859375,R_A3,1632.8717041015625,29,17,0,16,0.7851709127426147,STANDARD,2018-07-03,41,288.31390380859375
0.0,283.5648498535156,R_A3,1634.887451171875,29,18,0,26,0.19543826580047607,STANDARD,2018-07-03,41,283.5648498535156
0.0,283.77923583984375,R_A3,1638.164794921875,29,19,0,27,0.04529562592506409,STANDARD,2018-07-03,41,283.77923583984375
0.0,283.99810791015625,R_A3,1641.4420166015625,29,20,0,28,0.11854320019483566,STANDARD,2018-07-03,41,283.99810791015625
0.0,288.9527893066406,R_A3,1644.7193603515625,29,21,0,29,0.7602468729019165,STANDARD,2018-07-03,41,288.9527893066406
0.0,284.5077819824219,R_A3,1647.9967041015625,29,22,0,30,0.06367629021406174,STANDARD,2018-07-03,41,284.5077819824219
0.0,277.86004638671875,R_A4,1628.7471923828125,30,1,0,1,0.049287136644124985,STANDARD,2018-09-12,52,277.86004638671875
0.0,277.86370849609375,R_A4,1627.150390625,31,2,0,1,0.05009846016764641,STANDARD,2018-09-12,52,277.86370849609375
0.0,277.994384765625,R_A4,1629.1107177734375,31,3,0,2,0.050306111574172974,STANDARD,2018-09-12,52,277.994384765625
0.0,278.1250305175781,R_A4,1631.0709228515625,31,4,0,3,0.05199133977293968,STANDARD,2018-09-12,52,278.1250305175781
0.0,278.25567626953125,R_A4,1633.03125,31,5,0,4,0.0545121394097805,STANDARD,2018-09-12,52,278.25567626953125
0.0,278.4103088378906,R_A4,1633.5748291015625,32,6,0,4,0.055423665791749954,STANDARD,2018-09-12,52,278.4103088378906
0.0,278.37249755859375,R_A4,1634.0263671875,32,7,0,4,0.05522345006465912,STANDARD,2018-09-12,51,278.37249755859375
0.0,278.6872253417969,R_A4,1636.9444580078125,33,8,0,4,0.05960593372583389,STANDARD,2018-09-12,51,278.6872253417969
0.0,278.8801574707031,R_A4,1640.6656494140625,33,9,0,4,0.05996204912662506,STANDARD,2018-09-12,50,278.8801574707031
0.0,278.92755126953125,R_A4,1639.79150390625,34,10,0,4,0.06210404634475708,STANDARD,2018-09-12,50,278.92755126953125
0.0,278.924072265625,R_A4,1638.617431640625,35,11,0,4,0.06029381975531578,STANDARD,2018-09-12,50,278.924072265625
0.0,279.1324462890625,R_A4,1642.89794921875,35,12,0,4,0.12176038324832916,STANDARD,2018-09-12,49,279.1324462890625
0.0,278.3993835449219,R_A4,1646.1497802734375,36,13,0,30,0.6499724984169006,STANDARD,2018-09-12,49,278.3993835449219
0.0,278.16326904296875,R_A4,1640.0611572265625,36,14,0,29,0.659232497215271,STANDARD,2018-09-12,49,278.16326904296875
0.0,277.81597900390625,R_A4,1640.005859375,36,15,0,29,0.17992743849754333,STANDARD,2018-09-12,48,277.81597900390625
0.0,278.49884033203125,R_A4,1645.8558349609375,37,16,0,29,0.6981772780418396,STANDARD,2018-09-12,48,278.49884033203125
0.0,278.91912841796875,R_A4,1648.03759765625,38,17,0,29,0.653407633304596,STANDARD,2018-09-12,48,278.91912841796875
0.0,279.0145568847656,R_A4,1653.731689453125,38,18,0,29,0.6500779390335083,STANDARD,2018-09-12,47,279.0145568847656
0.0,279.4459533691406,R_A4,1659.4580078125,38,19,0,30,0.10419211536645889,STANDARD,2018-09-12,47,279.4459533691406
-4.704994640419846e-12,275.3518371582031,R_A6,1695.0810546875,17,1,0,1,1.0,STANDARD,2018-11-07,42,275.3518371582031
-2.4097867798444916e-12,275.49713134765625,R_A6,1696.627197265625,17,2,0,2,1.0,STANDARD,2018-11-07,42,275.49713134765625
-1.814439549129021e-12,275.6400146484375,R_A6,1698.1734619140625,17,3,0,3,1.0,STANDARD,2018-11-07,42,275.6400146484375
-1.505317029880382e-12,275.7792053222656,R_A6,1699.7196044921875,17,4,0,4,1.0,STANDARD,2018-11-07,42,275.7792053222656
-2.2936362011061195e-12,275.9167175292969,R_A6,1701.2657470703125,17,5,0,5,1.0,STANDARD,2018-11-07,42,275.9167175292969
-3.1567380653907406e-11,276.0572204589844,R_A6,1702.8118896484375,17,6,0,6,1.0,STANDARD,2018-11-07,42,276.0572204589844
-2.253792014128564e-10,275.9056701660156,R_A6,1704.3580322265625,17,7,0,7,1.0,STANDARD,2018-11-07,42,275.9056701660156
-1.5490367322179566e-10,276.0521240234375,R_A6,1705.9041748046875,17,8,0,8,1.0,STANDARD,2018-11-07,42,276.0521240234375
-3.643826906873926e-11,276.5035095214844,R_A6,1707.4503173828125,17,9,0,9,1.0,STANDARD,2018-11-07,42,276.5035095214844
-1.8623393938099753e-09,276.3724670410156,R_A6,1708.9964599609375,17,10,0,10,0.9999999403953552,STANDARD,2018-11-07,42,276.3724670410156
-6.188017320774009e-10,277.5391540527344,R_A6,1710.877685546875,17,11,0,11,1.0,STANDARD,2018-11-07,42,277.5391540527344
-2.7669994073775683e-10,277.7489929199219,R_A6,1713.09423828125,17,12,0,12,1.0,STANDARD,2018-11-07,42,277.7489929199219
-2.1932530444579434e-11,277.97088623046875,R_A6,1715.3109130859375,17,13,0,13,1.0,STANDARD,2018-11-07,42,277.97088623046875
