Project name			: /private/asny/Desktop/reek/resmod/ff/2019a/r001/rms/model/reek.rms11.0.1
Date				: 2020.02.19 17:22:19
Grid model name			: Geogrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       279902633.47         50896875.54         39435186.02         24802003.37
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  279902633.47         50896875.54         39435186.02         24802003.37
MidReek    1                       193984302.83         38225016.27         30936322.88         19456806.52
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  193984302.83         38225016.27         30936322.88         19456806.52
LowerReek  1                       121599430.08         24887149.88         20420387.60         12843010.86
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                  121599430.08         24887149.88         20420387.60         12843010.86
Totals     1                       595486366.37        114009041.70         90791896.51         57101820.75
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  595486366.37        114009041.70         90791896.51         57101820.75
