CONBPRES,SWAT,PRESSURE,DRAWDOWN,CONIPOS,WELLMODEL,SGAS,DATE,DEPTH,CONJPOS,CONKPOS,CONIDX,WELL
302.5526123046875,0.9810691475868225,302.5526123046875,0,22,STANDARD,0.0,2018-01-01,1669.11572265625,30,16,16,R_A2
302.6864929199219,0.945175051689148,302.6864929199219,0,22,STANDARD,0.0,2018-01-01,1671.111572265625,30,17,17,R_A2
302.8123779296875,0.9814856648445129,302.8123779296875,0,22,STANDARD,0.0,2018-01-01,1672.9881591796875,30,18,18,R_A2
302.89569091796875,0.9939976930618286,302.89569091796875,0,22,STANDARD,0.0,2018-01-01,1674.229736328125,29,18,19,R_A2
303.02569580078125,1.0,303.02569580078125,0,22,STANDARD,0.0,2018-01-01,1676.1676025390625,29,27,20,R_A2
303.47802734375,1.0,303.47802734375,0,22,STANDARD,0.0,2018-01-01,1677.9368896484375,29,28,21,R_A2
303.64569091796875,1.0,303.64569091796875,0,22,STANDARD,0.0,2018-01-01,1679.7061767578125,29,29,22,R_A2
303.8133544921875,1.0,303.8133544921875,0,22,STANDARD,0.0,2018-01-01,1681.4754638671875,29,30,23,R_A2
303.98101806640625,1.0,303.98101806640625,0,22,STANDARD,0.0,2018-01-01,1683.2447509765625,29,31,24,R_A2
298.53814697265625,0.6481541991233826,298.53814697265625,0,28,STANDARD,0.0,2018-01-01,1609.243408203125,41,1,1,R_A3
298.676513671875,0.11823459714651108,298.676513671875,0,28,STANDARD,0.0,2018-01-01,1611.3077392578125,41,2,2,R_A3
298.8148498535156,0.17559900879859924,298.8148498535156,0,28,STANDARD,0.0,2018-01-01,1613.3720703125,41,3,3,R_A3
298.9532165527344,0.18915219604969025,298.9532165527344,0,28,STANDARD,0.0,2018-01-01,1615.4365234375,41,4,4,R_A3
299.0915832519531,0.6481541991233826,299.0915832519531,0,28,STANDARD,0.0,2018-01-01,1617.5008544921875,41,5,5,R_A3
299.2299499511719,0.2591858208179474,299.2299499511719,0,28,STANDARD,0.0,2018-01-01,1619.565185546875,41,6,6,R_A3
298.54638671875,0.23034392297267914,298.54638671875,0,29,STANDARD,0.0,2018-01-01,1609.3663330078125,41,6,7,R_A3
298.68377685546875,0.19715377688407898,298.68377685546875,0,29,STANDARD,0.0,2018-01-01,1611.4163818359375,41,7,8,R_A3
298.8211669921875,0.24272115528583527,298.8211669921875,0,29,STANDARD,0.0,2018-01-01,1613.46630859375,41,8,9,R_A3
298.95855712890625,0.7983514070510864,298.95855712890625,0,29,STANDARD,0.0,2018-01-01,1615.516357421875,41,9,10,R_A3
299.095947265625,0.7988103032112122,299.095947265625,0,29,STANDARD,0.0,2018-01-01,1617.5662841796875,41,10,11,R_A3
299.24237060546875,0.048717088997364044,299.24237060546875,0,29,STANDARD,0.0,2018-01-01,1619.750732421875,41,11,12,R_A3
299.3978271484375,0.05399089306592941,299.3978271484375,0,29,STANDARD,0.0,2018-01-01,1622.0697021484375,41,12,13,R_A3
299.5532531738281,0.3697081506252289,299.5532531738281,0,29,STANDARD,0.0,2018-01-01,1624.388671875,41,13,14,R_A3
299.7087097167969,0.38560113310813904,299.7087097167969,0,29,STANDARD,0.0,2018-01-01,1626.707763671875,41,14,15,R_A3
299.8641662597656,0.5033208727836609,299.8641662597656,0,29,STANDARD,0.0,2018-01-01,1629.026611328125,41,15,16,R_A3
299.992919921875,0.8153588175773621,299.992919921875,0,29,STANDARD,0.0,2018-01-01,1630.9468994140625,41,16,17,R_A3
300.16583251953125,1.0,300.16583251953125,0,29,STANDARD,0.0,2018-01-01,1633.5262451171875,41,27,18,R_A3
300.40966796875,0.05029548332095146,300.40966796875,0,29,STANDARD,0.0,2018-01-01,1637.1630859375,41,28,19,R_A3
300.6535339355469,0.08577360957860947,300.6535339355469,0,29,STANDARD,0.0,2018-01-01,1640.8001708984375,41,29,20,R_A3
300.89739990234375,0.6888055205345154,300.89739990234375,0,29,STANDARD,0.0,2018-01-01,1644.4371337890625,41,30,21,R_A3
301.14129638671875,0.09458150714635849,301.14129638671875,0,29,STANDARD,0.0,2018-01-01,1648.0740966796875,41,31,22,R_A3
300.009033203125,0.04987418279051781,300.009033203125,0,30,STANDARD,0.0,2018-01-01,1631.1873779296875,52,1,1,R_A4
299.7571105957031,0.062354348599910736,299.7571105957031,0,31,STANDARD,0.0,2018-01-01,1627.4293212890625,52,1,2,R_A4
299.89520263671875,0.06649763137102127,299.89520263671875,0,31,STANDARD,0.0,2018-01-01,1629.4896240234375,52,2,3,R_A4
300.0333251953125,0.05385250598192215,300.0333251953125,0,31,STANDARD,0.0,2018-01-01,1631.5498046875,52,3,4,R_A4
300.17144775390625,0.057518646121025085,300.17144775390625,0,31,STANDARD,0.0,2018-01-01,1633.610107421875,52,4,5,R_A4
300.0901184082031,0.05650549381971359,300.0901184082031,0,32,STANDARD,0.0,2018-01-01,1632.3968505859375,52,4,6,R_A4
300.3236999511719,0.05973724648356438,300.3236999511719,0,32,STANDARD,0.0,2018-01-01,1635.880615234375,51,4,7,R_A4
300.4202575683594,0.060658808797597885,300.4202575683594,0,33,STANDARD,0.0,2018-01-01,1637.321044921875,51,4,8,R_A4
300.29644775390625,0.058803532272577286,300.29644775390625,0,33,STANDARD,0.0,2018-01-01,1635.474609375,51,3,9,R_A4
300.74395751953125,0.06411956250667572,300.74395751953125,0,33,STANDARD,0.0,2018-01-01,1642.1485595703125,50,4,10,R_A4
300.67578125,0.06115506589412689,300.67578125,0,34,STANDARD,0.0,2018-01-01,1641.132080078125,50,4,11,R_A4
300.5467224121094,0.10109613835811615,300.5467224121094,0,34,STANDARD,0.0,2018-01-01,1639.20703125,50,3,12,R_A4
300.66064453125,0.09800664335489273,300.66064453125,0,35,STANDARD,0.0,2018-01-01,1640.9061279296875,50,3,13,R_A4
300.53570556640625,0.20057255029678345,300.53570556640625,0,35,STANDARD,0.0,2018-01-01,1639.0426025390625,50,2,14,R_A4
300.72943115234375,0.23823222517967224,300.72943115234375,0,35,STANDARD,0.0,2018-01-01,1641.93212890625,49,2,15,R_A4
300.7579650878906,0.05358772352337837,300.7579650878906,0,36,STANDARD,0.0,2018-01-01,1642.357421875,49,30,16,R_A4
300.5735168457031,0.08878301084041595,300.5735168457031,0,36,STANDARD,0.0,2018-01-01,1639.6068115234375,48,30,17,R_A4
301.0526123046875,0.18201863765716553,301.0526123046875,0,37,STANDARD,0.0,2018-01-01,1646.7513427734375,48,30,18,R_A4
301.5025939941406,0.32039687037467957,301.5025939941406,0,38,STANDARD,0.0,2018-01-01,1653.461669921875,48,30,19,R_A4
301.7947998046875,0.15317369997501373,301.7947998046875,0,38,STANDARD,0.0,2018-01-01,1657.8184814453125,47,30,20,R_A4
303.8440856933594,1.0,303.8440856933594,0,31,STANDARD,0.0,2018-01-01,1685.026611328125,20,1,1,R_A5
304.0601806640625,1.0,304.0601806640625,0,31,STANDARD,0.0,2018-01-01,1687.3070068359375,20,2,2,R_A5
304.27630615234375,1.0,304.27630615234375,0,31,STANDARD,0.0,2018-01-01,1689.5875244140625,20,3,3,R_A5
304.4924011230469,1.0,304.4924011230469,0,31,STANDARD,0.0,2018-01-01,1691.8680419921875,20,4,4,R_A5
304.7085266113281,1.0,304.7085266113281,0,31,STANDARD,0.0,2018-01-01,1694.1485595703125,20,5,5,R_A5
304.9246520996094,1.0,304.9246520996094,0,31,STANDARD,0.0,2018-01-01,1696.4290771484375,20,6,6,R_A5
305.446533203125,1.0,305.446533203125,0,31,STANDARD,0.0,2018-01-01,1698.70947265625,20,7,7,R_A5
305.988037109375,1.0,305.988037109375,0,31,STANDARD,0.0,2018-01-01,1707.6488037109375,20,11,8,R_A5
306.1695251464844,1.0,306.1695251464844,0,31,STANDARD,0.0,2018-01-01,1709.5638427734375,20,12,9,R_A5
305.4322814941406,1.0,305.4322814941406,0,31,STANDARD,0.0,2018-01-01,1701.7845458984375,21,12,10,R_A5
305.6291198730469,1.0,305.6291198730469,0,31,STANDARD,0.0,2018-01-01,1703.735107421875,21,13,11,R_A5
305.81396484375,1.0,305.81396484375,0,31,STANDARD,0.0,2018-01-01,1705.6856689453125,21,14,12,R_A5
305.9988098144531,1.0,305.9988098144531,0,31,STANDARD,0.0,2018-01-01,1707.63623046875,21,15,13,R_A5
306.3287048339844,1.0,306.3287048339844,0,31,STANDARD,0.0,2018-01-01,1709.5867919921875,21,16,14,R_A5
306.5135498046875,1.0,306.5135498046875,0,31,STANDARD,0.0,2018-01-01,1711.537353515625,21,17,15,R_A5
306.6856994628906,1.0,306.6856994628906,0,31,STANDARD,0.0,2018-01-01,1713.35400390625,21,18,16,R_A5
306.7843933105469,1.0,306.7843933105469,0,31,STANDARD,0.0,2018-01-01,1714.3951416015625,21,19,17,R_A5
306.75689697265625,1.0,306.75689697265625,0,31,STANDARD,0.0,2018-01-01,1715.7628173828125,21,27,18,R_A5
306.978271484375,1.0,306.978271484375,0,31,STANDARD,0.0,2018-01-01,1718.098388671875,21,28,19,R_A5
307.5054016113281,1.0,307.5054016113281,0,31,STANDARD,0.0,2018-01-01,1720.43408203125,21,29,20,R_A5
307.7267761230469,1.0,307.7267761230469,0,31,STANDARD,0.0,2018-01-01,1722.7696533203125,21,30,21,R_A5
307.9481506347656,1.0,307.9481506347656,0,31,STANDARD,0.0,2018-01-01,1725.105224609375,21,31,22,R_A5
305.11419677734375,1.0,305.11419677734375,0,17,STANDARD,0.0,2018-01-01,1695.20263671875,42,1,1,R_A6
305.2609558105469,1.0,305.2609558105469,0,17,STANDARD,0.0,2018-01-01,1696.7510986328125,42,2,2,R_A6
305.4076843261719,1.0,305.4076843261719,0,17,STANDARD,0.0,2018-01-01,1698.299560546875,42,3,3,R_A6
305.554443359375,1.0,305.554443359375,0,17,STANDARD,0.0,2018-01-01,1699.84814453125,42,4,4,R_A6
305.7012023925781,1.0,305.7012023925781,0,17,STANDARD,0.0,2018-01-01,1701.3966064453125,42,5,5,R_A6
305.54888916015625,1.0,305.54888916015625,0,17,STANDARD,0.0,2018-01-01,1702.9451904296875,42,6,6,R_A6
305.6956481933594,1.0,305.6956481933594,0,17,STANDARD,0.0,2018-01-01,1704.49365234375,42,7,7,R_A6
305.8424072265625,1.0,305.8424072265625,0,17,STANDARD,0.0,2018-01-01,1706.042236328125,42,8,8,R_A6
306.2882080078125,1.0,306.2882080078125,0,17,STANDARD,0.0,2018-01-01,1707.5906982421875,42,9,9,R_A6
306.1291809082031,1.0,306.1291809082031,0,17,STANDARD,0.0,2018-01-01,1709.1392822265625,42,10,10,R_A6
306.3109130859375,1.0,306.3109130859375,0,17,STANDARD,0.0,2018-01-01,1711.055419921875,42,11,11,R_A6
306.52734375,1.0,306.52734375,0,17,STANDARD,0.0,2018-01-01,1713.3392333984375,42,12,12,R_A6
306.7557678222656,1.0,306.7557678222656,0,17,STANDARD,0.0,2018-01-01,1715.623046875,42,13,13,R_A6
306.9721984863281,1.0,306.9721984863281,0,17,STANDARD,0.0,2018-01-01,1717.9068603515625,42,14,14,R_A6
307.18865966796875,1.0,307.18865966796875,0,17,STANDARD,0.0,2018-01-01,1720.190673828125,42,15,15,R_A6
307.55010986328125,1.0,307.55010986328125,0,17,STANDARD,0.0,2018-01-01,1722.474365234375,42,16,16,R_A6
307.7665710449219,1.0,307.7665710449219,0,17,STANDARD,0.0,2018-01-01,1724.7581787109375,42,17,17,R_A6
307.921630859375,1.0,307.921630859375,0,17,STANDARD,0.0,2018-01-01,1726.394287109375,42,18,18,R_A6
307.8930969238281,1.0,307.8930969238281,0,17,STANDARD,0.0,2018-01-01,1727.7508544921875,42,27,19,R_A6
308.3623352050781,1.0,308.3623352050781,0,17,STANDARD,0.0,2018-01-01,1729.4755859375,42,28,20,R_A6
308.52581787109375,1.0,308.52581787109375,0,17,STANDARD,0.0,2018-01-01,1731.2001953125,42,29,21,R_A6
308.68927001953125,1.0,308.68927001953125,0,17,STANDARD,0.0,2018-01-01,1732.9249267578125,42,30,22,R_A6
308.5469665527344,1.0,308.5469665527344,0,17,STANDARD,0.0,2018-01-01,1734.649658203125,42,31,23,R_A6
297.9822998046875,0.1164221316576004,297.9822998046875,0,22,STANDARD,0.0,2018-03-01,1641.094970703125,30,1,1,R_A2
298.10260009765625,0.059160441160202026,298.10260009765625,0,22,STANDARD,0.0,2018-03-01,1642.8890380859375,30,2,2,R_A2
298.2231750488281,0.12654347717761993,298.2231750488281,0,22,STANDARD,0.0,2018-03-01,1644.68310546875,30,3,3,R_A2
298.343505859375,0.10863690823316574,298.343505859375,0,22,STANDARD,0.0,2018-03-01,1646.4771728515625,30,4,4,R_A2
298.4637145996094,0.11100370436906815,298.4637145996094,0,22,STANDARD,0.0,2018-03-01,1648.2713623046875,30,5,5,R_A2
298.64300537109375,0.3145112693309784,298.64300537109375,0,22,STANDARD,0.0,2018-03-01,1650.0654296875,30,6,6,R_A2
298.76275634765625,0.8964939713478088,298.76275634765625,0,22,STANDARD,0.0,2018-03-01,1651.859619140625,30,7,7,R_A2
298.8858947753906,0.8728582262992859,298.8858947753906,0,22,STANDARD,0.0,2018-03-01,1653.6536865234375,30,8,8,R_A2
299.1866760253906,0.9158084392547607,299.1866760253906,0,22,STANDARD,0.0,2018-03-01,1655.44775390625,30,9,9,R_A2
299.7671813964844,0.9034267067909241,299.7671813964844,0,22,STANDARD,0.0,2018-03-01,1657.2418212890625,30,10,10,R_A2
299.8843688964844,0.07601583749055862,299.8843688964844,0,22,STANDARD,0.0,2018-03-01,1659.1368408203125,30,11,11,R_A2
300.0030822753906,0.08051647990942001,300.0030822753906,0,22,STANDARD,0.0,2018-03-01,1661.132568359375,30,12,12,R_A2
300.2917785644531,0.45499351620674133,300.2917785644531,0,22,STANDARD,0.0,2018-03-01,1663.12841796875,30,13,13,R_A2
300.5218200683594,0.51529860496521,300.5218200683594,0,22,STANDARD,0.0,2018-03-01,1665.1241455078125,30,14,14,R_A2
300.654541015625,0.7126952409744263,300.654541015625,0,22,STANDARD,0.0,2018-03-01,1667.1199951171875,30,15,15,R_A2
300.7816467285156,0.9804975390434265,300.7816467285156,0,22,STANDARD,0.0,2018-03-01,1669.11572265625,30,16,16,R_A2
300.91363525390625,0.9451453685760498,300.91363525390625,0,22,STANDARD,0.0,2018-03-01,1671.111572265625,30,17,17,R_A2
301.0392150878906,0.9814756512641907,301.0392150878906,0,22,STANDARD,0.0,2018-03-01,1672.9881591796875,30,18,18,R_A2
300.9430847167969,0.9939941167831421,300.9430847167969,0,22,STANDARD,0.0,2018-03-01,1674.229736328125,29,18,19,R_A2
302.6341857910156,0.9999999403953552,302.6341857910156,0,22,STANDARD,-5.405439651440247e-09,2018-03-01,1676.1676025390625,29,27,20,R_A2
302.8164367675781,1.0,302.8164367675781,0,22,STANDARD,1.6002219231422147e-16,2018-03-01,1677.9368896484375,29,28,21,R_A2
302.2430419921875,1.0,302.2430419921875,0,22,STANDARD,1.1474148649105536e-15,2018-03-01,1679.7061767578125,29,29,22,R_A2
301.4986267089844,1.0,301.4986267089844,0,22,STANDARD,1.429271562214396e-10,2018-03-01,1681.4754638671875,29,30,23,R_A2
302.2189025878906,1.0,302.2189025878906,0,22,STANDARD,2.157971016643204e-16,2018-03-01,1683.2447509765625,29,31,24,R_A2
271.8321533203125,1.0,271.8321533203125,0,31,STANDARD,-3.189389907504083e-15,2018-04-28,1685.026611328125,20,1,1,R_A5
272.04791259765625,1.0,272.04791259765625,0,31,STANDARD,-3.2429876113074935e-15,2018-04-28,1687.3070068359375,20,2,2,R_A5
272.263671875,1.0,272.263671875,0,31,STANDARD,-2.784909652333526e-15,2018-04-28,1689.5875244140625,20,3,3,R_A5
272.4794616699219,1.0,272.4794616699219,0,31,STANDARD,-2.8801955649437145e-15,2018-04-28,1691.8680419921875,20,4,4,R_A5
272.69525146484375,1.0,272.69525146484375,0,31,STANDARD,-2.8290205871276883e-15,2018-04-28,1694.1485595703125,20,5,5,R_A5
272.9110412597656,1.0,272.9110412597656,0,31,STANDARD,-2.058066021613401e-15,2018-04-28,1696.4290771484375,20,6,6,R_A5
273.44580078125,1.0,273.44580078125,0,31,STANDARD,-8.213042685418918e-16,2018-04-28,1698.70947265625,20,7,7,R_A5
275.9400329589844,1.0,275.9400329589844,0,31,STANDARD,-5.768145835104155e-13,2018-04-28,1707.6488037109375,20,11,8,R_A5
276.1244201660156,1.0,276.1244201660156,0,31,STANDARD,-5.143294644349705e-13,2018-04-28,1709.5638427734375,20,12,9,R_A5
274.8092041015625,1.0,274.8092041015625,0,31,STANDARD,-1.183708513152748e-11,2018-04-28,1701.7845458984375,21,12,10,R_A5
275.0081787109375,1.0,275.0081787109375,0,31,STANDARD,-2.409016562621158e-12,2018-04-28,1703.735107421875,21,13,11,R_A5
275.1966552734375,1.0,275.1966552734375,0,31,STANDARD,-2.910816553070017e-12,2018-04-28,1705.6856689453125,21,14,12,R_A5
275.38885498046875,1.0,275.38885498046875,0,31,STANDARD,-1.1888826511805006e-12,2018-04-28,1707.63623046875,21,15,13,R_A5
275.75787353515625,1.0,275.75787353515625,0,31,STANDARD,-1.2957020439213762e-12,2018-04-28,1709.5867919921875,21,16,14,R_A5
276.0393371582031,1.0,276.0393371582031,0,31,STANDARD,-1.0420424289073194e-13,2018-04-28,1711.537353515625,21,17,15,R_A5
276.3108215332031,1.0,276.3108215332031,0,31,STANDARD,-9.788190088099932e-14,2018-04-28,1713.35400390625,21,18,16,R_A5
276.4489440917969,1.0,276.4489440917969,0,31,STANDARD,0.0,2018-04-28,1714.3951416015625,21,19,17,R_A5
276.4458312988281,1.0,276.4458312988281,0,31,STANDARD,-4.7336102051986906e-12,2018-04-28,1715.7628173828125,21,27,18,R_A5
276.6795654296875,1.0,276.6795654296875,0,31,STANDARD,-3.4763361893980216e-12,2018-04-28,1718.098388671875,21,28,19,R_A5
291.61138916015625,1.0,291.61138916015625,0,31,STANDARD,-1.4505280247955918e-19,2018-04-28,1720.43408203125,21,29,20,R_A5
302.7834167480469,1.0,302.7834167480469,0,31,STANDARD,-2.7758135620071317e-21,2018-04-28,1722.7696533203125,21,30,21,R_A5
306.051025390625,1.0,306.051025390625,0,31,STANDARD,-4.7048083430294e-22,2018-04-28,1725.105224609375,21,31,22,R_A5
279.9910583496094,0.6493293046951294,279.9910583496094,0,28,STANDARD,0.0,2018-07-03,1609.243408203125,41,1,1,R_A3
280.133544921875,0.1185307428240776,280.133544921875,0,28,STANDARD,0.0,2018-07-03,1611.3077392578125,41,2,2,R_A3
280.2713317871094,0.17597900331020355,280.2713317871094,0,28,STANDARD,0.0,2018-07-03,1613.3720703125,41,3,3,R_A3
280.4091796875,0.18972577154636383,280.4091796875,0,28,STANDARD,0.0,2018-07-03,1615.4365234375,41,4,4,R_A3
280.5469665527344,0.6495587825775146,280.5469665527344,0,28,STANDARD,0.0,2018-07-03,1617.5008544921875,41,5,5,R_A3
280.6848449707031,0.2600291669368744,280.6848449707031,0,28,STANDARD,0.0,2018-07-03,1619.565185546875,41,6,6,R_A3
279.90118408203125,0.23111848533153534,279.90118408203125,0,29,STANDARD,0.0,2018-07-03,1609.3663330078125,41,6,7,R_A3
280.0380554199219,0.19819003343582153,280.0380554199219,0,29,STANDARD,0.0,2018-07-03,1611.4163818359375,41,7,8,R_A3
280.1750793457031,0.2448405772447586,280.1750793457031,0,29,STANDARD,0.0,2018-07-03,1613.46630859375,41,8,9,R_A3
280.39453125,0.7973137497901917,280.39453125,0,29,STANDARD,0.0,2018-07-03,1615.516357421875,41,9,10,R_A3
282.75897216796875,0.7964468002319336,282.75897216796875,0,29,STANDARD,0.0,2018-07-03,1617.5662841796875,41,10,11,R_A3
283.276123046875,0.048820849508047104,283.276123046875,0,29,STANDARD,0.0,2018-07-03,1619.750732421875,41,11,12,R_A3
283.43096923828125,0.05410418286919594,283.43096923828125,0,29,STANDARD,0.0,2018-07-03,1622.0697021484375,41,12,13,R_A3
283.5861511230469,0.37022894620895386,283.5861511230469,0,29,STANDARD,0.0,2018-07-03,1624.388671875,41,13,14,R_A3
284.0501708984375,0.3862456977367401,284.0501708984375,0,29,STANDARD,0.0,2018-07-03,1626.707763671875,41,14,15,R_A3
284.59637451171875,0.5034344792366028,284.59637451171875,0,29,STANDARD,0.0,2018-07-03,1629.026611328125,41,15,16,R_A3
284.7388000488281,0.8145031332969666,284.7388000488281,0,29,STANDARD,0.0,2018-07-03,1630.9468994140625,41,16,17,R_A3
286.2591247558594,1.0,286.2591247558594,0,29,STANDARD,4.818794235167401e-12,2018-07-03,1633.5262451171875,41,27,18,R_A3
284.4859313964844,0.0505056194961071,284.4859313964844,0,29,STANDARD,0.0,2018-07-03,1637.1630859375,41,28,19,R_A3
284.72882080078125,0.08615677058696747,284.72882080078125,0,29,STANDARD,0.0,2018-07-03,1640.8001708984375,41,29,20,R_A3
284.9363098144531,0.6902879476547241,284.9363098144531,0,29,STANDARD,0.0,2018-07-03,1644.4371337890625,41,30,21,R_A3
285.1552429199219,0.09484241157770157,285.1552429199219,0,29,STANDARD,0.0,2018-07-03,1648.0740966796875,41,31,22,R_A3
277.361572265625,0.04999738186597824,277.361572265625,0,30,STANDARD,0.0,2018-09-12,1631.1873779296875,52,1,1,R_A4
277.28826904296875,0.0625094473361969,277.28826904296875,0,31,STANDARD,0.0,2018-09-12,1627.4293212890625,52,1,2,R_A4
277.425537109375,0.06666436046361923,277.425537109375,0,31,STANDARD,0.0,2018-09-12,1629.4896240234375,52,2,3,R_A4
277.5627746582031,0.05397525057196617,277.5627746582031,0,31,STANDARD,0.0,2018-09-12,1631.5498046875,52,3,4,R_A4
277.7000427246094,0.05764290690422058,277.7000427246094,0,31,STANDARD,0.0,2018-09-12,1633.610107421875,52,4,5,R_A4
277.78753662109375,0.05661920830607414,277.78753662109375,0,32,STANDARD,0.0,2018-09-12,1632.3968505859375,52,4,6,R_A4
277.7464904785156,0.0598696768283844,277.7464904785156,0,32,STANDARD,0.0,2018-09-12,1635.880615234375,51,4,7,R_A4
278.0198974609375,0.06087610125541687,278.0198974609375,0,33,STANDARD,0.0,2018-09-12,1637.321044921875,51,4,8,R_A4
277.89666748046875,0.05889075621962547,277.89666748046875,0,33,STANDARD,0.0,2018-09-12,1635.474609375,51,3,9,R_A4
278.0915222167969,0.06427883356809616,278.0915222167969,0,33,STANDARD,0.0,2018-09-12,1642.1485595703125,50,4,10,R_A4
278.2679138183594,0.061332639306783676,278.2679138183594,0,34,STANDARD,0.0,2018-09-12,1641.132080078125,50,4,11,R_A4
278.1398620605469,0.10130251944065094,278.1398620605469,0,34,STANDARD,0.0,2018-09-12,1639.20703125,50,3,12,R_A4
278.4672546386719,0.09818094968795776,278.4672546386719,0,35,STANDARD,0.0,2018-09-12,1640.9061279296875,50,3,13,R_A4
278.3434753417969,0.2009330838918686,278.3434753417969,0,35,STANDARD,0.0,2018-09-12,1639.0426025390625,50,2,14,R_A4
278.38836669921875,0.23828835785388947,278.38836669921875,0,35,STANDARD,0.0,2018-09-12,1641.93212890625,49,2,15,R_A4
280.1482238769531,0.05492952838540077,280.1482238769531,0,36,STANDARD,0.0,2018-09-12,1642.357421875,49,30,16,R_A4
279.91009521484375,0.09999404102563858,279.91009521484375,0,36,STANDARD,0.0,2018-09-12,1639.6068115234375,48,30,17,R_A4
280.48443603515625,0.18902412056922913,280.48443603515625,0,37,STANDARD,0.0,2018-09-12,1646.7513427734375,48,30,18,R_A4
281.02734375,0.3297046422958374,281.02734375,0,38,STANDARD,0.0,2018-09-12,1653.461669921875,48,30,19,R_A4
281.2695617675781,0.18073417246341705,281.2695617675781,0,38,STANDARD,0.0,2018-09-12,1657.8184814453125,47,30,20,R_A4
276.483154296875,1.0,276.483154296875,0,17,STANDARD,-4.2926732441319444e-16,2018-11-07,1695.20263671875,42,1,1,R_A6
276.6284484863281,1.0,276.6284484863281,0,17,STANDARD,-2.5743493848051646e-16,2018-11-07,1696.7510986328125,42,2,2,R_A6
276.7711181640625,1.0,276.7711181640625,0,17,STANDARD,-2.0180746580279898e-16,2018-11-07,1698.299560546875,42,3,3,R_A6
276.9105224609375,1.0,276.9105224609375,0,17,STANDARD,-1.6730176551649233e-16,2018-11-07,1699.84814453125,42,4,4,R_A6
277.0481262207031,1.0,277.0481262207031,0,17,STANDARD,-2.107491955802686e-16,2018-11-07,1701.3966064453125,42,5,5,R_A6
276.8887634277344,1.0,276.8887634277344,0,17,STANDARD,-1.1449902542748618e-14,2018-11-07,1702.9451904296875,42,6,6,R_A6
277.0351257324219,1.0,277.0351257324219,0,17,STANDARD,-2.1570473272142232e-14,2018-11-07,1704.49365234375,42,7,7,R_A6
277.1835021972656,1.0,277.1835021972656,0,17,STANDARD,-1.4588275655839575e-14,2018-11-07,1706.042236328125,42,8,8,R_A6
277.6368408203125,1.0,277.6368408203125,0,17,STANDARD,-1.341236967307782e-15,2018-11-07,1707.5906982421875,42,9,9,R_A6
277.49444580078125,1.0,277.49444580078125,0,17,STANDARD,-1.370434798628195e-13,2018-11-07,1709.1392822265625,42,10,10,R_A6
277.6956481933594,1.0,277.6956481933594,0,17,STANDARD,-7.976355443110525e-14,2018-11-07,1711.055419921875,42,11,11,R_A6
277.91192626953125,1.0,277.91192626953125,0,17,STANDARD,-2.638325518613486e-14,2018-11-07,1713.3392333984375,42,12,12,R_A6
278.1404724121094,1.0,278.1404724121094,0,17,STANDARD,-1.6575288106914312e-15,2018-11-07,1715.623046875,42,13,13,R_A6
278.3572998046875,1.0,278.3572998046875,0,17,STANDARD,-1.1378279342552926e-15,2018-11-07,1717.9068603515625,42,14,14,R_A6
278.580078125,1.0,278.580078125,0,17,STANDARD,-7.937468986359204e-16,2018-11-07,1720.190673828125,42,15,15,R_A6
